,home_team,away_team,H,D,A,game_id
9,Burnley,Watford,0.364,0.428,0.209,BurnleyWatford
0,Leeds United,Arsenal,0.07400000000000001,0.142,0.784,Leeds UnitedArsenal
1,Newcastle Utd,Manchester City,0.024,0.03,0.945,Newcastle UtdManchester City
2,Wolves,Chelsea,0.055,0.085,0.861,WolvesChelsea
3,Tottenham,Liverpool,0.048,0.127,0.825,TottenhamLiverpool
4,Southampton,Brentford,0.46799999999999997,0.392,0.14,SouthamptonBrentford
5,West Ham,Norwich City,0.953,0.018000000000000002,0.028999999999999998,West HamNorwich City
6,Manchester Utd,Brighton,0.9570000000000001,0.038,0.005,Manchester UtdBrighton
7,Watford,Crystal Palace,0.271,0.287,0.442,WatfordCrystal Palace
8,Everton,Leicester City,0.184,0.41600000000000004,0.4,EvertonLeicester City
9,Aston Villa,Burnley,0.857,0.08199999999999999,0.06,Aston VillaBurnley
0,(1.),Leicester City,0.9209999999999999,0.059000000000000004,0.02,(1.)Leicester City
1,Norwich City,Arsenal,0.026000000000000002,0.039,0.934,Norwich CityArsenal
2,Tottenham,Crystal Palace,0.895,0.086,0.02,TottenhamCrystal Palace
3,West Ham,Southampton,0.888,0.092,0.02,West HamSouthampton
4,Aston Villa,Chelsea,0.013000000000000001,0.10400000000000001,0.883,Aston VillaChelsea
5,Brighton,Brentford,0.484,0.439,0.077,BrightonBrentford
6,Newcastle Utd,Manchester Utd,0.013000000000000001,0.07,0.917,Newcastle UtdManchester Utd
7,Liverpool,Leeds United,0.977,0.006,0.017,LiverpoolLeeds United
8,Wolves,Watford,0.8759999999999999,0.085,0.04,WolvesWatford
9,Burnley,Everton,0.10300000000000001,0.28,0.617,BurnleyEverton
0,Crystal Palace,Norwich City,0.867,0.078,0.055,Crystal PalaceNorwich City
1,Southampton,Tottenham,0.047,0.188,0.7659999999999999,SouthamptonTottenham
2,Watford,West Ham,0.055,0.165,0.78,WatfordWest Ham
3,Leicester City,Liverpool,0.053,0.105,0.8420000000000001,Leicester CityLiverpool
4,Chelsea,Brighton,0.943,0.027999999999999997,0.027999999999999997,ChelseaBrighton
5,Brentford,Manchester City,0.021,0.027999999999999997,0.95,BrentfordManchester City
6,Manchester Utd,Burnley,0.965,0.013999999999999999,0.021,Manchester UtdBurnley
7,Arsenal,Wolves,0.86,0.10800000000000001,0.032,ArsenalWolves
8,Leeds United,Aston Villa,0.244,0.39399999999999996,0.363,Leeds UnitedAston Villa
9,Everton,Newcastle Utd,0.7140000000000001,0.21100000000000002,0.07400000000000001,EvertonNewcastle Utd
0,Arsenal,Manchester City,0.073,0.21100000000000002,0.715,ArsenalManchester City
