,HomeTeam,AwayTeam,FTR,H,D,A,player_stats_vote
312,Brentford,Southampton,H,0.3983749999999997,0.252485119047619,0.3491398809523808,H
313,Burnley,Aston Villa,A,0.26093749999999993,0.27396726190476195,0.4650952380952378,A
314,Chelsea,Wolves,D,0.5585580357142856,0.1498526785714286,0.2915892857142858,H
315,Crystal Palace,Watford,H,0.5965654761904763,0.19945238095238096,0.2039821428571429,H
316,Brighton,Manchester Utd,H,0.31929166666666675,0.26963988095238106,0.4110684523809523,A
317,Liverpool,Tottenham,D,0.47621279761904733,0.18533482142857147,0.3384523809523809,H
318,Arsenal,Leeds United,H,0.6186339285714287,0.17535416666666667,0.2060119047619048,H
319,Leicester City,Everton,A,0.5080505952380951,0.2694345238095238,0.22251488095238095,H
320,Norwich City,West Ham,A,0.1786413690476191,0.3100744047619048,0.511284226190476,A
321,Manchester City,Newcastle Utd,H,0.6478571428571427,0.17314880952380957,0.17899404761904755,H
322,Aston Villa,Liverpool,A,0.18445982142857142,0.1752797619047619,0.6402604166666667,A
323,Leeds United,Chelsea,A,0.17804166666666663,0.26197916666666665,0.5599791666666666,A
324,Leicester City,Norwich City,H,0.5770744047619045,0.21179761904761896,0.2111279761904762,H
325,Watford,Everton,D,0.24535119047619044,0.40235416666666673,0.3522946428571426,D
326,Wolves,Manchester City,A,0.22689236111111125,0.1879821428571428,0.5851254960317462,A
327,Tottenham,Arsenal,H,0.40722321428571434,0.22206547619047623,0.37071130952380954,H
328,Tottenham,Burnley,H,0.5706517857142858,0.1696755952380952,0.25967261904761907,H
329,Aston Villa,Crystal Palace,D,0.4404910714285714,0.24710664682539688,0.31240228174603174,H
330,Leeds United,Brighton,D,0.30671726190476206,0.36551190476190487,0.3277708333333333,D
331,Watford,Leicester City,A,0.21360119047619056,0.31614880952380964,0.4702500000000002,A
332,West Ham,Manchester City,D,0.1448422619047619,0.10179464285714283,0.7533630952380954,A
333,Wolves,Norwich City,D,0.5256369047619046,0.25847023809523817,0.21589285714285708,H
334,Everton,Brentford,A,0.38961607142857124,0.3297291666666667,0.2806547619047619,H
335,Newcastle Utd,Arsenal,H,0.2278080357142857,0.27703273809523815,0.4951592261904761,A
336,Southampton,Liverpool,A,0.17740476190476184,0.23590178571428574,0.5866934523809523,A
337,Everton,Crystal Palace,H,0.31246428571428575,0.25593452380952386,0.4316011904761904,A
338,Aston Villa,Burnley,D,0.5030267857142858,0.21324999999999997,0.2837232142857144,H
339,Chelsea,Leicester City,D,0.5810416666666665,0.19820833333333338,0.22075000000000003,H
340,Arsenal,Everton,H,0.6101071428571425,0.16762351190476188,0.22226934523809516,H
341,Brentford,Leeds United,A,0.5716547619047616,0.15313690476190472,0.27520833333333317,H
342,Brighton,West Ham,H,0.4221190476190475,0.2620684523809524,0.3158125,H
343,Burnley,Newcastle Utd,A,0.2071160714285714,0.3164047619047619,0.4764791666666666,A
344,Chelsea,Watford,H,0.6921160714285712,0.13895238095238094,0.1689315476190476,H
345,Crystal Palace,Manchester Utd,H,0.27055952380952386,0.35847619047619056,0.37096428571428575,A
346,Leicester City,Southampton,H,0.621875,0.19997916666666665,0.1781458333333333,H
347,Liverpool,Wolves,H,0.5798749999999999,0.1186160714285714,0.3015089285714286,H
348,Manchester City,Aston Villa,H,0.6723184523809523,0.1393660714285715,0.18831547619047614,H
349,Norwich City,Tottenham,A,0.18619494047619045,0.22260416666666671,0.5912008928571426,A
