,A,D,H
188,0.195234126984127,0.14478670634920635,0.6599791666666666
189,0.5454895833333333,0.207029761904762,0.24748065476190476
190,0.18064285714285722,0.1716264880952381,0.6477306547619045
191,0.3268452380952382,0.23322916666666668,0.43992559523809516
192,0.2566339285714287,0.13563690476190474,0.6077291666666668
193,0.627654761904762,0.19500000000000003,0.17734523809523803
194,0.24296875,0.26952827380952393,0.48750297619047606
195,0.45068344155844176,0.34254572510822506,0.20677083333333332
196,0.3282013888888889,0.304575396825397,0.36722321428571425
197,0.4338184523809524,0.283514880952381,0.28266666666666684
198,0.791720238095238,0.10912499999999997,0.09915476190476191
199,0.6906101190476188,0.1974568452380951,0.11193303571428569
200,0.3726696428571427,0.3083333333333334,0.31899702380952394
201,0.23218749999999994,0.2073541666666667,0.5604583333333331
202,0.39631249999999996,0.3091041666666666,0.29458333333333336
203,0.29931250000000004,0.21229166666666666,0.4883958333333334
204,0.14983035714285714,0.1414494047619047,0.7087202380952381
205,0.1407098214285714,0.13210714285714287,0.7271830357142854
206,0.17977083333333335,0.1806904761904762,0.6395386904761903
207,0.1320208333333333,0.1717916666666667,0.6961875000000001
208,0.45877083333333313,0.38010416666666685,0.16112499999999996
209,0.2001339285714286,0.13774999999999996,0.6621160714285717
210,0.2961711309523809,0.22366220238095244,0.48016666666666674
211,0.2900773809523811,0.18826339285714294,0.5216592261904763
212,0.4681413690476193,0.34519940476190486,0.18665922619047623
213,0.3486577380952381,0.22279464285714287,0.42854761904761923
214,0.4494970238095237,0.2413020833333334,0.3092008928571428
215,0.4295694444444442,0.1865208333333333,0.3839097222222221
216,0.18949702380952382,0.2408779761904762,0.5696249999999999
217,0.24992410714285715,0.26822916666666674,0.4818467261904761
218,0.21774107142857133,0.23074702380952392,0.5515119047619046
219,0.5530238095238096,0.24214285714285722,0.20483333333333323
220,0.3419583333333335,0.22753124999999996,0.43051041666666656
221,0.24661458333333336,0.2740937500000001,0.4792916666666667
222,0.16384375,0.1141145833333333,0.7220416666666667
223,0.3694861111111112,0.2612738095238095,0.3692400793650794
224,0.5813095238095234,0.23646428571428565,0.1822261904761905
225,0.31889583333333343,0.22838095238095238,0.45272321428571416
226,0.48903273809523784,0.2584226190476191,0.2525446428571429
227,0.27858333333333346,0.26762499999999995,0.45379166666666676
228,0.46103918650793624,0.23536259920634922,0.3035982142857143
229,0.6717187499999998,0.17906696428571434,0.14921428571428566
230,0.4425416666666665,0.20945833333333325,0.3479999999999999
231,0.26942857142857146,0.35730654761904757,0.373264880952381
232,0.21464583333333334,0.13302083333333334,0.6523333333333332
233,0.20418601190476193,0.2652415674603174,0.5305724206349206
234,0.7326071428571426,0.10720535714285712,0.16018749999999993
235,0.31244940476190475,0.15732142857142853,0.5302291666666669
236,0.17745535714285715,0.27494791666666674,0.547596726190476
237,0.6337351190476189,0.2235208333333334,0.1427440476190476
238,0.2543472222222223,0.22797222222222224,0.5176805555555556
239,0.2517499999999999,0.20483333333333342,0.5434166666666664
240,0.32280357142857147,0.3554136904761906,0.321782738095238
241,0.6497162698412694,0.15428273809523815,0.19600099206349214
242,0.35818452380952365,0.2598749999999999,0.3819404761904762
243,0.32740625000000007,0.2554419642857143,0.4171517857142856
244,0.24046726190476198,0.21388095238095237,0.5456517857142857
245,0.5173497023809523,0.2576741071428571,0.22497619047619055
246,0.17803124999999995,0.2984479166666667,0.5235208333333333
247,0.23934226190476185,0.1602083333333333,0.6004494047619048
248,0.3487083333333333,0.28822916666666676,0.36306249999999984
249,0.3023720238095238,0.22784523809523816,0.46978273809523796
250,0.596690476190476,0.19895535714285725,0.20435416666666664
251,0.5075952380952379,0.2861160714285714,0.20628869047619047
252,0.5616284722222219,0.17767410714285714,0.26069742063492063
253,0.4077589285714284,0.22434821428571425,0.3678928571428572
254,0.20681250000000007,0.1141875,0.6789999999999996
255,0.4713482142857142,0.20069345238095238,0.3279583333333332
256,0.15135416666666668,0.2514494047619048,0.5971964285714286
257,0.2592931547619048,0.26557589285714295,0.47513095238095227
258,0.13860903679653674,0.1456517857142857,0.7157391774891775
259,0.16904166666666667,0.19971726190476194,0.6312410714285712
260,0.6768883928571425,0.1893645833333334,0.13374702380952377
261,0.22470833333333332,0.17786607142857153,0.597425595238095
262,0.5395238095238094,0.15629166666666663,0.3041845238095238
263,0.3885625,0.21654166666666672,0.3948958333333333
264,0.206327380952381,0.25350595238095236,0.5401666666666665
265,0.18018750000000006,0.17082738095238095,0.648985119047619
266,0.1949642857142857,0.10994642857142856,0.6950892857142855
267,0.5218541666666667,0.27545833333333336,0.20268749999999996
268,0.32782291666666663,0.3853154761904763,0.2868616071428574
269,0.2863571428571429,0.35637202380952376,0.3572708333333334
270,0.5616517857142856,0.17502976190476183,0.2633184523809523
271,0.1939880952380953,0.15875892857142862,0.6472529761904761
272,0.5215446428571427,0.21669940476190475,0.2617559523809524
273,0.35522916666666676,0.3109583333333334,0.33381249999999985
274,0.44924107142857145,0.260827380952381,0.2899315476190476
275,0.5870952380952381,0.20808928571428573,0.20481547619047621
276,0.17602976190476194,0.29887500000000006,0.5250952380952381
277,0.35380952380952363,0.35977380952380955,0.2864166666666667
278,0.3485997023809522,0.2488229166666667,0.40257738095238094
279,0.12859415584415587,0.23497619047619053,0.6364296536796533
280,0.12866666666666668,0.1334523809523809,0.737880952380952
281,0.36747916666666675,0.32849999999999996,0.3040208333333334
282,0.2960848214285714,0.36765625,0.33625892857142864
283,0.44606547619047626,0.2807886904761905,0.2731458333333335
284,0.25293750000000015,0.2540625,0.493
285,0.24554761904761904,0.14131845238095236,0.6131339285714287
286,0.363860119047619,0.18504166666666663,0.4510982142857143
287,0.4798958333333333,0.1949761904761904,0.3251279761904762
288,0.42609523809523814,0.2453616071428572,0.3285431547619049
289,0.0982589285714286,0.09737499999999999,0.8043660714285713
290,0.3601354166666666,0.23721577380952374,0.4026488095238093
291,0.4063541666666666,0.21622916666666675,0.3774166666666666
292,0.4063571428571428,0.25934523809523813,0.334297619047619
293,0.16945833333333332,0.13477976190476185,0.6957619047619048
294,0.5449583333333334,0.1382291666666666,0.3168125
295,0.6509479166666666,0.15643898809523807,0.19261309523809525
296,0.4076517857142856,0.31012797619047605,0.28222023809523816
297,0.4565669642857144,0.20285714285714285,0.3405758928571426
298,0.21143750000000008,0.11147916666666668,0.6770833333333333
299,0.1446586399711399,0.19080654761904758,0.6645348124098124
300,0.23323908730158735,0.23972023809523815,0.5270406746031743
301,0.6015535714285712,0.1847991071428572,0.21364732142857135
302,0.7452916666666666,0.12225,0.13245833333333337
303,0.19810416666666672,0.16093749999999996,0.6409583333333331
304,0.4477440476190476,0.22375892857142862,0.3284970238095238
305,0.30078869047619056,0.3618541666666667,0.33735714285714286
306,0.17649999999999996,0.20347916666666663,0.6200208333333332
307,0.6262589285714286,0.22127380952380948,0.1524672619047619
308,0.6305863095238093,0.12291964285714288,0.2464940476190477
309,0.24105357142857148,0.17104166666666662,0.5879047619047618
310,0.3098244047619048,0.3791994047619048,0.3109761904761906
311,0.29799404761904774,0.1771666666666666,0.5248392857142858
312,0.3491398809523808,0.252485119047619,0.3983749999999997
313,0.4650952380952378,0.27396726190476195,0.26093749999999993
314,0.2915892857142858,0.1498526785714286,0.5585580357142856
315,0.2039821428571429,0.19945238095238096,0.5965654761904763
316,0.4110684523809523,0.26963988095238106,0.31929166666666675
317,0.3384523809523809,0.18533482142857147,0.47621279761904733
318,0.2060119047619048,0.17535416666666667,0.6186339285714287
319,0.22251488095238095,0.2694345238095238,0.5080505952380951
320,0.511284226190476,0.3100744047619048,0.1786413690476191
321,0.17899404761904755,0.17314880952380957,0.6478571428571427
322,0.6402604166666667,0.1752797619047619,0.18445982142857142
323,0.5599791666666666,0.26197916666666665,0.17804166666666663
324,0.2111279761904762,0.21179761904761896,0.5770744047619045
325,0.3522946428571426,0.40235416666666673,0.24535119047619044
326,0.5851254960317462,0.1879821428571428,0.22689236111111125
327,0.37071130952380954,0.22206547619047623,0.40722321428571434
328,0.25967261904761907,0.1696755952380952,0.5706517857142858
329,0.31240228174603174,0.24710664682539688,0.4404910714285714
330,0.3277708333333333,0.36551190476190487,0.30671726190476206
331,0.4702500000000002,0.31614880952380964,0.21360119047619056
332,0.7533630952380954,0.10179464285714283,0.1448422619047619
333,0.21589285714285708,0.25847023809523817,0.5256369047619046
334,0.2806547619047619,0.3297291666666667,0.38961607142857124
335,0.4951592261904761,0.27703273809523815,0.2278080357142857
336,0.5866934523809523,0.23590178571428574,0.17740476190476184
337,0.4316011904761904,0.25593452380952386,0.31246428571428575
338,0.2837232142857144,0.21324999999999997,0.5030267857142858
339,0.22075000000000003,0.19820833333333338,0.5810416666666665
340,0.22226934523809516,0.16762351190476188,0.6101071428571425
341,0.27520833333333317,0.15313690476190472,0.5716547619047616
342,0.3158125,0.2620684523809524,0.4221190476190475
343,0.4764791666666666,0.3164047619047619,0.2071160714285714
344,0.1689315476190476,0.13895238095238094,0.6921160714285712
345,0.37096428571428575,0.35847619047619056,0.27055952380952386
346,0.1781458333333333,0.19997916666666665,0.621875
347,0.3015089285714286,0.1186160714285714,0.5798749999999999
348,0.18831547619047614,0.1393660714285715,0.6723184523809523
349,0.5912008928571426,0.22260416666666671,0.18619494047619045
