,home_team,away_team,H,D,A,game_id
2,Wolves,Newcastle Utd,0.871,0.11699999999999999,0.012,WolvesNewcastle Utd
3,Manchester Utd,Norwich City,0.92,0.07400000000000001,0.006,Manchester UtdNorwich City
4,Leicester City,Southampton,0.914,0.067,0.018000000000000002,Leicester CitySouthampton
5,Chelsea,Burnley,0.982,0.012,0.006,ChelseaBurnley
6,Everton,Brighton,0.883,0.10400000000000001,0.012,EvertonBrighton
7,(6.),Liverpool,0.036000000000000004,0.187,0.777,(6.)Liverpool
8,Bournemouth,Watford,0.392,0.36700000000000005,0.24100000000000002,BournemouthWatford
9,Aston Villa,Manchester City,0.006,0.024,0.97,Aston VillaManchester City
0,Watford,Tottenham,0.075,0.161,0.764,WatfordTottenham
1,West Ham,Everton,0.239,0.409,0.35200000000000004,West HamEverton
2,Norwich City,Bournemouth,0.563,0.284,0.153,Norwich CityBournemouth
3,Southampton,Wolves,0.43200000000000005,0.261,0.307,SouthamptonWolves
4,Brighton,Aston Villa,0.682,0.19899999999999998,0.11900000000000001,BrightonAston Villa
5,Arsenal,Sheffield Utd,0.733,0.205,0.063,ArsenalSheffield Utd
6,Manchester City,Crystal Palace,0.96,0.023,0.017,Manchester CityCrystal Palace
7,Newcastle Utd,Chelsea,0.045,0.063,0.892,Newcastle UtdChelsea
8,Burnley,Leicester City,0.034,0.027999999999999997,0.938,BurnleyLeicester City
9,(1.),Manchester Utd,0.8759999999999999,0.084,0.039,(1.)Manchester Utd
0,Crystal Palace,Southampton,0.564,0.295,0.141,Crystal PalaceSouthampton
1,Sheffield Utd,Manchester City,0.006999999999999999,0.054000000000000006,0.94,Sheffield UtdManchester City
2,Aston Villa,Watford,0.537,0.228,0.235,Aston VillaWatford
3,Bournemouth,Brighton,0.349,0.423,0.228,BournemouthBrighton
4,Everton,Newcastle Utd,0.852,0.128,0.02,EvertonNewcastle Utd
5,Chelsea,Arsenal,0.7809999999999999,0.159,0.06,ChelseaArsenal
6,Leicester City,West Ham,0.929,0.053,0.018000000000000002,Leicester CityWest Ham
7,Tottenham,Norwich City,0.9590000000000001,0.018000000000000002,0.024,TottenhamNorwich City
8,Manchester Utd,Burnley,0.9359999999999999,0.064,0.0,Manchester UtdBurnley
9,Wolves,Liverpool,0.034,0.067,0.899,WolvesLiverpool
0,Leicester City,Chelsea,0.519,0.354,0.127,Leicester CityChelsea
1,Liverpool,Southampton,0.9740000000000001,0.016,0.01,LiverpoolSouthampton
2,Bournemouth,Aston Villa,0.447,0.284,0.268,BournemouthAston Villa
3,West Ham,Brighton,0.698,0.217,0.085,West HamBrighton
4,Watford,Everton,0.183,0.309,0.508,WatfordEverton
5,Newcastle Utd,Norwich City,0.8640000000000001,0.084,0.052000000000000005,Newcastle UtdNorwich City
6,Crystal Palace,Sheffield Utd,0.384,0.389,0.226,Crystal PalaceSheffield Utd
7,Manchester Utd,Wolves,0.7020000000000001,0.19399999999999998,0.105,Manchester UtdWolves
8,Burnley,Arsenal,0.11900000000000001,0.16,0.722,BurnleyArsenal
9,Tottenham,Manchester City,0.092,0.215,0.6920000000000001,TottenhamManchester City
0,Everton,Crystal Palace,0.897,0.086,0.017,EvertonCrystal Palace
1,Brighton,Watford,0.573,0.337,0.09,BrightonWatford
2,Sheffield Utd,Bournemouth,0.9059999999999999,0.07200000000000001,0.022000000000000002,Sheffield UtdBournemouth
3,Wolves,Leicester City,0.153,0.35200000000000004,0.495,WolvesLeicester City
4,Southampton,Burnley,0.6729999999999999,0.231,0.095,SouthamptonBurnley
5,Norwich City,Liverpool,0.02,0.005,0.975,Norwich CityLiverpool
6,Aston Villa,Tottenham,0.02,0.099,0.882,Aston VillaTottenham
7,Arsenal,Newcastle Utd,0.833,0.14800000000000002,0.02,ArsenalNewcastle Utd
8,Chelsea,Manchester Utd,0.6809999999999999,0.235,0.083,ChelseaManchester Utd
9,Manchester City,West Ham,0.985,0.0,0.015,Manchester CityWest Ham
0,Chelsea,Tottenham,0.568,0.318,0.114,ChelseaTottenham
1,Sheffield Utd,Brighton,0.882,0.084,0.034,Sheffield UtdBrighton
2,Crystal Palace,Newcastle Utd,0.39899999999999997,0.489,0.11199999999999999,Crystal PalaceNewcastle Utd
3,Southampton,Aston Villa,0.8190000000000001,0.147,0.034,SouthamptonAston Villa
4,Burnley,Bournemouth,0.746,0.198,0.055999999999999994,BurnleyBournemouth
5,Leicester City,Manchester City,0.163,0.287,0.551,Leicester CityManchester City
6,Manchester Utd,Watford,0.929,0.066,0.005,Manchester UtdWatford
7,Wolves,Norwich City,0.956,0.016,0.027000000000000003,WolvesNorwich City
8,Arsenal,Everton,0.6940000000000001,0.213,0.09300000000000001,ArsenalEverton
9,Liverpool,West Ham,0.973,0.016,0.011000000000000001,LiverpoolWest Ham
0,Norwich City,Leicester City,0.018000000000000002,0.047,0.935,Norwich CityLeicester City
1,Brighton,Crystal Palace,0.371,0.389,0.24,BrightonCrystal Palace
2,West Ham,Southampton,0.441,0.218,0.341,West HamSouthampton
3,Newcastle Utd,Burnley,0.598,0.29100000000000004,0.11199999999999999,Newcastle UtdBurnley
4,Bournemouth,Chelsea,0.039,0.061,0.899,BournemouthChelsea
5,Watford,Liverpool,0.017,0.017,0.9670000000000001,WatfordLiverpool
6,Tottenham,Wolves,0.6940000000000001,0.222,0.083,TottenhamWolves
7,Everton,Manchester Utd,0.156,0.33299999999999996,0.511,EvertonManchester Utd
8,Aston Villa,Sheffield Utd,0.16699999999999998,0.293,0.54,Aston VillaSheffield Utd
9,Manchester City,Arsenal,0.91,0.053,0.037000000000000005,Manchester CityArsenal
0,Liverpool,Bournemouth,0.982,0.006,0.012,LiverpoolBournemouth
1,Arsenal,West Ham,0.91,0.078,0.012,ArsenalWest Ham
2,Crystal Palace,Watford,0.6709999999999999,0.18,0.15,Crystal PalaceWatford
3,Sheffield Utd,Norwich City,0.8859999999999999,0.078,0.036000000000000004,Sheffield UtdNorwich City
4,Southampton,Newcastle Utd,0.617,0.305,0.078,SouthamptonNewcastle Utd
5,Wolves,Brighton,0.97,0.03,0.0,WolvesBrighton
6,Burnley,Tottenham,0.11800000000000001,0.249,0.633,BurnleyTottenham
7,Chelsea,Everton,0.85,0.098,0.052000000000000005,ChelseaEverton
8,Manchester Utd,Manchester City,0.10300000000000001,0.282,0.615,Manchester UtdManchester City
9,Leicester City,Aston Villa,0.927,0.05,0.022000000000000002,Leicester CityAston Villa
0,Norwich City,Southampton,0.265,0.307,0.429,Norwich CitySouthampton
1,Tottenham,Manchester Utd,0.254,0.326,0.42,TottenhamManchester Utd
2,Watford,Leicester City,0.087,0.061,0.852,WatfordLeicester City
3,Brighton,Arsenal,0.040999999999999995,0.14400000000000002,0.815,BrightonArsenal
4,West Ham,Wolves,0.11699999999999999,0.23,0.653,West HamWolves
5,Bournemouth,Crystal Palace,0.253,0.361,0.387,BournemouthCrystal Palace
6,Newcastle Utd,Sheffield Utd,0.268,0.35100000000000003,0.381,Newcastle UtdSheffield Utd
7,Aston Villa,Chelsea,0.031,0.031,0.9390000000000001,Aston VillaChelsea
8,Everton,Liverpool,0.055999999999999994,0.086,0.8590000000000001,EvertonLiverpool
9,Manchester City,Burnley,0.985,0.01,0.005,Manchester CityBurnley
0,Leicester City,Brighton,0.9790000000000001,0.006999999999999999,0.013999999999999999,Leicester CityBrighton
1,Tottenham,West Ham,0.924,0.055,0.021,TottenhamWest Ham
2,Newcastle Utd,Aston Villa,0.778,0.13699999999999998,0.085,Newcastle UtdAston Villa
3,Norwich City,Everton,0.046,0.15,0.804,Norwich CityEverton
4,Wolves,Bournemouth,0.9279999999999999,0.059000000000000004,0.013000000000000001,WolvesBournemouth
5,Manchester Utd,Sheffield Utd,0.825,0.162,0.013000000000000001,Manchester UtdSheffield Utd
6,Liverpool,Crystal Palace,0.981,0.019,0.0,LiverpoolCrystal Palace
7,Burnley,Watford,0.423,0.40399999999999997,0.17300000000000001,BurnleyWatford
8,Southampton,Arsenal,0.17800000000000002,0.293,0.529,SouthamptonArsenal
9,Chelsea,Manchester City,0.08800000000000001,0.34600000000000003,0.5660000000000001,ChelseaManchester City
0,Aston Villa,Wolves,0.10099999999999999,0.10099999999999999,0.799,Aston VillaWolves
1,Watford,Southampton,0.311,0.45,0.23800000000000002,WatfordSouthampton
2,Crystal Palace,Burnley,0.703,0.213,0.084,Crystal PalaceBurnley
3,Brighton,Manchester Utd,0.013000000000000001,0.05,0.937,BrightonManchester Utd
4,Arsenal,Norwich City,0.9620000000000001,0.038,0.0,ArsenalNorwich City
5,Bournemouth,Newcastle Utd,0.201,0.35200000000000004,0.447,BournemouthNewcastle Utd
6,Everton,Leicester City,0.16399999999999998,0.258,0.579,EvertonLeicester City
7,West Ham,Chelsea,0.038,0.031,0.9309999999999999,West HamChelsea
8,Sheffield Utd,Tottenham,0.10400000000000001,0.25,0.6459999999999999,Sheffield UtdTottenham
9,Manchester City,Liverpool,0.273,0.345,0.382,Manchester CityLiverpool
0,Norwich City,Brighton,0.196,0.21,0.594,Norwich CityBrighton
1,Manchester Utd,Bournemouth,0.993,0.006999999999999999,0.0,Manchester UtdBournemouth
2,Leicester City,Crystal Palace,0.887,0.092,0.021,Leicester CityCrystal Palace
3,Wolves,Arsenal,0.44799999999999995,0.322,0.231,WolvesArsenal
4,Chelsea,Watford,0.972,0.0,0.027999999999999997,ChelseaWatford
5,Burnley,Sheffield Utd,0.259,0.449,0.293,BurnleySheffield Utd
6,Newcastle Utd,West Ham,0.6459999999999999,0.252,0.102,Newcastle UtdWest Ham
7,Liverpool,Aston Villa,0.9520000000000001,0.027000000000000003,0.021,LiverpoolAston Villa
8,Southampton,Manchester City,0.013999999999999999,0.054000000000000006,0.932,SouthamptonManchester City
9,Tottenham,Everton,0.72,0.24,0.04,TottenhamEverton
0,Crystal Palace,Chelsea,0.008,0.067,0.925,Crystal PalaceChelsea
1,Watford,Norwich City,0.8170000000000001,0.10800000000000001,0.075,WatfordNorwich City
2,Arsenal,Leicester City,0.496,0.28300000000000003,0.22,ArsenalLeicester City
3,West Ham,Burnley,0.629,0.182,0.18899999999999997,West HamBurnley
4,Manchester City,Newcastle Utd,0.97,0.023,0.008,Manchester CityNewcastle Utd
5,Sheffield Utd,Wolves,0.14400000000000002,0.379,0.47700000000000004,Sheffield UtdWolves
6,Brighton,Liverpool,0.015,0.03,0.955,BrightonLiverpool
7,Everton,Southampton,0.7190000000000001,0.19399999999999998,0.086,EvertonSouthampton
8,Bournemouth,Tottenham,0.043,0.065,0.892,BournemouthTottenham
9,Aston Villa,Manchester Utd,0.022000000000000002,0.036000000000000004,0.9420000000000001,Aston VillaManchester Utd
0,Watford,Newcastle Utd,0.29100000000000004,0.35,0.359,WatfordNewcastle Utd
1,Norwich City,West Ham,0.13699999999999998,0.214,0.65,Norwich CityWest Ham
2,Liverpool,Burnley,0.976,0.016,0.008,LiverpoolBurnley
3,Sheffield Utd,Chelsea,0.049,0.21100000000000002,0.74,Sheffield UtdChelsea
4,Brighton,Manchester City,0.008,0.008,0.9840000000000001,BrightonManchester City
5,Wolves,Everton,0.8079999999999999,0.152,0.04,WolvesEverton
6,Aston Villa,Crystal Palace,0.27899999999999997,0.318,0.40299999999999997,Aston VillaCrystal Palace
7,Tottenham,Arsenal,0.485,0.33799999999999997,0.177,TottenhamArsenal
8,Bournemouth,Leicester City,0.062,0.046,0.892,BournemouthLeicester City
9,Manchester Utd,Southampton,0.9620000000000001,0.038,0.0,Manchester UtdSouthampton
0,Chelsea,Norwich City,0.991,0.009000000000000001,0.0,ChelseaNorwich City
1,Burnley,Wolves,0.078,0.32799999999999996,0.594,BurnleyWolves
2,Manchester City,Bournemouth,0.9840000000000001,0.016,0.0,Manchester CityBournemouth
3,Newcastle Utd,Tottenham,0.087,0.15,0.764,Newcastle UtdTottenham
4,Arsenal,Liverpool,0.053,0.237,0.71,ArsenalLiverpool
5,Everton,Aston Villa,0.835,0.09,0.075,EvertonAston Villa
6,Leicester City,Sheffield Utd,0.687,0.254,0.06,Leicester CitySheffield Utd
7,Southampton,Brighton,0.784,0.16399999999999998,0.052000000000000005,SouthamptonBrighton
8,Crystal Palace,Manchester Utd,0.015,0.03,0.955,Crystal PalaceManchester Utd
9,West Ham,Watford,0.662,0.271,0.068,West HamWatford
0,Norwich City,Burnley,0.07200000000000001,0.126,0.802,Norwich CityBurnley
1,Bournemouth,Southampton,0.218,0.311,0.47100000000000003,BournemouthSouthampton
2,Tottenham,Leicester City,0.5670000000000001,0.308,0.125,TottenhamLeicester City
3,Sheffield Utd,Everton,0.669,0.19,0.14,Sheffield UtdEverton
4,Brighton,Newcastle Utd,0.3,0.433,0.267,BrightonNewcastle Utd
