player,team,matchweek,date,start11
Rodrigo,Leeds United,1.0,2021-08-14,True
Pascal Struijk,Leeds United,1.0,2021-08-14,True
Jack Harrison,Leeds United,1.0,2021-08-14,True
Mateusz Klich,Leeds United,1.0,2021-08-14,True
Kristoffer Klaesson,Leeds United,1.0,2021-08-14,False
Junior Firpo,Leeds United,1.0,2021-08-14,False
Adam Forshaw,Leeds United,1.0,2021-08-14,False
Tyler Roberts,Leeds United,1.0,2021-08-14,False
Hélder Costa,Leeds United,1.0,2021-08-14,False
Kalvin Phillips,Leeds United,1.0,2021-08-14,False
Crysencio Summerville,Leeds United,1.0,2021-08-14,False
Sam Greenwood,Leeds United,1.0,2021-08-14,False
Jamie Shackleton,Leeds United,1.0,2021-08-14,False
Daniel Bachmann,Watford,1.0,2021-08-14,True
Oghenekaro Etebo,Watford,1.0,2021-08-14,True
William Troost-Ekong,Watford,1.0,2021-08-14,True
Tom Cleverley,Watford,1.0,2021-08-14,True
Adam Masina,Watford,1.0,2021-08-14,True
Ken Sema,Watford,1.0,2021-08-14,True
Craig Cathcart,Watford,1.0,2021-08-14,True
Ismaila Sarr,Watford,1.0,2021-08-14,True
Emmanuel Dennis,Watford,1.0,2021-08-14,True
Christian Kabasele,Watford,1.0,2021-08-14,True
Juraj Kucka,Watford,1.0,2021-08-14,True
Ben Foster,Watford,1.0,2021-08-14,False
Jeremy Ngakia,Watford,1.0,2021-08-14,False
Danny Rose,Watford,1.0,2021-08-14,False
Imran Louza,Watford,1.0,2021-08-14,False
Troy Deeney,Watford,1.0,2021-08-14,False
Dan Gosling,Watford,1.0,2021-08-14,False
Ashley Fletcher,Watford,1.0,2021-08-14,False
Cucho,Watford,1.0,2021-08-14,False
Francisco Sierralta,Watford,1.0,2021-08-14,False
Emiliano Martínez,Aston Villa,1.0,2021-08-14,True
Matty Cash,Aston Villa,1.0,2021-08-14,True
Matt Targett,Aston Villa,1.0,2021-08-14,True
Ezri Konsa,Aston Villa,1.0,2021-08-14,True
Tyrone Mings,Aston Villa,1.0,2021-08-14,True
John McGinn,Aston Villa,1.0,2021-08-14,True
Emi Buendía,Aston Villa,1.0,2021-08-14,True
Ashley Young,Aston Villa,1.0,2021-08-14,True
Marvelous Nakamba,Aston Villa,1.0,2021-08-14,True
Danny Ings,Aston Villa,1.0,2021-08-14,True
Anwar El Ghazi,Aston Villa,1.0,2021-08-14,True
Jed Steer,Aston Villa,1.0,2021-08-14,False
Wesley Moraes,Aston Villa,1.0,2021-08-14,False
Bertrand Traoré,Aston Villa,1.0,2021-08-14,False
Axel Tuanzebe,Aston Villa,1.0,2021-08-14,False
Kortney Hause,Aston Villa,1.0,2021-08-14,False
Leon Bailey,Aston Villa,1.0,2021-08-14,False
Jaden Philogene Bidace,Aston Villa,1.0,2021-08-14,False
Carney Chukwuemeka,Aston Villa,1.0,2021-08-14,False
Jacob Ramsey,Aston Villa,1.0,2021-08-14,False
Edouard Mendy,Chelsea,1.0,2021-08-14,True
Antonio Rüdiger,Chelsea,1.0,2021-08-14,True
Marcos Alonso,Chelsea,1.0,2021-08-14,True
Andreas Christensen,Chelsea,1.0,2021-08-14,True
Jorginho,Chelsea,1.0,2021-08-14,True
Mateo Kovačić,Chelsea,1.0,2021-08-14,True
Christian Pulisic,Chelsea,1.0,2021-08-14,True
Timo Werner,Chelsea,1.0,2021-08-14,True
Trevoh Chalobah,Chelsea,1.0,2021-08-14,True
Mason Mount,Chelsea,1.0,2021-08-14,True
César Azpilicueta,Chelsea,1.0,2021-08-14,True
Kepa Arrizabalaga,Chelsea,1.0,2021-08-14,False
Thiago Silva,Chelsea,1.0,2021-08-14,False
Tammy Abraham,Chelsea,1.0,2021-08-14,False
Kurt Zouma,Chelsea,1.0,2021-08-14,False
Callum Hudson-Odoi,Chelsea,1.0,2021-08-14,False
Ben Chilwell,Chelsea,1.0,2021-08-14,False
Reece James,Chelsea,1.0,2021-08-14,False
Kai Havertz,Chelsea,1.0,2021-08-14,False
Emerson Palmieri,Chelsea,1.0,2021-08-14,False
Vicente Guaita,Crystal Palace,1.0,2021-08-14,True
Joel Ward,Crystal Palace,1.0,2021-08-14,True
Tyrick Mitchell,Crystal Palace,1.0,2021-08-14,True
Marc Guéhi,Crystal Palace,1.0,2021-08-14,True
Cheikhou Kouyaté,Crystal Palace,1.0,2021-08-14,True
Jordan Ayew,Crystal Palace,1.0,2021-08-14,True
Wilfried Zaha,Crystal Palace,1.0,2021-08-14,True
Jean-Philippe Mateta,Crystal Palace,1.0,2021-08-14,True
Jeffrey Schlupp,Crystal Palace,1.0,2021-08-14,True
James McArthur,Crystal Palace,1.0,2021-08-14,True
Jaïro Riedewald,Crystal Palace,1.0,2021-08-14,True
Jack Butland,Crystal Palace,1.0,2021-08-14,False
Joachim Andersen,Crystal Palace,1.0,2021-08-14,False
Nathaniel Clyne,Crystal Palace,1.0,2021-08-14,False
Christian Benteke,Crystal Palace,1.0,2021-08-14,False
Martin Kelly,Crystal Palace,1.0,2021-08-14,False
Scott Banks,Crystal Palace,1.0,2021-08-14,False
Reece Hannam,Crystal Palace,1.0,2021-08-14,False
Robert Street,Crystal Palace,1.0,2021-08-14,False
Jesuran Rak Sakyi,Crystal Palace,1.0,2021-08-14,False
Jordan Pickford,Everton,1.0,2021-08-14,True
Mason Holgate,Everton,1.0,2021-08-14,True
Michael Keane,Everton,1.0,2021-08-14,True
Allan,Everton,1.0,2021-08-14,True
Richarlison,Everton,1.0,2021-08-14,True
Dominic Calvert-Lewin,Everton,1.0,2021-08-14,True
Demarai Gray,Everton,1.0,2021-08-14,True
Lucas Digne,Everton,1.0,2021-08-14,True
Andros Townsend,Everton,1.0,2021-08-14,True
Abdoulaye Doucouré,Everton,1.0,2021-08-14,True
Séamus Coleman,Everton,1.0,2021-08-14,True
Asmir Begović,Everton,1.0,2021-08-14,False
Jonjoe Kenny,Everton,1.0,2021-08-14,False
Fabian Delph,Everton,1.0,2021-08-14,False
Yerry Mina,Everton,1.0,2021-08-14,False
Alex Iwobi,Everton,1.0,2021-08-14,False
Anthony Gordon,Everton,1.0,2021-08-14,False
Tom Davies,Everton,1.0,2021-08-14,False
Jarrad Branthwaite,Everton,1.0,2021-08-14,False
Nathan Broadhead,Everton,1.0,2021-08-14,False
Alex McCarthy,Southampton,1.0,2021-08-14,True
Jack Stephens,Southampton,1.0,2021-08-14,True
Oriol Romeu,Southampton,1.0,2021-08-14,True
James Ward-Prowse,Southampton,1.0,2021-08-14,True
Adam Armstrong,Southampton,1.0,2021-08-14,True
Che Adams,Southampton,1.0,2021-08-14,True
Romain Perraud,Southampton,1.0,2021-08-14,True
Moussa Djenepo,Southampton,1.0,2021-08-14,True
Valentino Livramento,Southampton,1.0,2021-08-14,True
Mohammed Salisu,Southampton,1.0,2021-08-14,True
Theo Walcott,Southampton,1.0,2021-08-14,True
Fraser Forster,Southampton,1.0,2021-08-14,False
Kyle Walker-Peters,Southampton,1.0,2021-08-14,False
Nathan Redmond,Southampton,1.0,2021-08-14,False
Stuart Armstrong,Southampton,1.0,2021-08-14,False
Nathan Tella,Southampton,1.0,2021-08-14,False
Mohamed Elyounoussi,Southampton,1.0,2021-08-14,False
Ibrahima Diallo,Southampton,1.0,2021-08-14,False
Jan Bednarek,Southampton,1.0,2021-08-14,False
Yan Valery,Southampton,1.0,2021-08-14,False
Nick Pope,Burnley,1.0,2021-08-14,True
Matthew Lowton,Burnley,1.0,2021-08-14,True
Charlie Taylor,Burnley,1.0,2021-08-14,True
Jack Cork,Burnley,1.0,2021-08-14,True
James Tarkowski,Burnley,1.0,2021-08-14,True
Ben Mee,Burnley,1.0,2021-08-14,True
Jóhann Berg Guðmundsson,Burnley,1.0,2021-08-14,True
Chris Wood,Burnley,1.0,2021-08-14,True
Dwight McNeil,Burnley,1.0,2021-08-14,True
Ashley Westwood,Burnley,1.0,2021-08-14,True
Jay Rodriguez,Burnley,1.0,2021-08-14,True
Wayne Hennessey,Burnley,1.0,2021-08-14,False
Josh Brownhill,Burnley,1.0,2021-08-14,False
Ashley Barnes,Burnley,1.0,2021-08-14,False
Nathan Collins,Burnley,1.0,2021-08-14,False
Erik Pieters,Burnley,1.0,2021-08-14,False
Phil Bardsley,Burnley,1.0,2021-08-14,False
Matěj Vydra,Burnley,1.0,2021-08-14,False
Bobby Thomas,Burnley,1.0,2021-08-14,False
Lewis Richardson,Burnley,1.0,2021-08-14,False
Robert Sánchez,Brighton & Hove Albion,1.0,2021-08-14,True
Adam Webster,Brighton & Hove Albion,1.0,2021-08-14,True
Lewis Dunk,Brighton & Hove Albion,1.0,2021-08-14,True
Yves Bissouma,Brighton & Hove Albion,1.0,2021-08-14,True
Neal Maupay,Brighton & Hove Albion,1.0,2021-08-14,True
Leandro Trossard,Brighton & Hove Albion,1.0,2021-08-14,True
Enock Mwepu,Brighton & Hove Albion,1.0,2021-08-14,True
Pascal Groß,Brighton & Hove Albion,1.0,2021-08-14,True
Steven Alzate,Brighton & Hove Albion,1.0,2021-08-14,True
Solly March,Brighton & Hove Albion,1.0,2021-08-14,True
Shane Duffy,Brighton & Hove Albion,1.0,2021-08-14,True
Jason Steele,Brighton & Hove Albion,1.0,2021-08-14,False
Michał Karbownik,Brighton & Hove Albion,1.0,2021-08-14,False
Alexis Mac Allister,Brighton & Hove Albion,1.0,2021-08-14,False
Adam Lallana,Brighton & Hove Albion,1.0,2021-08-14,False
Jakub Moder,Brighton & Hove Albion,1.0,2021-08-14,False
Andi Zeqiri,Brighton & Hove Albion,1.0,2021-08-14,False
Florin Andone,Brighton & Hove Albion,1.0,2021-08-14,False
Moisés Caicedo,Brighton & Hove Albion,1.0,2021-08-14,False
Taylor Richards,Brighton & Hove Albion,1.0,2021-08-14,False
Kasper Schmeichel,Leicester City,1.0,2021-08-14,True
Çağlar Söyüncü,Leicester City,1.0,2021-08-14,True
Harvey Barnes,Leicester City,1.0,2021-08-14,True
Youri Tielemans,Leicester City,1.0,2021-08-14,True
Jamie Vardy,Leicester City,1.0,2021-08-14,True
James Maddison,Leicester City,1.0,2021-08-14,True
Ayoze Pérez,Leicester City,1.0,2021-08-14,True
Daniel Amartey,Leicester City,1.0,2021-08-14,True
Ricardo Pereira,Leicester City,1.0,2021-08-14,True
Wilfred Ndidi,Leicester City,1.0,2021-08-14,True
Luke Thomas,Leicester City,1.0,2021-08-14,True
Danny Ward,Leicester City,1.0,2021-08-14,False
Marc Albrighton,Leicester City,1.0,2021-08-14,False
Kelechi Iheanacho,Leicester City,1.0,2021-08-14,False
Hamza Choudhury,Leicester City,1.0,2021-08-14,False
Kiernan Dewsbury-Hall,Leicester City,1.0,2021-08-14,False
Jannik Vestergaard,Leicester City,1.0,2021-08-14,False
Dennis Praet,Leicester City,1.0,2021-08-14,False
Patson Daka,Leicester City,1.0,2021-08-14,False
Boubakary Soumaré,Leicester City,1.0,2021-08-14,False
José Sá,Wolverhampton Wanderers,1.0,2021-08-14,True
Ki-Jana Hoever,Wolverhampton Wanderers,1.0,2021-08-14,True
Fernando Marçal,Wolverhampton Wanderers,1.0,2021-08-14,True
Rúben Neves,Wolverhampton Wanderers,1.0,2021-08-14,True
Raúl Jiménez,Wolverhampton Wanderers,1.0,2021-08-14,True
Francisco Trincão,Wolverhampton Wanderers,1.0,2021-08-14,True
Conor Coady,Wolverhampton Wanderers,1.0,2021-08-14,True
Max Kilman,Wolverhampton Wanderers,1.0,2021-08-14,True
Romain Saïss,Wolverhampton Wanderers,1.0,2021-08-14,True
João Moutinho,Wolverhampton Wanderers,1.0,2021-08-14,True
Adama Traoré,Wolverhampton Wanderers,1.0,2021-08-14,True
John Ruddy,Wolverhampton Wanderers,1.0,2021-08-14,False
Rayan Aït Nouri,Wolverhampton Wanderers,1.0,2021-08-14,False
Fábio Silva,Wolverhampton Wanderers,1.0,2021-08-14,False
Morgan Gibbs-White,Wolverhampton Wanderers,1.0,2021-08-14,False
Nélson Semedo,Wolverhampton Wanderers,1.0,2021-08-14,False
Leander Dendoncker,Wolverhampton Wanderers,1.0,2021-08-14,False
Luke Cundle,Wolverhampton Wanderers,1.0,2021-08-14,False
Christian Marques,Wolverhampton Wanderers,1.0,2021-08-14,False
Chem Campbell,Wolverhampton Wanderers,1.0,2021-08-14,False
Tim Krul,Norwich City,1.0,2021-08-14,True
Max Aarons,Norwich City,1.0,2021-08-14,True
Ben Gibson,Norwich City,1.0,2021-08-14,True
Grant Hanley,Norwich City,1.0,2021-08-14,True
Lukas Rupp,Norwich City,1.0,2021-08-14,True
Billy Gilmour,Norwich City,1.0,2021-08-14,True
Todd Cantwell,Norwich City,1.0,2021-08-14,True
Milot Rashica,Norwich City,1.0,2021-08-14,True
Pierre Lees-Melou,Norwich City,1.0,2021-08-14,True
Teemu Pukki,Norwich City,1.0,2021-08-14,True
Dimitris Giannoulis,Norwich City,1.0,2021-08-14,True
Angus Gunn,Norwich City,1.0,2021-08-14,False
Christoph Zimmermann,Norwich City,1.0,2021-08-14,False
Kieran Dowell,Norwich City,1.0,2021-08-14,False
Christos Tzolis,Norwich City,1.0,2021-08-14,False
Jakob Sørensen,Norwich City,1.0,2021-08-14,False
Kenny McLean,Norwich City,1.0,2021-08-14,False
Josh Sargent,Norwich City,1.0,2021-08-14,False
Bali Mumba,Norwich City,1.0,2021-08-14,False
Adam Idah,Norwich City,1.0,2021-08-14,False
Alisson,Liverpool,1.0,2021-08-14,True
Virgil van Dijk,Liverpool,1.0,2021-08-14,True
James Milner,Liverpool,1.0,2021-08-14,True
Naby Keïta,Liverpool,1.0,2021-08-14,True
Sadio Mané,Liverpool,1.0,2021-08-14,True
Mohamed Salah,Liverpool,1.0,2021-08-14,True
Alex Oxlade-Chamberlain,Liverpool,1.0,2021-08-14,True
Diogo Jota,Liverpool,1.0,2021-08-14,True
Kostas Tsimikas,Liverpool,1.0,2021-08-14,True
Joël Matip,Liverpool,1.0,2021-08-14,True
Trent Alexander-Arnold,Liverpool,1.0,2021-08-14,True
Caoimhín Kelleher,Liverpool,1.0,2021-08-14,False
Fabinho,Liverpool,1.0,2021-08-14,False
Ibrahima Konaté,Liverpool,1.0,2021-08-14,False
Roberto Firmino,Liverpool,1.0,2021-08-14,False
Joe Gomez,Liverpool,1.0,2021-08-14,False
Takumi Minamino,Liverpool,1.0,2021-08-14,False
Divock Origi,Liverpool,1.0,2021-08-14,False
Ben Woodburn,Liverpool,1.0,2021-08-14,False
Harvey Elliott,Liverpool,1.0,2021-08-14,False
Freddie Woodman,Newcastle United,1.0,2021-08-15,True
Ciaran Clark,Newcastle United,1.0,2021-08-15,True
Jonjo Shelvey,Newcastle United,1.0,2021-08-15,True
Callum Wilson,Newcastle United,1.0,2021-08-15,True
Allan Saint-Maximin,Newcastle United,1.0,2021-08-15,True
Matt Ritchie,Newcastle United,1.0,2021-08-15,True
Isaac Hayden,Newcastle United,1.0,2021-08-15,True
Emil Krafth,Newcastle United,1.0,2021-08-15,True
Federico Fernández,Newcastle United,1.0,2021-08-15,True
Jacob Murphy,Newcastle United,1.0,2021-08-15,True
Miguel Almirón,Newcastle United,1.0,2021-08-15,True
Mark Gillespie,Newcastle United,1.0,2021-08-15,False
Fabian Schär,Newcastle United,1.0,2021-08-15,False
Jamaal Lascelles,Newcastle United,1.0,2021-08-15,False
Joelinton,Newcastle United,1.0,2021-08-15,False
Jamal Lewis,Newcastle United,1.0,2021-08-15,False
Jeff Hendrick,Newcastle United,1.0,2021-08-15,False
Ryan Fraser,Newcastle United,1.0,2021-08-15,False
Dwight Gayle,Newcastle United,1.0,2021-08-15,False
Sean Longstaff,Newcastle United,1.0,2021-08-15,False
Łukasz Fabiański,West Ham United,1.0,2021-08-15,True
Aaron Cresswell,West Ham United,1.0,2021-08-15,True
Vladimír Coufal,West Ham United,1.0,2021-08-15,True
Pablo Fornals,West Ham United,1.0,2021-08-15,True
Michail Antonio,West Ham United,1.0,2021-08-15,True
Craig Dawson,West Ham United,1.0,2021-08-15,True
Jarrod Bowen,West Ham United,1.0,2021-08-15,True
Angelo Ogbonna,West Ham United,1.0,2021-08-15,True
Saïd Benrahma,West Ham United,1.0,2021-08-15,True
Tomáš Souček,West Ham United,1.0,2021-08-15,True
Declan Rice,West Ham United,1.0,2021-08-15,True
Alphonse Areola,West Ham United,1.0,2021-08-15,False
Andriy Yarmolenko,West Ham United,1.0,2021-08-15,False
Manuel Lanzini,West Ham United,1.0,2021-08-15,False
Mark Noble,West Ham United,1.0,2021-08-15,False
Issa Diop,West Ham United,1.0,2021-08-15,False
Ryan Fredericks,West Ham United,1.0,2021-08-15,False
Ben Johnson,West Ham United,1.0,2021-08-15,False
Conor Coventry,West Ham United,1.0,2021-08-15,False
Jamal Baptiste,West Ham United,1.0,2021-08-15,False
Hugo Lloris,Tottenham Hotspur,1.0,2021-08-15,True
Sergio Reguilón,Tottenham Hotspur,1.0,2021-08-15,True
Pierre Højbjerg,Tottenham Hotspur,1.0,2021-08-15,True
Davinson Sánchez,Tottenham Hotspur,1.0,2021-08-15,True
Son Heung-min,Tottenham Hotspur,1.0,2021-08-15,True
Eric Dier,Tottenham Hotspur,1.0,2021-08-15,True
Dele Alli,Tottenham Hotspur,1.0,2021-08-15,True
Steven Bergwijn,Tottenham Hotspur,1.0,2021-08-15,True
Japhet Tanganga,Tottenham Hotspur,1.0,2021-08-15,True
Lucas Moura,Tottenham Hotspur,1.0,2021-08-15,True
Oliver Skipp,Tottenham Hotspur,1.0,2021-08-15,True
Pierluigi Gollini,Tottenham Hotspur,1.0,2021-08-15,False
Matt Doherty,Tottenham Hotspur,1.0,2021-08-15,False
Cristian Romero,Tottenham Hotspur,1.0,2021-08-15,False
Harry Winks,Tottenham Hotspur,1.0,2021-08-15,False
Bryan,Tottenham Hotspur,1.0,2021-08-15,False
Moussa Sissoko,Tottenham Hotspur,1.0,2021-08-15,False
Giovani Lo Celso,Tottenham Hotspur,1.0,2021-08-15,False
Ben Davies,Tottenham Hotspur,1.0,2021-08-15,False
Dane Scarlett,Tottenham Hotspur,1.0,2021-08-15,False
Ederson,Manchester City,1.0,2021-08-15,True
Rúben Dias,Manchester City,1.0,2021-08-15,True
Nathan Aké,Manchester City,1.0,2021-08-15,True
Raheem Sterling,Manchester City,1.0,2021-08-15,True
İlkay Gündoğan,Manchester City,1.0,2021-08-15,True
Jack Grealish,Manchester City,1.0,2021-08-15,True
Ferrán Torres,Manchester City,1.0,2021-08-15,True
Benjamin Mendy,Manchester City,1.0,2021-08-15,True
Fernandinho,Manchester City,1.0,2021-08-15,True
Riyad Mahrez,Manchester City,1.0,2021-08-15,True
João Cancelo,Manchester City,1.0,2021-08-15,True
Zack Steffen,Manchester City,1.0,2021-08-15,False
Kyle Walker,Manchester City,1.0,2021-08-15,False
John Stones,Manchester City,1.0,2021-08-15,False
Gabriel Jesus,Manchester City,1.0,2021-08-15,False
Oleksandr Zinchenko,Manchester City,1.0,2021-08-15,False
Aymeric Laporte,Manchester City,1.0,2021-08-15,False
Rodri,Manchester City,1.0,2021-08-15,False
Kevin De Bruyne,Manchester City,1.0,2021-08-15,False
Bernardo Silva,Manchester City,1.0,2021-08-15,False
Alisson,Liverpool,2.0,2021-08-21,True
Virgil van Dijk,Liverpool,2.0,2021-08-21,True
Naby Keïta,Liverpool,2.0,2021-08-21,True
Sadio Mané,Liverpool,2.0,2021-08-21,True
Mohamed Salah,Liverpool,2.0,2021-08-21,True
Jordan Henderson,Liverpool,2.0,2021-08-21,True
Diogo Jota,Liverpool,2.0,2021-08-21,True
Kostas Tsimikas,Liverpool,2.0,2021-08-21,True
Joël Matip,Liverpool,2.0,2021-08-21,True
Trent Alexander-Arnold,Liverpool,2.0,2021-08-21,True
Harvey Elliott,Liverpool,2.0,2021-08-21,True
Adrián,Liverpool,2.0,2021-08-21,False
Caoimhín Kelleher,Liverpool,2.0,2021-08-21,False
Ibrahima Konaté,Liverpool,2.0,2021-08-21,False
Thiago Alcántara,Liverpool,2.0,2021-08-21,False
Roberto Firmino,Liverpool,2.0,2021-08-21,False
Joe Gomez,Liverpool,2.0,2021-08-21,False
Curtis Jones,Liverpool,2.0,2021-08-21,False
Takumi Minamino,Liverpool,2.0,2021-08-21,False
Andrew Robertson,Liverpool,2.0,2021-08-21,False
Nick Pope,Burnley,2.0,2021-08-21,True
Matthew Lowton,Burnley,2.0,2021-08-21,True
Charlie Taylor,Burnley,2.0,2021-08-21,True
Jack Cork,Burnley,2.0,2021-08-21,True
James Tarkowski,Burnley,2.0,2021-08-21,True
Ben Mee,Burnley,2.0,2021-08-21,True
Jóhann Berg Guðmundsson,Burnley,2.0,2021-08-21,True
Josh Brownhill,Burnley,2.0,2021-08-21,True
Chris Wood,Burnley,2.0,2021-08-21,True
Ashley Barnes,Burnley,2.0,2021-08-21,True
Dwight McNeil,Burnley,2.0,2021-08-21,True
Wayne Hennessey,Burnley,2.0,2021-08-21,False
Will Norris,Burnley,2.0,2021-08-21,False
Jay Rodriguez,Burnley,2.0,2021-08-21,False
Nathan Collins,Burnley,2.0,2021-08-21,False
Erik Pieters,Burnley,2.0,2021-08-21,False
Phil Bardsley,Burnley,2.0,2021-08-21,False
Bobby Thomas,Burnley,2.0,2021-08-21,False
Lewis Richardson,Burnley,2.0,2021-08-21,False
Owen Dodgson,Burnley,2.0,2021-08-21,False
Illan Meslier,Leeds United,2.0,2021-08-21,True
Luke Ayling,Leeds United,2.0,2021-08-21,True
Junior Firpo,Leeds United,2.0,2021-08-21,True
Liam Cooper,Leeds United,2.0,2021-08-21,True
Patrick Bamford,Leeds United,2.0,2021-08-21,True
Raphinha,Leeds United,2.0,2021-08-21,True
Stuart Dallas,Leeds United,2.0,2021-08-21,True
Pascal Struijk,Leeds United,2.0,2021-08-21,True
Jack Harrison,Leeds United,2.0,2021-08-21,True
Kalvin Phillips,Leeds United,2.0,2021-08-21,True
Mateusz Klich,Leeds United,2.0,2021-08-21,True
Kristoffer Klaesson,Leeds United,2.0,2021-08-21,False
Adam Forshaw,Leeds United,2.0,2021-08-21,False
Tyler Roberts,Leeds United,2.0,2021-08-21,False
Hélder Costa,Leeds United,2.0,2021-08-21,False
Rodrigo,Leeds United,2.0,2021-08-21,False
Charlie Cresswell,Leeds United,2.0,2021-08-21,False
Cody Drameh,Leeds United,2.0,2021-08-21,False
Crysencio Summerville,Leeds United,2.0,2021-08-21,False
Jamie Shackleton,Leeds United,2.0,2021-08-21,False
Jordan Pickford,Everton,2.0,2021-08-21,True
Michael Keane,Everton,2.0,2021-08-21,True
Allan,Everton,2.0,2021-08-21,True
Richarlison,Everton,2.0,2021-08-21,True
Dominic Calvert-Lewin,Everton,2.0,2021-08-21,True
Demarai Gray,Everton,2.0,2021-08-21,True
Lucas Digne,Everton,2.0,2021-08-21,True
Yerry Mina,Everton,2.0,2021-08-21,True
Abdoulaye Doucouré,Everton,2.0,2021-08-21,True
Alex Iwobi,Everton,2.0,2021-08-21,True
Séamus Coleman,Everton,2.0,2021-08-21,True
Asmir Begović,Everton,2.0,2021-08-21,False
Jonjoe Kenny,Everton,2.0,2021-08-21,False
Mason Holgate,Everton,2.0,2021-08-21,False
Fabian Delph,Everton,2.0,2021-08-21,False
Andros Townsend,Everton,2.0,2021-08-21,False
Jean-Philippe Gbamin,Everton,2.0,2021-08-21,False
Tom Davies,Everton,2.0,2021-08-21,False
Moise Kean,Everton,2.0,2021-08-21,False
Jarrad Branthwaite,Everton,2.0,2021-08-21,False
Emiliano Martínez,Aston Villa,2.0,2021-08-21,True
Matty Cash,Aston Villa,2.0,2021-08-21,True
Ezri Konsa,Aston Villa,2.0,2021-08-21,True
Tyrone Mings,Aston Villa,2.0,2021-08-21,True
Douglas Luiz,Aston Villa,2.0,2021-08-21,True
John McGinn,Aston Villa,2.0,2021-08-21,True
Emi Buendía,Aston Villa,2.0,2021-08-21,True
Ashley Young,Aston Villa,2.0,2021-08-21,True
Danny Ings,Aston Villa,2.0,2021-08-21,True
Anwar El Ghazi,Aston Villa,2.0,2021-08-21,True
Jacob Ramsey,Aston Villa,2.0,2021-08-21,True
