player,team,matchweek,date,start11
James Maddison,Leicester City,7.0,2021-10-03,False
Marc Albrighton,Leicester City,7.0,2021-10-03,False
Ayoze Pérez,Leicester City,7.0,2021-10-03,False
Daniel Amartey,Leicester City,7.0,2021-10-03,False
Ricardo Pereira,Leicester City,7.0,2021-10-03,False
Kiernan Dewsbury-Hall,Leicester City,7.0,2021-10-03,False
Patson Daka,Leicester City,7.0,2021-10-03,False
Boubakary Soumaré,Leicester City,7.0,2021-10-03,False
Łukasz Fabiański,West Ham United,7.0,2021-10-03,True
Aaron Cresswell,West Ham United,7.0,2021-10-03,True
Kurt Zouma,West Ham United,7.0,2021-10-03,True
Vladimír Coufal,West Ham United,7.0,2021-10-03,True
Pablo Fornals,West Ham United,7.0,2021-10-03,True
Michail Antonio,West Ham United,7.0,2021-10-03,True
Jarrod Bowen,West Ham United,7.0,2021-10-03,True
Angelo Ogbonna,West Ham United,7.0,2021-10-03,True
Saïd Benrahma,West Ham United,7.0,2021-10-03,True
Tomáš Souček,West Ham United,7.0,2021-10-03,True
Declan Rice,West Ham United,7.0,2021-10-03,True
Alphonse Areola,West Ham United,7.0,2021-10-03,False
Andriy Yarmolenko,West Ham United,7.0,2021-10-03,False
Manuel Lanzini,West Ham United,7.0,2021-10-03,False
Nikola Vlašić,West Ham United,7.0,2021-10-03,False
Craig Dawson,West Ham United,7.0,2021-10-03,False
Issa Diop,West Ham United,7.0,2021-10-03,False
Arthur Masuaku,West Ham United,7.0,2021-10-03,False
Ben Johnson,West Ham United,7.0,2021-10-03,False
Alex Král,West Ham United,7.0,2021-10-03,False
David Raya,Brentford,7.0,2021-10-03,True
Rico Henry,Brentford,7.0,2021-10-03,True
Ethan Pinnock,Brentford,7.0,2021-10-03,True
Christian Nørgaard,Brentford,7.0,2021-10-03,True
Sergi Canós,Brentford,7.0,2021-10-03,True
Frank Onyeka,Brentford,7.0,2021-10-03,True
Ivan Toney,Brentford,7.0,2021-10-03,True
Pontus Jansson,Brentford,7.0,2021-10-03,True
Bryan Mbeumo,Brentford,7.0,2021-10-03,True
Mathias Jørgensen,Brentford,7.0,2021-10-03,True
Shandon Baptiste,Brentford,7.0,2021-10-03,True
Álvaro Fernández,Brentford,7.0,2021-10-03,False
Charlie Goode,Brentford,7.0,2021-10-03,False
Mathias Jensen,Brentford,7.0,2021-10-03,False
Marcus Forss,Brentford,7.0,2021-10-03,False
Yoane Wissa,Brentford,7.0,2021-10-03,False
Saman Ghoddos,Brentford,7.0,2021-10-03,False
Mads Bidstrup,Brentford,7.0,2021-10-03,False
Mads Roerslev,Brentford,7.0,2021-10-03,False
Hugo Lloris,Tottenham Hotspur,7.0,2021-10-03,True
Sergio Reguilón,Tottenham Hotspur,7.0,2021-10-03,True
Cristian Romero,Tottenham Hotspur,7.0,2021-10-03,True
Pierre Højbjerg,Tottenham Hotspur,7.0,2021-10-03,True
Son Heung-min,Tottenham Hotspur,7.0,2021-10-03,True
Harry Kane,Tottenham Hotspur,7.0,2021-10-03,True
Emerson,Tottenham Hotspur,7.0,2021-10-03,True
Eric Dier,Tottenham Hotspur,7.0,2021-10-03,True
Lucas Moura,Tottenham Hotspur,7.0,2021-10-03,True
Tanguy Ndombele,Tottenham Hotspur,7.0,2021-10-03,True
Oliver Skipp,Tottenham Hotspur,7.0,2021-10-03,True
Pierluigi Gollini,Tottenham Hotspur,7.0,2021-10-03,False
Matt Doherty,Tottenham Hotspur,7.0,2021-10-03,False
Davinson Sánchez,Tottenham Hotspur,7.0,2021-10-03,False
Harry Winks,Tottenham Hotspur,7.0,2021-10-03,False
Bryan,Tottenham Hotspur,7.0,2021-10-03,False
Joe Rodon,Tottenham Hotspur,7.0,2021-10-03,False
Giovani Lo Celso,Tottenham Hotspur,7.0,2021-10-03,False
Dele Alli,Tottenham Hotspur,7.0,2021-10-03,False
Dane Scarlett,Tottenham Hotspur,7.0,2021-10-03,False
Emiliano Martínez,Aston Villa,7.0,2021-10-03,True
Matty Cash,Aston Villa,7.0,2021-10-03,True
Matt Targett,Aston Villa,7.0,2021-10-03,True
Ezri Konsa,Aston Villa,7.0,2021-10-03,True
Tyrone Mings,Aston Villa,7.0,2021-10-03,True
Douglas Luiz,Aston Villa,7.0,2021-10-03,True
John McGinn,Aston Villa,7.0,2021-10-03,True
Ollie Watkins,Aston Villa,7.0,2021-10-03,True
Danny Ings,Aston Villa,7.0,2021-10-03,True
Kortney Hause,Aston Villa,7.0,2021-10-03,True
Jacob Ramsey,Aston Villa,7.0,2021-10-03,True
Jed Steer,Aston Villa,7.0,2021-10-03,False
Emi Buendía,Aston Villa,7.0,2021-10-03,False
Bertrand Traoré,Aston Villa,7.0,2021-10-03,False
Axel Tuanzebe,Aston Villa,7.0,2021-10-03,False
Ashley Young,Aston Villa,7.0,2021-10-03,False
Marvelous Nakamba,Aston Villa,7.0,2021-10-03,False
Anwar El Ghazi,Aston Villa,7.0,2021-10-03,False
Jaden Philogene Bidace,Aston Villa,7.0,2021-10-03,False
Cameron Archer,Aston Villa,7.0,2021-10-03,False
Alisson,Liverpool,7.0,2021-10-03,True
Fabinho,Liverpool,7.0,2021-10-03,True
Virgil van Dijk,Liverpool,7.0,2021-10-03,True
James Milner,Liverpool,7.0,2021-10-03,True
Sadio Mané,Liverpool,7.0,2021-10-03,True
Mohamed Salah,Liverpool,7.0,2021-10-03,True
Jordan Henderson,Liverpool,7.0,2021-10-03,True
Curtis Jones,Liverpool,7.0,2021-10-03,True
Diogo Jota,Liverpool,7.0,2021-10-03,True
Andrew Robertson,Liverpool,7.0,2021-10-03,True
Joël Matip,Liverpool,7.0,2021-10-03,True
Caoimhín Kelleher,Liverpool,7.0,2021-10-03,False
Ibrahima Konaté,Liverpool,7.0,2021-10-03,False
Naby Keïta,Liverpool,7.0,2021-10-03,False
Roberto Firmino,Liverpool,7.0,2021-10-03,False
Joe Gomez,Liverpool,7.0,2021-10-03,False
Alex Oxlade-Chamberlain,Liverpool,7.0,2021-10-03,False
Takumi Minamino,Liverpool,7.0,2021-10-03,False
Kostas Tsimikas,Liverpool,7.0,2021-10-03,False
Neco Williams,Liverpool,7.0,2021-10-03,False
Ederson,Manchester City,7.0,2021-10-03,True
Kyle Walker,Manchester City,7.0,2021-10-03,True
Rúben Dias,Manchester City,7.0,2021-10-03,True
Gabriel Jesus,Manchester City,7.0,2021-10-03,True
Jack Grealish,Manchester City,7.0,2021-10-03,True
Aymeric Laporte,Manchester City,7.0,2021-10-03,True
Rodri,Manchester City,7.0,2021-10-03,True
Kevin De Bruyne,Manchester City,7.0,2021-10-03,True
Bernardo Silva,Manchester City,7.0,2021-10-03,True
João Cancelo,Manchester City,7.0,2021-10-03,True
Phil Foden,Manchester City,7.0,2021-10-03,True
Zack Steffen,Manchester City,7.0,2021-10-03,False
Scott Carson,Manchester City,7.0,2021-10-03,False
John Stones,Manchester City,7.0,2021-10-03,False
Nathan Aké,Manchester City,7.0,2021-10-03,False
Raheem Sterling,Manchester City,7.0,2021-10-03,False
Ferrán Torres,Manchester City,7.0,2021-10-03,False
Fernandinho,Manchester City,7.0,2021-10-03,False
Riyad Mahrez,Manchester City,7.0,2021-10-03,False
Cole Palmer,Manchester City,7.0,2021-10-03,False
Ben Foster,Watford,8.0,2021-10-16,True
Danny Rose,Watford,8.0,2021-10-16,True
William Troost-Ekong,Watford,8.0,2021-10-16,True
Adam Masina,Watford,8.0,2021-10-16,True
Craig Cathcart,Watford,8.0,2021-10-16,True
Moussa Sissoko,Watford,8.0,2021-10-16,True
Kiko Femenía,Watford,8.0,2021-10-16,True
Ismaila Sarr,Watford,8.0,2021-10-16,True
Emmanuel Dennis,Watford,8.0,2021-10-16,True
Cucho,Watford,8.0,2021-10-16,True
Juraj Kucka,Watford,8.0,2021-10-16,True
Daniel Bachmann,Watford,8.0,2021-10-16,False
Jeremy Ngakia,Watford,8.0,2021-10-16,False
Imran Louza,Watford,8.0,2021-10-16,False
Tom Cleverley,Watford,8.0,2021-10-16,False
João Pedro,Watford,8.0,2021-10-16,False
Ken Sema,Watford,8.0,2021-10-16,False
Dan Gosling,Watford,8.0,2021-10-16,False
Ashley Fletcher,Watford,8.0,2021-10-16,False
Ozan Tufan,Watford,8.0,2021-10-16,False
Caoimhín Kelleher,Liverpool,8.0,2021-10-16,True
Virgil van Dijk,Liverpool,8.0,2021-10-16,True
James Milner,Liverpool,8.0,2021-10-16,True
Naby Keïta,Liverpool,8.0,2021-10-16,True
Roberto Firmino,Liverpool,8.0,2021-10-16,True
Sadio Mané,Liverpool,8.0,2021-10-16,True
Mohamed Salah,Liverpool,8.0,2021-10-16,True
Jordan Henderson,Liverpool,8.0,2021-10-16,True
Andrew Robertson,Liverpool,8.0,2021-10-16,True
Joël Matip,Liverpool,8.0,2021-10-16,True
Trent Alexander-Arnold,Liverpool,8.0,2021-10-16,True
Adrián,Liverpool,8.0,2021-10-16,False
Ibrahima Konaté,Liverpool,8.0,2021-10-16,False
Joe Gomez,Liverpool,8.0,2021-10-16,False
Alex Oxlade-Chamberlain,Liverpool,8.0,2021-10-16,False
Takumi Minamino,Liverpool,8.0,2021-10-16,False
Diogo Jota,Liverpool,8.0,2021-10-16,False
Kostas Tsimikas,Liverpool,8.0,2021-10-16,False
Divock Origi,Liverpool,8.0,2021-10-16,False
Neco Williams,Liverpool,8.0,2021-10-16,False
Kasper Schmeichel,Leicester City,8.0,2021-10-16,True
Çağlar Söyüncü,Leicester City,8.0,2021-10-16,True
Jonny Evans,Leicester City,8.0,2021-10-16,True
Youri Tielemans,Leicester City,8.0,2021-10-16,True
Jamie Vardy,Leicester City,8.0,2021-10-16,True
James Maddison,Leicester City,8.0,2021-10-16,True
Kelechi Iheanacho,Leicester City,8.0,2021-10-16,True
Daniel Amartey,Leicester City,8.0,2021-10-16,True
Ricardo Pereira,Leicester City,8.0,2021-10-16,True
Timothy Castagne,Leicester City,8.0,2021-10-16,True
Boubakary Soumaré,Leicester City,8.0,2021-10-16,True
Danny Ward,Leicester City,8.0,2021-10-16,False
Ryan Bertrand,Leicester City,8.0,2021-10-16,False
Harvey Barnes,Leicester City,8.0,2021-10-16,False
Marc Albrighton,Leicester City,8.0,2021-10-16,False
Ayoze Pérez,Leicester City,8.0,2021-10-16,False
Hamza Choudhury,Leicester City,8.0,2021-10-16,False
Jannik Vestergaard,Leicester City,8.0,2021-10-16,False
Patson Daka,Leicester City,8.0,2021-10-16,False
Ademola Lookman,Leicester City,8.0,2021-10-16,False
David de Gea,Manchester United,8.0,2021-10-16,True
Victor Lindelöf,Manchester United,8.0,2021-10-16,True
Harry Maguire,Manchester United,8.0,2021-10-16,True
Paul Pogba,Manchester United,8.0,2021-10-16,True
Cristiano Ronaldo,Manchester United,8.0,2021-10-16,True
Mason Greenwood,Manchester United,8.0,2021-10-16,True
Bruno Fernandes,Manchester United,8.0,2021-10-16,True
Luke Shaw,Manchester United,8.0,2021-10-16,True
Jadon Sancho,Manchester United,8.0,2021-10-16,True
Aaron Wan-Bissaka,Manchester United,8.0,2021-10-16,True
Nemanja Matić,Manchester United,8.0,2021-10-16,True
Dean Henderson,Manchester United,8.0,2021-10-16,False
Eric Bailly,Manchester United,8.0,2021-10-16,False
Juan Mata,Manchester United,8.0,2021-10-16,False
Marcus Rashford,Manchester United,8.0,2021-10-16,False
Jesse Lingard,Manchester United,8.0,2021-10-16,False
Diogo Dalot,Manchester United,8.0,2021-10-16,False
Alex Telles,Manchester United,8.0,2021-10-16,False
Donny van de Beek,Manchester United,8.0,2021-10-16,False
Scott McTominay,Manchester United,8.0,2021-10-16,False
Alex McCarthy,Southampton,8.0,2021-10-16,True
Oriol Romeu,Southampton,8.0,2021-10-16,True
Nathan Redmond,Southampton,8.0,2021-10-16,True
Romain Perraud,Southampton,8.0,2021-10-16,True
Armando Broja,Southampton,8.0,2021-10-16,True
Moussa Djenepo,Southampton,8.0,2021-10-16,True
Valentino Livramento,Southampton,8.0,2021-10-16,True
Mohammed Salisu,Southampton,8.0,2021-10-16,True
Mohamed Elyounoussi,Southampton,8.0,2021-10-16,True
Ibrahima Diallo,Southampton,8.0,2021-10-16,True
Jan Bednarek,Southampton,8.0,2021-10-16,True
Fraser Forster,Southampton,8.0,2021-10-16,False
Kyle Walker-Peters,Southampton,8.0,2021-10-16,False
Lyanco,Southampton,8.0,2021-10-16,False
Shane Long,Southampton,8.0,2021-10-16,False
Adam Armstrong,Southampton,8.0,2021-10-16,False
Stuart Armstrong,Southampton,8.0,2021-10-16,False
Nathan Tella,Southampton,8.0,2021-10-16,False
Theo Walcott,Southampton,8.0,2021-10-16,False
Yan Valery,Southampton,8.0,2021-10-16,False
Illan Meslier,Leeds United,8.0,2021-10-16,True
Liam Cooper,Leeds United,8.0,2021-10-16,True
Tyler Roberts,Leeds United,8.0,2021-10-16,True
Diego Llorente,Leeds United,8.0,2021-10-16,True
Stuart Dallas,Leeds United,8.0,2021-10-16,True
Rodrigo,Leeds United,8.0,2021-10-16,True
Daniel James,Leeds United,8.0,2021-10-16,True
Pascal Struijk,Leeds United,8.0,2021-10-16,True
Jack Harrison,Leeds United,8.0,2021-10-16,True
Mateusz Klich,Leeds United,8.0,2021-10-16,True
Jamie Shackleton,Leeds United,8.0,2021-10-16,True
Kristoffer Klaesson,Leeds United,8.0,2021-10-16,False
Adam Forshaw,Leeds United,8.0,2021-10-16,False
Joe Gelhardt,Leeds United,8.0,2021-10-16,False
Leo Fuhr Hjelde,Leeds United,8.0,2021-10-16,False
Charlie Cresswell,Leeds United,8.0,2021-10-16,False
Cody Drameh,Leeds United,8.0,2021-10-16,False
Crysencio Summerville,Leeds United,8.0,2021-10-16,False
Stuart McKinstry,Leeds United,8.0,2021-10-16,False
Sam Greenwood,Leeds United,8.0,2021-10-16,False
Zack Steffen,Manchester City,8.0,2021-10-16,True
John Stones,Manchester City,8.0,2021-10-16,True
Nathan Aké,Manchester City,8.0,2021-10-16,True
Raheem Sterling,Manchester City,8.0,2021-10-16,True
Aymeric Laporte,Manchester City,8.0,2021-10-16,True
Rodri,Manchester City,8.0,2021-10-16,True
Kevin De Bruyne,Manchester City,8.0,2021-10-16,True
Bernardo Silva,Manchester City,8.0,2021-10-16,True
Riyad Mahrez,Manchester City,8.0,2021-10-16,True
João Cancelo,Manchester City,8.0,2021-10-16,True
Phil Foden,Manchester City,8.0,2021-10-16,True
Scott Carson,Manchester City,8.0,2021-10-16,False
Cieran Slicker,Manchester City,8.0,2021-10-16,False
Kyle Walker,Manchester City,8.0,2021-10-16,False
Rúben Dias,Manchester City,8.0,2021-10-16,False
İlkay Gündoğan,Manchester City,8.0,2021-10-16,False
Jack Grealish,Manchester City,8.0,2021-10-16,False
Oleksandr Zinchenko,Manchester City,8.0,2021-10-16,False
Fernandinho,Manchester City,8.0,2021-10-16,False
Cole Palmer,Manchester City,8.0,2021-10-16,False
Nick Pope,Burnley,8.0,2021-10-16,True
Matthew Lowton,Burnley,8.0,2021-10-16,True
Jack Cork,Burnley,8.0,2021-10-16,True
James Tarkowski,Burnley,8.0,2021-10-16,True
Josh Brownhill,Burnley,8.0,2021-10-16,True
Chris Wood,Burnley,8.0,2021-10-16,True
Dwight McNeil,Burnley,8.0,2021-10-16,True
Ashley Westwood,Burnley,8.0,2021-10-16,True
Maxwel Cornet,Burnley,8.0,2021-10-16,True
Nathan Collins,Burnley,8.0,2021-10-16,True
Erik Pieters,Burnley,8.0,2021-10-16,True
Wayne Hennessey,Burnley,8.0,2021-10-16,False
Will Norris,Burnley,8.0,2021-10-16,False
Jóhann Berg Guðmundsson,Burnley,8.0,2021-10-16,False
Ashley Barnes,Burnley,8.0,2021-10-16,False
Connor Roberts,Burnley,8.0,2021-10-16,False
Aaron Lennon,Burnley,8.0,2021-10-16,False
Jay Rodriguez,Burnley,8.0,2021-10-16,False
Phil Bardsley,Burnley,8.0,2021-10-16,False
Kevin Long,Burnley,8.0,2021-10-16,False
Emiliano Martínez,Aston Villa,8.0,2021-10-16,True
Matty Cash,Aston Villa,8.0,2021-10-16,True
Matt Targett,Aston Villa,8.0,2021-10-16,True
Ezri Konsa,Aston Villa,8.0,2021-10-16,True
Tyrone Mings,Aston Villa,8.0,2021-10-16,True
Douglas Luiz,Aston Villa,8.0,2021-10-16,True
John McGinn,Aston Villa,8.0,2021-10-16,True
Emi Buendía,Aston Villa,8.0,2021-10-16,True
Ollie Watkins,Aston Villa,8.0,2021-10-16,True
Axel Tuanzebe,Aston Villa,8.0,2021-10-16,True
Danny Ings,Aston Villa,8.0,2021-10-16,True
Jed Steer,Aston Villa,8.0,2021-10-16,False
Morgan Sanson,Aston Villa,8.0,2021-10-16,False
Ashley Young,Aston Villa,8.0,2021-10-16,False
Marvelous Nakamba,Aston Villa,8.0,2021-10-16,False
Anwar El Ghazi,Aston Villa,8.0,2021-10-16,False
Kortney Hause,Aston Villa,8.0,2021-10-16,False
Jaden Philogene Bidace,Aston Villa,8.0,2021-10-16,False
Cameron Archer,Aston Villa,8.0,2021-10-16,False
Jacob Ramsey,Aston Villa,8.0,2021-10-16,False
José Sá,Wolverhampton Wanderers,8.0,2021-10-16,True
Fernando Marçal,Wolverhampton Wanderers,8.0,2021-10-16,True
Rúben Neves,Wolverhampton Wanderers,8.0,2021-10-16,True
Conor Coady,Wolverhampton Wanderers,8.0,2021-10-16,True
Nélson Semedo,Wolverhampton Wanderers,8.0,2021-10-16,True
Max Kilman,Wolverhampton Wanderers,8.0,2021-10-16,True
Hwang Hee-chan,Wolverhampton Wanderers,8.0,2021-10-16,True
Romain Saïss,Wolverhampton Wanderers,8.0,2021-10-16,True
João Moutinho,Wolverhampton Wanderers,8.0,2021-10-16,True
Leander Dendoncker,Wolverhampton Wanderers,8.0,2021-10-16,True
Adama Traoré,Wolverhampton Wanderers,8.0,2021-10-16,True
Louie Moulden,Wolverhampton Wanderers,8.0,2021-10-16,False
John Ruddy,Wolverhampton Wanderers,8.0,2021-10-16,False
Ki-Jana Hoever,Wolverhampton Wanderers,8.0,2021-10-16,False
Rayan Aït Nouri,Wolverhampton Wanderers,8.0,2021-10-16,False
Raúl Jiménez,Wolverhampton Wanderers,8.0,2021-10-16,False
Daniel Podence,Wolverhampton Wanderers,8.0,2021-10-16,False
Willy Boly,Wolverhampton Wanderers,8.0,2021-10-16,False
Fábio Silva,Wolverhampton Wanderers,8.0,2021-10-16,False
Luke Cundle,Wolverhampton Wanderers,8.0,2021-10-16,False
Tim Krul,Norwich City,8.0,2021-10-16,True
Max Aarons,Norwich City,8.0,2021-10-16,True
Ben Gibson,Norwich City,8.0,2021-10-16,True
Grant Hanley,Norwich City,8.0,2021-10-16,True
Ozan Kabak,Norwich City,8.0,2021-10-16,True
Mathias Normann,Norwich City,8.0,2021-10-16,True
Pierre Lees-Melou,Norwich City,8.0,2021-10-16,True
Teemu Pukki,Norwich City,8.0,2021-10-16,True
Kenny McLean,Norwich City,8.0,2021-10-16,True
Josh Sargent,Norwich City,8.0,2021-10-16,True
Dimitris Giannoulis,Norwich City,8.0,2021-10-16,True
Angus Gunn,Norwich City,8.0,2021-10-16,False
Lukas Rupp,Norwich City,8.0,2021-10-16,False
Billy Gilmour,Norwich City,8.0,2021-10-16,False
Kieran Dowell,Norwich City,8.0,2021-10-16,False
Milot Rashica,Norwich City,8.0,2021-10-16,False
Christos Tzolis,Norwich City,8.0,2021-10-16,False
Brandon Williams,Norwich City,8.0,2021-10-16,False
Adam Idah,Norwich City,8.0,2021-10-16,False
Andrew Omobamidele,Norwich City,8.0,2021-10-16,False
Robert Sánchez,Brighton & Hove Albion,8.0,2021-10-16,True
Marc Cucurella,Brighton & Hove Albion,8.0,2021-10-16,True
Lewis Dunk,Brighton & Hove Albion,8.0,2021-10-16,True
Neal Maupay,Brighton & Hove Albion,8.0,2021-10-16,True
Leandro Trossard,Brighton & Hove Albion,8.0,2021-10-16,True
Pascal Groß,Brighton & Hove Albion,8.0,2021-10-16,True
Adam Lallana,Brighton & Hove Albion,8.0,2021-10-16,True
Jakub Moder,Brighton & Hove Albion,8.0,2021-10-16,True
Shane Duffy,Brighton & Hove Albion,8.0,2021-10-16,True
Dan Burn,Brighton & Hove Albion,8.0,2021-10-16,True
Joël Veltman,Brighton & Hove Albion,8.0,2021-10-16,True
Jason Steele,Brighton & Hove Albion,8.0,2021-10-16,False
Tariq Lamptey,Brighton & Hove Albion,8.0,2021-10-16,False
Aaron Connolly,Brighton & Hove Albion,8.0,2021-10-16,False
Yves Bissouma,Brighton & Hove Albion,8.0,2021-10-16,False
Alexis Mac Allister,Brighton & Hove Albion,8.0,2021-10-16,False
Enock Mwepu,Brighton & Hove Albion,8.0,2021-10-16,False
Solly March,Brighton & Hove Albion,8.0,2021-10-16,False
Jürgen Locadia,Brighton & Hove Albion,8.0,2021-10-16,False
Haydon Roberts,Brighton & Hove Albion,8.0,2021-10-16,False
David Raya,Brentford,8.0,2021-10-16,True
Rico Henry,Brentford,8.0,2021-10-16,True
Ethan Pinnock,Brentford,8.0,2021-10-16,True
Christian Nørgaard,Brentford,8.0,2021-10-16,True
Sergi Canós,Brentford,8.0,2021-10-16,True
Mathias Jensen,Brentford,8.0,2021-10-16,True
Frank Onyeka,Brentford,8.0,2021-10-16,True
Ivan Toney,Brentford,8.0,2021-10-16,True
Pontus Jansson,Brentford,8.0,2021-10-16,True
Bryan Mbeumo,Brentford,8.0,2021-10-16,True
Mathias Jørgensen,Brentford,8.0,2021-10-16,True
Álvaro Fernández,Brentford,8.0,2021-10-16,False
Dominic Thompson,Brentford,8.0,2021-10-16,False
Charlie Goode,Brentford,8.0,2021-10-16,False
Marcus Forss,Brentford,8.0,2021-10-16,False
Saman Ghoddos,Brentford,8.0,2021-10-16,False
Kristoffer Ajer,Brentford,8.0,2021-10-16,False
Mads Bidstrup,Brentford,8.0,2021-10-16,False
Mads Roerslev,Brentford,8.0,2021-10-16,False
Edmond-Paris Maghoma,Brentford,8.0,2021-10-16,False
Edouard Mendy,Chelsea,8.0,2021-10-16,True
Andreas Christensen,Chelsea,8.0,2021-10-16,True
N'Golo Kanté,Chelsea,8.0,2021-10-16,True
Mateo Kovačić,Chelsea,8.0,2021-10-16,True
Romelu Lukaku,Chelsea,8.0,2021-10-16,True
Timo Werner,Chelsea,8.0,2021-10-16,True
Ruben Loftus-Cheek,Chelsea,8.0,2021-10-16,True
Trevoh Chalobah,Chelsea,8.0,2021-10-16,True
Ben Chilwell,Chelsea,8.0,2021-10-16,True
César Azpilicueta,Chelsea,8.0,2021-10-16,True
Malang Sarr,Chelsea,8.0,2021-10-16,True
Kepa Arrizabalaga,Chelsea,8.0,2021-10-16,False
Marcos Alonso,Chelsea,8.0,2021-10-16,False
Jorginho,Chelsea,8.0,2021-10-16,False
Saúl Ñíguez,Chelsea,8.0,2021-10-16,False
Ross Barkley,Chelsea,8.0,2021-10-16,False
Mason Mount,Chelsea,8.0,2021-10-16,False
Callum Hudson-Odoi,Chelsea,8.0,2021-10-16,False
Reece James,Chelsea,8.0,2021-10-16,False
Kai Havertz,Chelsea,8.0,2021-10-16,False
Jordan Pickford,Everton,8.0,2021-10-17,True
Michael Keane,Everton,8.0,2021-10-17,True
Allan,Everton,8.0,2021-10-17,True
Demarai Gray,Everton,8.0,2021-10-17,True
Lucas Digne,Everton,8.0,2021-10-17,True
Andros Townsend,Everton,8.0,2021-10-17,True
Abdoulaye Doucouré,Everton,8.0,2021-10-17,True
Alex Iwobi,Everton,8.0,2021-10-17,True
Ben Godfrey,Everton,8.0,2021-10-17,True
Séamus Coleman,Everton,8.0,2021-10-17,True
Salomón Rondón,Everton,8.0,2021-10-17,True
Asmir Begović,Everton,8.0,2021-10-17,False
Harry Tyrer,Everton,8.0,2021-10-17,False
Jonjoe Kenny,Everton,8.0,2021-10-17,False
Mason Holgate,Everton,8.0,2021-10-17,False
Yerry Mina,Everton,8.0,2021-10-17,False
Anthony Gordon,Everton,8.0,2021-10-17,False
Jean-Philippe Gbamin,Everton,8.0,2021-10-17,False
Tom Davies,Everton,8.0,2021-10-17,False
Lewis Dobbin,Everton,8.0,2021-10-17,False
Łukasz Fabiański,West Ham United,8.0,2021-10-17,True
Aaron Cresswell,West Ham United,8.0,2021-10-17,True
Kurt Zouma,West Ham United,8.0,2021-10-17,True
Pablo Fornals,West Ham United,8.0,2021-10-17,True
Michail Antonio,West Ham United,8.0,2021-10-17,True
Jarrod Bowen,West Ham United,8.0,2021-10-17,True
Angelo Ogbonna,West Ham United,8.0,2021-10-17,True
Saïd Benrahma,West Ham United,8.0,2021-10-17,True
Tomáš Souček,West Ham United,8.0,2021-10-17,True
Ben Johnson,West Ham United,8.0,2021-10-17,True
Declan Rice,West Ham United,8.0,2021-10-17,True
Alphonse Areola,West Ham United,8.0,2021-10-17,False
Andriy Yarmolenko,West Ham United,8.0,2021-10-17,False
Manuel Lanzini,West Ham United,8.0,2021-10-17,False
Nikola Vlašić,West Ham United,8.0,2021-10-17,False
Craig Dawson,West Ham United,8.0,2021-10-17,False
Issa Diop,West Ham United,8.0,2021-10-17,False
Arthur Masuaku,West Ham United,8.0,2021-10-17,False
Harrison Ashby,West Ham United,8.0,2021-10-17,False
Jamal Baptiste,West Ham United,8.0,2021-10-17,False
Karl Darlow,Newcastle United,8.0,2021-10-17,True
Ciaran Clark,Newcastle United,8.0,2021-10-17,True
Jamaal Lascelles,Newcastle United,8.0,2021-10-17,True
Joelinton,Newcastle United,8.0,2021-10-17,True
Callum Wilson,Newcastle United,8.0,2021-10-17,True
Allan Saint-Maximin,Newcastle United,8.0,2021-10-17,True
Matt Ritchie,Newcastle United,8.0,2021-10-17,True
Isaac Hayden,Newcastle United,8.0,2021-10-17,True
Javier Manquillo,Newcastle United,8.0,2021-10-17,True
Joe Willock,Newcastle United,8.0,2021-10-17,True
Sean Longstaff,Newcastle United,8.0,2021-10-17,True
Mark Gillespie,Newcastle United,8.0,2021-10-17,False
Fabian Schär,Newcastle United,8.0,2021-10-17,False
Jonjo Shelvey,Newcastle United,8.0,2021-10-17,False
Jamal Lewis,Newcastle United,8.0,2021-10-17,False
Jeff Hendrick,Newcastle United,8.0,2021-10-17,False
Federico Fernández,Newcastle United,8.0,2021-10-17,False
Ryan Fraser,Newcastle United,8.0,2021-10-17,False
Jacob Murphy,Newcastle United,8.0,2021-10-17,False
Dwight Gayle,Newcastle United,8.0,2021-10-17,False
Hugo Lloris,Tottenham Hotspur,8.0,2021-10-17,True
Sergio Reguilón,Tottenham Hotspur,8.0,2021-10-17,True
Cristian Romero,Tottenham Hotspur,8.0,2021-10-17,True
Pierre Højbjerg,Tottenham Hotspur,8.0,2021-10-17,True
Son Heung-min,Tottenham Hotspur,8.0,2021-10-17,True
Harry Kane,Tottenham Hotspur,8.0,2021-10-17,True
Emerson,Tottenham Hotspur,8.0,2021-10-17,True
Eric Dier,Tottenham Hotspur,8.0,2021-10-17,True
Lucas Moura,Tottenham Hotspur,8.0,2021-10-17,True
Tanguy Ndombele,Tottenham Hotspur,8.0,2021-10-17,True
Oliver Skipp,Tottenham Hotspur,8.0,2021-10-17,True
Pierluigi Gollini,Tottenham Hotspur,8.0,2021-10-17,False
Davinson Sánchez,Tottenham Hotspur,8.0,2021-10-17,False
Harry Winks,Tottenham Hotspur,8.0,2021-10-17,False
Bryan,Tottenham Hotspur,8.0,2021-10-17,False
Giovani Lo Celso,Tottenham Hotspur,8.0,2021-10-17,False
Dele Alli,Tottenham Hotspur,8.0,2021-10-17,False
Steven Bergwijn,Tottenham Hotspur,8.0,2021-10-17,False
Japhet Tanganga,Tottenham Hotspur,8.0,2021-10-17,False
Ben Davies,Tottenham Hotspur,8.0,2021-10-17,False
Aaron Ramsdale,Arsenal,8.0,2021-10-18,True
Kieran Tierney,Arsenal,8.0,2021-10-18,True
