player,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,matchweek
Willy Caballero,3.0,3.0,0.0,0.0,1.5, (Matchweek 3)
Nick Pope,1.0,1.0,0.0,0.0,0.3, (Matchweek 3)
Alex McCarthy,2.0,0.0,2.0,100.0,0.4, (Matchweek 3)
Aaron Ramsdale,9.0,1.0,8.0,88.9,1.9, (Matchweek 3)
Illan Meslier,3.0,0.0,3.0,100.0,0.8, (Matchweek 3)
Hugo Lloris,0.0,1.0,0.0,0.0,0.9, (Matchweek 3)
Karl Darlow,11.0,1.0,10.0,90.9,2.4, (Matchweek 3)
Ederson,4.0,5.0,2.0,50.0,3.0, (Matchweek 3)
Kasper Schmeichel,5.0,2.0,3.0,60.0,1.5, (Matchweek 3)
Łukasz Fabiański,2.0,0.0,2.0,100.0,0.8, (Matchweek 3)
Rui Patrício,7.0,4.0,4.0,42.9,2.1, (Matchweek 3)
Alphonse Areola,5.0,3.0,2.0,40.0,2.0, (Matchweek 3)
Emiliano Martínez,2.0,0.0,1.0,100.0,0.4, (Matchweek 3)
Alisson,3.0,1.0,2.0,66.7,1.7, (Matchweek 3)
Bernd Leno,9.0,3.0,6.0,66.7,2.9, (Matchweek 3)
Edouard Mendy,0.0,0.0,0.0,0.0,0.0, (Matchweek 4)
Vicente Guaita,4.0,4.0,2.0,50.0,2.5, (Matchweek 4)
Jordan Pickford,3.0,2.0,1.0,33.3,1.2, (Matchweek 4)
Mathew Ryan,6.0,4.0,2.0,33.3,2.7, (Matchweek 4)
Illan Meslier,1.0,1.0,0.0,0.0,0.6, (Matchweek 4)
Ederson,7.0,1.0,5.0,85.7,3.4, (Matchweek 4)
Karl Darlow,3.0,1.0,2.0,66.7,0.4, (Matchweek 4)
Nick Pope,4.0,3.0,2.0,50.0,3.0, (Matchweek 4)
Alex McCarthy,3.0,0.0,3.0,100.0,0.1, (Matchweek 4)
Sam Johnstone,7.0,2.0,5.0,71.4,2.3, (Matchweek 4)
Kasper Schmeichel,6.0,3.0,3.0,50.0,1.7, (Matchweek 4)
Łukasz Fabiański,0.0,0.0,0.0,0.0,0.0, (Matchweek 4)
Bernd Leno,2.0,1.0,1.0,50.0,0.6, (Matchweek 4)
Aaron Ramsdale,5.0,2.0,3.0,60.0,1.4, (Matchweek 4)
Rui Patrício,2.0,0.0,2.0,100.0,0.4, (Matchweek 4)
Alphonse Areola,5.0,1.0,4.0,80.0,1.8, (Matchweek 4)
David de Gea,7.0,6.0,2.0,28.6,5.0, (Matchweek 4)
Hugo Lloris,1.0,1.0,1.0,100.0,0.4, (Matchweek 4)
Emiliano Martínez,8.0,2.0,6.0,75.0,2.4, (Matchweek 4)
Adrián,11.0,7.0,4.0,36.4,5.6, (Matchweek 4)
Jordan Pickford,8.0,2.0,6.0,75.0,2.7, (Matchweek 5)
Adrián,5.0,2.0,3.0,60.0,1.6, (Matchweek 5)
Kepa Arrizabalaga,6.0,3.0,3.0,50.0,2.8, (Matchweek 5)
Alex McCarthy,5.0,3.0,2.0,40.0,3.1, (Matchweek 5)
Ederson,3.0,0.0,3.0,100.0,0.3, (Matchweek 5)
Bernd Leno,5.0,1.0,4.0,80.0,1.2, (Matchweek 5)
Karl Darlow,11.0,4.0,7.0,63.6,3.9, (Matchweek 5)
David de Gea,4.0,1.0,4.0,75.0,1.2, (Matchweek 5)
Aaron Ramsdale,6.0,1.0,5.0,83.3,2.0, (Matchweek 5)
Alphonse Areola,5.0,1.0,5.0,100.0,1.3, (Matchweek 5)
Vicente Guaita,3.0,1.0,2.0,66.7,1.2, (Matchweek 5)
Mathew Ryan,0.0,1.0,0.0,0.0,0.9, (Matchweek 5)
Hugo Lloris,4.0,3.0,2.0,25.0,1.1, (Matchweek 5)
Łukasz Fabiański,6.0,3.0,3.0,50.0,1.8, (Matchweek 5)
Kasper Schmeichel,4.0,1.0,3.0,75.0,0.8, (Matchweek 5)
Emiliano Martínez,5.0,0.0,5.0,100.0,0.7, (Matchweek 5)
Sam Johnstone,4.0,0.0,4.0,100.0,1.0, (Matchweek 5)
Nick Pope,6.0,0.0,6.0,100.0,1.6, (Matchweek 5)
Illan Meslier,3.0,1.0,2.0,66.7,2.1, (Matchweek 5)
Rui Patrício,2.0,0.0,2.0,100.0,0.6, (Matchweek 5)
Emiliano Martínez,9.0,3.0,6.0,66.7,2.6, (Matchweek 6)
Illan Meslier,3.0,0.0,3.0,100.0,0.5, (Matchweek 6)
Łukasz Fabiański,7.0,1.0,6.0,85.7,1.7, (Matchweek 6)
Ederson,2.0,1.0,1.0,50.0,0.6, (Matchweek 6)
Alphonse Areola,10.0,2.0,8.0,80.0,2.8, (Matchweek 6)
Vicente Guaita,3.0,1.0,1.0,66.7,0.4, (Matchweek 6)
David de Gea,1.0,0.0,1.0,100.0,0.0, (Matchweek 6)
Edouard Mendy,4.0,0.0,4.0,100.0,1.2, (Matchweek 6)
Alisson,1.0,1.0,1.0,100.0,0.9, (Matchweek 6)
Aaron Ramsdale,5.0,2.0,3.0,60.0,1.8, (Matchweek 6)
Alex McCarthy,2.0,0.0,2.0,100.0,0.1, (Matchweek 6)
Jordan Pickford,6.0,2.0,4.0,66.7,1.3, (Matchweek 6)
Rui Patrício,2.0,1.0,1.0,50.0,0.5, (Matchweek 6)
Karl Darlow,4.0,1.0,3.0,75.0,0.7, (Matchweek 6)
Bernd Leno,3.0,1.0,2.0,66.7,0.8, (Matchweek 6)
Kasper Schmeichel,4.0,0.0,4.0,100.0,0.7, (Matchweek 6)
Mathew Ryan,3.0,1.0,2.0,66.7,0.5, (Matchweek 6)
Sam Johnstone,3.0,1.0,3.0,66.7,0.8, (Matchweek 6)
Nick Pope,3.0,1.0,2.0,66.7,0.9, (Matchweek 6)
Hugo Lloris,3.0,0.0,3.0,100.0,0.2, (Matchweek 6)
Rui Patrício,2.0,0.0,2.0,100.0,0.3, (Matchweek 7)
Vicente Guaita,5.0,2.0,3.0,60.0,2.2, (Matchweek 7)
Aaron Ramsdale,8.0,1.0,7.0,87.5,1.9, (Matchweek 7)
Ederson,1.0,0.0,1.0,100.0,0.7, (Matchweek 7)
Nick Pope,9.0,3.0,6.0,66.7,2.0, (Matchweek 7)
Edouard Mendy,0.0,0.0,0.0,0.0,0.0, (Matchweek 7)
Alisson,3.0,1.0,2.0,66.7,0.9, (Matchweek 7)
Łukasz Fabiański,2.0,2.0,1.0,50.0,1.9, (Matchweek 7)
Emiliano Martínez,4.0,4.0,0.0,0.0,2.7, (Matchweek 7)
Alex McCarthy,9.0,3.0,7.0,77.8,2.9, (Matchweek 7)
Karl Darlow,4.0,1.0,3.0,75.0,0.4, (Matchweek 7)
Robin Olsen,3.0,2.0,2.0,66.7,2.4, (Matchweek 7)
David de Gea,1.0,1.0,1.0,100.0,0.9, (Matchweek 7)
Bernd Leno,2.0,0.0,2.0,100.0,0.2, (Matchweek 7)
Hugo Lloris,2.0,1.0,1.0,50.0,0.8, (Matchweek 7)
Robert Sánchez,2.0,2.0,1.0,50.0,1.6, (Matchweek 7)
Alphonse Areola,1.0,0.0,1.0,100.0,0.2, (Matchweek 7)
Sam Johnstone,4.0,2.0,2.0,50.0,1.7, (Matchweek 7)
Illan Meslier,7.0,4.0,4.0,57.1,3.9, (Matchweek 7)
Kasper Schmeichel,5.0,1.0,4.0,80.0,2.0, (Matchweek 7)
Mathew Ryan,1.0,0.0,1.0,100.0,0.0, (Matchweek 8)
Nick Pope,3.0,0.0,3.0,100.0,0.3, (Matchweek 8)
Alex McCarthy,2.0,0.0,2.0,100.0,0.3, (Matchweek 8)
Karl Darlow,7.0,2.0,4.0,71.4,1.5, (Matchweek 8)
Jordan Pickford,5.0,3.0,2.0,40.0,1.2, (Matchweek 8)
David de Gea,1.0,1.0,0.0,0.0,0.4, (Matchweek 8)
Vicente Guaita,3.0,1.0,2.0,66.7,1.1, (Matchweek 8)
Illan Meslier,6.0,4.0,3.0,33.3,1.8, (Matchweek 8)
Edouard Mendy,3.0,1.0,2.0,66.7,0.6, (Matchweek 8)
Aaron Ramsdale,9.0,4.0,5.0,55.6,3.7, (Matchweek 8)
Łukasz Fabiański,2.0,0.0,2.0,100.0,0.6, (Matchweek 8)
Alphonse Areola,7.0,1.0,6.0,85.7,1.6, (Matchweek 8)
Sam Johnstone,5.0,1.0,4.0,80.0,1.1, (Matchweek 8)
Hugo Lloris,2.0,0.0,2.0,100.0,0.5, (Matchweek 8)
Kasper Schmeichel,2.0,0.0,2.0,100.0,0.8, (Matchweek 8)
Rui Patrício,1.0,1.0,1.0,100.0,1.3, (Matchweek 8)
Ederson,2.0,1.0,2.0,100.0,1.0, (Matchweek 8)
Alisson,2.0,1.0,1.0,50.0,0.7, (Matchweek 8)
Bernd Leno,5.0,3.0,3.0,40.0,1.4, (Matchweek 8)
Emiliano Martínez,2.0,0.0,2.0,100.0,1.0, (Matchweek 8)
Karl Darlow,3.0,2.0,2.0,33.3,0.9, (Matchweek 9)
Edouard Mendy,1.0,0.0,1.0,100.0,0.1, (Matchweek 9)
Emiliano Martínez,3.0,2.0,1.0,33.3,2.0, (Matchweek 9)
Mathew Ryan,4.0,1.0,3.0,75.0,1.8, (Matchweek 9)
Hugo Lloris,5.0,0.0,5.0,100.0,0.8, (Matchweek 9)
Ederson,2.0,2.0,0.0,0.0,0.6, (Matchweek 9)
David de Gea,2.0,0.0,2.0,100.0,1.0, (Matchweek 9)
Sam Johnstone,6.0,1.0,6.0,100.0,3.1, (Matchweek 9)
Alphonse Areola,7.0,3.0,4.0,57.1,2.8, (Matchweek 9)
Jordan Pickford,6.0,2.0,4.0,66.7,1.9, (Matchweek 9)
Aaron Ramsdale,3.0,1.0,2.0,66.7,1.8, (Matchweek 9)
Łukasz Fabiański,5.0,0.0,5.0,100.0,0.8, (Matchweek 9)
Illan Meslier,2.0,0.0,2.0,100.0,0.6, (Matchweek 9)
Bernd Leno,4.0,0.0,4.0,100.0,1.5, (Matchweek 9)
Alisson,4.0,0.0,4.0,100.0,0.8, (Matchweek 9)
Kasper Schmeichel,12.0,3.0,9.0,75.0,2.9, (Matchweek 9)
Nick Pope,5.0,0.0,5.0,100.0,1.3, (Matchweek 9)
Vicente Guaita,5.0,1.0,4.0,80.0,1.1, (Matchweek 9)
Rui Patrício,2.0,1.0,1.0,50.0,1.1, (Matchweek 9)
Alex McCarthy,9.0,1.0,8.0,88.9,1.4, (Matchweek 9)
Vicente Guaita,7.0,2.0,5.0,71.4,1.6, (Matchweek 10)
Karl Darlow,3.0,0.0,3.0,100.0,0.9, (Matchweek 10)
Mathew Ryan,2.0,1.0,1.0,50.0,0.8, (Matchweek 10)
Alisson,2.0,1.0,2.0,100.0,0.6, (Matchweek 10)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 10)
Bailey Peacock-Farrell,7.0,5.0,2.0,28.6,4.4, (Matchweek 10)
Jordan Pickford,6.0,1.0,5.0,83.3,1.6, (Matchweek 10)
Illan Meslier,9.0,0.0,9.0,100.0,1.2, (Matchweek 10)
Sam Johnstone,5.0,0.0,5.0,100.0,1.2, (Matchweek 10)
Aaron Ramsdale,6.0,1.0,5.0,83.3,1.9, (Matchweek 10)
Alex McCarthy,6.0,3.0,3.0,50.0,3.5, (Matchweek 10)
David de Gea,3.0,2.0,1.0,33.3,1.1, (Matchweek 10)
Dean Henderson,2.0,0.0,2.0,100.0,0.0, (Matchweek 10)
Edouard Mendy,1.0,0.0,1.0,100.0,0.0, (Matchweek 10)
Hugo Lloris,3.0,0.0,3.0,100.0,0.4, (Matchweek 10)
Bernd Leno,5.0,2.0,3.0,60.0,2.3, (Matchweek 10)
Rui Patrício,2.0,1.0,1.0,50.0,0.2, (Matchweek 10)
Kasper Schmeichel,4.0,2.0,3.0,75.0,2.2, (Matchweek 10)
Alphonse Areola,4.0,1.0,3.0,75.0,1.3, (Matchweek 10)
Łukasz Fabiański,6.0,1.0,5.0,83.3,2.7, (Matchweek 10)
Emiliano Martínez,2.0,2.0,0.0,0.0,1.1, (Matchweek 10)
Nick Pope,6.0,1.0,5.0,83.3,2.1, (Matchweek 11)
Jordan Pickford,3.0,1.0,2.0,66.7,1.2, (Matchweek 11)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 11)
Alphonse Areola,5.0,2.0,4.0,80.0,2.5, (Matchweek 11)
Łukasz Fabiański,6.0,3.0,3.0,50.0,2.3, (Matchweek 11)
Dean Henderson,6.0,1.0,5.0,83.3,1.7, (Matchweek 11)
Edouard Mendy,3.0,1.0,2.0,66.7,0.5, (Matchweek 11)
Illan Meslier,10.0,3.0,6.0,70.0,4.0, (Matchweek 11)
Sam Johnstone,7.0,5.0,3.0,28.6,3.2, (Matchweek 11)
Vicente Guaita,4.0,1.0,3.0,75.0,1.1, (Matchweek 11)
Aaron Ramsdale,4.0,2.0,2.0,50.0,1.5, (Matchweek 11)
Kasper Schmeichel,1.0,1.0,0.0,0.0,0.7, (Matchweek 11)
Hugo Lloris,2.0,0.0,2.0,100.0,0.2, (Matchweek 11)
Bernd Leno,3.0,2.0,1.0,33.3,1.1, (Matchweek 11)
Caoimhín Kelleher,3.0,0.0,3.0,100.0,0.9, (Matchweek 11)
Rui Patrício,6.0,4.0,3.0,33.3,2.4, (Matchweek 11)
Mathew Ryan,2.0,2.0,1.0,50.0,1.5, (Matchweek 11)
Alex McCarthy,3.0,1.0,3.0,100.0,1.4, (Matchweek 11)
Illan Meslier,7.0,2.0,5.0,71.4,2.5, (Matchweek 12)
Łukasz Fabiański,6.0,1.0,6.0,100.0,1.5, (Matchweek 12)
Rui Patrício,1.0,1.0,1.0,100.0,1.1, (Matchweek 12)
Emiliano Martínez,7.0,0.0,7.0,100.0,1.2, (Matchweek 12)
Karl Darlow,3.0,1.0,2.0,66.7,0.9, (Matchweek 12)
Sam Johnstone,6.0,2.0,4.0,66.7,1.5, (Matchweek 12)
David de Gea,2.0,0.0,2.0,100.0,0.4, (Matchweek 12)
Ederson,2.0,0.0,2.0,100.0,0.1, (Matchweek 12)
Jordan Pickford,3.0,0.0,2.0,100.0,0.8, (Matchweek 12)
Edouard Mendy,3.0,1.0,3.0,100.0,1.0, (Matchweek 12)
Alex McCarthy,0.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Aaron Ramsdale,6.0,3.0,3.0,50.0,1.8, (Matchweek 12)
Vicente Guaita,6.0,1.0,4.0,83.3,1.6, (Matchweek 12)
Hugo Lloris,5.0,1.0,4.0,80.0,1.1, (Matchweek 12)
Alphonse Areola,5.0,1.0,5.0,100.0,2.1, (Matchweek 12)
Alisson,5.0,1.0,4.0,80.0,2.1, (Matchweek 12)
Kasper Schmeichel,4.0,0.0,4.0,100.0,0.8, (Matchweek 12)
Mathew Ryan,6.0,3.0,3.0,50.0,2.9, (Matchweek 12)
Bernd Leno,2.0,1.0,2.0,50.0,0.4, (Matchweek 12)
Nick Pope,6.0,0.0,6.0,100.0,1.5, (Matchweek 12)
Rui Patrício,3.0,1.0,2.0,66.7,0.5, (Matchweek 13)
Edouard Mendy,4.0,2.0,2.0,50.0,1.1, (Matchweek 13)
Ederson,1.0,1.0,1.0,0.0,0.1, (Matchweek 13)
Sam Johnstone,7.0,1.0,6.0,85.7,1.4, (Matchweek 13)
Bernd Leno,3.0,1.0,2.0,66.7,0.8, (Matchweek 13)
Alex McCarthy,4.0,1.0,3.0,75.0,0.9, (Matchweek 13)
Kasper Schmeichel,6.0,2.0,3.0,66.7,1.4, (Matchweek 13)
Robin Olsen,2.0,0.0,2.0,100.0,0.5, (Matchweek 13)
Illan Meslier,4.0,2.0,2.0,50.0,1.9, (Matchweek 13)
Karl Darlow,9.0,5.0,4.0,44.4,4.4, (Matchweek 13)
Alisson,3.0,1.0,2.0,66.7,0.9, (Matchweek 13)
Hugo Lloris,11.0,2.0,9.0,81.8,4.2, (Matchweek 13)
Łukasz Fabiański,3.0,1.0,2.0,66.7,1.6, (Matchweek 13)
Vicente Guaita,2.0,1.0,1.0,50.0,0.9, (Matchweek 13)
Alphonse Areola,3.0,0.0,3.0,100.0,0.4, (Matchweek 13)
Robert Sánchez,4.0,0.0,4.0,100.0,0.5, (Matchweek 13)
Emiliano Martínez,4.0,0.0,4.0,100.0,0.7, (Matchweek 13)
Nick Pope,6.0,0.0,5.0,100.0,0.9, (Matchweek 13)
Aaron Ramsdale,8.0,3.0,5.0,62.5,1.2, (Matchweek 13)
Dean Henderson,6.0,2.0,4.0,66.7,1.7, (Matchweek 13)
Vicente Guaita,7.0,7.0,0.0,0.0,4.2, (Matchweek 14)
Alisson,3.0,0.0,3.0,100.0,0.6, (Matchweek 14)
Alex McCarthy,5.0,1.0,4.0,80.0,1.9, (Matchweek 14)
Ederson,3.0,0.0,3.0,100.0,0.1, (Matchweek 14)
Jordan Pickford,2.0,1.0,2.0,100.0,0.9, (Matchweek 14)
Bernd Leno,2.0,2.0,1.0,0.0,1.0, (Matchweek 14)
Karl Darlow,3.0,1.0,3.0,66.7,0.7, (Matchweek 14)
Alphonse Areola,4.0,1.0,4.0,100.0,1.5, (Matchweek 14)
Robert Sánchez,3.0,1.0,2.0,66.7,1.5, (Matchweek 14)
Aaron Ramsdale,4.0,1.0,3.0,75.0,1.0, (Matchweek 14)
Hugo Lloris,3.0,2.0,3.0,66.7,1.4, (Matchweek 14)
Kasper Schmeichel,3.0,0.0,3.0,100.0,1.3, (Matchweek 14)
David de Gea,5.0,2.0,2.0,60.0,1.3, (Matchweek 14)
Illan Meslier,14.0,6.0,9.0,64.3,4.6, (Matchweek 14)
Sam Johnstone,9.0,3.0,7.0,77.8,3.0, (Matchweek 14)
Emiliano Martínez,1.0,0.0,1.0,100.0,0.0, (Matchweek 14)
Nick Pope,2.0,1.0,2.0,100.0,0.9, (Matchweek 14)
Rui Patrício,4.0,2.0,2.0,50.0,2.0, (Matchweek 14)
Edouard Mendy,0.0,0.0,0.0,0.0,0.0, (Matchweek 14)
Łukasz Fabiański,7.0,3.0,4.0,57.1,2.9, (Matchweek 14)
Kasper Schmeichel,4.0,2.0,2.0,50.0,1.8, (Matchweek 15)
David de Gea,1.0,2.0,0.0,-100.0,0.1, (Matchweek 15)
Emiliano Martínez,6.0,0.0,6.0,100.0,1.4, (Matchweek 15)
Vicente Guaita,10.0,3.0,7.0,70.0,3.5, (Matchweek 15)
Alphonse Areola,2.0,0.0,1.0,100.0,0.5, (Matchweek 15)
Alex McCarthy,1.0,0.0,1.0,100.0,0.4, (Matchweek 15)
Bernd Leno,2.0,1.0,1.0,50.0,1.7, (Matchweek 15)
Edouard Mendy,6.0,3.0,4.0,66.7,3.5, (Matchweek 15)
Aaron Ramsdale,3.0,1.0,2.0,66.7,1.1, (Matchweek 15)
Jordan Pickford,1.0,0.0,1.0,100.0,0.3, (Matchweek 15)
Ederson,2.0,0.0,2.0,100.0,0.5, (Matchweek 15)
Karl Darlow,6.0,2.0,4.0,66.7,3.2, (Matchweek 15)
Illan Meslier,6.0,0.0,6.0,100.0,0.9, (Matchweek 15)
Nick Pope,3.0,1.0,3.0,100.0,1.3, (Matchweek 15)
Łukasz Fabiański,4.0,2.0,2.0,50.0,1.8, (Matchweek 15)
Robert Sánchez,4.0,2.0,2.0,50.0,2.2, (Matchweek 15)
Alisson,3.0,1.0,2.0,66.7,0.8, (Matchweek 15)
Sam Johnstone,2.0,1.0,1.0,50.0,0.9, (Matchweek 15)
Rui Patrício,3.0,1.0,2.0,66.7,0.2, (Matchweek 15)
Hugo Lloris,6.0,1.0,5.0,83.3,1.7, (Matchweek 15)
Vicente Guaita,2.0,1.0,1.0,50.0,1.0, (Matchweek 16)
Kasper Schmeichel,1.0,1.0,0.0,0.0,0.2, (Matchweek 16)
Edouard Mendy,2.0,1.0,1.0,50.0,0.5, (Matchweek 16)
Emiliano Martínez,5.0,1.0,4.0,80.0,0.7, (Matchweek 16)
Sam Johnstone,6.0,5.0,2.0,16.7,2.9, (Matchweek 16)
Illan Meslier,1.0,0.0,1.0,100.0,0.7, (Matchweek 16)
Alex McCarthy,3.0,0.0,3.0,100.0,1.0, (Matchweek 16)
Łukasz Fabiański,3.0,0.0,3.0,100.0,0.2, (Matchweek 16)
Nick Pope,2.0,0.0,2.0,100.0,0.1, (Matchweek 16)
Aaron Ramsdale,3.0,1.0,2.0,66.7,1.1, (Matchweek 16)
Robert Sánchez,3.0,1.0,2.0,66.7,1.5, (Matchweek 16)
Bernd Leno,2.0,0.0,2.0,100.0,0.0, (Matchweek 16)
David de Gea,5.0,0.0,5.0,100.0,0.2, (Matchweek 16)
Rui Patrício,3.0,1.0,2.0,66.7,1.0, (Matchweek 16)
Karl Darlow,4.0,0.0,4.0,100.0,1.2, (Matchweek 16)
Alisson,2.0,0.0,2.0,100.0,0.1, (Matchweek 16)
Jordan Pickford,5.0,1.0,4.0,80.0,1.1, (Matchweek 17)
Darren Randolph,2.0,0.0,2.0,100.0,0.4, (Matchweek 17)
David de Gea,5.0,1.0,4.0,80.0,1.4, (Matchweek 17)
Emiliano Martínez,8.0,2.0,6.0,87.5,2.7, (Matchweek 17)
Hugo Lloris,5.0,0.0,5.0,100.0,0.8, (Matchweek 17)
Illan Meslier,6.0,3.0,4.0,66.7,1.9, (Matchweek 17)
Vicente Guaita,2.0,0.0,2.0,100.0,0.2, (Matchweek 17)
Aaron Ramsdale,4.0,2.0,2.0,50.0,1.2, (Matchweek 17)
Robert Sánchez,3.0,3.0,2.0,33.3,2.0, (Matchweek 17)
Rui Patrício,3.0,3.0,1.0,33.3,2.7, (Matchweek 17)
Sam Johnstone,11.0,4.0,7.0,63.6,3.6, (Matchweek 17)
Bernd Leno,3.0,0.0,3.0,100.0,0.8, (Matchweek 17)
Karl Darlow,3.0,2.0,1.0,33.3,1.3, (Matchweek 17)
Kasper Schmeichel,2.0,1.0,1.0,50.0,0.8, (Matchweek 17)
Edouard Mendy,6.0,3.0,3.0,50.0,2.4, (Matchweek 17)
Zack Steffen,2.0,1.0,1.0,50.0,0.6, (Matchweek 17)
Fraser Forster,1.0,0.0,1.0,100.0,0.0, (Matchweek 17)
Alisson,2.0,1.0,1.0,50.0,0.8, (Matchweek 17)
Aaron Ramsdale,3.0,0.0,3.0,100.0,0.4, (Matchweek 18)
Karl Darlow,3.0,1.0,3.0,100.0,1.3, (Matchweek 18)
Nick Pope,7.0,1.0,6.0,85.7,1.9, (Matchweek 1)
David de Gea,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Rui Patrício,3.0,2.0,1.0,33.3,1.0, (Matchweek 18)
Jordan Pickford,3.0,1.0,2.0,66.7,0.6, (Matchweek 18)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 18)
Robert Sánchez,6.0,1.0,5.0,83.3,1.1, (Matchweek 18)
Hugo Lloris,4.0,1.0,3.0,75.0,1.4, (Matchweek 16)
Alphonse Areola,6.0,1.0,5.0,83.3,2.8, (Matchweek 16)
Bernd Leno,3.0,0.0,3.0,100.0,0.8, (Matchweek 18)
Vicente Guaita,4.0,0.0,4.0,100.0,0.2, (Matchweek 18)
Rui Patrício,3.0,3.0,2.0,66.7,2.2, (Matchweek 19)
David Button,7.0,2.0,5.0,71.4,1.7, (Matchweek 19)
Łukasz Fabiański,2.0,0.0,2.0,100.0,0.2, (Matchweek 19)
Nick Pope,3.0,1.0,2.0,66.7,0.5, (Matchweek 19)
Kiko Casilla,2.0,1.0,1.0,50.0,1.0, (Matchweek 19)
Robert Sánchez,2.0,0.0,2.0,100.0,0.2, (Matchweek 19)
Alphonse Areola,6.0,1.0,5.0,83.3,1.1, (Matchweek 19)
Edouard Mendy,2.0,0.0,2.0,100.0,0.0, (Matchweek 19)
Kasper Schmeichel,3.0,0.0,3.0,100.0,0.7, (Matchweek 19)
Alex McCarthy,4.0,2.0,2.0,50.0,1.7, (Matchweek 19)
Aaron Ramsdale,5.0,3.0,2.0,40.0,1.6, (Matchweek 19)
Hugo Lloris,5.0,1.0,4.0,80.0,0.6, (Matchweek 19)
Alisson,4.0,0.0,4.0,100.0,0.8, (Matchweek 19)
David de Gea,3.0,0.0,3.0,100.0,0.6, (Matchweek 19)
Ederson,0.0,0.0,0.0,0.0,0.0, (Matchweek 19)
Vicente Guaita,6.0,4.0,2.0,33.3,2.6, (Matchweek 19)
Bernd Leno,1.0,0.0,1.0,100.0,0.2, (Matchweek 19)
Karl Darlow,6.0,3.0,3.0,50.0,1.6, (Matchweek 19)
Łukasz Fabiański,2.0,1.0,1.0,50.0,0.1, (Matchweek 18)
