player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
Marcus Rashford,10.0,eng ENG,FW,20-283,66.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,19.0,84.2,0.0,2.0,1.0,3.0, (Matchweek 1)
Romelu Lukaku,9.0,be BEL,FW,25-089,24.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.5,0.0,4.0,75.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Alexis Sánchez,7.0,cl CHI,LW,29-234,90.0,0.0,0.0,57.0,5.0,1.0,0.0,1.0,0.0,19.0,2.0,3.0,1.0,0.0,0.7,43.0,60.5,2.0,7.0,0.0,1.0, (Matchweek 1)
Juan Mata,8.0,es ESP,RW,30-104,90.0,0.0,1.0,62.0,3.0,1.0,0.0,1.0,0.0,10.0,1.0,4.0,0.0,0.1,0.2,56.0,80.4,3.0,5.0,0.0,0.0, (Matchweek 1)
Paul Pogba,6.0,fr FRA,CM,25-148,83.0,1.0,0.0,86.0,3.0,0.0,1.0,1.0,1.0,17.0,1.0,1.0,3.0,0.8,0.0,65.0,83.1,5.0,3.0,3.0,5.0, (Matchweek 1)
Marouane Fellaini,27.0,be BEL,CM,30-261,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Fred,17.0,br BRA,CM,25-158,75.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,3.0,0.0,0.0,54.0,90.7,4.0,4.0,0.0,2.0, (Matchweek 1)
Scott McTominay,39.0,sct SCO,CM,21-245,15.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Andreas Pereira,15.0,br BRA,DM,22-221,90.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,7.0,1.0,0.0,0.0,59.0,91.5,2.0,1.0,0.0,0.0, (Matchweek 1)
Luke Shaw,23.0,eng ENG,LB,23-029,90.0,1.0,0.0,91.0,3.0,1.0,0.0,2.0,2.0,20.0,4.0,2.0,2.0,0.2,0.0,80.0,85.0,5.0,4.0,1.0,1.0, (Matchweek 1)
Victor Lindelöf,2.0,se SWE,CB,24-024,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,33.0,90.9,1.0,5.0,0.0,0.0, (Matchweek 1)
Eric Bailly,3.0,ci CIV,CB,24-120,90.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,21.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Matteo Darmian,36.0,it ITA,RB,28-251,90.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,1.0,20.0,5.0,1.0,2.0,0.1,0.0,41.0,82.9,0.0,3.0,0.0,0.0, (Matchweek 1)
David de Gea,1.0,es ESP,GK,27-276,90.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.4,0.0,0.0,0.0,0.0, (Matchweek 1)
Kelechi Iheanacho,8.0,ng NGA,"FW,AM",21-311,90.0,0.0,0.0,26.0,2.0,1.0,0.0,2.0,0.0,12.0,1.0,0.0,0.0,0.1,0.0,18.0,88.9,0.0,1.0,0.0,0.0, (Matchweek 1)
Demarai Gray,7.0,eng ENG,LW,22-043,90.0,0.0,0.0,56.0,0.0,0.0,0.0,3.0,1.0,11.0,2.0,2.0,0.0,0.1,0.0,42.0,73.8,3.0,7.0,5.0,6.0, (Matchweek 1)
Ricardo Pereira,14.0,pt POR,"RW,RB",24-308,90.0,0.0,0.0,70.0,2.0,0.0,0.0,1.0,0.0,29.0,6.0,4.0,3.0,0.0,0.7,53.0,66.0,5.0,5.0,1.0,1.0, (Matchweek 1)
James Maddison,10.0,eng ENG,AM,21-260,62.0,0.0,0.0,54.0,3.0,0.0,0.0,2.0,1.0,13.0,0.0,2.0,1.0,0.1,0.0,43.0,67.4,1.0,4.0,2.0,2.0, (Matchweek 1)
Jamie Vardy,9.0,eng ENG,FW,31-211,28.0,1.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,0.5,0.1,4.0,75.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Wilfred Ndidi,25.0,ng NGA,DM,21-237,90.0,0.0,0.0,98.0,3.0,1.0,0.0,2.0,1.0,26.0,3.0,3.0,1.0,0.1,0.0,90.0,83.3,8.0,7.0,2.0,2.0, (Matchweek 1)
Adrien Silva,23.0,pt POR,DM,29-148,79.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,74.0,89.2,7.0,2.0,1.0,1.0, (Matchweek 1)
Vicente Iborra,21.0,es ESP,DM,30-206,11.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,93.8,3.0,1.0,2.0,2.0, (Matchweek 1)
Ben Chilwell,3.0,eng ENG,LB,21-232,90.0,0.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,0.1,65.0,73.8,7.0,10.0,1.0,2.0, (Matchweek 1)
Harry Maguire,15.0,eng ENG,CB,25-158,90.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,61.0,86.9,5.0,7.0,0.0,0.0, (Matchweek 1)
Wes Morgan,5.0,jm JAM,CB,34-201,90.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,44.0,84.1,1.0,4.0,0.0,0.0, (Matchweek 1)
Daniel Amartey,18.0,gh GHA,RB,23-232,62.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,0.0,0.0,42.0,83.3,3.0,4.0,0.0,0.0, (Matchweek 1)
Rachid Ghezzal,31.0,dz ALG,RW,26-093,28.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,66.7,1.0,1.0,0.0,1.0, (Matchweek 1)
Kasper Schmeichel,1.0,dk DEN,GK,31-278,90.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,81.5,0.0,0.0,0.0,0.0, (Matchweek 1)
Joselu,21.0,es ESP,FW,28-137,58.0,1.0,0.0,31.0,1.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,0.4,0.0,21.0,57.1,2.0,1.0,0.0,0.0, (Matchweek 1)
Salomón Rondón,9.0,ve VEN,FW,28-329,32.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.2,0.0,6.0,50.0,0.0,3.0,0.0,0.0, (Matchweek 1)
Ayoze Pérez,17.0,es ESP,AM,25-019,80.0,0.0,0.0,34.0,1.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,2.0,0.1,0.1,18.0,83.3,2.0,1.0,1.0,1.0, (Matchweek 1)
Yoshinori Mutō,13.0,jp JPN,AM,26-027,10.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,0.0,2.0,1.0,2.0, (Matchweek 1)
Kenedy,15.0,br BRA,LM,22-184,90.0,0.0,0.0,56.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,6.0,1.0,0.0,0.0,28.0,64.3,3.0,1.0,5.0,7.0, (Matchweek 1)
Matt Ritchie,11.0,sct SCO,RM,28-335,68.0,0.0,1.0,35.0,2.0,1.0,0.0,2.0,0.0,14.0,0.0,2.0,1.0,0.0,0.3,24.0,91.7,3.0,1.0,0.0,0.0, (Matchweek 1)
Christian Atsu,30.0,gh GHA,RM,26-213,22.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.1,7.0,71.4,0.0,2.0,0.0,1.0, (Matchweek 1)
Mohamed Diamé,10.0,sn SEN,DM,31-058,90.0,0.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,25.0,2.0,3.0,2.0,0.0,0.0,28.0,71.4,2.0,6.0,1.0,3.0, (Matchweek 1)
Jonjo Shelvey,8.0,eng ENG,DM,26-165,90.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,1.0,0.0,0.2,58.0,74.1,6.0,2.0,2.0,2.0, (Matchweek 1)
Paul Dummett,3.0,wls WAL,LB,26-319,90.0,0.0,0.0,63.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,50.0,72.0,7.0,3.0,0.0,0.0, (Matchweek 1)
Ciaran Clark,2.0,ie IRL,CB,28-319,90.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,2.0,0.0,0.0,25.0,72.0,2.0,0.0,0.0,1.0, (Matchweek 1)
Jamaal Lascelles,6.0,eng ENG,CB,24-273,90.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,48.0,85.4,0.0,0.0,0.0,0.0, (Matchweek 1)
DeAndre Yedlin,22.0,us USA,RB,25-033,90.0,0.0,0.0,67.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,4.0,0.0,0.0,55.0,74.5,1.0,1.0,0.0,2.0, (Matchweek 1)
Martin Dúbravka,12.0,sk SVK,GK,29-208,90.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,59.1,0.0,0.0,0.0,0.0, (Matchweek 1)
Harry Kane,10.0,eng ENG,FW,25-014,90.0,0.0,0.0,50.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,33.0,69.7,3.0,5.0,2.0,3.0, (Matchweek 1)
Christian Eriksen,23.0,dk DEN,AM,26-178,90.0,0.0,0.0,81.0,9.0,0.0,0.0,2.0,2.0,8.0,1.0,2.0,1.0,0.0,0.3,62.0,79.0,2.0,6.0,1.0,2.0, (Matchweek 1)
Lucas Moura,27.0,br BRA,AM,25-363,67.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,0.1,0.0,21.0,71.4,1.0,2.0,1.0,2.0, (Matchweek 1)
Mousa Dembélé,19.0,be BEL,CM,31-026,23.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23.0,95.7,3.0,3.0,1.0,1.0, (Matchweek 1)
Dele Alli,20.0,eng ENG,"CM,LW",22-122,79.0,1.0,0.0,60.0,1.0,0.0,0.0,2.0,2.0,16.0,2.0,2.0,5.0,0.6,0.0,42.0,78.6,5.0,2.0,1.0,3.0, (Matchweek 1)
Son Heung-min,7.0,kr KOR,LW,26-034,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,83.3,0.0,1.0,0.0,0.0, (Matchweek 1)
Moussa Sissoko,17.0,fr FRA,"CM,RW",28-360,90.0,0.0,0.0,65.0,1.0,0.0,0.0,1.0,1.0,11.0,2.0,1.0,4.0,0.2,0.0,53.0,79.2,5.0,7.0,0.0,0.0, (Matchweek 1)
Eric Dier,15.0,eng ENG,"DM,CM",24-208,87.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,2.0,0.0,0.0,50.0,90.0,3.0,5.0,0.0,1.0, (Matchweek 1)
Luke Amos,40.0,eng ENG,CM,21-169,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Ben Davies,33.0,wls WAL,LB,25-109,90.0,0.0,0.0,89.0,4.0,0.0,0.0,1.0,0.0,11.0,3.0,2.0,0.0,0.0,0.2,77.0,81.8,3.0,5.0,0.0,0.0, (Matchweek 1)
Jan Vertonghen,5.0,be BEL,CB,31-109,90.0,1.0,0.0,95.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,6.0,2.0,0.6,0.0,73.0,97.3,5.0,1.0,0.0,0.0, (Matchweek 1)
Davinson Sánchez,6.0,co COL,CB,22-060,90.0,0.0,1.0,90.0,1.0,1.0,0.0,3.0,0.0,7.0,1.0,3.0,1.0,0.3,0.0,75.0,94.7,3.0,0.0,0.0,0.0, (Matchweek 1)
Serge Aurier,24.0,ci CIV,RB,25-230,90.0,0.0,1.0,75.0,2.0,1.0,0.0,1.0,0.0,18.0,3.0,2.0,1.0,0.0,0.2,58.0,70.7,3.0,3.0,1.0,1.0, (Matchweek 1)
Hugo Lloris,1.0,fr FRA,GK,31-228,90.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,65.7,0.0,0.0,0.0,0.0, (Matchweek 1)
Aleksandar Mitrović,9.0,rs SRB,FW,23-329,90.0,0.0,0.0,32.0,3.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,1.0,0.4,0.0,14.0,78.6,1.0,2.0,2.0,2.0, (Matchweek 1)
Ryan Sessegnon,3.0,eng ENG,"LW,LB,RW",18-085,90.0,0.0,0.0,66.0,4.0,0.0,0.0,1.0,1.0,8.0,3.0,2.0,2.0,0.0,0.0,47.0,74.5,1.0,8.0,0.0,1.0, (Matchweek 1)
André Schürrle,14.0,de GER,"RW,LW",27-278,60.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,0.0,0.1,34.0,70.6,0.0,7.0,0.0,0.0, (Matchweek 1)
Aboubakar Kamara,47.0,mr MTN,"LW,RW",23-157,30.0,0.0,0.0,19.0,3.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.1,0.0,13.0,76.9,0.0,3.0,2.0,3.0, (Matchweek 1)
Jean Seri,24.0,ci CIV,CM,27-023,81.0,0.0,0.0,112.0,3.0,0.0,0.0,1.0,0.0,5.0,6.0,4.0,1.0,0.0,0.0,100.0,89.0,6.0,8.0,1.0,1.0, (Matchweek 1)
Stefan Johansen,8.0,no NOR,CM,27-215,9.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,77.8,1.0,1.0,0.0,0.0, (Matchweek 1)
Tom Cairney,10.0,sct SCO,CM,27-203,90.0,0.0,0.0,105.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,94.0,93.6,8.0,7.0,1.0,1.0, (Matchweek 1)
Kevin McDonald,6.0,sct SCO,DM,29-280,90.0,0.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,84.0,90.5,4.0,5.0,0.0,0.0, (Matchweek 1)
Joe Bryan,23.0,eng ENG,LB,24-328,70.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,0.0,0.1,61.0,82.0,4.0,3.0,1.0,1.0, (Matchweek 1)
Luciano Vietto,19.0,ar ARG,RW,24-249,20.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,8.0,62.5,0.0,1.0,1.0,2.0, (Matchweek 1)
Maxime Le Marchand,20.0,fr FRA,CB,28-304,90.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,83.0,90.4,9.0,7.0,0.0,0.0, (Matchweek 1)
Calum Chambers,5.0,eng ENG,CB,23-203,90.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,1.0,0.0,0.0,74.0,97.3,2.0,3.0,0.0,0.0, (Matchweek 1)
Cyrus Christie,22.0,ie IRL,RB,25-315,90.0,0.0,0.0,96.0,2.0,0.0,0.0,1.0,1.0,9.0,1.0,3.0,1.0,0.0,0.0,82.0,76.8,7.0,26.0,0.0,2.0, (Matchweek 1)
Fabricio,31.0,es ESP,GK,30-223,90.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,85.2,0.0,0.0,0.0,0.0, (Matchweek 1)
Wilfried Zaha,11.0,ci CIV,FW,25-274,90.0,1.0,0.0,51.0,2.0,0.0,0.0,3.0,2.0,9.0,1.0,0.0,0.0,0.6,0.0,29.0,65.5,3.0,9.0,1.0,4.0, (Matchweek 1)
Christian Benteke,17.0,be BEL,FW,27-251,82.0,0.0,0.0,39.0,4.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,0.1,0.3,25.0,56.0,1.0,3.0,1.0,2.0, (Matchweek 1)
Alexander Sørloth,9.0,no NOR,FW,22-249,8.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,4.0,75.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Jeffrey Schlupp,15.0,gh GHA,LM,25-231,90.0,1.0,0.0,32.0,0.0,0.0,0.0,1.0,1.0,13.0,2.0,1.0,1.0,0.1,0.0,23.0,82.6,2.0,3.0,3.0,4.0, (Matchweek 1)
James McArthur,18.0,sct SCO,"CM,RM",30-308,90.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,3.0,1.0,0.0,0.0,37.0,75.7,2.0,3.0,0.0,0.0, (Matchweek 1)
Luka Milivojević,4.0,rs SRB,CM,27-126,90.0,0.0,0.0,49.0,2.0,0.0,0.0,0.0,0.0,20.0,5.0,2.0,0.0,0.0,0.0,40.0,75.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Andros Townsend,10.0,eng ENG,RM,27-026,87.0,0.0,0.0,54.0,2.0,1.0,0.0,2.0,2.0,17.0,5.0,2.0,2.0,0.1,0.1,34.0,73.5,6.0,5.0,3.0,7.0, (Matchweek 1)
Cheikhou Kouyaté,8.0,sn SEN,CM,28-233,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.0,2.0,50.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Patrick van Aanholt,3.0,nl NED,LB,27-347,89.0,0.0,1.0,59.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0,0.2,50.0,78.0,3.0,5.0,3.0,3.0, (Matchweek 1)
Pape Souaré,27.0,sn SEN,LB,28-066,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Mamadou Sakho,12.0,fr FRA,CB,28-179,90.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,32.0,93.8,0.0,0.0,0.0,0.0, (Matchweek 1)
James Tomkins,5.0,eng ENG,CB,29-135,90.0,0.0,0.0,49.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,32.0,90.6,3.0,1.0,0.0,0.0, (Matchweek 1)
Aaron Wan-Bissaka,29.0,eng ENG,RB,20-258,90.0,0.0,1.0,63.0,3.0,2.0,0.0,0.0,0.0,8.0,3.0,7.0,2.0,0.0,0.3,43.0,72.1,1.0,5.0,1.0,2.0, (Matchweek 1)
Wayne Hennessey,13.0,wls WAL,GK,31-199,90.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,53.3,0.0,0.0,0.0,0.0, (Matchweek 1)
Joshua King,17.0,no NOR,FW,26-208,90.0,0.0,0.0,56.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,31.0,77.4,2.0,7.0,1.0,4.0, (Matchweek 1)
Callum Wilson,13.0,eng ENG,FW,26-165,89.0,1.0,1.0,34.0,4.0,1.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,1.2,0.4,20.0,65.0,0.0,4.0,4.0,5.0, (Matchweek 1)
Lys Mousset,9.0,fr FRA,FW,22-184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Ryan Fraser,24.0,sct SCO,LM,24-168,90.0,1.0,0.0,63.0,7.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.4,0.5,50.0,72.0,8.0,6.0,1.0,2.0, (Matchweek 1)
David Brooks,20.0,wls WAL,RM,21-034,66.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,1.0,0.4,0.0,26.0,65.4,0.0,0.0,0.0,0.0, (Matchweek 1)
Simon Francis,2.0,eng ENG,RB,33-176,24.0,0.0,1.0,16.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.1,13.0,76.9,2.0,2.0,0.0,0.0, (Matchweek 1)
Dan Gosling,4.0,eng ENG,DM,28-191,90.0,0.0,0.0,89.0,0.0,0.0,0.0,1.0,0.0,22.0,5.0,2.0,4.0,0.0,0.0,71.0,73.2,9.0,5.0,1.0,2.0, (Matchweek 1)
Andrew Surman,6.0,eng ENG,DM,31-356,90.0,0.0,0.0,69.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.1,0.0,61.0,75.4,3.0,3.0,0.0,0.0, (Matchweek 1)
Charlie Daniels,11.0,eng ENG,LB,31-338,90.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.1,76.0,77.6,8.0,6.0,1.0,1.0, (Matchweek 1)
Nathan Aké,5.0,nl NED,CB,23-174,90.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,63.0,90.5,0.0,5.0,0.0,0.0, (Matchweek 1)
Steve Cook,3.0,eng ENG,CB,27-114,90.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,65.0,76.9,6.0,3.0,0.0,0.0, (Matchweek 1)
Adam Smith,15.0,eng ENG,"RB,RM",27-104,89.0,0.0,0.0,69.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,4.0,0.0,0.0,58.0,87.9,6.0,3.0,0.0,0.0, (Matchweek 1)
Jermain Defoe,18.0,eng ENG,FW,35-308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Asmir Begović,27.0,ba BIH,GK,31-052,90.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,68.4,0.0,0.0,0.0,0.0, (Matchweek 1)
Bobby Reid,14.0,jm JAM,"FW,AM",25-190,87.0,0.0,0.0,35.0,4.0,0.0,0.0,3.0,0.0,14.0,2.0,1.0,1.0,0.2,0.1,21.0,71.4,2.0,1.0,2.0,3.0, (Matchweek 1)
Gary Madine,24.0,eng ENG,AM,27-352,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Junior Hoilett,33.0,ca CAN,"LM,RM",28-067,90.0,0.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,5.0,0.0,0.0,27.0,74.1,1.0,5.0,0.0,3.0, (Matchweek 1)
Joe Ralls,8.0,eng ENG,"CM,DM",24-302,90.0,0.0,0.0,48.0,3.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,2.0,0.0,0.3,40.0,62.5,7.0,2.0,2.0,2.0, (Matchweek 1)
Callum Paterson,13.0,sct SCO,CM,23-302,61.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,0.1,0.0,24.0,41.7,2.0,2.0,0.0,0.0, (Matchweek 1)
Danny Ward,9.0,eng ENG,FW,26-243,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,7.0,28.6,0.0,0.0,0.0,0.0, (Matchweek 1)
Nathaniel Mendez-Laing,19.0,eng ENG,RM,26-118,62.0,0.0,0.0,33.0,1.0,0.0,0.0,2.0,0.0,8.0,4.0,3.0,4.0,0.3,0.0,20.0,45.0,1.0,5.0,0.0,1.0, (Matchweek 1)
Josh Murphy,11.0,eng ENG,LM,23-168,28.0,0.0,0.0,14.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.1,0.1,10.0,60.0,1.0,2.0,1.0,3.0, (Matchweek 1)
Sol Bamba,22.0,ci CIV,DM,33-210,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,2.0,0.0,0.0,26.0,73.1,4.0,1.0,0.0,0.0, (Matchweek 1)
Joe Bennett,3.0,eng ENG,LB,28-136,90.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,2.0,0.0,0.0,36.0,72.2,5.0,0.0,0.0,0.0, (Matchweek 1)
Bruno Ecuele Manga,5.0,ga GAB,CB,30-026,90.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,1.0,0.0,0.0,21.0,71.4,1.0,1.0,0.0,0.0, (Matchweek 1)
Sean Morrison,4.0,eng ENG,CB,27-215,90.0,0.0,0.0,44.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0,4.0,0.5,0.0,30.0,60.0,1.0,0.0,0.0,0.0, (Matchweek 1)
Lee Peltier,2.0,eng ENG,RB,31-243,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,29.0,48.3,2.0,0.0,0.0,0.0, (Matchweek 1)
Neil Etheridge,1.0,ph PHI,GK,28-185,90.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,29.4,0.0,0.0,0.0,0.0, (Matchweek 1)
Troy Deeney,9.0,eng ENG,FW,30-043,90.0,0.0,0.0,26.0,1.0,0.0,0.0,2.0,1.0,20.0,0.0,0.0,1.0,0.6,0.0,21.0,57.1,3.0,2.0,0.0,0.0, (Matchweek 1)
Andre Gray,18.0,jm JAM,FW,27-046,73.0,0.0,0.0,22.0,2.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.1,0.1,13.0,76.9,1.0,2.0,0.0,0.0, (Matchweek 1)
Isaac Success,10.0,ng NGA,FW,22-216,17.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,12.0,83.3,0.0,0.0,0.0,0.0, (Matchweek 1)
