player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
Eric Maxim Choupo-Moting,10.0,cm CMR,"LM,CM",28-205,90.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,17.0,100.0,2.0,1.0,0.0,3.0, (Matchweek 8)
Geoff Cameron,20.0,us USA,"CM,RB",32-095,90.0,0.0,0.0,38.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,5.0,1.0,0.0,0.0,24.0,62.5,2.0,3.0,3.0,4.0, (Matchweek 8)
Darren Fletcher,24.0,sct SCO,CM,33-255,90.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,0.0,22.0,81.8,1.0,0.0,1.0,1.0, (Matchweek 8)
Mame Biram Diouf,18.0,sn SEN,"RM,FW",29-302,90.0,1.0,0.0,21.0,1.0,1.0,0.0,3.0,1.0,18.0,3.0,0.0,0.0,0.6,0.0,7.0,42.9,1.0,2.0,1.0,3.0, (Matchweek 8)
Erik Pieters,3.0,nl NED,"LB,LM",29-068,90.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,2.0,0.0,0.0,21.0,76.2,1.0,1.0,0.0,1.0, (Matchweek 8)
Kevin Wimmer,5.0,at AUT,CB,24-333,45.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,11.0,45.5,0.0,0.0,0.0,0.0, (Matchweek 8)
Bruno Martins Indi,15.0,nl NED,CB,25-248,45.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,85.7,1.0,0.0,0.0,0.0, (Matchweek 8)
Kurt Zouma,6.0,fr FRA,CB,22-352,90.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,8.0,5.0,0.0,0.0,17.0,82.4,1.0,1.0,1.0,1.0, (Matchweek 8)
Tom Edwards,42.0,eng ENG,RB,18-265,52.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,12.0,75.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Ramadan Sobhi,32.0,eg EGY,"LM,LB,RB",20-264,38.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,61.5,0.0,4.0,1.0,1.0, (Matchweek 8)
Jack Butland,1.0,eng ENG,GK,24-218,90.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,33.3,0.0,0.0,0.0,0.0, (Matchweek 8)
Andre Gray,18.0,jm JAM,FW,26-110,62.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,0.0,1.0,1.0,1.0, (Matchweek 8)
Troy Deeney,9.0,eng ENG,FW,29-107,28.0,1.0,0.0,18.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.8,0.1,14.0,57.1,0.0,0.0,0.0,1.0, (Matchweek 8)
Richarlison,11.0,br BRA,LW,20-157,90.0,0.0,0.0,48.0,2.0,1.0,0.0,3.0,0.0,19.0,2.0,1.0,4.0,0.1,0.1,28.0,64.3,4.0,7.0,1.0,6.0, (Matchweek 8)
Roberto Pereyra,37.0,ar ARG,RW,26-280,80.0,0.0,0.0,51.0,2.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.1,0.0,44.0,90.9,0.0,9.0,1.0,1.0, (Matchweek 8)
Étienne Capoue,29.0,fr FRA,RW,29-095,10.0,0.0,0.0,9.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.3,0.0,6.0,100.0,1.0,0.0,0.0,0.0, (Matchweek 8)
Abdoulaye Doucouré,16.0,ml MLI,DM,24-286,90.0,0.0,0.0,70.0,3.0,0.0,0.0,0.0,0.0,28.0,4.0,2.0,2.0,0.0,0.2,58.0,84.5,5.0,4.0,2.0,3.0, (Matchweek 8)
Tom Cleverley,8.0,eng ENG,"DM,CM",28-063,90.0,1.0,0.0,68.0,1.0,0.0,0.0,1.0,1.0,15.0,3.0,3.0,0.0,0.6,0.0,60.0,80.0,3.0,1.0,0.0,0.0, (Matchweek 8)
José Holebas,25.0,gr GRE,"WB,LB",33-109,90.0,0.0,0.0,72.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,57.0,52.6,8.0,5.0,1.0,3.0, (Matchweek 8)
Kiko Femenía,21.0,es ESP,"WB,RB",26-254,90.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,53.0,84.9,2.0,2.0,0.0,2.0, (Matchweek 8)
Miguel Britos,3.0,uy URU,CB,32-089,90.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,44.0,90.9,6.0,2.0,0.0,0.0, (Matchweek 8)
Christian Kabasele,27.0,be BEL,CB,26-232,90.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,34.0,82.4,1.0,1.0,1.0,1.0, (Matchweek 8)
Adrian Mariappa,6.0,jm JAM,CB,31-011,62.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,2.0,0.0,0.0,43.0,88.4,3.0,3.0,0.0,0.0, (Matchweek 8)
André Carrillo,28.0,pe PER,CM,26-122,28.0,0.0,0.0,19.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.1,0.0,15.0,86.7,1.0,3.0,1.0,1.0, (Matchweek 8)
Heurelho Gomes,1.0,br BRA,GK,36-241,90.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,36.7,0.0,0.0,0.0,0.0, (Matchweek 8)
Alexandre Lacazette,9.0,fr FRA,FW,26-139,67.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,25.0,60.0,1.0,2.0,1.0,1.0, (Matchweek 8)
Olivier Giroud,12.0,fr FRA,FW,31-014,23.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,11.0,63.6,0.0,0.0,0.0,0.0, (Matchweek 8)
Danny Welbeck,23.0,eng ENG,"LW,RW",26-322,60.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.4,20.0,90.0,0.0,2.0,0.0,3.0, (Matchweek 8)
Mesut Özil,11.0,de GER,"RW,LW",28-364,30.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,0.3,0.2,12.0,66.7,3.0,3.0,1.0,1.0, (Matchweek 8)
Alex Iwobi,17.0,ng NGA,"RW,LW",21-164,90.0,0.0,0.0,69.0,2.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,1.0,0.2,0.3,61.0,86.9,9.0,13.0,0.0,2.0, (Matchweek 8)
Granit Xhaka,29.0,ch SUI,DM,25-017,90.0,0.0,1.0,79.0,3.0,1.0,0.0,2.0,2.0,17.0,2.0,0.0,0.0,0.1,0.1,70.0,80.0,9.0,5.0,0.0,0.0, (Matchweek 8)
Mohamed Elneny,35.0,eg EGY,DM,25-095,90.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,1.0,2.0,0.0,0.0,66.0,90.9,5.0,5.0,0.0,0.0, (Matchweek 8)
Sead Kolašinac,31.0,ba BIH,WB,24-116,90.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,48.0,79.2,2.0,3.0,0.0,0.0, (Matchweek 8)
Héctor Bellerín,24.0,es ESP,WB,22-209,90.0,0.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0,17.0,0.0,2.0,1.0,0.3,0.0,72.0,77.8,5.0,8.0,0.0,0.0, (Matchweek 8)
Nacho Monreal,18.0,es ESP,CB,31-230,90.0,0.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0,5.0,1.0,0.0,0.0,54.0,85.2,3.0,3.0,0.0,0.0, (Matchweek 8)
Per Mertesacker,4.0,de GER,CB,33-015,90.0,1.0,0.0,61.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,3.0,3.0,0.1,0.0,45.0,73.3,2.0,0.0,0.0,0.0, (Matchweek 8)
Laurent Koscielny,6.0,fr FRA,CB,32-034,84.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,0.0,0.0,65.0,86.2,7.0,4.0,0.0,0.0, (Matchweek 8)
Rob Holding,16.0,eng ENG,CB,22-024,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,1.0, (Matchweek 8)
Petr Čech,33.0,cz CZE,GK,35-147,90.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,56.3,0.0,0.0,0.0,0.0, (Matchweek 8)
Glenn Murray,17.0,eng ENG,FW,34-020,84.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,30.0,60.0,0.0,2.0,1.0,1.0, (Matchweek 8)
Izzy Brown,37.0,eng ENG,FW,20-281,6.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,5.0,80.0,0.0,1.0,0.0,0.0, (Matchweek 8)
Pascal Groß,13.0,de GER,FW,26-122,90.0,0.0,1.0,55.0,3.0,1.0,0.0,0.0,0.0,29.0,3.0,1.0,0.0,0.0,0.3,46.0,63.0,3.0,1.0,2.0,2.0, (Matchweek 8)
Solly March,20.0,eng ENG,LM,23-087,72.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,4.0,0.0,0.0,33.0,66.7,3.0,6.0,1.0,5.0, (Matchweek 8)
José Izquierdo,19.0,co COL,LM,25-100,18.0,0.0,0.0,13.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.3,0.2,8.0,100.0,0.0,2.0,1.0,1.0, (Matchweek 8)
Anthony Knockaert,11.0,fr FRA,RM,25-329,90.0,1.0,0.0,49.0,2.0,0.0,0.0,3.0,1.0,15.0,1.0,2.0,0.0,0.4,0.1,39.0,79.5,6.0,7.0,2.0,3.0, (Matchweek 8)
Davy Pröpper,24.0,nl NED,DM,26-043,90.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,17.0,3.0,4.0,2.0,0.0,0.0,39.0,71.8,2.0,4.0,1.0,1.0, (Matchweek 8)
Dale Stephens,6.0,eng ENG,DM,28-125,90.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,19.0,2.0,4.0,4.0,0.0,0.0,34.0,76.5,2.0,4.0,1.0,1.0, (Matchweek 8)
Markus Suttner,29.0,at AUT,LB,30-182,90.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,3.0,1.0,0.0,0.0,43.0,72.1,8.0,3.0,0.0,1.0, (Matchweek 8)
Lewis Dunk,5.0,eng ENG,CB,25-328,90.0,0.0,0.0,63.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,2.0,0.2,0.0,47.0,72.3,6.0,2.0,0.0,0.0, (Matchweek 8)
Shane Duffy,22.0,ie IRL,CB,25-287,72.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,91.3,1.0,1.0,0.0,0.0, (Matchweek 8)
Uwe Hünemeier,4.0,de GER,CB,31-279,18.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,1.0,0.0,0.0, (Matchweek 8)
Bruno,2.0,es ESP,RB,37-014,90.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.2,47.0,76.6,2.0,5.0,1.0,1.0, (Matchweek 8)
Mathew Ryan,1.0,au AUS,GK,25-190,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,60.6,0.0,0.0,0.0,0.0, (Matchweek 8)
Wayne Rooney,10.0,eng ENG,"FW,AM",31-356,89.0,1.0,0.0,43.0,5.0,0.0,1.0,1.0,0.0,16.0,2.0,0.0,0.0,0.8,0.2,33.0,81.8,1.0,3.0,0.0,2.0, (Matchweek 8)
Tom Davies,26.0,eng ENG,AM,19-107,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Dominic Calvert-Lewin,29.0,eng ENG,LW,20-213,90.0,0.0,0.0,39.0,3.0,1.0,0.0,3.0,2.0,16.0,0.0,1.0,1.0,0.2,0.1,28.0,71.4,1.0,5.0,3.0,4.0, (Matchweek 8)
Nikola Vlašić,27.0,hr CRO,RW,20-011,90.0,0.0,0.0,47.0,5.0,0.0,0.0,1.0,0.0,26.0,1.0,1.0,1.0,0.1,0.1,33.0,78.8,3.0,3.0,8.0,10.0, (Matchweek 8)
Gylfi Sigurðsson,18.0,is ISL,"AM,DM",28-037,90.0,0.0,0.0,39.0,3.0,0.0,0.0,3.0,0.0,24.0,2.0,0.0,2.0,0.1,0.0,30.0,60.0,1.0,3.0,0.0,0.0, (Matchweek 8)
Morgan Schneiderlin,2.0,fr FRA,DM,27-341,90.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,1.0,0.0,0.0,48.0,91.7,4.0,3.0,0.0,1.0, (Matchweek 8)
Idrissa Gana Gueye,17.0,sn SEN,DM,28-019,68.0,0.0,0.0,63.0,1.0,0.0,0.0,2.0,1.0,24.0,1.0,0.0,0.0,0.1,0.1,53.0,79.2,5.0,5.0,1.0,3.0, (Matchweek 8)
Oumar Niasse,19.0,sn SEN,FW,27-180,22.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.1,0.0,3.0,66.7,1.0,0.0,0.0,3.0, (Matchweek 8)
Leighton Baines,3.0,eng ENG,LB,32-308,83.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,53.0,77.4,4.0,4.0,1.0,1.0, (Matchweek 8)
Kevin Mirallas,11.0,be BEL,LB,30-010,7.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.1,0.0,5.0,80.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Phil Jagielka,6.0,eng ENG,CB,35-059,90.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,2.0,0.0,0.0,48.0,95.8,1.0,0.0,0.0,0.0, (Matchweek 8)
Michael Keane,4.0,eng ENG,CB,24-277,90.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,58.0,87.9,8.0,2.0,1.0,1.0, (Matchweek 8)
Mason Holgate,30.0,eng ENG,RB,20-358,90.0,0.0,0.0,82.0,4.0,0.0,0.0,1.0,1.0,23.0,5.0,3.0,1.0,0.0,0.0,57.0,61.4,7.0,3.0,2.0,4.0, (Matchweek 8)
Jordan Pickford,1.0,eng ENG,GK,23-222,90.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,59.5,0.0,0.0,0.0,0.0, (Matchweek 8)
Shane Long,7.0,ie IRL,FW,30-266,81.0,0.0,0.0,29.0,3.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.3,0.0,19.0,57.9,0.0,2.0,1.0,1.0, (Matchweek 8)
Charlie Austin,10.0,eng ENG,FW,28-102,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Manolo Gabbiadini,20.0,it ITA,FW,25-323,90.0,2.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.8,0.0,10.0,90.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Nathan Redmond,22.0,eng ENG,LM,23-223,56.0,0.0,1.0,41.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.7,38.0,78.9,5.0,4.0,0.0,0.0, (Matchweek 8)
Sofiane Boufal,19.0,ma MAR,LM,24-028,34.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,22.0,72.7,4.0,6.0,3.0,4.0, (Matchweek 8)
Mario Lemina,18.0,ga GAB,CM,24-044,90.0,0.0,0.0,71.0,1.0,0.0,0.0,2.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,61.0,90.2,6.0,7.0,6.0,7.0, (Matchweek 8)
Dušan Tadić,11.0,rs SRB,RM,28-329,90.0,0.0,0.0,46.0,1.0,0.0,0.0,3.0,0.0,16.0,1.0,0.0,0.0,0.3,0.1,35.0,80.0,3.0,3.0,1.0,1.0, (Matchweek 8)
Oriol Romeu,14.0,es ESP,DM,26-021,66.0,0.0,0.0,58.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,53.0,83.0,5.0,4.0,0.0,0.0, (Matchweek 8)
Steven Davis,8.0,nir NIR,DM,32-287,24.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,20.0,85.0,1.0,5.0,0.0,0.0, (Matchweek 8)
Ryan Bertrand,21.0,eng ENG,LB,28-071,90.0,0.0,0.0,86.0,5.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,79.0,88.6,7.0,6.0,0.0,0.0, (Matchweek 8)
Virgil van Dijk,17.0,nl NED,CB,26-099,90.0,0.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,2.0,4.0,0.2,0.0,91.0,94.5,5.0,3.0,0.0,0.0, (Matchweek 8)
Maya Yoshida,3.0,jp JPN,CB,29-052,90.0,0.0,0.0,111.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,96.0,87.5,5.0,12.0,0.0,0.0, (Matchweek 8)
Cédric Soares,2.0,pt POR,RB,26-045,90.0,0.0,0.0,91.0,1.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,3.0,0.0,0.0,78.0,78.2,7.0,3.0,1.0,1.0, (Matchweek 8)
Fraser Forster,44.0,eng ENG,GK,29-212,90.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.9,0.0,0.0,0.0,0.0, (Matchweek 8)
Ayoze Pérez,17.0,es ESP,FW,24-084,62.0,1.0,0.0,26.0,3.0,1.0,0.0,2.0,2.0,14.0,1.0,2.0,1.0,0.1,0.1,15.0,66.7,0.0,3.0,1.0,1.0, (Matchweek 8)
Mikel Merino,23.0,es ESP,DM,21-115,28.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,22.0,86.4,2.0,0.0,0.0,0.0, (Matchweek 8)
Joselu,21.0,es ESP,FW,27-202,67.0,0.0,0.0,21.0,2.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,0.1,0.0,14.0,78.6,0.0,0.0,1.0,1.0, (Matchweek 8)
Dwight Gayle,9.0,eng ENG,FW,26-363,23.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,8.0,75.0,0.0,1.0,0.0,0.0, (Matchweek 8)
Christian Atsu,30.0,gh GHA,"LM,RM",25-278,81.0,0.0,0.0,40.0,2.0,1.0,0.0,4.0,0.0,10.0,1.0,2.0,2.0,0.3,0.0,25.0,72.0,0.0,5.0,0.0,1.0, (Matchweek 8)
Jacob Murphy,7.0,eng ENG,RM,22-233,9.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0, (Matchweek 8)
Jonjo Shelvey,8.0,eng ENG,CM,25-230,90.0,0.0,0.0,67.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,58.0,67.2,3.0,7.0,0.0,2.0, (Matchweek 8)
Isaac Hayden,14.0,eng ENG,CM,22-207,90.0,1.0,0.0,37.0,2.0,0.0,0.0,1.0,1.0,15.0,2.0,0.0,2.0,0.0,0.1,27.0,85.2,1.0,1.0,0.0,0.0, (Matchweek 8)
Matt Ritchie,11.0,sct SCO,"RM,LM",28-035,90.0,0.0,0.0,54.0,6.0,0.0,0.0,4.0,0.0,26.0,2.0,0.0,3.0,0.1,0.3,36.0,63.9,4.0,4.0,0.0,0.0, (Matchweek 8)
Javier Manquillo,19.0,es ESP,LB,23-163,90.0,0.0,0.0,59.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,0.0,0.0,0.0,48.0,72.9,3.0,3.0,1.0,1.0, (Matchweek 8)
Florian Lejeune,20.0,fr FRA,CB,26-148,90.0,0.0,0.0,47.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,3.0,2.0,0.1,0.0,34.0,88.2,0.0,1.0,0.0,0.0, (Matchweek 8)
Jamaal Lascelles,6.0,eng ENG,CB,23-338,90.0,0.0,0.0,37.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,0.1,0.1,23.0,87.0,2.0,0.0,0.0,0.0, (Matchweek 8)
DeAndre Yedlin,22.0,us USA,RB,24-098,90.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.1,46.0,71.7,5.0,4.0,1.0,2.0, (Matchweek 8)
Rob Elliot,1.0,ie IRL,GK,31-168,90.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,54.8,0.0,0.0,0.0,0.0, (Matchweek 8)
Jamie Vardy,9.0,eng ENG,FW,30-278,90.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,27.0,0.0,1.0,1.0,0.2,0.0,13.0,46.2,0.0,3.0,0.0,1.0, (Matchweek 8)
Kelechi Iheanacho,8.0,ng NGA,AM,21-013,73.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,1.0,0.0,0.1,15.0,86.7,0.0,3.0,0.0,1.0, (Matchweek 8)
Islam Slimani,19.0,dz ALG,AM,29-120,17.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,9.0,77.8,0.0,0.0,0.0,0.0, (Matchweek 8)
Marc Albrighton,11.0,eng ENG,"LM,WB",27-332,90.0,0.0,0.0,60.0,2.0,0.0,0.0,1.0,0.0,23.0,1.0,2.0,2.0,0.1,0.3,48.0,50.0,3.0,4.0,6.0,9.0, (Matchweek 8)
Wilfred Ndidi,25.0,ng NGA,CM,20-304,90.0,0.0,0.0,103.0,0.0,0.0,0.0,1.0,0.0,34.0,7.0,2.0,1.0,0.0,0.0,86.0,83.7,6.0,7.0,1.0,1.0, (Matchweek 8)
Vicente Iborra,21.0,es ESP,CM,29-273,89.0,0.0,0.0,77.0,3.0,0.0,0.0,2.0,0.0,29.0,1.0,3.0,3.0,0.1,0.0,68.0,80.9,8.0,7.0,0.0,0.0, (Matchweek 8)
Andy King,10.0,wls WAL,CM,28-352,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0, (Matchweek 8)
Riyad Mahrez,26.0,dz ALG,"RM,AM",26-237,90.0,1.0,0.0,68.0,0.0,0.0,0.0,2.0,1.0,25.0,3.0,0.0,1.0,0.4,0.0,51.0,68.6,5.0,6.0,2.0,3.0, (Matchweek 8)
Christian Fuchs,28.0,at AUT,"LB,CB",31-192,90.0,0.0,0.0,104.0,1.0,0.0,0.0,0.0,0.0,21.0,7.0,3.0,2.0,0.0,0.0,88.0,75.0,9.0,6.0,0.0,0.0, (Matchweek 8)
Harry Maguire,15.0,eng ENG,CB,24-225,90.0,0.0,0.0,68.0,1.0,0.0,0.0,2.0,1.0,5.0,3.0,2.0,0.0,0.1,0.0,54.0,75.9,1.0,9.0,0.0,0.0, (Matchweek 8)
Wes Morgan,5.0,jm JAM,CB,33-268,90.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,24.0,87.5,0.0,1.0,1.0,1.0, (Matchweek 8)
Danny Simpson,2.0,eng ENG,RB,30-285,73.0,0.0,0.0,56.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.1,45.0,84.4,1.0,3.0,0.0,0.0, (Matchweek 8)
Ben Chilwell,3.0,eng ENG,WB,20-299,17.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,13.0,76.9,0.0,4.0,1.0,1.0, (Matchweek 8)
Kasper Schmeichel,1.0,dk DEN,GK,30-345,90.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,81.8,0.0,0.0,0.0,0.0, (Matchweek 8)
Salomón Rondón,9.0,ve VEN,FW,28-030,90.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,27.0,74.1,2.0,1.0,2.0,4.0, (Matchweek 8)
Nacer Chadli,22.0,be BEL,LW,28-075,83.0,1.0,0.0,33.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.1,0.0,26.0,73.1,1.0,5.0,0.0,0.0, (Matchweek 8)
Gareth McAuley,23.0,nir NIR,CB,37-315,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Jay Rodriguez,19.0,eng ENG,RW,28-079,83.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,3.0,0.0,0.0,23.0,56.5,2.0,1.0,2.0,4.0, (Matchweek 8)
James McClean,14.0,ie IRL,FW,28-177,7.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,2.0,1.0,2.0, (Matchweek 8)
Gareth Barry,18.0,eng ENG,CM,36-235,90.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,50.0,74.0,5.0,5.0,1.0,1.0, (Matchweek 8)
