player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
Nacho Monreal,18.0,es ESP,CB,31-166,90.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,59.0,96.6,2.0,2.0,0.0,0.0, (Matchweek 1)
Rob Holding,16.0,eng ENG,CB,21-325,66.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,59.0,83.1,3.0,6.0,0.0,0.0, (Matchweek 1)
Olivier Giroud,12.0,fr FRA,FW,30-315,24.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.1,7.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Petr Čech,33.0,cz CZE,GK,35-083,90.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,86.4,1.0,0.0,0.0,0.0, (Matchweek 1)
Jamie Vardy,9.0,eng ENG,FW,30-212,90.0,2.0,0.0,22.0,0.0,0.0,0.0,2.0,2.0,14.0,2.0,0.0,0.0,0.9,0.0,14.0,71.4,1.0,1.0,0.0,0.0, (Matchweek 1)
Shinji Okazaki,20.0,jp JPN,AM,31-117,71.0,1.0,0.0,30.0,0.0,0.0,0.0,2.0,1.0,14.0,1.0,0.0,0.0,0.3,0.0,18.0,33.3,0.0,2.0,1.0,1.0, (Matchweek 1)
Daniel Amartey,18.0,gh GHA,AM,22-233,19.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,57.1,0.0,0.0,0.0,0.0, (Matchweek 1)
Marc Albrighton,11.0,eng ENG,LM,27-266,87.0,0.0,1.0,36.0,3.0,3.0,0.0,0.0,0.0,12.0,1.0,3.0,1.0,0.0,0.7,23.0,65.2,3.0,4.0,1.0,3.0, (Matchweek 1)
Demarai Gray,7.0,eng ENG,LM,21-044,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Wilfred Ndidi,25.0,ng NGA,CM,20-238,90.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,3.0,3.0,0.0,0.0,19.0,63.2,1.0,1.0,0.0,1.0, (Matchweek 1)
Matty James,22.0,eng ENG,CM,26-020,81.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,2.0,1.0,0.0,0.0,15.0,73.3,1.0,1.0,0.0,1.0, (Matchweek 1)
Kelechi Iheanacho,8.0,ng NGA,CM,20-312,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Riyad Mahrez,26.0,dz ALG,RM,26-171,90.0,0.0,1.0,52.0,2.0,2.0,0.0,2.0,1.0,14.0,1.0,4.0,1.0,0.1,0.2,31.0,77.4,1.0,2.0,2.0,5.0, (Matchweek 1)
Christian Fuchs,28.0,at AUT,LB,31-126,90.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.1,49.0,49.0,2.0,4.0,0.0,1.0, (Matchweek 1)
Harry Maguire,15.0,eng ENG,CB,24-159,90.0,0.0,1.0,39.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,3.0,3.0,0.0,0.2,25.0,64.0,1.0,6.0,0.0,1.0, (Matchweek 1)
Wes Morgan,5.0,jm JAM,CB,33-202,90.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,4.0,0.0,0.0,14.0,78.6,2.0,1.0,0.0,0.0, (Matchweek 1)
Danny Simpson,2.0,eng ENG,RB,30-219,90.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,4.0,0.0,0.0,42.0,71.4,0.0,0.0,0.0,1.0, (Matchweek 1)
Kasper Schmeichel,1.0,dk DEN,GK,30-279,90.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,42.1,0.0,0.0,0.0,0.0, (Matchweek 1)
Stefano Okaka,33.0,it ITA,FW,28-003,62.0,1.0,0.0,26.0,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,1.0,0.3,0.2,15.0,66.7,2.0,1.0,3.0,3.0, (Matchweek 1)
Andre Gray,18.0,jm JAM,FW,26-047,28.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,83.3,0.0,0.0,0.0,0.0, (Matchweek 1)
Roberto Pereyra,37.0,ar ARG,LW,26-217,48.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.2,0.0,3.0,100.0,0.0,1.0,1.0,1.0, (Matchweek 1)
Richarlison,11.0,br BRA,LW,20-094,42.0,0.0,0.0,18.0,1.0,1.0,0.0,2.0,1.0,10.0,0.0,1.0,1.0,0.1,0.0,8.0,62.5,0.0,1.0,0.0,0.0, (Matchweek 1)
Nordin Amrabat,7.0,ma MAR,RW,30-134,90.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.1,34.0,52.9,1.0,3.0,0.0,0.0, (Matchweek 1)
Nathaniel Chalobah,14.0,eng ENG,CM,22-243,90.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,16.0,3.0,4.0,0.0,0.0,0.0,24.0,70.8,2.0,0.0,0.0,0.0, (Matchweek 1)
Tom Cleverley,8.0,eng ENG,CM,28-000,90.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,2.0,0.0,0.0,48.0,66.7,4.0,1.0,0.0,1.0, (Matchweek 1)
Abdoulaye Doucouré,16.0,ml MLI,DM,24-223,90.0,1.0,0.0,79.0,3.0,0.0,0.0,1.0,1.0,23.0,0.0,3.0,1.0,0.7,0.1,71.0,84.5,5.0,4.0,2.0,2.0, (Matchweek 1)
José Holebas,25.0,gr GRE,LB,33-046,90.0,0.0,1.0,59.0,1.0,1.0,0.0,1.0,0.0,20.0,2.0,5.0,1.0,0.0,0.3,41.0,58.5,3.0,3.0,3.0,5.0, (Matchweek 1)
Miguel Britos,3.0,uy URU,CB,32-026,90.0,1.0,0.0,54.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,2.0,1.0,0.8,0.0,34.0,85.3,1.0,3.0,0.0,0.0, (Matchweek 1)
Younès Kaboul,4.0,fr FRA,CB,31-220,90.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,3.0,0.0,0.0,46.0,65.2,2.0,2.0,0.0,1.0, (Matchweek 1)
Daryl Janmaat,2.0,nl NED,RB,28-021,17.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,75.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Kiko Femenía,21.0,es ESP,RB,26-191,73.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,46.0,80.4,5.0,4.0,0.0,0.0, (Matchweek 1)
Heurelho Gomes,1.0,br BRA,GK,36-178,90.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,56.8,0.0,0.0,0.0,0.0, (Matchweek 1)
Roberto Firmino,9.0,br BRA,FW,25-314,80.0,1.0,1.0,45.0,3.0,2.0,1.0,1.0,0.0,22.0,1.0,2.0,1.0,1.1,0.1,30.0,66.7,4.0,4.0,4.0,4.0, (Matchweek 1)
Divock Origi,27.0,be BEL,FW,22-116,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Sadio Mané,19.0,sn SEN,LW,25-124,90.0,1.0,0.0,50.0,3.0,1.0,0.0,2.0,1.0,10.0,1.0,2.0,2.0,0.4,0.3,31.0,67.7,3.0,11.0,0.0,2.0, (Matchweek 1)
Mohamed Salah,11.0,eg EGY,RW,25-058,85.0,1.0,0.0,34.0,2.0,1.0,0.0,5.0,1.0,17.0,1.0,1.0,0.0,1.4,0.0,21.0,66.7,0.0,4.0,3.0,3.0, (Matchweek 1)
James Milner,7.0,eng ENG,RW,31-220,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Georginio Wijnaldum,5.0,nl NED,CM,26-274,90.0,0.0,0.0,53.0,1.0,0.0,0.0,2.0,0.0,12.0,1.0,2.0,0.0,0.2,0.1,43.0,74.4,2.0,3.0,0.0,0.0, (Matchweek 1)
Emre Can,23.0,de GER,CM,23-212,90.0,0.0,1.0,54.0,5.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,2.0,0.0,0.4,43.0,83.7,3.0,1.0,0.0,0.0, (Matchweek 1)
Jordan Henderson,14.0,eng ENG,DM,27-056,90.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,0.0,0.0,63.0,73.0,7.0,1.0,0.0,1.0, (Matchweek 1)
Alberto Moreno,18.0,es ESP,LB,25-038,90.0,0.0,0.0,73.0,2.0,0.0,0.0,1.0,1.0,22.0,3.0,4.0,2.0,0.0,0.1,54.0,74.1,1.0,1.0,1.0,1.0, (Matchweek 1)
Dejan Lovren,6.0,hr CRO,CB,28-038,90.0,0.0,0.0,78.0,1.0,0.0,0.0,1.0,1.0,10.0,1.0,5.0,3.0,0.1,0.0,63.0,87.3,3.0,0.0,0.0,0.0, (Matchweek 1)
Joël Matip,32.0,cm CMR,CB,26-004,90.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,2.0,0.0,0.2,0.0,57.0,80.7,5.0,6.0,0.0,0.0, (Matchweek 1)
Trent Alexander-Arnold,66.0,eng ENG,RB,18-309,89.0,0.0,0.0,73.0,2.0,0.0,0.0,0.0,0.0,16.0,4.0,4.0,2.0,0.0,0.2,61.0,75.4,3.0,3.0,1.0,2.0, (Matchweek 1)
Joe Gomez,12.0,eng ENG,RB,20-081,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,0.0,0.0, (Matchweek 1)
Simon Mignolet,22.0,be BEL,GK,29-159,90.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,68.3,0.0,0.0,0.0,0.0, (Matchweek 1)
Christian Benteke,17.0,be BEL,FW,26-252,90.0,0.0,0.0,33.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.2,0.0,23.0,56.5,3.0,0.0,1.0,1.0, (Matchweek 1)
Wilfried Zaha,11.0,ci CIV,AM,24-275,90.0,0.0,0.0,48.0,5.0,0.0,0.0,3.0,2.0,13.0,1.0,2.0,2.0,0.5,0.0,22.0,59.1,0.0,9.0,4.0,6.0, (Matchweek 1)
Ruben Loftus-Cheek,8.0,eng ENG,"AM,DM",21-201,90.0,0.0,0.0,55.0,5.0,0.0,0.0,1.0,0.0,17.0,2.0,4.0,1.0,0.0,0.1,36.0,88.9,3.0,5.0,6.0,10.0, (Matchweek 1)
Jason Puncheon,42.0,eng ENG,DM,31-055,90.0,0.0,0.0,57.0,1.0,0.0,0.0,2.0,0.0,13.0,2.0,1.0,1.0,0.1,0.0,47.0,83.0,6.0,3.0,1.0,1.0, (Matchweek 1)
Luka Milivojević,4.0,rs SRB,DM,26-127,45.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,30.0,73.3,4.0,1.0,1.0,2.0, (Matchweek 1)
Andros Townsend,10.0,eng ENG,AM,26-027,45.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.1,18.0,50.0,0.0,2.0,0.0,0.0, (Matchweek 1)
Patrick van Aanholt,3.0,nl NED,WB,26-348,90.0,0.0,0.0,72.0,4.0,0.0,0.0,3.0,1.0,16.0,3.0,3.0,4.0,0.1,0.3,56.0,75.0,6.0,3.0,2.0,2.0, (Matchweek 1)
Joel Ward,2.0,eng ENG,WB,27-287,90.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,17.0,7.0,2.0,3.0,0.0,0.0,41.0,65.9,2.0,4.0,0.0,1.0, (Matchweek 1)
Jaïro Riedewald,44.0,nl NED,CB,20-337,90.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,1.0,0.0,0.0,49.0,81.6,6.0,3.0,0.0,0.0, (Matchweek 1)
Scott Dann,6.0,eng ENG,CB,30-179,90.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.2,0.0,43.0,83.7,3.0,0.0,1.0,1.0, (Matchweek 1)
Timothy Fosu-Mensah,24.0,nl NED,CB,19-222,77.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,38.0,78.9,1.0,1.0,0.0,0.0, (Matchweek 1)
James Tomkins,5.0,eng ENG,CB,28-136,13.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.1,0.0,11.0,90.9,0.0,2.0,0.0,0.0, (Matchweek 1)
Wayne Hennessey,13.0,wls WAL,GK,30-200,90.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,68.8,0.0,0.0,0.0,0.0, (Matchweek 1)
Steve Mounié,24.0,bj BEN,FW,22-317,85.0,2.0,0.0,44.0,1.0,0.0,0.0,3.0,2.0,24.0,0.0,2.0,1.0,0.4,0.0,23.0,47.8,0.0,2.0,0.0,1.0, (Matchweek 1)
Rajiv van La Parra,17.0,nl NED,LW,26-069,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0,0.0, (Matchweek 1)
Tom Ince,22.0,eng ENG,"LW,AM",25-194,90.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,1.0,27.0,3.0,1.0,4.0,0.3,0.0,17.0,52.9,0.0,3.0,1.0,5.0, (Matchweek 1)
Elias Kachunga,9.0,cd COD,"RW,LW,FW",25-112,90.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,1.0,0.0,0.0,0.0,10.0,60.0,1.0,2.0,0.0,1.0, (Matchweek 1)
Kasey Palmer,45.0,jm JAM,AM,20-276,71.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,16.0,68.8,1.0,1.0,2.0,3.0, (Matchweek 1)
Collin Quaner,23.0,de GER,RW,26-055,19.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.1,6.0,66.7,0.0,2.0,0.0,0.0, (Matchweek 1)
Philip Billing,8.0,dk DEN,DM,21-062,90.0,0.0,0.0,66.0,0.0,0.0,0.0,1.0,1.0,25.0,3.0,3.0,0.0,0.0,0.0,53.0,77.4,4.0,1.0,0.0,0.0, (Matchweek 1)
Aaron Mooy,10.0,au AUS,DM,26-331,90.0,0.0,1.0,74.0,4.0,1.0,0.0,0.0,0.0,15.0,2.0,2.0,2.0,0.0,0.3,65.0,75.4,2.0,4.0,0.0,0.0, (Matchweek 1)
Chris Löwe,15.0,de GER,LB,28-118,90.0,0.0,0.0,56.0,2.0,1.0,0.0,1.0,1.0,18.0,4.0,2.0,2.0,0.0,0.0,41.0,73.2,1.0,4.0,0.0,0.0, (Matchweek 1)
Christopher Schindler,26.0,de GER,CB,27-105,90.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,1.0,0.0,0.8,16.0,75.0,1.0,0.0,0.0,0.0, (Matchweek 1)
Mathias Jørgensen,25.0,dk DEN,CB,27-111,90.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,2.0,1.0,0.9,0.0,34.0,61.8,2.0,0.0,0.0,0.0, (Matchweek 1)
Tommy Smith,2.0,eng ENG,RB,25-120,56.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0,0.0,29.0,51.7,2.0,1.0,0.0,0.0, (Matchweek 1)
Danny Williams,19.0,us USA,RB,28-157,34.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,12.0,75.0,1.0,2.0,0.0,0.0, (Matchweek 1)
Jonas Lössl,1.0,dk DEN,GK,28-192,90.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Jay Rodriguez,19.0,eng ENG,"FW,RM",28-014,87.0,0.0,0.0,36.0,4.0,0.0,0.0,5.0,3.0,21.0,0.0,0.0,1.0,0.4,0.1,22.0,59.1,1.0,0.0,1.0,1.0, (Matchweek 1)
Salomón Rondón,9.0,ve VEN,FW,27-330,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,0.0, (Matchweek 1)
James McClean,14.0,ie IRL,LM,28-112,90.0,0.0,0.0,31.0,2.0,0.0,0.0,2.0,0.0,24.0,6.0,0.0,3.0,0.0,0.1,18.0,72.2,1.0,4.0,2.0,3.0, (Matchweek 1)
Sam Field,28.0,eng ENG,CM,19-096,69.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,13.0,84.6,2.0,0.0,0.0,0.0, (Matchweek 1)
Rekeem Harper,34.0,eng ENG,CM,17-157,21.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.1,5.0,80.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Jake Livermore,8.0,eng ENG,CM,27-271,90.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,16.0,2.0,2.0,2.0,0.0,0.2,31.0,67.7,3.0,2.0,0.0,1.0, (Matchweek 1)
Matt Phillips,10.0,sct SCO,RM,26-152,71.0,0.0,0.0,32.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,3.0,0.0,0.2,23.0,56.5,1.0,7.0,0.0,1.0, (Matchweek 1)
Hal Robson-Kanu,4.0,wls WAL,"FW,RM",28-083,19.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.1,0.0,4.0,50.0,0.0,1.0,0.0,1.0, (Matchweek 1)
Claudio Yacob,5.0,ar ARG,DM,30-025,90.0,0.0,0.0,28.0,1.0,0.0,0.0,2.0,0.0,11.0,2.0,2.0,0.0,0.2,0.0,18.0,88.9,1.0,0.0,0.0,0.0, (Matchweek 1)
Chris Brunt,11.0,nir NIR,LB,32-241,90.0,0.0,1.0,57.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.4,52.0,42.3,3.0,0.0,0.0,0.0, (Matchweek 1)
Ahmed Hegazi,26.0,eg EGY,CB,26-199,90.0,1.0,0.0,41.0,1.0,0.0,0.0,4.0,2.0,7.0,1.0,4.0,1.0,0.4,0.0,19.0,68.4,1.0,0.0,0.0,0.0, (Matchweek 1)
Craig Dawson,25.0,eng ENG,CB,27-098,90.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,3.0,0.0,0.0,22.0,63.6,0.0,1.0,0.0,0.0, (Matchweek 1)
Allan Nyom,2.0,cm CMR,RB,29-094,90.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,0.0,11.0,2.0,2.0,3.0,0.0,0.0,42.0,69.0,1.0,0.0,1.0,3.0, (Matchweek 1)
Ben Foster,1.0,eng ENG,GK,34-131,90.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,28.6,0.0,0.0,0.0,0.0, (Matchweek 1)
Benik Afobe,9.0,cd COD,FW,24-181,63.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,6.0,83.3,0.0,0.0,1.0,1.0, (Matchweek 1)
Jermain Defoe,18.0,eng ENG,FW,34-309,27.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.1,4.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Joshua King,17.0,no NOR,AM,25-209,90.0,0.0,0.0,34.0,1.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,1.0,0.2,0.0,25.0,80.0,1.0,1.0,3.0,3.0, (Matchweek 1)
Marc Pugh,7.0,eng ENG,LM,30-132,45.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,87.0,1.0,4.0,0.0,1.0, (Matchweek 1)
Jordon Ibe,33.0,eng ENG,"RM,LM",21-247,45.0,0.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,30.0,80.0,1.0,13.0,3.0,6.0, (Matchweek 1)
Ryan Fraser,24.0,sct SCO,"RM,LM",23-169,90.0,0.0,0.0,60.0,4.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,3.0,0.1,0.1,49.0,85.7,5.0,3.0,0.0,1.0, (Matchweek 1)
Harry Arter,8.0,ie IRL,DM,27-227,90.0,0.0,0.0,115.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,108.0,91.7,8.0,8.0,0.0,1.0, (Matchweek 1)
Andrew Surman,6.0,eng ENG,DM,30-357,90.0,0.0,0.0,112.0,3.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,0.0,0.1,103.0,89.3,11.0,9.0,0.0,0.0, (Matchweek 1)
Charlie Daniels,11.0,eng ENG,LB,30-339,90.0,0.0,0.0,86.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,76.0,85.5,4.0,7.0,0.0,0.0, (Matchweek 1)
Nathan Aké,5.0,nl NED,CB,22-175,90.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,61.0,91.8,2.0,4.0,0.0,0.0, (Matchweek 1)
Steve Cook,3.0,eng ENG,CB,26-115,90.0,0.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,62.0,77.4,5.0,3.0,0.0,0.0, (Matchweek 1)
Simon Francis,2.0,eng ENG,RB,32-177,79.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,5.0,0.0,0.0,68.0,76.5,2.0,3.0,1.0,1.0, (Matchweek 1)
Adam Smith,15.0,eng ENG,RB,26-105,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,83.3,0.0,2.0,0.0,1.0, (Matchweek 1)
Asmir Begović,27.0,ba BIH,GK,30-053,90.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Michy Batshuayi,23.0,be BEL,FW,23-314,58.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,75.0,1.0,0.0,0.0,0.0, (Matchweek 1)
Álvaro Morata,9.0,es ESP,FW,24-293,32.0,1.0,1.0,15.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.5,0.4,6.0,100.0,1.0,1.0,1.0,1.0, (Matchweek 1)
Jeremie Boga,38.0,ci CIV,LW,20-221,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
