player,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,matchweek
David de Gea,3.0,1.0,2.0,66.7,0.9, (Matchweek 20)
Wayne Hennessey,6.0,3.0,3.0,50.0,2.0, (Matchweek 20)
Aaron Ramsdale,1.0,2.0,0.0,0.0,1.3, (Matchweek 21)
Ederson,2.0,1.0,1.0,50.0,0.4, (Matchweek 21)
Daniel Bachmann,9.0,1.0,8.0,88.9,1.5, (Matchweek 21)
Hugo Lloris,4.0,0.0,4.0,100.0,0.4, (Matchweek 21)
Vicente Guaita,4.0,3.0,2.0,50.0,2.4, (Matchweek 21)
Łukasz Fabiański,6.0,2.0,4.0,66.7,0.8, (Matchweek 21)
Illan Meslier,2.0,1.0,1.0,50.0,0.9, (Matchweek 21)
Wayne Hennessey,7.0,3.0,4.0,57.1,2.2, (Matchweek 21)
Álvaro Fernández,5.0,1.0,4.0,80.0,1.7, (Matchweek 21)
Emiliano Martínez,4.0,2.0,2.0,50.0,0.9, (Matchweek 21)
Jordan Pickford,5.0,3.0,2.0,40.0,2.6, (Matchweek 21)
Robert Sánchez,6.0,2.0,4.0,66.7,1.7, (Matchweek 21)
Edouard Mendy,5.0,2.0,3.0,60.0,1.2, (Matchweek 21)
Caoimhín Kelleher,6.0,2.0,4.0,66.7,2.2, (Matchweek 21)
David de Gea,6.0,1.0,5.0,83.3,1.2, (Matchweek 21)
José Sá,2.0,0.0,2.0,100.0,0.4, (Matchweek 21)
Fraser Forster,4.0,1.0,3.0,75.0,1.4, (Matchweek 18)
Álvaro Fernández,6.0,4.0,3.0,33.3,3.5, (Matchweek 18)
Łukasz Fabiański,3.0,0.0,2.0,100.0,0.5, (Matchweek 18)
Tim Krul,5.0,2.0,3.0,60.0,2.7, (Matchweek 18)
Robert Sánchez,1.0,1.0,0.0,0.0,0.8, (Matchweek 22)
Jack Butland,3.0,1.0,3.0,66.7,2.0, (Matchweek 22)
Ederson,1.0,0.0,1.0,100.0,0.2, (Matchweek 22)
Kepa Arrizabalaga,6.0,1.0,5.0,83.3,1.1, (Matchweek 22)
Tim Krul,5.0,1.0,4.0,80.0,0.6, (Matchweek 22)
Jordan Pickford,3.0,2.0,2.0,33.3,1.2, (Matchweek 22)
Martin Dúbravka,5.0,1.0,4.0,80.0,1.0, (Matchweek 22)
Ben Foster,1.0,1.0,0.0,0.0,0.4, (Matchweek 22)
José Sá,10.0,1.0,9.0,90.0,1.1, (Matchweek 22)
Fraser Forster,4.0,3.0,2.0,50.0,2.5, (Matchweek 22)
Emiliano Martínez,6.0,2.0,4.0,66.7,1.3, (Matchweek 22)
David de Gea,9.0,2.0,7.0,77.8,2.9, (Matchweek 22)
Łukasz Fabiański,5.0,3.0,2.0,40.0,2.4, (Matchweek 22)
Illan Meslier,5.0,2.0,3.0,60.0,1.5, (Matchweek 22)
Alisson,1.0,0.0,1.0,100.0,0.1, (Matchweek 22)
Álvaro Fernández,13.0,3.0,10.0,76.9,3.9, (Matchweek 22)
Robert Sánchez,3.0,1.0,2.0,66.7,0.2, (Matchweek 24)
Kepa Arrizabalaga,2.0,1.0,1.0,50.0,0.9, (Matchweek 24)
Kasper Schmeichel,8.0,3.0,5.0,62.5,3.7, (Matchweek 17)
Hugo Lloris,4.0,2.0,2.0,50.0,1.7, (Matchweek 17)
Jonas Lössl,5.0,3.0,2.0,40.0,2.7, (Matchweek 17)
David de Gea,9.0,1.0,8.0,88.9,3.0, (Matchweek 17)
Daniel Bachmann,2.0,3.0,0.0,-50.0,1.3, (Matchweek 23)
Angus Gunn,3.0,0.0,3.0,100.0,0.1, (Matchweek 23)
Jordan Pickford,3.0,1.0,2.0,66.7,0.9, (Matchweek 23)
Emiliano Martínez,1.0,0.0,1.0,100.0,0.4, (Matchweek 23)
Illan Meslier,3.0,1.0,2.0,66.7,1.3, (Matchweek 23)
Martin Dúbravka,4.0,0.0,4.0,100.0,1.2, (Matchweek 23)
David de Gea,1.0,0.0,1.0,100.0,0.0, (Matchweek 23)
Alphonse Areola,3.0,1.0,2.0,66.7,1.2, (Matchweek 23)
Jonas Lössl,2.0,2.0,0.0,0.0,0.5, (Matchweek 23)
José Sá,1.0,1.0,0.0,0.0,0.5, (Matchweek 23)
Fraser Forster,5.0,1.0,4.0,80.0,1.4, (Matchweek 23)
Ederson,3.0,1.0,2.0,66.7,1.1, (Matchweek 23)
Vicente Guaita,6.0,3.0,4.0,66.7,2.8, (Matchweek 23)
Alisson,5.0,1.0,4.0,80.0,3.0, (Matchweek 23)
Aaron Ramsdale,1.0,0.0,1.0,100.0,0.0, (Matchweek 23)
Nick Pope,5.0,0.0,5.0,100.0,0.8, (Matchweek 23)
Kasper Schmeichel,4.0,1.0,3.0,75.0,1.5, (Matchweek 23)
Robert Sánchez,5.0,1.0,4.0,80.0,0.9, (Matchweek 23)
Kepa Arrizabalaga,3.0,0.0,3.0,100.0,1.0, (Matchweek 23)
Hugo Lloris,7.0,2.0,5.0,71.4,1.7, (Matchweek 23)
Nick Pope,5.0,0.0,5.0,100.0,1.0, (Matchweek 17)
Ben Foster,2.0,0.0,2.0,100.0,0.5, (Matchweek 17)
Łukasz Fabiański,1.0,0.0,1.0,100.0,0.5, (Matchweek 24)
Ben Foster,2.0,1.0,0.0,50.0,0.4, (Matchweek 24)
Martin Dúbravka,2.0,1.0,2.0,50.0,0.1, (Matchweek 24)
Jordan Pickford,8.0,3.0,6.0,62.5,2.2, (Matchweek 24)
Nick Pope,5.0,1.0,4.0,80.0,2.4, (Matchweek 24)
David de Gea,3.0,1.0,2.0,66.7,0.8, (Matchweek 24)
Hugo Lloris,9.0,3.0,6.0,66.7,3.2, (Matchweek 24)
Fraser Forster,3.0,2.0,2.0,33.3,1.4, (Matchweek 24)
Angus Gunn,5.0,1.0,4.0,80.0,1.6, (Matchweek 24)
Vicente Guaita,1.0,1.0,0.0,0.0,0.7, (Matchweek 24)
Ederson,2.0,0.0,2.0,100.0,0.2, (Matchweek 24)
David Raya,6.0,2.0,5.0,83.3,1.8, (Matchweek 24)
Emiliano Martínez,7.0,3.0,4.0,57.1,2.7, (Matchweek 24)
Illan Meslier,4.0,3.0,1.0,25.0,2.6, (Matchweek 24)
Alisson,1.0,0.0,1.0,100.0,0.0, (Matchweek 24)
Kasper Schmeichel,12.0,2.0,10.0,83.3,2.6, (Matchweek 24)
José Sá,2.0,1.0,1.0,50.0,1.0, (Matchweek 24)
Aaron Ramsdale,4.0,0.0,4.0,100.0,0.2, (Matchweek 24)
David de Gea,4.0,1.0,3.0,75.0,0.6, (Matchweek 25)
Fraser Forster,7.0,1.0,6.0,85.7,1.6, (Matchweek 25)
Jordan Pickford,0.0,0.0,0.0,0.0,0.0, (Matchweek 25)
Illan Meslier,10.0,3.0,7.0,70.0,2.6, (Matchweek 25)
David Raya,3.0,0.0,3.0,100.0,0.2, (Matchweek 25)
Vicente Guaita,2.0,0.0,2.0,100.0,0.8, (Matchweek 25)
Ben Foster,5.0,2.0,3.0,60.0,2.1, (Matchweek 25)
Robert Sánchez,1.0,0.0,1.0,100.0,0.1, (Matchweek 25)
Angus Gunn,8.0,4.0,4.0,50.0,4.4, (Matchweek 25)
Ederson,3.0,0.0,3.0,100.0,0.3, (Matchweek 25)
Martin Dúbravka,1.0,0.0,1.0,100.0,0.0, (Matchweek 25)
Emiliano Martínez,2.0,1.0,1.0,50.0,0.7, (Matchweek 25)
Nick Pope,4.0,1.0,3.0,75.0,1.5, (Matchweek 25)
Alisson,5.0,0.0,5.0,100.0,0.7, (Matchweek 25)
Hugo Lloris,7.0,2.0,5.0,71.4,1.9, (Matchweek 25)
José Sá,7.0,0.0,7.0,100.0,1.1, (Matchweek 25)
Kasper Schmeichel,3.0,2.0,1.0,33.3,1.6, (Matchweek 25)
Łukasz Fabiański,1.0,2.0,0.0,0.0,1.5, (Matchweek 25)
David de Gea,3.0,0.0,3.0,100.0,0.5, (Matchweek 18)
Robert Sánchez,7.0,2.0,5.0,71.4,2.6, (Matchweek 18)
Łukasz Fabiański,3.0,1.0,2.0,66.7,0.7, (Matchweek 26)
Martin Dúbravka,3.0,1.0,1.0,66.7,1.2, (Matchweek 26)
Emiliano Martínez,4.0,1.0,3.0,75.0,1.7, (Matchweek 26)
Ben Foster,2.0,0.0,2.0,100.0,0.4, (Matchweek 26)
Aaron Ramsdale,2.0,1.0,1.0,50.0,0.2, (Matchweek 26)
David Raya,7.0,2.0,5.0,71.4,2.9, (Matchweek 26)
Fraser Forster,0.0,0.0,0.0,0.0,0.0, (Matchweek 26)
Jordan Pickford,11.0,2.0,9.0,81.8,3.3, (Matchweek 26)
Alisson,1.0,1.0,0.0,0.0,0.2, (Matchweek 26)
Angus Gunn,7.0,3.0,4.0,57.1,2.7, (Matchweek 26)
Robert Sánchez,4.0,3.0,1.0,25.0,1.7, (Matchweek 26)
Nick Pope,1.0,0.0,1.0,100.0,0.0, (Matchweek 26)
Vicente Guaita,2.0,0.0,2.0,100.0,0.1, (Matchweek 26)
Jack Butland,1.0,1.0,0.0,0.0,0.1, (Matchweek 26)
Edouard Mendy,0.0,0.0,0.0,0.0,0.0, (Matchweek 26)
Ederson,5.0,3.0,2.0,40.0,2.3, (Matchweek 26)
Hugo Lloris,3.0,2.0,2.0,66.7,2.3, (Matchweek 26)
Illan Meslier,9.0,4.0,5.0,55.6,2.5, (Matchweek 26)
David de Gea,6.0,2.0,4.0,66.7,1.5, (Matchweek 26)
José Sá,7.0,1.0,6.0,85.7,1.8, (Matchweek 26)
Kasper Schmeichel,3.0,2.0,1.0,33.3,1.3, (Matchweek 26)
Nick Pope,3.0,0.0,2.0,100.0,1.0, (Matchweek 13)
Hugo Lloris,4.0,1.0,3.0,75.0,0.8, (Matchweek 13)
Ben Foster,5.0,4.0,1.0,20.0,1.8, (Matchweek 18)
Jack Butland,1.0,1.0,0.0,0.0,0.9, (Matchweek 18)
Alisson,2.0,0.0,2.0,100.0,0.0, (Matchweek 19)
Illan Meslier,12.0,6.0,8.0,66.7,5.1, (Matchweek 19)
Aaron Ramsdale,2.0,1.0,1.0,50.0,0.7, (Matchweek 20)
José Sá,5.0,2.0,4.0,60.0,1.9, (Matchweek 20)
Fraser Forster,1.0,0.0,1.0,100.0,0.0, (Matchweek 27)
Angus Gunn,9.0,2.0,7.0,77.8,3.4, (Matchweek 27)
Illan Meslier,10.0,4.0,6.0,60.0,3.1, (Matchweek 27)
Hugo Lloris,2.0,0.0,2.0,100.0,0.5, (Matchweek 27)
Jack Butland,1.0,1.0,1.0,0.0,0.3, (Matchweek 27)
Nick Pope,4.0,1.0,3.0,75.0,1.6, (Matchweek 27)
David de Gea,2.0,0.0,2.0,100.0,0.6, (Matchweek 27)
Ben Foster,3.0,0.0,3.0,100.0,0.2, (Matchweek 27)
Robert Sánchez,4.0,2.0,2.0,50.0,2.0, (Matchweek 27)
Emiliano Martínez,1.0,0.0,1.0,100.0,0.1, (Matchweek 27)
David Raya,11.0,2.0,9.0,81.8,2.7, (Matchweek 27)
Martin Dúbravka,1.0,0.0,1.0,100.0,0.2, (Matchweek 27)
Jordan Pickford,8.0,1.0,7.0,87.5,1.3, (Matchweek 27)
Ederson,2.0,0.0,2.0,100.0,0.4, (Matchweek 27)
Łukasz Fabiański,1.0,0.0,1.0,100.0,0.0, (Matchweek 27)
José Sá,4.0,1.0,3.0,75.0,1.4, (Matchweek 27)
Nick Pope,6.0,2.0,4.0,66.7,1.3, (Matchweek 22)
Kasper Schmeichel,2.0,0.0,2.0,100.0,0.9, (Matchweek 22)
Kasper Schmeichel,4.0,0.0,4.0,100.0,1.0, (Matchweek 28)
Illan Meslier,4.0,1.0,3.0,75.0,0.9, (Matchweek 28)
Martin Dúbravka,4.0,1.0,3.0,75.0,1.6, (Matchweek 28)
Robert Sánchez,4.0,2.0,2.0,50.0,2.0, (Matchweek 28)
Emiliano Martínez,1.0,0.0,1.0,100.0,0.3, (Matchweek 28)
Fraser Forster,9.0,4.0,5.0,55.6,3.8, (Matchweek 28)
Nick Pope,5.0,4.0,1.0,20.0,2.8, (Matchweek 28)
Edouard Mendy,0.0,0.0,0.0,0.0,0.0, (Matchweek 28)
José Sá,7.0,2.0,6.0,85.7,3.0, (Matchweek 28)
Vicente Guaita,5.0,0.0,5.0,100.0,0.4, (Matchweek 28)
Tim Krul,4.0,3.0,3.0,75.0,2.8, (Matchweek 28)
David Raya,7.0,1.0,6.0,85.7,1.2, (Matchweek 28)
Alisson,4.0,0.0,4.0,100.0,0.5, (Matchweek 28)
Łukasz Fabiański,5.0,1.0,4.0,80.0,1.6, (Matchweek 28)
Ben Foster,4.0,3.0,1.0,25.0,1.8, (Matchweek 28)
Aaron Ramsdale,7.0,2.0,5.0,71.4,1.3, (Matchweek 28)
Ederson,2.0,1.0,1.0,50.0,1.0, (Matchweek 28)
David de Gea,10.0,4.0,6.0,60.0,3.3, (Matchweek 28)
Hugo Lloris,0.0,0.0,0.0,0.0,0.0, (Matchweek 28)
Jordan Pickford,7.0,5.0,3.0,28.6,3.0, (Matchweek 28)
José Sá,0.0,0.0,0.0,0.0,0.0, (Matchweek 19)
Ben Foster,5.0,4.0,2.0,20.0,2.4, (Matchweek 19)
Fraser Forster,3.0,2.0,1.0,33.3,1.1, (Matchweek 21)
Martin Dúbravka,5.0,1.0,4.0,80.0,2.6, (Matchweek 21)
Tim Krul,7.0,3.0,4.0,57.1,2.7, (Matchweek 30)
Edouard Mendy,2.0,1.0,2.0,100.0,1.8, (Matchweek 30)
Illan Meslier,9.0,3.0,6.0,66.7,3.1, (Matchweek 20)
Emiliano Martínez,1.0,0.0,1.0,100.0,0.1, (Matchweek 20)
Robert Sánchez,8.0,2.0,7.0,87.5,1.9, (Matchweek 29)
Alisson,3.0,0.0,3.0,100.0,0.8, (Matchweek 29)
David Raya,1.0,0.0,1.0,100.0,0.1, (Matchweek 29)
Nick Pope,2.0,2.0,1.0,50.0,2.1, (Matchweek 29)
David de Gea,1.0,2.0,1.0,0.0,0.9, (Matchweek 29)
Hugo Lloris,6.0,3.0,3.0,50.0,1.7, (Matchweek 29)
Edouard Mendy,2.0,0.0,2.0,100.0,0.1, (Matchweek 29)
Martin Dúbravka,3.0,1.0,1.0,66.7,1.0, (Matchweek 29)
Fraser Forster,5.0,2.0,3.0,60.0,1.7, (Matchweek 29)
Ben Foster,5.0,1.0,4.0,80.0,1.3, (Matchweek 29)
Łukasz Fabiański,6.0,1.0,4.0,83.3,2.6, (Matchweek 29)
Emiliano Martínez,4.0,2.0,2.0,50.0,1.4, (Matchweek 29)
Jordan Pickford,3.0,1.0,2.0,66.7,0.9, (Matchweek 29)
José Sá,2.0,0.0,2.0,100.0,0.3, (Matchweek 29)
Illan Meslier,4.0,1.0,3.0,75.0,0.9, (Matchweek 29)
Tim Krul,7.0,2.0,5.0,71.4,2.5, (Matchweek 29)
Aaron Ramsdale,3.0,0.0,3.0,100.0,0.7, (Matchweek 29)
Kasper Schmeichel,6.0,2.0,5.0,83.3,2.2, (Matchweek 29)
Vicente Guaita,4.0,0.0,4.0,100.0,0.8, (Matchweek 29)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 29)
Robert Sánchez,7.0,2.0,5.0,71.4,3.5, (Matchweek 16)
Hugo Lloris,0.0,0.0,0.0,0.0,0.0, (Matchweek 16)
Aaron Ramsdale,3.0,2.0,1.0,33.3,1.0, (Matchweek 27)
Alisson,2.0,0.0,2.0,100.0,0.4, (Matchweek 27)
Asmir Begović,6.0,0.0,6.0,100.0,1.4, (Matchweek 20)
Martin Dúbravka,3.0,1.0,2.0,66.7,0.8, (Matchweek 20)
José Sá,5.0,3.0,2.0,40.0,1.5, (Matchweek 30)
Illan Meslier,4.0,2.0,2.0,50.0,1.8, (Matchweek 30)
Kristoffer Klaesson,4.0,0.0,4.0,100.0,0.3, (Matchweek 30)
Emiliano Martínez,3.0,1.0,2.0,66.7,0.5, (Matchweek 30)
Bernd Leno,1.0,0.0,1.0,100.0,0.3, (Matchweek 30)
Kasper Schmeichel,5.0,1.0,4.0,80.0,1.6, (Matchweek 30)
David Raya,4.0,2.0,2.0,50.0,1.8, (Matchweek 30)
Hugo Lloris,1.0,1.0,0.0,0.0,0.4, (Matchweek 30)
Łukasz Fabiański,4.0,3.0,2.0,25.0,1.6, (Matchweek 30)
Alisson,2.0,0.0,2.0,100.0,0.3, (Matchweek 31)
Ben Foster,2.0,2.0,1.0,50.0,2.1, (Matchweek 31)
José Sá,4.0,1.0,4.0,100.0,2.0, (Matchweek 31)
Emiliano Martínez,4.0,2.0,3.0,50.0,0.5, (Matchweek 31)
Illan Meslier,5.0,1.0,4.0,80.0,1.1, (Matchweek 31)
Fraser Forster,3.0,1.0,2.0,66.7,1.0, (Matchweek 31)
Edouard Mendy,6.0,4.0,2.0,33.3,3.1, (Matchweek 31)
David Raya,8.0,1.0,7.0,87.5,1.3, (Matchweek 31)
Nick Pope,6.0,2.0,4.0,66.7,1.6, (Matchweek 31)
Ederson,1.0,0.0,1.0,100.0,0.1, (Matchweek 31)
Robert Sánchez,0.0,0.0,0.0,0.0,0.0, (Matchweek 31)
Tim Krul,4.0,0.0,4.0,100.0,0.3, (Matchweek 31)
David de Gea,3.0,1.0,2.0,66.7,1.0, (Matchweek 31)
Kasper Schmeichel,5.0,1.0,4.0,80.0,1.1, (Matchweek 31)
Łukasz Fabiański,2.0,1.0,1.0,50.0,0.7, (Matchweek 31)
Jordan Pickford,5.0,2.0,3.0,60.0,1.3, (Matchweek 31)
Hugo Lloris,1.0,1.0,0.0,0.0,0.4, (Matchweek 31)
Martin Dúbravka,6.0,5.0,1.0,16.7,4.3, (Matchweek 31)
Vicente Guaita,3.0,0.0,3.0,100.0,0.4, (Matchweek 31)
Aaron Ramsdale,4.0,3.0,2.0,50.0,1.7, (Matchweek 31)
Nick Pope,2.0,2.0,2.0,100.0,2.4, (Matchweek 19)
Jordan Pickford,4.0,3.0,1.0,25.0,2.1, (Matchweek 19)
Martin Dúbravka,2.0,0.0,2.0,100.0,0.0, (Matchweek 32)
José Sá,3.0,1.0,3.0,100.0,1.2, (Matchweek 32)
Jordan Pickford,4.0,0.0,4.0,100.0,0.6, (Matchweek 32)
David de Gea,3.0,1.0,2.0,66.7,0.8, (Matchweek 32)
Aaron Ramsdale,3.0,2.0,1.0,33.3,1.5, (Matchweek 32)
Robert Sánchez,4.0,1.0,3.0,75.0,1.3, (Matchweek 32)
Fraser Forster,14.0,6.0,8.0,57.1,5.0, (Matchweek 32)
Edouard Mendy,1.0,0.0,1.0,100.0,0.6, (Matchweek 32)
Ben Foster,5.0,3.0,2.0,40.0,2.5, (Matchweek 32)
Illan Meslier,1.0,0.0,1.0,100.0,0.9, (Matchweek 32)
Emiliano Martínez,5.0,4.0,1.0,20.0,3.1, (Matchweek 32)
Hugo Lloris,8.0,0.0,8.0,100.0,0.6, (Matchweek 32)
David Raya,1.0,0.0,1.0,100.0,0.0, (Matchweek 32)
Łukasz Fabiański,7.0,2.0,5.0,71.4,1.3, (Matchweek 32)
Kasper Schmeichel,2.0,1.0,1.0,50.0,0.9, (Matchweek 32)
Vicente Guaita,3.0,2.0,1.0,33.3,0.6, (Matchweek 32)
Tim Krul,3.0,0.0,3.0,100.0,0.8, (Matchweek 32)
Nick Pope,6.0,2.0,4.0,66.7,1.7, (Matchweek 32)
Ederson,4.0,2.0,2.0,50.0,2.2, (Matchweek 32)
Alisson,4.0,2.0,2.0,50.0,1.8, (Matchweek 32)
Hugo Lloris,4.0,1.0,3.0,75.0,0.6, (Matchweek 33)
Robert Sánchez,0.0,0.0,0.0,0.0,0.0, (Matchweek 33)
David de Gea,4.0,2.0,2.0,50.0,1.4, (Matchweek 33)
Tim Krul,9.0,3.0,6.0,66.7,1.5, (Matchweek 33)
Ben Foster,5.0,2.0,3.0,60.0,2.2, (Matchweek 33)
David Raya,4.0,1.0,2.0,75.0,0.4, (Matchweek 33)
Fraser Forster,6.0,0.0,6.0,100.0,0.9, (Matchweek 33)
Aaron Ramsdale,3.0,1.0,2.0,66.7,0.8, (Matchweek 33)
Martin Dúbravka,2.0,1.0,1.0,50.0,0.6, (Matchweek 33)
Kasper Schmeichel,6.0,2.0,4.0,66.7,1.8, (Matchweek 33)
Łukasz Fabiański,1.0,1.0,0.0,0.0,0.9, (Matchweek 33)
Nick Pope,6.0,1.0,5.0,83.3,1.5, (Matchweek 33)
Alisson,1.0,0.0,1.0,100.0,0.0, (Matchweek 30)
David de Gea,5.0,4.0,1.0,20.0,2.8, (Matchweek 30)
Jordan Pickford,3.0,1.0,2.0,66.7,1.3, (Matchweek 18)
Kasper Schmeichel,3.0,1.0,2.0,66.7,1.5, (Matchweek 18)
Edouard Mendy,3.0,4.0,0.0,0.0,2.8, (Matchweek 25)
Aaron Ramsdale,2.0,2.0,0.0,0.0,0.7, (Matchweek 25)
Martin Dúbravka,2.0,0.0,2.0,100.0,0.1, (Matchweek 30)
Vicente Guaita,4.0,1.0,3.0,75.0,0.7, (Matchweek 30)
Ederson,1.0,0.0,1.0,100.0,0.2, (Matchweek 30)
Robert Sánchez,5.0,3.0,2.0,40.0,2.6, (Matchweek 30)
Nick Pope,2.0,0.0,2.0,100.0,0.5, (Matchweek 30)
Fraser Forster,6.0,2.0,4.0,66.7,1.9, (Matchweek 30)
Aaron Ramsdale,5.0,1.0,3.0,80.0,0.7, (Matchweek 34)
David de Gea,6.0,3.0,4.0,66.7,2.6, (Matchweek 34)
Kasper Schmeichel,3.0,0.0,3.0,100.0,0.1, (Matchweek 34)
Emiliano Martínez,2.0,0.0,2.0,100.0,0.6, (Matchweek 34)
Ederson,2.0,1.0,1.0,50.0,0.3, (Matchweek 34)
Ben Foster,7.0,5.0,3.0,42.9,3.7, (Matchweek 34)
Tim Krul,7.0,3.0,4.0,57.1,2.3, (Matchweek 34)
Martin Dúbravka,2.0,0.0,2.0,100.0,1.0, (Matchweek 34)
David Raya,1.0,0.0,1.0,100.0,0.1, (Matchweek 34)
Hugo Lloris,1.0,0.0,1.0,100.0,0.0, (Matchweek 34)
Robert Sánchez,5.0,2.0,3.0,60.0,1.5, (Matchweek 34)
Fraser Forster,5.0,2.0,4.0,60.0,1.6, (Matchweek 34)
Nick Pope,4.0,0.0,4.0,100.0,0.6, (Matchweek 34)
José Sá,5.0,1.0,4.0,80.0,0.9, (Matchweek 34)
Edouard Mendy,2.0,0.0,2.0,100.0,0.6, (Matchweek 34)
Łukasz Fabiański,4.0,1.0,3.0,75.0,2.2, (Matchweek 34)
Alisson,1.0,0.0,1.0,100.0,0.0, (Matchweek 34)
Jordan Pickford,4.0,2.0,2.0,50.0,1.5, (Matchweek 34)
Vicente Guaita,2.0,0.0,2.0,100.0,0.2, (Matchweek 34)
Illan Meslier,7.0,0.0,7.0,100.0,1.6, (Matchweek 34)
David de Gea,6.0,1.0,5.0,83.3,1.7, (Matchweek 37)
Edouard Mendy,3.0,1.0,2.0,66.7,0.8, (Matchweek 37)
Martin Dúbravka,11.0,1.0,10.0,90.9,2.4, (Matchweek 35)
Alisson,2.0,0.0,2.0,100.0,0.2, (Matchweek 35)
Ben Foster,6.0,2.0,3.0,66.7,1.9, (Matchweek 35)
Nick Pope,1.0,1.0,1.0,0.0,0.1, (Matchweek 35)
José Sá,8.0,3.0,6.0,75.0,3.3, (Matchweek 35)
Robert Sánchez,1.0,0.0,1.0,100.0,0.2, (Matchweek 35)
Emiliano Martínez,3.0,0.0,3.0,100.0,0.3, (Matchweek 35)
Tim Krul,5.0,2.0,2.0,60.0,1.9, (Matchweek 35)
Fraser Forster,5.0,2.0,3.0,60.0,0.3, (Matchweek 35)
Vicente Guaita,3.0,1.0,2.0,66.7,0.4, (Matchweek 35)
Illan Meslier,6.0,4.0,2.0,33.3,2.8, (Matchweek 35)
Ederson,1.0,0.0,1.0,100.0,0.9, (Matchweek 35)
Hugo Lloris,1.0,1.0,0.0,0.0,0.3, (Matchweek 35)
Kasper Schmeichel,7.0,3.0,4.0,57.1,2.8, (Matchweek 35)
Jordan Pickford,5.0,0.0,5.0,100.0,2.2, (Matchweek 35)
Edouard Mendy,4.0,1.0,3.0,75.0,1.0, (Matchweek 35)
Łukasz Fabiański,7.0,2.0,5.0,71.4,2.0, (Matchweek 35)
Aaron Ramsdale,3.0,1.0,2.0,66.7,1.0, (Matchweek 35)
David de Gea,4.0,0.0,4.0,100.0,0.1, (Matchweek 35)
David Raya,4.0,3.0,2.0,50.0,1.7, (Matchweek 35)
Jack Butland,2.0,0.0,2.0,100.0,1.1, (Matchweek 36)
Ben Foster,6.0,1.0,5.0,100.0,1.6, (Matchweek 36)
David Raya,4.0,0.0,4.0,100.0,1.1, (Matchweek 36)
Fraser Forster,5.0,3.0,2.0,40.0,1.7, (Matchweek 36)
Edouard Mendy,4.0,2.0,2.0,50.0,1.3, (Matchweek 36)
José Sá,5.0,2.0,4.0,80.0,2.3, (Matchweek 36)
Nick Pope,7.0,3.0,4.0,57.1,1.7, (Matchweek 36)
Emiliano Martínez,6.0,1.0,5.0,83.3,1.4, (Matchweek 36)
Robert Sánchez,5.0,0.0,5.0,100.0,0.6, (Matchweek 36)
David de Gea,5.0,4.0,1.0,20.0,2.7, (Matchweek 36)
Alisson,3.0,1.0,2.0,66.7,0.6, (Matchweek 36)
Hugo Lloris,3.0,1.0,2.0,66.7,0.4, (Matchweek 36)
Kasper Schmeichel,4.0,2.0,1.0,50.0,1.7, (Matchweek 36)
Jordan Pickford,8.0,1.0,7.0,87.5,1.5, (Matchweek 36)
Tim Krul,4.0,4.0,1.0,25.0,2.3, (Matchweek 36)
Łukasz Fabiański,2.0,0.0,2.0,100.0,0.3, (Matchweek 36)
Aaron Ramsdale,2.0,1.0,1.0,50.0,0.7, (Matchweek 36)
Illan Meslier,9.0,2.0,7.0,77.8,2.5, (Matchweek 36)
Ederson,3.0,0.0,3.0,100.0,0.8, (Matchweek 36)
Martin Dúbravka,9.0,5.0,4.0,44.4,3.4, (Matchweek 36)
