player,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,matchweek
Vicente Guaita,3.0,0.0,3.0,100.0,0.8, (Matchweek 2)
David Raya,2.0,0.0,2.0,100.0,0.2, (Matchweek 2)
Robert Sánchez,1.0,0.0,1.0,100.0,0.0, (Matchweek 2)
Daniel Bachmann,3.0,2.0,1.0,33.3,1.1, (Matchweek 2)
José Sá,5.0,1.0,5.0,100.0,1.9, (Matchweek 2)
Hugo Lloris,6.0,0.0,6.0,100.0,1.1, (Matchweek 2)
Alex McCarthy,3.0,1.0,2.0,66.7,0.6, (Matchweek 2)
David de Gea,3.0,1.0,3.0,66.7,0.2, (Matchweek 2)
Bernd Leno,5.0,2.0,2.0,60.0,1.3, (Matchweek 2)
Edouard Mendy,3.0,0.0,3.0,100.0,0.0, (Matchweek 2)
Łukasz Fabiański,1.0,1.0,0.0,0.0,0.4, (Matchweek 2)
Kasper Schmeichel,7.0,4.0,3.0,42.9,3.4, (Matchweek 2)
Ederson,0.0,0.0,0.0,0.0,0.0, (Matchweek 3)
Bernd Leno,10.0,5.0,5.0,50.0,4.9, (Matchweek 3)
Tim Krul,3.0,2.0,1.0,33.3,1.4, (Matchweek 3)
Kasper Schmeichel,3.0,1.0,3.0,100.0,1.1, (Matchweek 3)
Łukasz Fabiański,2.0,2.0,0.0,0.0,1.1, (Matchweek 3)
Vicente Guaita,4.0,2.0,2.0,50.0,0.9, (Matchweek 3)
Emiliano Martínez,2.0,1.0,1.0,50.0,1.1, (Matchweek 3)
David Raya,5.0,1.0,4.0,80.0,1.7, (Matchweek 3)
Freddie Woodman,5.0,2.0,4.0,80.0,2.0, (Matchweek 3)
Alex McCarthy,4.0,2.0,2.0,50.0,1.6, (Matchweek 3)
Robert Sánchez,4.0,2.0,3.0,75.0,2.0, (Matchweek 3)
Jordan Pickford,3.0,0.0,3.0,100.0,0.5, (Matchweek 3)
Alisson,2.0,1.0,1.0,50.0,0.4, (Matchweek 3)
Edouard Mendy,6.0,1.0,6.0,100.0,1.1, (Matchweek 3)
Nick Pope,2.0,1.0,1.0,50.0,0.9, (Matchweek 3)
Illan Meslier,3.0,1.0,1.0,66.7,0.7, (Matchweek 3)
Hugo Lloris,1.0,0.0,1.0,100.0,0.0, (Matchweek 3)
Daniel Bachmann,8.0,1.0,7.0,87.5,1.2, (Matchweek 3)
José Sá,3.0,1.0,2.0,66.7,0.3, (Matchweek 3)
David de Gea,5.0,0.0,5.0,100.0,1.1, (Matchweek 3)
Vicente Guaita,1.0,0.0,1.0,100.0,0.0, (Matchweek 4)
Hugo Lloris,3.0,3.0,1.0,33.3,2.6, (Matchweek 4)
Daniel Bachmann,5.0,2.0,4.0,60.0,1.7, (Matchweek 4)
José Sá,2.0,0.0,2.0,100.0,0.4, (Matchweek 4)
David Raya,2.0,1.0,1.0,50.0,0.6, (Matchweek 4)
Robert Sánchez,1.0,0.0,1.0,100.0,0.0, (Matchweek 4)
Aaron Ramsdale,1.0,0.0,1.0,100.0,0.0, (Matchweek 4)
Tim Krul,6.0,1.0,4.0,83.3,1.6, (Matchweek 4)
David de Gea,4.0,1.0,3.0,75.0,1.5, (Matchweek 4)
Freddie Woodman,6.0,4.0,2.0,33.3,2.2, (Matchweek 4)
Kasper Schmeichel,8.0,1.0,7.0,87.5,1.3, (Matchweek 4)
Ederson,1.0,0.0,1.0,100.0,0.3, (Matchweek 4)
Alex McCarthy,3.0,0.0,3.0,100.0,0.7, (Matchweek 4)
Łukasz Fabiański,2.0,0.0,2.0,100.0,0.4, (Matchweek 4)
Edouard Mendy,6.0,0.0,6.0,100.0,0.8, (Matchweek 4)
Jed Steer,4.0,3.0,1.0,25.0,1.8, (Matchweek 4)
Illan Meslier,8.0,3.0,5.0,62.5,2.4, (Matchweek 4)
Alisson,4.0,0.0,4.0,100.0,1.5, (Matchweek 4)
Jordan Pickford,5.0,1.0,4.0,80.0,0.7, (Matchweek 4)
Nick Pope,5.0,3.0,2.0,40.0,1.9, (Matchweek 4)
Karl Darlow,9.0,1.0,8.0,88.9,1.4, (Matchweek 5)
Illan Meslier,7.0,1.0,6.0,85.7,1.5, (Matchweek 5)
José Sá,2.0,2.0,1.0,50.0,2.3, (Matchweek 5)
David Raya,0.0,0.0,0.0,0.0,0.0, (Matchweek 5)
Ederson,2.0,0.0,2.0,100.0,0.1, (Matchweek 5)
Alex McCarthy,1.0,0.0,1.0,100.0,0.3, (Matchweek 5)
Alisson,2.0,0.0,2.0,100.0,0.2, (Matchweek 5)
Vicente Guaita,10.0,3.0,7.0,70.0,2.4, (Matchweek 5)
Tim Krul,8.0,3.0,5.0,62.5,3.4, (Matchweek 5)
Ben Foster,4.0,1.0,3.0,75.0,0.9, (Matchweek 5)
Nick Pope,3.0,1.0,2.0,66.7,0.9, (Matchweek 5)
Aaron Ramsdale,3.0,0.0,3.0,100.0,0.6, (Matchweek 5)
Emiliano Martínez,1.0,0.0,1.0,100.0,0.0, (Matchweek 5)
Asmir Begović,3.0,3.0,1.0,0.0,0.9, (Matchweek 5)
Łukasz Fabiański,10.0,2.0,7.0,80.0,2.7, (Matchweek 5)
David de Gea,3.0,1.0,2.0,66.7,1.4, (Matchweek 5)
Robert Sánchez,3.0,1.0,2.0,66.7,1.0, (Matchweek 5)
Kasper Schmeichel,3.0,2.0,2.0,66.7,1.1, (Matchweek 5)
Hugo Lloris,9.0,3.0,6.0,66.7,3.3, (Matchweek 5)
Kepa Arrizabalaga,2.0,0.0,2.0,100.0,0.3, (Matchweek 5)
David de Gea,3.0,1.0,2.0,66.7,0.6, (Matchweek 6)
Emiliano Martínez,4.0,0.0,4.0,100.0,0.6, (Matchweek 6)
Edouard Mendy,3.0,1.0,2.0,66.7,0.9, (Matchweek 6)
Ederson,0.0,0.0,0.0,0.0,0.0, (Matchweek 6)
Kasper Schmeichel,3.0,2.0,2.0,33.3,0.4, (Matchweek 6)
Nick Pope,3.0,2.0,1.0,33.3,0.9, (Matchweek 6)
Illan Meslier,6.0,2.0,5.0,66.7,2.3, (Matchweek 6)
Łukasz Fabiański,5.0,1.0,4.0,80.0,1.4, (Matchweek 6)
Ben Foster,6.0,1.0,5.0,83.3,1.2, (Matchweek 6)
Karl Darlow,5.0,1.0,4.0,80.0,0.5, (Matchweek 6)
Jordan Pickford,2.0,0.0,2.0,100.0,0.1, (Matchweek 6)
Tim Krul,3.0,2.0,2.0,66.7,2.0, (Matchweek 6)
David Raya,4.0,3.0,1.0,25.0,2.4, (Matchweek 6)
Alisson,3.0,3.0,0.0,0.0,1.4, (Matchweek 6)
Alex McCarthy,3.0,1.0,2.0,66.7,1.1, (Matchweek 6)
José Sá,6.0,0.0,6.0,100.0,0.4, (Matchweek 6)
Aaron Ramsdale,4.0,1.0,2.0,75.0,1.1, (Matchweek 6)
Hugo Lloris,7.0,3.0,4.0,57.1,2.6, (Matchweek 6)
Vicente Guaita,4.0,1.0,3.0,75.0,1.6, (Matchweek 6)
Robert Sánchez,2.0,1.0,2.0,100.0,1.1, (Matchweek 6)
David de Gea,2.0,1.0,1.0,50.0,0.8, (Matchweek 7)
Jordan Pickford,6.0,1.0,5.0,83.3,0.5, (Matchweek 7)
José Sá,2.0,1.0,1.0,50.0,0.7, (Matchweek 7)
Karl Darlow,3.0,2.0,1.0,33.3,1.4, (Matchweek 7)
Nick Pope,2.0,0.0,2.0,100.0,0.7, (Matchweek 7)
Tim Krul,4.0,0.0,4.0,100.0,1.1, (Matchweek 7)
Edouard Mendy,1.0,1.0,1.0,100.0,1.1, (Matchweek 7)
Alex McCarthy,9.0,3.0,6.0,66.7,2.9, (Matchweek 7)
Illan Meslier,1.0,0.0,1.0,100.0,0.2, (Matchweek 7)
Ben Foster,3.0,1.0,2.0,66.7,0.9, (Matchweek 7)
Robert Sánchez,2.0,0.0,2.0,100.0,0.1, (Matchweek 7)
Aaron Ramsdale,2.0,0.0,2.0,100.0,0.1, (Matchweek 7)
Hugo Lloris,3.0,1.0,2.0,66.7,0.9, (Matchweek 7)
Emiliano Martínez,7.0,2.0,6.0,71.4,1.7, (Matchweek 7)
Vicente Guaita,5.0,2.0,3.0,60.0,1.0, (Matchweek 7)
Kasper Schmeichel,4.0,2.0,2.0,50.0,0.8, (Matchweek 7)
Łukasz Fabiański,6.0,2.0,4.0,66.7,1.4, (Matchweek 7)
David Raya,5.0,1.0,4.0,80.0,1.0, (Matchweek 7)
Alisson,3.0,2.0,1.0,33.3,1.2, (Matchweek 7)
Ederson,3.0,2.0,1.0,33.3,1.3, (Matchweek 7)
Ben Foster,8.0,5.0,3.0,37.5,5.0, (Matchweek 8)
Caoimhín Kelleher,2.0,0.0,1.0,100.0,0.3, (Matchweek 8)
Kasper Schmeichel,6.0,2.0,4.0,66.7,0.7, (Matchweek 8)
David de Gea,11.0,4.0,6.0,63.6,4.5, (Matchweek 8)
Zack Steffen,2.0,0.0,2.0,100.0,0.3, (Matchweek 8)
Nick Pope,6.0,2.0,4.0,66.7,2.1, (Matchweek 8)
Alex McCarthy,0.0,0.0,0.0,0.0,0.0, (Matchweek 8)
Illan Meslier,4.0,1.0,3.0,75.0,1.1, (Matchweek 8)
Emiliano Martínez,4.0,3.0,1.0,25.0,2.7, (Matchweek 8)
José Sá,5.0,2.0,3.0,60.0,1.7, (Matchweek 8)
Tim Krul,3.0,0.0,2.0,100.0,0.2, (Matchweek 8)
Robert Sánchez,2.0,0.0,2.0,100.0,0.0, (Matchweek 8)
David Raya,1.0,1.0,0.0,0.0,0.5, (Matchweek 8)
Edouard Mendy,5.0,0.0,4.0,100.0,1.7, (Matchweek 8)
Jordan Pickford,4.0,1.0,3.0,75.0,1.7, (Matchweek 8)
Łukasz Fabiański,2.0,0.0,2.0,100.0,0.1, (Matchweek 8)
Karl Darlow,4.0,3.0,1.0,25.0,2.0, (Matchweek 8)
Hugo Lloris,1.0,2.0,0.0,-100.0,0.7, (Matchweek 8)
Aaron Ramsdale,6.0,2.0,4.0,66.7,1.6, (Matchweek 8)
Vicente Guaita,6.0,2.0,4.0,66.7,2.1, (Matchweek 8)
Aaron Ramsdale,4.0,1.0,3.0,75.0,1.3, (Matchweek 9)
Emiliano Martínez,8.0,3.0,5.0,62.5,2.6, (Matchweek 9)
Edouard Mendy,1.0,0.0,1.0,100.0,0.1, (Matchweek 9)
Tim Krul,12.0,7.0,7.0,50.0,5.6, (Matchweek 9)
Illan Meslier,4.0,1.0,3.0,75.0,0.9, (Matchweek 9)
José Sá,3.0,1.0,3.0,100.0,1.0, (Matchweek 9)
Vicente Guaita,1.0,1.0,0.0,0.0,0.4, (Matchweek 9)
Karl Darlow,4.0,1.0,3.0,75.0,1.2, (Matchweek 9)
Jordan Pickford,8.0,5.0,3.0,37.5,4.5, (Matchweek 9)
Ben Foster,4.0,2.0,2.0,50.0,1.6, (Matchweek 9)
Alex McCarthy,4.0,2.0,2.0,50.0,1.7, (Matchweek 9)
Nick Pope,4.0,2.0,2.0,50.0,1.0, (Matchweek 9)
Robert Sánchez,13.0,4.0,9.0,69.2,4.0, (Matchweek 9)
Ederson,4.0,1.0,4.0,100.0,1.1, (Matchweek 9)
Łukasz Fabiański,4.0,0.0,4.0,100.0,0.2, (Matchweek 9)
Hugo Lloris,4.0,1.0,3.0,75.0,1.5, (Matchweek 9)
David Raya,6.0,2.0,4.0,66.7,1.4, (Matchweek 9)
Kasper Schmeichel,5.0,1.0,4.0,80.0,1.1, (Matchweek 9)
David de Gea,8.0,5.0,3.0,37.5,4.5, (Matchweek 9)
Alisson,3.0,0.0,3.0,100.0,0.4, (Matchweek 9)
Kasper Schmeichel,5.0,2.0,3.0,60.0,1.9, (Matchweek 10)
Aaron Ramsdale,8.0,0.0,6.0,100.0,1.5, (Matchweek 10)
Karl Darlow,5.0,3.0,3.0,60.0,2.1, (Matchweek 10)
Edouard Mendy,1.0,0.0,1.0,100.0,0.0, (Matchweek 10)
Alisson,6.0,2.0,3.0,66.7,1.4, (Matchweek 10)
Robert Sánchez,3.0,2.0,1.0,33.3,1.1, (Matchweek 10)
Nick Pope,4.0,1.0,3.0,75.0,1.1, (Matchweek 10)
Álvaro Fernández,5.0,3.0,2.0,40.0,3.4, (Matchweek 10)
Ben Foster,1.0,1.0,0.0,0.0,0.6, (Matchweek 10)
Alex McCarthy,4.0,0.0,3.0,100.0,0.7, (Matchweek 10)
Ederson,3.0,2.0,1.0,33.3,1.3, (Matchweek 10)
Vicente Guaita,3.0,0.0,3.0,100.0,0.3, (Matchweek 10)
Hugo Lloris,4.0,3.0,1.0,25.0,2.1, (Matchweek 10)
David de Gea,0.0,0.0,0.0,0.0,0.0, (Matchweek 10)
Tim Krul,5.0,2.0,3.0,60.0,0.4, (Matchweek 10)
Illan Meslier,3.0,1.0,2.0,66.7,1.1, (Matchweek 10)
Emiliano Martínez,8.0,4.0,4.0,50.0,2.5, (Matchweek 10)
Łukasz Fabiański,3.0,1.0,1.0,66.7,0.9, (Matchweek 10)
José Sá,5.0,1.0,4.0,80.0,1.4, (Matchweek 10)
Jordan Pickford,4.0,2.0,2.0,50.0,1.6, (Matchweek 10)
Alex McCarthy,3.0,0.0,3.0,100.0,0.1, (Matchweek 11)
Emiliano Martínez,3.0,1.0,2.0,66.7,0.6, (Matchweek 11)
David de Gea,5.0,2.0,4.0,60.0,2.2, (Matchweek 11)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 11)
Álvaro Fernández,4.0,2.0,3.0,75.0,1.6, (Matchweek 11)
Tim Krul,7.0,1.0,6.0,85.7,3.1, (Matchweek 11)
Edouard Mendy,2.0,1.0,1.0,50.0,1.2, (Matchweek 11)
Nick Pope,4.0,1.0,3.0,75.0,1.1, (Matchweek 11)
Vicente Guaita,2.0,0.0,2.0,100.0,0.1, (Matchweek 11)
José Sá,6.0,2.0,4.0,66.7,1.9, (Matchweek 11)
Robert Sánchez,2.0,1.0,1.0,50.0,0.8, (Matchweek 11)
Karl Darlow,4.0,1.0,4.0,100.0,1.1, (Matchweek 11)
Jordan Pickford,0.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Hugo Lloris,2.0,0.0,2.0,100.0,0.1, (Matchweek 11)
Illan Meslier,3.0,1.0,2.0,66.7,1.8, (Matchweek 11)
Kasper Schmeichel,5.0,1.0,4.0,80.0,1.1, (Matchweek 11)
Aaron Ramsdale,1.0,0.0,1.0,100.0,0.0, (Matchweek 11)
Ben Foster,5.0,1.0,4.0,80.0,1.7, (Matchweek 11)
Łukasz Fabiański,5.0,2.0,3.0,60.0,1.6, (Matchweek 11)
Alisson,3.0,3.0,1.0,0.0,0.6, (Matchweek 11)
Kasper Schmeichel,7.0,3.0,4.0,57.1,2.9, (Matchweek 12)
Edouard Mendy,3.0,0.0,3.0,100.0,0.2, (Matchweek 12)
José Sá,2.0,0.0,2.0,100.0,0.3, (Matchweek 12)
Łukasz Fabiański,5.0,1.0,4.0,80.0,1.4, (Matchweek 12)
Ben Foster,3.0,1.0,2.0,66.7,1.3, (Matchweek 12)
David de Gea,7.0,4.0,3.0,42.9,3.5, (Matchweek 12)
Tim Krul,5.0,1.0,4.0,80.0,1.0, (Matchweek 12)
Alex McCarthy,4.0,2.0,2.0,50.0,1.1, (Matchweek 12)
Emiliano Martínez,2.0,0.0,2.0,100.0,0.2, (Matchweek 12)
Jason Steele,5.0,2.0,3.0,60.0,1.2, (Matchweek 12)
Karl Darlow,3.0,3.0,1.0,0.0,0.9, (Matchweek 12)
Álvaro Fernández,7.0,3.0,4.0,57.1,2.3, (Matchweek 12)
Nick Pope,8.0,3.0,4.0,62.5,2.5, (Matchweek 12)
Vicente Guaita,9.0,3.0,6.0,66.7,2.4, (Matchweek 12)
Alisson,3.0,0.0,3.0,100.0,0.8, (Matchweek 12)
Aaron Ramsdale,9.0,4.0,5.0,55.6,4.4, (Matchweek 12)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 12)
Jordan Pickford,7.0,3.0,4.0,57.1,2.3, (Matchweek 12)
Hugo Lloris,7.0,1.0,6.0,85.7,1.0, (Matchweek 12)
Illan Meslier,4.0,2.0,1.0,50.0,1.8, (Matchweek 12)
Aaron Ramsdale,5.0,0.0,4.0,100.0,0.1, (Matchweek 13)
Martin Dúbravka,6.0,2.0,4.0,66.7,2.5, (Matchweek 13)
Vicente Guaita,3.0,2.0,1.0,33.3,0.7, (Matchweek 13)
Emiliano Martínez,3.0,1.0,2.0,66.7,0.8, (Matchweek 13)
Alisson,3.0,0.0,3.0,100.0,1.4, (Matchweek 13)
Alex McCarthy,6.0,4.0,2.0,33.3,2.4, (Matchweek 13)
Tim Krul,2.0,0.0,2.0,100.0,0.0, (Matchweek 13)
José Sá,4.0,0.0,4.0,100.0,1.2, (Matchweek 13)
Robert Sánchez,4.0,0.0,4.0,100.0,1.2, (Matchweek 13)
Illan Meslier,4.0,0.0,3.0,100.0,1.1, (Matchweek 13)
Álvaro Fernández,4.0,0.0,4.0,100.0,1.0, (Matchweek 13)
Jordan Pickford,3.0,1.0,3.0,100.0,1.1, (Matchweek 13)
Kasper Schmeichel,4.0,2.0,3.0,75.0,2.1, (Matchweek 13)
Daniel Bachmann,8.0,4.0,4.0,50.0,2.8, (Matchweek 13)
Ederson,4.0,1.0,3.0,75.0,0.3, (Matchweek 13)
Łukasz Fabiański,8.0,2.0,6.0,75.0,3.6, (Matchweek 13)
Edouard Mendy,2.0,1.0,1.0,50.0,1.5, (Matchweek 13)
David de Gea,5.0,1.0,4.0,100.0,2.4, (Matchweek 13)
Martin Dúbravka,6.0,1.0,5.0,83.3,1.9, (Matchweek 14)
Tim Krul,0.0,1.0,0.0,0.0,1.0, (Matchweek 14)
Illan Meslier,1.0,0.0,1.0,100.0,0.2, (Matchweek 14)
Vicente Guaita,2.0,1.0,2.0,100.0,0.9, (Matchweek 14)
Alex McCarthy,6.0,2.0,4.0,66.7,2.5, (Matchweek 14)
Kasper Schmeichel,7.0,2.0,5.0,71.4,1.8, (Matchweek 14)
Łukasz Fabiański,3.0,1.0,2.0,66.7,0.9, (Matchweek 14)
Robert Sánchez,5.0,1.0,4.0,80.0,1.7, (Matchweek 14)
José Sá,1.0,0.0,1.0,100.0,0.3, (Matchweek 14)
Nick Pope,3.0,0.0,3.0,100.0,0.8, (Matchweek 14)
Daniel Bachmann,4.0,2.0,2.0,50.0,2.1, (Matchweek 14)
Edouard Mendy,6.0,1.0,5.0,83.3,1.3, (Matchweek 14)
Emiliano Martínez,7.0,2.0,5.0,71.4,0.9, (Matchweek 14)
Ederson,3.0,1.0,2.0,66.7,0.6, (Matchweek 14)
Jordan Pickford,7.0,4.0,3.0,42.9,2.9, (Matchweek 14)
Alisson,1.0,1.0,0.0,0.0,0.0, (Matchweek 14)
Hugo Lloris,2.0,0.0,2.0,100.0,0.3, (Matchweek 14)
Álvaro Fernández,6.0,2.0,5.0,66.7,2.1, (Matchweek 14)
David de Gea,7.0,2.0,5.0,71.4,2.8, (Matchweek 14)
Aaron Ramsdale,9.0,3.0,7.0,77.8,2.3, (Matchweek 14)
Łukasz Fabiański,7.0,2.0,5.0,71.4,1.4, (Matchweek 15)
Edouard Mendy,3.0,3.0,1.0,33.3,1.3, (Matchweek 15)
Martin Dúbravka,1.0,0.0,1.0,100.0,0.1, (Matchweek 15)
Nick Pope,4.0,1.0,3.0,75.0,0.8, (Matchweek 15)
Alex McCarthy,4.0,1.0,3.0,75.0,1.2, (Matchweek 15)
Robert Sánchez,4.0,1.0,3.0,75.0,1.0, (Matchweek 15)
José Sá,4.0,1.0,3.0,75.0,2.6, (Matchweek 15)
Alisson,1.0,0.0,1.0,100.0,0.5, (Matchweek 15)
Daniel Bachmann,12.0,3.0,8.0,75.0,3.4, (Matchweek 15)
Ederson,4.0,1.0,3.0,75.0,0.6, (Matchweek 15)
Illan Meslier,3.0,2.0,1.0,33.3,1.5, (Matchweek 15)
Álvaro Fernández,6.0,2.0,4.0,66.7,2.1, (Matchweek 15)
Hugo Lloris,1.0,0.0,1.0,100.0,0.3, (Matchweek 15)
Tim Krul,7.0,3.0,4.0,57.1,1.9, (Matchweek 15)
David de Gea,2.0,0.0,2.0,100.0,0.8, (Matchweek 15)
Vicente Guaita,3.0,1.0,2.0,66.7,1.1, (Matchweek 15)
Emiliano Martínez,4.0,1.0,3.0,75.0,1.9, (Matchweek 15)
Kasper Schmeichel,4.0,2.0,2.0,50.0,1.2, (Matchweek 15)
Jordan Pickford,3.0,1.0,2.0,66.7,0.6, (Matchweek 15)
Aaron Ramsdale,4.0,2.0,2.0,50.0,0.4, (Matchweek 15)
Álvaro Fernández,2.0,1.0,1.0,50.0,0.8, (Matchweek 16)
Daniel Bachmann,4.0,2.0,3.0,75.0,2.1, (Matchweek 16)
Ederson,1.0,0.0,1.0,100.0,0.3, (Matchweek 16)
José Sá,8.0,1.0,8.0,100.0,2.1, (Matchweek 16)
Alisson,0.0,0.0,0.0,0.0,0.0, (Matchweek 16)
Emiliano Martínez,4.0,1.0,3.0,100.0,1.4, (Matchweek 16)
Aaron Ramsdale,6.0,0.0,6.0,100.0,0.3, (Matchweek 16)
Willy Caballero,5.0,3.0,2.0,40.0,3.0, (Matchweek 16)
Edouard Mendy,4.0,2.0,3.0,75.0,1.1, (Matchweek 16)
Illan Meslier,4.0,3.0,3.0,75.0,2.6, (Matchweek 16)
Tim Krul,4.0,1.0,3.0,100.0,1.6, (Matchweek 16)
David de Gea,5.0,0.0,5.0,100.0,2.0, (Matchweek 16)
Nick Pope,3.0,0.0,3.0,100.0,0.3, (Matchweek 16)
Łukasz Fabiański,1.0,0.0,1.0,100.0,0.0, (Matchweek 16)
Kasper Schmeichel,3.0,0.0,3.0,100.0,0.5, (Matchweek 16)
Martin Dúbravka,4.0,4.0,1.0,25.0,3.8, (Matchweek 16)
Vicente Guaita,6.0,1.0,5.0,83.3,1.2, (Matchweek 16)
Jordan Pickford,6.0,3.0,3.0,50.0,1.3, (Matchweek 16)
Tim Krul,6.0,2.0,4.0,66.7,1.7, (Matchweek 17)
Emiliano Martínez,3.0,0.0,3.0,100.0,0.1, (Matchweek 17)
Ederson,3.0,0.0,3.0,100.0,0.0, (Matchweek 17)
Illan Meslier,15.0,7.0,8.0,53.3,4.2, (Matchweek 17)
Robert Sánchez,5.0,1.0,4.0,80.0,0.8, (Matchweek 17)
José Sá,2.0,0.0,2.0,100.0,0.2, (Matchweek 17)
Jack Butland,4.0,2.0,2.0,50.0,1.0, (Matchweek 17)
Willy Caballero,6.0,2.0,4.0,66.7,1.2, (Matchweek 17)
Aaron Ramsdale,1.0,0.0,1.0,100.0,0.5, (Matchweek 17)
Łukasz Fabiański,7.0,2.0,4.0,71.4,3.5, (Matchweek 17)
Edouard Mendy,3.0,1.0,2.0,66.7,1.1, (Matchweek 17)
Jordan Pickford,10.0,1.0,9.0,90.0,3.0, (Matchweek 17)
Alisson,2.0,1.0,1.0,50.0,0.6, (Matchweek 17)
Martin Dúbravka,8.0,3.0,5.0,62.5,2.7, (Matchweek 17)
Illan Meslier,12.0,4.0,8.0,66.7,2.5, (Matchweek 18)
Aaron Ramsdale,1.0,1.0,1.0,100.0,1.0, (Matchweek 18)
José Sá,1.0,0.0,1.0,100.0,0.1, (Matchweek 18)
Edouard Mendy,1.0,0.0,1.0,100.0,0.4, (Matchweek 18)
Martin Dúbravka,7.0,4.0,3.0,42.9,3.5, (Matchweek 18)
Ederson,1.0,0.0,1.0,100.0,0.3, (Matchweek 18)
Hugo Lloris,6.0,2.0,4.0,66.7,2.7, (Matchweek 18)
Alisson,5.0,2.0,3.0,60.0,3.0, (Matchweek 18)
Łukasz Fabiański,5.0,3.0,3.0,60.0,2.1, (Matchweek 19)
Fraser Forster,4.0,2.0,2.0,50.0,1.6, (Matchweek 19)
Ederson,8.0,3.0,3.0,62.5,3.1, (Matchweek 19)
Kasper Schmeichel,6.0,6.0,2.0,33.3,5.1, (Matchweek 19)
Angus Gunn,5.0,5.0,1.0,20.0,3.5, (Matchweek 19)
Aaron Ramsdale,2.0,0.0,2.0,100.0,0.1, (Matchweek 19)
Hugo Lloris,0.0,0.0,0.0,0.0,0.0, (Matchweek 19)
Jack Butland,6.0,3.0,3.0,50.0,2.7, (Matchweek 19)
Emiliano Martínez,2.0,3.0,1.0,50.0,2.6, (Matchweek 19)
Edouard Mendy,1.0,1.0,1.0,0.0,0.0, (Matchweek 19)
Robert Sánchez,5.0,0.0,5.0,100.0,1.0, (Matchweek 19)
Álvaro Fernández,5.0,2.0,3.0,60.0,1.6, (Matchweek 19)
Martin Dúbravka,3.0,1.0,2.0,66.7,1.1, (Matchweek 19)
David de Gea,8.0,1.0,7.0,87.5,1.9, (Matchweek 19)
Fraser Forster,9.0,1.0,9.0,100.0,2.7, (Matchweek 20)
Hugo Lloris,2.0,1.0,1.0,50.0,0.7, (Matchweek 20)
Vicente Guaita,2.0,0.0,2.0,100.0,0.3, (Matchweek 20)
Angus Gunn,5.0,3.0,3.0,60.0,2.7, (Matchweek 20)
Daniel Bachmann,5.0,4.0,2.0,40.0,2.5, (Matchweek 20)
Łukasz Fabiański,5.0,1.0,4.0,80.0,2.2, (Matchweek 20)
Kasper Schmeichel,3.0,0.0,3.0,100.0,1.0, (Matchweek 20)
Alisson,1.0,1.0,0.0,0.0,0.2, (Matchweek 20)
Edouard Mendy,6.0,1.0,5.0,83.3,1.1, (Matchweek 20)
Robert Sánchez,5.0,1.0,3.0,80.0,1.1, (Matchweek 20)
Álvaro Fernández,4.0,1.0,3.0,75.0,0.9, (Matchweek 20)
Ederson,2.0,0.0,2.0,100.0,0.5, (Matchweek 20)
