player,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,matchweek
Hugo Lloris,7.0,0.0,7.0,100.0,0.8, (Matchweek 5)
Vicente Guaita,5.0,4.0,2.0,20.0,1.6, (Matchweek 5)
David de Gea,3.0,0.0,3.0,100.0,0.6, (Matchweek 5)
Kasper Schmeichel,4.0,1.0,4.0,100.0,1.1, (Matchweek 5)
Dean Henderson,7.0,1.0,6.0,85.7,2.1, (Matchweek 5)
Angus Gunn,4.0,0.0,4.0,100.0,0.5, (Matchweek 5)
Tim Krul,8.0,2.0,6.0,75.0,1.9, (Matchweek 5)
Ederson,3.0,3.0,0.0,0.0,2.2, (Matchweek 5)
Aaron Ramsdale,5.0,1.0,4.0,80.0,1.6, (Matchweek 5)
Jordan Pickford,5.0,3.0,2.0,40.0,2.0, (Matchweek 5)
Ben Foster,4.0,2.0,2.0,50.0,1.7, (Matchweek 5)
Bernd Leno,9.0,2.0,8.0,88.9,2.1, (Matchweek 5)
Tom Heaton,1.0,0.0,1.0,100.0,0.0, (Matchweek 5)
Łukasz Fabiański,4.0,0.0,4.0,100.0,0.3, (Matchweek 5)
Angus Gunn,3.0,3.0,0.0,0.0,2.5, (Matchweek 6)
Aaron Ramsdale,6.0,1.0,6.0,100.0,2.0, (Matchweek 6)
Kasper Schmeichel,5.0,1.0,4.0,80.0,1.0, (Matchweek 6)
Paulo Gazzaniga,7.0,2.0,5.0,71.4,2.1, (Matchweek 6)
Ederson,4.0,0.0,4.0,100.0,0.5, (Matchweek 6)
Ben Foster,11.0,8.0,4.0,36.4,6.3, (Matchweek 6)
Jordan Pickford,1.0,2.0,0.0,-100.0,0.1, (Matchweek 6)
Dean Henderson,3.0,0.0,3.0,100.0,0.4, (Matchweek 6)
Nick Pope,2.0,0.0,2.0,100.0,0.5, (Matchweek 6)
Tim Krul,6.0,2.0,4.0,66.7,2.9, (Matchweek 6)
Martin Dúbravka,2.0,0.0,2.0,100.0,0.6, (Matchweek 6)
Mathew Ryan,4.0,0.0,4.0,100.0,1.2, (Matchweek 6)
Vicente Guaita,4.0,1.0,3.0,75.0,1.3, (Matchweek 6)
Rui Patrício,4.0,1.0,4.0,75.0,0.5, (Matchweek 6)
Łukasz Fabiański,4.0,0.0,4.0,100.0,0.5, (Matchweek 6)
David de Gea,6.0,2.0,4.0,66.7,1.6, (Matchweek 6)
Kepa Arrizabalaga,3.0,2.0,1.0,33.3,1.7, (Matchweek 6)
Adrián,2.0,1.0,1.0,50.0,0.9, (Matchweek 6)
Bernd Leno,9.0,2.0,7.0,77.8,1.9, (Matchweek 6)
Tom Heaton,4.0,3.0,2.0,50.0,2.2, (Matchweek 6)
Dean Henderson,4.0,1.0,3.0,75.0,1.3, (Matchweek 7)
Adrián,2.0,0.0,2.0,100.0,0.1, (Matchweek 7)
Kepa Arrizabalaga,1.0,0.0,1.0,100.0,0.0, (Matchweek 7)
Mathew Ryan,9.0,2.0,8.0,88.9,3.3, (Matchweek 7)
Hugo Lloris,6.0,1.0,5.0,83.3,2.7, (Matchweek 7)
Angus Gunn,4.0,2.0,2.0,50.0,1.4, (Matchweek 7)
Tom Heaton,3.0,2.0,1.0,33.3,1.2, (Matchweek 7)
Nick Pope,3.0,2.0,1.0,33.3,1.0, (Matchweek 7)
Vicente Guaita,3.0,0.0,3.0,100.0,0.5, (Matchweek 7)
Ralf Fährmann,1.0,1.0,1.0,100.0,1.1, (Matchweek 7)
Michael McGovern,1.0,1.0,0.0,0.0,0.7, (Matchweek 7)
Rui Patrício,5.0,0.0,5.0,100.0,0.8, (Matchweek 7)
Ben Foster,2.0,2.0,1.0,0.0,1.0, (Matchweek 7)
Aaron Ramsdale,6.0,2.0,4.0,66.7,1.4, (Matchweek 7)
Łukasz Fabiański,1.0,1.0,0.0,0.0,0.5, (Matchweek 7)
Roberto,4.0,1.0,3.0,75.0,1.8, (Matchweek 7)
Jordan Pickford,10.0,3.0,7.0,70.0,3.1, (Matchweek 7)
Ederson,6.0,1.0,5.0,83.3,1.9, (Matchweek 7)
Kasper Schmeichel,0.0,0.0,0.0,0.0,0.0, (Matchweek 7)
Martin Dúbravka,5.0,5.0,1.0,0.0,2.7, (Matchweek 7)
David de Gea,5.0,1.0,4.0,80.0,2.3, (Matchweek 7)
Bernd Leno,4.0,1.0,3.0,75.0,1.5, (Matchweek 7)
Mathew Ryan,3.0,0.0,3.0,100.0,0.4, (Matchweek 8)
Hugo Lloris,1.0,1.0,0.0,0.0,0.9, (Matchweek 8)
Paulo Gazzaniga,5.0,2.0,3.0,60.0,1.3, (Matchweek 8)
Ben Foster,2.0,0.0,2.0,100.0,0.1, (Matchweek 8)
Dean Henderson,2.0,0.0,2.0,100.0,0.5, (Matchweek 8)
Nick Pope,2.0,0.0,2.0,100.0,0.4, (Matchweek 8)
Jordan Pickford,3.0,1.0,2.0,66.7,0.7, (Matchweek 8)
Adrián,1.0,1.0,0.0,0.0,0.1, (Matchweek 8)
Kasper Schmeichel,7.0,2.0,6.0,85.7,2.7, (Matchweek 8)
Michael McGovern,10.0,5.0,5.0,50.0,4.2, (Matchweek 8)
Tom Heaton,4.0,1.0,3.0,75.0,1.3, (Matchweek 8)
Roberto,2.0,2.0,1.0,50.0,1.6, (Matchweek 8)
Vicente Guaita,4.0,1.0,3.0,75.0,1.7, (Matchweek 8)
Ederson,2.0,2.0,0.0,0.0,1.2, (Matchweek 8)
Rui Patrício,2.0,0.0,2.0,100.0,0.2, (Matchweek 8)
Angus Gunn,7.0,4.0,3.0,42.9,2.4, (Matchweek 8)
Kepa Arrizabalaga,2.0,1.0,1.0,50.0,0.7, (Matchweek 8)
Bernd Leno,2.0,0.0,2.0,100.0,0.5, (Matchweek 8)
Aaron Ramsdale,2.0,1.0,1.0,50.0,1.0, (Matchweek 8)
Martin Dúbravka,2.0,0.0,2.0,100.0,0.4, (Matchweek 8)
David de Gea,1.0,1.0,0.0,0.0,0.7, (Matchweek 8)
Jordan Pickford,4.0,0.0,4.0,100.0,1.2, (Matchweek 9)
Roberto,10.0,2.0,8.0,80.0,2.9, (Matchweek 9)
Tom Heaton,6.0,1.0,5.0,83.3,1.6, (Matchweek 9)
Mathew Ryan,8.0,2.0,6.0,75.0,2.0, (Matchweek 9)
Kasper Schmeichel,4.0,1.0,3.0,75.0,1.8, (Matchweek 9)
Nick Pope,3.0,2.0,1.0,33.3,1.8, (Matchweek 9)
Paulo Gazzaniga,2.0,1.0,1.0,50.0,0.8, (Matchweek 9)
Ben Foster,3.0,1.0,1.0,66.7,1.0, (Matchweek 9)
Rui Patrício,5.0,1.0,4.0,80.0,1.3, (Matchweek 9)
Angus Gunn,0.0,1.0,0.0,0.0,0.9, (Matchweek 9)
Kepa Arrizabalaga,0.0,0.0,0.0,0.0,0.0, (Matchweek 9)
Martin Dúbravka,7.0,1.0,6.0,85.7,1.0, (Matchweek 9)
Aaron Ramsdale,1.0,0.0,1.0,100.0,0.2, (Matchweek 9)
Tim Krul,2.0,0.0,2.0,100.0,0.3, (Matchweek 9)
Wayne Hennessey,9.0,2.0,7.0,77.8,2.5, (Matchweek 9)
Ederson,2.0,0.0,1.0,100.0,0.1, (Matchweek 9)
David de Gea,4.0,1.0,3.0,75.0,1.4, (Matchweek 9)
Alisson,2.0,1.0,1.0,50.0,0.7, (Matchweek 9)
Dean Henderson,3.0,0.0,3.0,100.0,0.6, (Matchweek 9)
Bernd Leno,2.0,1.0,1.0,50.0,0.7, (Matchweek 9)
Angus Gunn,15.0,9.0,7.0,46.7,5.6, (Matchweek 10)
Kasper Schmeichel,3.0,0.0,3.0,100.0,0.3, (Matchweek 10)
Ederson,5.0,0.0,4.0,100.0,0.5, (Matchweek 10)
Tom Heaton,10.0,3.0,7.0,70.0,1.8, (Matchweek 10)
Ben Foster,5.0,0.0,5.0,100.0,1.2, (Matchweek 10)
Aaron Ramsdale,3.0,0.0,3.0,100.0,0.3, (Matchweek 10)
Roberto,4.0,1.0,3.0,75.0,1.5, (Matchweek 10)
Dean Henderson,4.0,1.0,3.0,75.0,1.1, (Matchweek 10)
Mathew Ryan,6.0,2.0,5.0,66.7,0.9, (Matchweek 10)
Jordan Pickford,3.0,3.0,2.0,33.3,1.5, (Matchweek 10)
Nick Pope,7.0,4.0,3.0,42.9,2.3, (Matchweek 10)
Kepa Arrizabalaga,5.0,2.0,3.0,60.0,1.0, (Matchweek 10)
Martin Dúbravka,5.0,1.0,4.0,80.0,1.2, (Matchweek 10)
Rui Patrício,2.0,1.0,1.0,50.0,0.5, (Matchweek 10)
Bernd Leno,3.0,2.0,2.0,66.7,1.8, (Matchweek 10)
Wayne Hennessey,6.0,2.0,4.0,66.7,2.8, (Matchweek 10)
Alisson,4.0,1.0,3.0,75.0,1.2, (Matchweek 10)
Paulo Gazzaniga,12.0,2.0,11.0,91.7,3.6, (Matchweek 10)
Tim Krul,9.0,3.0,6.0,66.7,5.0, (Matchweek 10)
David de Gea,3.0,1.0,2.0,66.7,0.8, (Matchweek 10)
Aaron Ramsdale,4.0,0.0,4.0,100.0,0.1, (Matchweek 11)
David de Gea,6.0,1.0,5.0,83.3,1.4, (Matchweek 11)
Dean Henderson,1.0,0.0,1.0,100.0,0.3, (Matchweek 11)
Nick Pope,5.0,3.0,2.0,40.0,2.4, (Matchweek 11)
Mathew Ryan,0.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Tim Krul,5.0,2.0,3.0,60.0,2.1, (Matchweek 11)
Tom Heaton,6.0,2.0,4.0,66.7,1.7, (Matchweek 11)
Alisson,2.0,1.0,1.0,50.0,0.4, (Matchweek 11)
Bernd Leno,8.0,1.0,7.0,87.5,1.1, (Matchweek 11)
Rui Patrício,4.0,1.0,3.0,75.0,2.4, (Matchweek 11)
Roberto,9.0,3.0,6.0,66.7,2.3, (Matchweek 11)
Martin Dúbravka,6.0,2.0,4.0,66.7,2.2, (Matchweek 11)
Ederson,3.0,1.0,2.0,66.7,0.9, (Matchweek 11)
Alex McCarthy,4.0,2.0,2.0,50.0,1.5, (Matchweek 11)
Ben Foster,10.0,2.0,7.0,80.0,3.0, (Matchweek 11)
Kepa Arrizabalaga,2.0,1.0,2.0,100.0,1.2, (Matchweek 11)
Vicente Guaita,5.0,2.0,3.0,60.0,1.3, (Matchweek 11)
Kasper Schmeichel,3.0,0.0,3.0,100.0,0.4, (Matchweek 11)
Jordan Pickford,2.0,1.0,1.0,50.0,0.9, (Matchweek 11)
Paulo Gazzaniga,3.0,1.0,2.0,66.7,0.8, (Matchweek 11)
Tim Krul,2.0,2.0,0.0,0.0,1.3, (Matchweek 12)
Ben Foster,5.0,0.0,5.0,100.0,0.4, (Matchweek 12)
Kepa Arrizabalaga,1.0,0.0,1.0,100.0,0.3, (Matchweek 12)
Vicente Guaita,6.0,2.0,4.0,66.7,2.9, (Matchweek 12)
Alex McCarthy,5.0,2.0,3.0,60.0,1.6, (Matchweek 12)
Jordan Pickford,3.0,1.0,2.0,66.7,1.1, (Matchweek 12)
Nick Pope,4.0,0.0,4.0,100.0,0.5, (Matchweek 12)
Roberto,11.0,3.0,9.0,72.7,2.6, (Matchweek 12)
Martin Dúbravka,3.0,1.0,2.0,66.7,1.5, (Matchweek 12)
Aaron Ramsdale,9.0,2.0,7.0,77.8,2.8, (Matchweek 12)
Paulo Gazzaniga,4.0,1.0,3.0,75.0,0.8, (Matchweek 12)
Dean Henderson,5.0,1.0,4.0,80.0,0.9, (Matchweek 12)
Kasper Schmeichel,1.0,0.0,1.0,100.0,0.1, (Matchweek 12)
Bernd Leno,7.0,2.0,5.0,71.4,1.4, (Matchweek 12)
David de Gea,2.0,1.0,1.0,50.0,0.5, (Matchweek 12)
Mathew Ryan,10.0,3.0,8.0,70.0,2.4, (Matchweek 12)
Rui Patrício,4.0,1.0,3.0,75.0,0.4, (Matchweek 12)
Jed Steer,0.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Ørjan Nyland,5.0,2.0,3.0,60.0,2.3, (Matchweek 12)
Alisson,3.0,1.0,2.0,66.7,0.7, (Matchweek 12)
Claudio Bravo,5.0,3.0,2.0,40.0,1.6, (Matchweek 12)
Roberto,7.0,3.0,4.0,57.1,2.2, (Matchweek 13)
Paulo Gazzaniga,5.0,2.0,3.0,60.0,1.6, (Matchweek 13)
Vicente Guaita,4.0,2.0,2.0,50.0,2.3, (Matchweek 13)
Alisson,6.0,1.0,5.0,83.3,1.2, (Matchweek 13)
Bernd Leno,4.0,2.0,2.0,50.0,1.5, (Matchweek 13)
Alex McCarthy,5.0,2.0,3.0,60.0,2.4, (Matchweek 13)
Aaron Ramsdale,7.0,2.0,5.0,71.4,1.6, (Matchweek 13)
Rui Patrício,2.0,1.0,1.0,50.0,0.8, (Matchweek 13)
Jordan Pickford,5.0,2.0,3.0,60.0,1.8, (Matchweek 13)
Tim Krul,7.0,0.0,7.0,100.0,0.9, (Matchweek 13)
Mathew Ryan,8.0,2.0,7.0,87.5,3.7, (Matchweek 13)
Kasper Schmeichel,0.0,0.0,0.0,0.0,0.0, (Matchweek 13)
Ben Foster,4.0,3.0,2.0,50.0,2.5, (Matchweek 13)
Nick Pope,4.0,0.0,3.0,100.0,0.7, (Matchweek 13)
Ederson,2.0,1.0,1.0,50.0,0.3, (Matchweek 13)
Kepa Arrizabalaga,4.0,2.0,2.0,50.0,0.9, (Matchweek 13)
Simon Moore,5.0,3.0,2.0,40.0,2.1, (Matchweek 13)
David de Gea,8.0,3.0,5.0,62.5,2.6, (Matchweek 13)
Tom Heaton,5.0,0.0,5.0,100.0,0.8, (Matchweek 13)
Martin Dúbravka,8.0,2.0,6.0,75.0,2.7, (Matchweek 13)
Martin Dúbravka,7.0,2.0,5.0,71.4,2.4, (Matchweek 14)
Ederson,3.0,2.0,1.0,33.3,1.3, (Matchweek 14)
Paulo Gazzaniga,6.0,2.0,4.0,66.7,1.6, (Matchweek 14)
Aaron Ramsdale,5.0,3.0,2.0,40.0,2.2, (Matchweek 14)
Alisson,3.0,0.0,3.0,100.0,0.2, (Matchweek 14)
Adrián,3.0,1.0,2.0,66.7,0.5, (Matchweek 14)
Mathew Ryan,7.0,2.0,5.0,71.4,2.3, (Matchweek 14)
Nick Pope,2.0,2.0,0.0,0.0,0.2, (Matchweek 14)
Vicente Guaita,3.0,0.0,3.0,100.0,0.4, (Matchweek 14)
Kepa Arrizabalaga,4.0,1.0,3.0,75.0,2.0, (Matchweek 14)
David Martin,5.0,0.0,5.0,100.0,1.1, (Matchweek 14)
Alex McCarthy,3.0,1.0,2.0,66.7,0.5, (Matchweek 14)
Ben Foster,5.0,2.0,2.0,60.0,2.2, (Matchweek 14)
Tim Krul,5.0,2.0,4.0,80.0,2.4, (Matchweek 14)
Bernd Leno,8.0,2.0,5.0,75.0,2.5, (Matchweek 14)
Rui Patrício,4.0,1.0,3.0,75.0,1.4, (Matchweek 14)
Dean Henderson,4.0,1.0,3.0,75.0,1.3, (Matchweek 14)
Kasper Schmeichel,3.0,1.0,2.0,66.7,0.5, (Matchweek 14)
Jordan Pickford,6.0,2.0,4.0,66.7,2.3, (Matchweek 14)
David de Gea,3.0,2.0,1.0,33.3,0.7, (Matchweek 14)
Tom Heaton,6.0,2.0,5.0,66.7,1.4, (Matchweek 14)
Vicente Guaita,2.0,0.0,2.0,100.0,0.3, (Matchweek 15)
Aaron Ramsdale,2.0,1.0,1.0,50.0,0.6, (Matchweek 15)
Nick Pope,8.0,4.0,4.0,50.0,3.5, (Matchweek 15)
Ederson,2.0,1.0,1.0,50.0,0.6, (Matchweek 15)
Rui Patrício,3.0,0.0,3.0,100.0,1.7, (Matchweek 15)
David Martin,7.0,2.0,5.0,71.4,3.5, (Matchweek 15)
Alex McCarthy,3.0,1.0,2.0,66.7,0.9, (Matchweek 15)
Tim Krul,5.0,2.0,3.0,60.0,2.1, (Matchweek 15)
Kepa Arrizabalaga,3.0,1.0,2.0,66.7,0.8, (Matchweek 15)
Tom Heaton,9.0,2.0,6.0,77.8,2.0, (Matchweek 15)
David de Gea,5.0,1.0,4.0,80.0,0.8, (Matchweek 15)
Paulo Gazzaniga,6.0,2.0,4.0,83.3,2.1, (Matchweek 15)
Kasper Schmeichel,1.0,0.0,1.0,100.0,0.0, (Matchweek 15)
Ben Foster,3.0,2.0,2.0,66.7,1.3, (Matchweek 15)
Adrián,4.0,2.0,2.0,50.0,1.7, (Matchweek 15)
Jordan Pickford,5.0,5.0,0.0,0.0,3.0, (Matchweek 15)
Dean Henderson,4.0,2.0,2.0,50.0,1.7, (Matchweek 15)
Martin Dúbravka,7.0,0.0,7.0,100.0,2.6, (Matchweek 15)
Bernd Leno,9.0,2.0,7.0,77.8,2.4, (Matchweek 15)
Mathew Ryan,5.0,1.0,4.0,80.0,1.2, (Matchweek 15)
Jordan Pickford,4.0,1.0,3.0,75.0,0.8, (Matchweek 16)
Kepa Arrizabalaga,7.0,3.0,4.0,57.1,1.9, (Matchweek 16)
Paulo Gazzaniga,1.0,0.0,1.0,100.0,0.1, (Matchweek 16)
Nick Pope,7.0,5.0,2.0,28.6,2.9, (Matchweek 16)
Ben Foster,0.0,0.0,0.0,0.0,0.0, (Matchweek 16)
Vicente Guaita,3.0,0.0,3.0,100.0,1.6, (Matchweek 16)
Aaron Ramsdale,9.0,3.0,6.0,66.7,2.8, (Matchweek 16)
Alisson,0.0,0.0,0.0,0.0,0.0, (Matchweek 16)
Ederson,6.0,2.0,5.0,83.3,1.8, (Matchweek 16)
David de Gea,5.0,1.0,4.0,80.0,1.5, (Matchweek 16)
Tim Krul,3.0,2.0,1.0,33.3,0.4, (Matchweek 16)
Dean Henderson,4.0,1.0,3.0,75.0,0.9, (Matchweek 16)
Tom Heaton,8.0,4.0,4.0,50.0,4.5, (Matchweek 16)
Kasper Schmeichel,2.0,1.0,1.0,50.0,1.0, (Matchweek 16)
Martin Dúbravka,4.0,1.0,3.0,75.0,1.5, (Matchweek 16)
Alex McCarthy,6.0,2.0,4.0,66.7,1.5, (Matchweek 16)
Mathew Ryan,5.0,2.0,3.0,60.0,3.6, (Matchweek 16)
Rui Patrício,4.0,2.0,2.0,50.0,0.4, (Matchweek 16)
David Martin,3.0,3.0,0.0,0.0,1.8, (Matchweek 16)
Bernd Leno,5.0,1.0,4.0,80.0,1.8, (Matchweek 16)
Alisson,2.0,0.0,2.0,100.0,0.2, (Matchweek 17)
Ben Foster,6.0,2.0,4.0,66.7,1.8, (Matchweek 17)
Kasper Schmeichel,3.0,1.0,2.0,66.7,1.1, (Matchweek 17)
Tim Krul,5.0,1.0,4.0,80.0,1.8, (Matchweek 17)
Nick Pope,0.0,0.0,0.0,0.0,0.0, (Matchweek 17)
Martin Dúbravka,4.0,1.0,3.0,75.0,1.7, (Matchweek 17)
Dean Henderson,0.0,0.0,0.0,0.0,0.0, (Matchweek 17)
Tom Heaton,3.0,2.0,1.0,33.3,1.5, (Matchweek 17)
Kepa Arrizabalaga,2.0,1.0,1.0,50.0,0.8, (Matchweek 17)
Aaron Ramsdale,4.0,0.0,4.0,100.0,1.4, (Matchweek 17)
Alex McCarthy,4.0,1.0,3.0,75.0,1.7, (Matchweek 17)
David Martin,2.0,0.0,2.0,100.0,0.5, (Matchweek 17)
David de Gea,3.0,1.0,3.0,66.7,0.0, (Matchweek 17)
Jordan Pickford,8.0,1.0,7.0,87.5,0.8, (Matchweek 17)
Rui Patrício,5.0,2.0,3.0,60.0,0.9, (Matchweek 17)
Paulo Gazzaniga,5.0,1.0,4.0,80.0,0.9, (Matchweek 17)
Bernd Leno,7.0,3.0,3.0,57.1,2.6, (Matchweek 17)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 17)
Vicente Guaita,10.0,1.0,9.0,90.0,3.5, (Matchweek 17)
Mathew Ryan,4.0,1.0,3.0,75.0,1.1, (Matchweek 17)
Jordan Pickford,2.0,0.0,2.0,100.0,0.9, (Matchweek 18)
Bernd Leno,0.0,0.0,0.0,0.0,0.0, (Matchweek 18)
Tim Krul,4.0,2.0,2.0,50.0,1.6, (Matchweek 18)
Rui Patrício,6.0,1.0,4.0,83.3,1.8, (Matchweek 18)
Mathew Ryan,2.0,1.0,1.0,50.0,0.5, (Matchweek 18)
Dean Henderson,2.0,0.0,2.0,100.0,0.8, (Matchweek 18)
Martin Dúbravka,4.0,0.0,4.0,100.0,0.7, (Matchweek 18)
Vicente Guaita,3.0,1.0,2.0,66.7,0.9, (Matchweek 18)
Tom Heaton,8.0,3.0,5.0,62.5,3.0, (Matchweek 18)
Alex McCarthy,6.0,1.0,5.0,83.3,1.9, (Matchweek 18)
Aaron Ramsdale,1.0,1.0,0.0,0.0,0.8, (Matchweek 18)
Nick Pope,0.0,0.0,0.0,0.0,0.0, (Matchweek 18)
Ederson,2.0,1.0,1.0,50.0,0.9, (Matchweek 18)
Kasper Schmeichel,11.0,3.0,9.0,81.8,4.3, (Matchweek 18)
Ben Foster,8.0,0.0,8.0,100.0,0.8, (Matchweek 18)
David de Gea,2.0,2.0,1.0,50.0,1.8, (Matchweek 18)
