player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
Tim Ream,13.0,us USA,CB,32-343,90.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0,0.0,0.0,64.0,95.3,2.0,4.0,0.0,0.0, (Matchweek 1)
Michael Hector,3.0,jm JAM,CB,28-055,90.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,2.0,0.0,0.0,61.0,86.9,3.0,3.0,0.0,0.0, (Matchweek 1)
Denis Odoi,4.0,gh GHA,RB,32-108,90.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,64.0,79.7,2.0,6.0,0.0,0.0, (Matchweek 1)
Marek Rodák,12.0,sk SVK,GK,23-274,90.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,73.1,0.0,0.0,0.0,0.0, (Matchweek 1)
Alexandre Lacazette,9.0,fr FRA,FW,29-107,86.0,1.0,0.0,30.0,2.0,0.0,0.0,2.0,1.0,20.0,1.0,0.0,2.0,0.4,0.2,18.0,72.2,0.0,0.0,2.0,2.0, (Matchweek 1)
Eddie Nketiah,30.0,eng ENG,FW,21-105,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Pierre-Emerick Aubameyang,14.0,ga GAB,LW,31-086,90.0,1.0,0.0,39.0,4.0,0.0,0.0,3.0,2.0,17.0,0.0,0.0,0.0,0.4,0.1,31.0,67.7,0.0,6.0,2.0,4.0, (Matchweek 1)
Willian,12.0,br BRA,RW,32-034,75.0,0.0,2.0,40.0,5.0,3.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,0.6,0.3,32.0,87.5,3.0,6.0,0.0,0.0, (Matchweek 1)
Nicolas Pépé,19.0,ci CIV,RW,25-106,15.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.1,9.0,88.9,1.0,1.0,0.0,1.0, (Matchweek 1)
Granit Xhaka,34.0,ch SUI,CM,27-351,78.0,0.0,0.0,66.0,3.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.2,0.1,58.0,91.4,3.0,1.0,0.0,0.0, (Matchweek 1)
Dani Ceballos,8.0,es ESP,CM,24-036,12.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,73.7,1.0,1.0,1.0,1.0, (Matchweek 1)
Mohamed Elneny,25.0,eg EGY,CM,28-063,90.0,0.0,0.0,68.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,3.0,1.0,0.2,0.0,64.0,93.8,3.0,6.0,1.0,1.0, (Matchweek 1)
Ainsley Maitland-Niles,15.0,eng ENG,WB,23-014,90.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,5.0,0.0,0.0,42.0,81.0,2.0,2.0,0.0,2.0, (Matchweek 1)
Héctor Bellerín,2.0,es ESP,WB,25-177,90.0,0.0,0.0,73.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.2,69.0,87.0,9.0,12.0,2.0,4.0, (Matchweek 1)
Kieran Tierney,3.0,sct SCO,CB,23-099,90.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,89.0,87.6,7.0,6.0,1.0,2.0, (Matchweek 1)
Gabriel Dos Santos,6.0,br BRA,CB,22-268,90.0,1.0,0.0,122.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.1,0.0,116.0,94.0,2.0,3.0,0.0,0.0, (Matchweek 1)
Rob Holding,16.0,eng ENG,CB,24-358,90.0,0.0,0.0,97.0,1.0,1.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,91.0,92.3,2.0,3.0,2.0,2.0, (Matchweek 1)
Bernd Leno,1.0,de GER,GK,28-192,90.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Jordan Ayew,9.0,gh GHA,FW,29-001,90.0,0.0,0.0,37.0,1.0,0.0,0.0,1.0,1.0,27.0,4.0,1.0,2.0,0.1,0.0,8.0,62.5,0.0,1.0,2.0,4.0, (Matchweek 1)
Wilfried Zaha,11.0,ci CIV,FW,27-307,90.0,1.0,0.0,28.0,2.0,0.0,0.0,2.0,1.0,14.0,2.0,0.0,2.0,0.3,0.0,10.0,80.0,2.0,4.0,1.0,4.0, (Matchweek 1)
Jeffrey Schlupp,15.0,gh GHA,LM,27-264,80.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,13.0,7.7,0.0,1.0,0.0,0.0, (Matchweek 1)
Eberechi Eze,25.0,eng ENG,LM,22-075,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,63.6,0.0,0.0,2.0,3.0, (Matchweek 1)
Andros Townsend,10.0,eng ENG,RM,29-058,90.0,0.0,1.0,38.0,2.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,2.0,0.0,0.3,28.0,53.6,2.0,4.0,3.0,4.0, (Matchweek 1)
James McCarthy,22.0,ie IRL,DM,29-305,73.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,2.0,0.0,0.0,21.0,66.7,2.0,0.0,0.0,0.0, (Matchweek 1)
Luka Milivojević,4.0,rs SRB,DM,29-158,17.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.1,11.0,72.7,1.0,0.0,0.0,0.0, (Matchweek 1)
James McArthur,18.0,sct SCO,DM,32-341,90.0,0.0,0.0,44.0,2.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,0.1,0.2,32.0,53.1,4.0,1.0,1.0,1.0, (Matchweek 1)
Tyrick Mitchell,27.0,eng ENG,LB,21-011,90.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,2.0,0.0,0.0,41.0,61.0,6.0,1.0,0.0,2.0, (Matchweek 1)
Scott Dann,6.0,eng ENG,CB,33-211,90.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,65.4,2.0,0.0,0.0,0.0, (Matchweek 1)
Cheikhou Kouyaté,8.0,sn SEN,CB,30-266,90.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,0.0,2.0,0.2,0.0,14.0,64.3,1.0,1.0,0.0,0.0, (Matchweek 1)
Joel Ward,2.0,eng ENG,RB,30-319,90.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,37.0,54.1,2.0,0.0,0.0,0.0, (Matchweek 1)
Vicente Guaita,31.0,es ESP,GK,33-246,90.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.9,0.0,0.0,0.0,0.0, (Matchweek 1)
Danny Ings,9.0,eng ENG,FW,28-051,90.0,0.0,0.0,29.0,3.0,0.0,0.0,3.0,2.0,12.0,0.0,0.0,1.0,0.2,0.1,18.0,61.1,2.0,2.0,2.0,2.0, (Matchweek 1)
Che Adams,10.0,sct SCO,FW,24-061,84.0,0.0,0.0,24.0,2.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.2,0.1,18.0,77.8,2.0,1.0,0.0,1.0, (Matchweek 1)
Shane Long,7.0,ie IRL,FW,33-234,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0, (Matchweek 1)
Nathan Redmond,11.0,eng ENG,LM,26-190,90.0,0.0,0.0,50.0,1.0,0.0,0.0,2.0,1.0,17.0,3.0,0.0,0.0,0.2,0.0,43.0,72.1,3.0,3.0,1.0,1.0, (Matchweek 1)
William Smallbone,20.0,ie IRL,RM,20-204,76.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,1.0,0.0,0.0,22.0,68.2,0.0,3.0,0.0,0.0, (Matchweek 1)
Moussa Djenepo,12.0,ml MLI,RM,22-089,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,66.7,0.0,0.0,1.0,1.0, (Matchweek 1)
Oriol Romeu,6.0,es ESP,DM,28-354,90.0,0.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,4.0,0.0,0.0,75.0,76.0,5.0,10.0,0.0,0.0, (Matchweek 1)
James Ward-Prowse,8.0,eng ENG,DM,25-316,90.0,0.0,0.0,77.0,2.0,0.0,0.0,2.0,0.0,13.0,5.0,0.0,2.0,0.1,0.1,66.0,81.8,5.0,2.0,0.0,1.0, (Matchweek 1)
Ryan Bertrand,3.0,eng ENG,LB,31-038,90.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,71.0,78.9,7.0,5.0,1.0,1.0, (Matchweek 1)
Jan Bednarek,35.0,pl POL,CB,24-153,45.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,51.0,90.2,4.0,3.0,1.0,1.0, (Matchweek 1)
Jannik Vestergaard,4.0,dk DEN,CB,28-040,45.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.2,39.0,76.9,2.0,1.0,1.0,1.0, (Matchweek 1)
Jack Stephens,5.0,eng ENG,CB,26-229,90.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,2.0,0.1,0.0,86.0,76.7,6.0,5.0,0.0,0.0, (Matchweek 1)
Kyle Walker-Peters,2.0,eng ENG,RB,23-152,90.0,0.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,26.0,7.0,0.0,2.0,0.0,0.1,79.0,77.2,2.0,9.0,0.0,0.0, (Matchweek 1)
Alex McCarthy,1.0,eng ENG,GK,30-284,90.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,76.5,0.0,0.0,0.0,0.0, (Matchweek 1)
Roberto Firmino,9.0,br BRA,FW,28-346,90.0,0.0,0.0,49.0,1.0,0.0,0.0,2.0,0.0,26.0,2.0,0.0,1.0,0.5,0.0,35.0,85.7,5.0,5.0,1.0,1.0, (Matchweek 1)
Sadio Mané,10.0,sn SEN,LW,28-155,90.0,0.0,0.0,54.0,9.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,2.0,0.2,0.8,37.0,86.5,6.0,5.0,4.0,5.0, (Matchweek 1)
Mohamed Salah,11.0,eg EGY,RW,28-089,90.0,3.0,0.0,80.0,8.0,1.0,2.0,7.0,1.0,23.0,3.0,0.0,2.0,1.9,0.2,49.0,77.6,12.0,10.0,9.0,13.0, (Matchweek 1)
Georginio Wijnaldum,5.0,nl NED,CM,29-306,90.0,0.0,0.0,37.0,2.0,0.0,0.0,2.0,1.0,25.0,3.0,0.0,0.0,0.4,0.1,23.0,78.3,2.0,3.0,1.0,3.0, (Matchweek 1)
Naby Keïta,8.0,gn GUI,CM,25-215,57.0,0.0,0.0,45.0,2.0,0.0,0.0,1.0,0.0,24.0,1.0,3.0,2.0,0.1,0.0,30.0,83.3,6.0,4.0,3.0,4.0, (Matchweek 1)
Fabinho,3.0,br BRA,CM,26-325,33.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,14.0,85.7,0.0,1.0,0.0,0.0, (Matchweek 1)
Jordan Henderson,14.0,eng ENG,DM,30-087,65.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,1.0,16.0,2.0,0.0,1.0,0.0,0.0,39.0,74.4,4.0,3.0,1.0,1.0, (Matchweek 1)
Curtis Jones,17.0,eng ENG,DM,19-226,25.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,21.0,71.4,2.0,3.0,0.0,0.0, (Matchweek 1)
Andrew Robertson,26.0,sct SCO,LB,26-185,90.0,0.0,1.0,69.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.2,60.0,65.0,3.0,4.0,0.0,2.0, (Matchweek 1)
Virgil van Dijk,4.0,nl NED,CB,29-066,90.0,1.0,0.0,42.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.2,0.0,33.0,75.8,6.0,4.0,0.0,0.0, (Matchweek 1)
Joe Gomez,12.0,eng ENG,"CB,RB",23-112,90.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,0.0,48.0,87.5,9.0,3.0,2.0,2.0, (Matchweek 1)
Trent Alexander-Arnold,66.0,eng ENG,RB,21-341,88.0,0.0,0.0,71.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.1,67.0,62.7,3.0,2.0,1.0,3.0, (Matchweek 1)
Joël Matip,32.0,cm CMR,CB,29-035,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Alisson,1.0,br BRA,GK,27-346,90.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,65.5,0.0,0.0,0.0,0.0, (Matchweek 1)
Patrick Bamford,9.0,eng ENG,FW,27-007,61.0,1.0,0.0,17.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,1.0,0.2,0.0,10.0,70.0,0.0,2.0,0.0,0.0, (Matchweek 1)
Rodrigo,20.0,es ESP,FW,29-190,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0,0.0, (Matchweek 1)
Jack Harrison,22.0,eng ENG,LM,23-297,90.0,1.0,0.0,41.0,3.0,2.0,0.0,1.0,1.0,23.0,2.0,0.0,3.0,0.1,0.0,24.0,75.0,1.0,7.0,3.0,3.0, (Matchweek 1)
Mateusz Klich,43.0,pl POL,CM,30-091,80.0,1.0,0.0,46.0,1.0,1.0,0.0,1.0,1.0,32.0,5.0,1.0,2.0,0.1,0.0,34.0,79.4,1.0,2.0,1.0,2.0, (Matchweek 1)
Jamie Shackleton,46.0,eng ENG,CM,20-340,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,1.0,1.0, (Matchweek 1)
Pablo Hernández,19.0,es ESP,CM,35-154,61.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,38.0,55.3,3.0,2.0,0.0,1.0, (Matchweek 1)
Tyler Roberts,11.0,wls WAL,CM,21-244,29.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,10.0,30.0,0.0,2.0,0.0,0.0, (Matchweek 1)
Hélder Costa,17.0,ao ANG,RM,26-244,90.0,0.0,1.0,32.0,1.0,1.0,0.0,0.0,0.0,22.0,2.0,1.0,3.0,0.0,0.1,15.0,73.3,1.0,3.0,2.0,3.0, (Matchweek 1)
Kalvin Phillips,23.0,eng ENG,DM,24-285,90.0,0.0,1.0,68.0,1.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,4.0,0.0,0.2,52.0,82.7,3.0,1.0,0.0,0.0, (Matchweek 1)
Stuart Dallas,15.0,nir NIR,LB,29-146,90.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,0.0,0.0,0.0,63.0,69.8,3.0,3.0,0.0,0.0, (Matchweek 1)
Pascal Struijk,21.0,nl NED,CB,21-032,90.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,4.0,0.0,0.0,59.0,88.1,0.0,0.0,0.0,0.0, (Matchweek 1)
Robin Koch,5.0,de GER,CB,24-057,90.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,1.0,5.0,0.0,0.0,57.0,80.7,3.0,0.0,0.0,0.0, (Matchweek 1)
Luke Ayling,2.0,eng ENG,RB,29-018,90.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,6.0,0.0,0.0,66.0,77.3,6.0,3.0,3.0,3.0, (Matchweek 1)
Illan Meslier,1.0,fr FRA,GK,20-194,90.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,76.3,0.0,0.0,0.0,0.0, (Matchweek 1)
Michail Antonio,30.0,jm JAM,"FW,AM",30-168,90.0,0.0,0.0,37.0,3.0,0.0,0.0,4.0,1.0,16.0,0.0,0.0,2.0,0.2,0.0,21.0,47.6,0.0,7.0,1.0,3.0, (Matchweek 1)
Pablo Fornals,18.0,es ESP,LW,24-203,66.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,0.0,2.0,0.1,0.0,18.0,83.3,2.0,1.0,0.0,0.0, (Matchweek 1)
Sébastien Haller,22.0,ci CIV,FW,26-082,24.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.3,0.3,9.0,55.6,0.0,0.0,1.0,1.0, (Matchweek 1)
Jarrod Bowen,20.0,eng ENG,"RW,LW",23-267,88.0,0.0,0.0,40.0,2.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,2.0,0.1,0.0,31.0,67.7,1.0,4.0,2.0,3.0, (Matchweek 1)
Felipe Anderson,8.0,br BRA,LW,27-150,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,66.7,2.0,2.0,0.0,0.0, (Matchweek 1)
Mark Noble,16.0,eng ENG,AM,33-127,66.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,44.0,84.1,3.0,6.0,0.0,0.0, (Matchweek 1)
Andriy Yarmolenko,7.0,ua UKR,RW,30-325,24.0,0.0,0.0,25.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.2,0.0,20.0,80.0,2.0,7.0,0.0,0.0, (Matchweek 1)
Declan Rice,41.0,eng ENG,DM,21-242,90.0,0.0,0.0,76.0,3.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,4.0,0.0,0.1,67.0,83.6,7.0,7.0,3.0,4.0, (Matchweek 1)
Tomáš Souček,28.0,cz CZE,DM,25-198,90.0,0.0,0.0,40.0,5.0,0.0,0.0,3.0,0.0,22.0,4.0,0.0,1.0,0.4,0.2,28.0,82.1,6.0,1.0,0.0,0.0, (Matchweek 1)
Aaron Cresswell,3.0,eng ENG,LB,30-272,90.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,63.0,74.6,2.0,7.0,0.0,0.0, (Matchweek 1)
Angelo Ogbonna,21.0,it ITA,CB,32-112,90.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,4.0,0.0,0.0,64.0,84.4,1.0,9.0,0.0,0.0, (Matchweek 1)
Issa Diop,23.0,fr FRA,CB,23-247,90.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,76.0,88.2,3.0,8.0,0.0,0.0, (Matchweek 1)
Ryan Fredericks,24.0,eng ENG,RB,27-338,90.0,0.0,0.0,54.0,6.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,0.0,0.4,48.0,79.2,0.0,7.0,0.0,1.0, (Matchweek 1)
Łukasz Fabiański,1.0,pl POL,GK,35-147,90.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,75.9,0.0,0.0,0.0,0.0, (Matchweek 1)
Andy Carroll,7.0,eng ENG,FW,31-250,87.0,0.0,0.0,42.0,3.0,1.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.2,0.0,27.0,70.4,2.0,1.0,2.0,4.0, (Matchweek 1)
Sean Longstaff,36.0,eng ENG,FW,22-318,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Callum Wilson,13.0,eng ENG,FW,28-198,84.0,1.0,0.0,31.0,4.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,1.0,0.8,0.1,22.0,72.7,3.0,6.0,2.0,3.0, (Matchweek 1)
Miguel Almirón,24.0,py PAR,LM,26-215,6.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,11.0,90.9,1.0,3.0,0.0,0.0, (Matchweek 1)
Jeff Hendrick,16.0,ie IRL,"RM,LM",28-225,90.0,1.0,1.0,37.0,4.0,1.0,0.0,1.0,1.0,10.0,0.0,1.0,4.0,0.1,0.6,25.0,84.0,6.0,2.0,4.0,4.0, (Matchweek 1)
Allan Saint-Maximin,10.0,fr FRA,"RM,LM",23-184,74.0,0.0,0.0,38.0,3.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,22.0,86.4,1.0,8.0,3.0,5.0, (Matchweek 1)
Joelinton,9.0,br BRA,"FW,LM",24-029,16.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,88.9,0.0,1.0,2.0,2.0, (Matchweek 1)
Isaac Hayden,14.0,eng ENG,DM,25-174,90.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,1.0,0.0,0.0,42.0,92.9,1.0,2.0,0.0,0.0, (Matchweek 1)
Jonjo Shelvey,8.0,eng ENG,DM,28-198,90.0,0.0,0.0,64.0,4.0,0.0,0.0,3.0,0.0,8.0,2.0,0.0,1.0,0.1,0.2,55.0,67.3,7.0,2.0,0.0,0.0, (Matchweek 1)
Jamal Lewis,15.0,nir NIR,LB,22-231,90.0,0.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,3.0,0.0,0.1,41.0,80.5,2.0,2.0,0.0,0.0, (Matchweek 1)
Federico Fernández,18.0,ar ARG,CB,31-204,90.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,2.0,0.1,0.0,33.0,72.7,0.0,0.0,0.0,0.0, (Matchweek 1)
Jamaal Lascelles,6.0,eng ENG,CB,26-306,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,24.0,75.0,3.0,0.0,1.0,1.0, (Matchweek 1)
Javier Manquillo,19.0,es ESP,RB,26-130,90.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,1.0,0.0,0.1,33.0,57.6,3.0,3.0,1.0,2.0, (Matchweek 1)
Karl Darlow,26.0,eng ENG,GK,29-340,90.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,47.8,0.0,0.0,0.0,0.0, (Matchweek 1)
Callum Robinson,7.0,ie IRL,FW,25-224,59.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,77.8,0.0,0.0,0.0,0.0, (Matchweek 1)
Hal Robson-Kanu,4.0,wls WAL,FW,31-115,31.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.1,0.0,4.0,50.0,0.0,1.0,0.0,0.0, (Matchweek 1)
Grady Diangana,11.0,eng ENG,LW,22-147,90.0,0.0,0.0,49.0,2.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,3.0,0.1,0.1,30.0,73.3,3.0,2.0,1.0,2.0, (Matchweek 1)
