player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
Anwar El Ghazi,21.0,nl NED,RW,25-223,16.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8,0.0,4.0,50.0,0.0,0.0,0.0,1.0, (Matchweek 12)
John McGinn,7.0,sct SCO,CM,26-055,90.0,0.0,0.0,45.0,5.0,2.0,0.0,1.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,36.0,61.1,2.0,4.0,2.0,2.0, (Matchweek 12)
Jacob Ramsey,41.0,eng ENG,CM,19-198,89.0,0.0,0.0,34.0,1.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,1.0,0.1,0.0,25.0,68.0,3.0,1.0,1.0,1.0, (Matchweek 12)
Marvelous Nakamba,19.0,zw ZIM,MF,26-328,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Douglas Luiz,6.0,br BRA,DM,22-217,84.0,0.0,0.0,48.0,2.0,0.0,0.0,2.0,0.0,16.0,1.0,1.0,0.0,0.1,0.0,39.0,92.3,6.0,5.0,0.0,0.0, (Matchweek 12)
Matt Targett,18.0,eng ENG,LB,25-085,90.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,16.0,4.0,2.0,2.0,0.0,0.0,50.0,56.0,5.0,0.0,0.0,0.0, (Matchweek 12)
Tyrone Mings,5.0,eng ENG,CB,27-274,90.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,48.0,87.5,4.0,1.0,0.0,0.0, (Matchweek 12)
Ezri Konsa,4.0,eng ENG,CB,23-050,90.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.1,0.0,33.0,87.9,1.0,1.0,0.0,0.0, (Matchweek 12)
Matty Cash,2.0,pl POL,RB,23-127,90.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.1,48.0,60.4,2.0,6.0,1.0,2.0, (Matchweek 12)
Emiliano Martínez,26.0,ar ARG,GK,28-101,90.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,76.7,0.0,0.0,0.0,0.0, (Matchweek 12)
Joelinton,9.0,br BRA,"FW,LM",24-120,90.0,0.0,1.0,42.0,3.0,1.0,0.0,2.0,1.0,16.0,2.0,0.0,2.0,0.1,0.6,27.0,81.5,1.0,1.0,1.0,2.0, (Matchweek 12)
Callum Wilson,13.0,eng ENG,FW,28-289,90.0,0.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.1,21.0,71.4,1.0,1.0,2.0,2.0, (Matchweek 12)
Matt Ritchie,11.0,sct SCO,"LM,LB",31-093,90.0,0.0,0.0,44.0,3.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,4.0,0.0,0.2,33.0,69.7,5.0,4.0,0.0,0.0, (Matchweek 12)
Miguel Almirón,24.0,py PAR,RM,26-306,85.0,1.0,0.0,50.0,1.0,0.0,0.0,4.0,3.0,12.0,0.0,1.0,3.0,0.7,0.0,34.0,97.1,3.0,4.0,2.0,5.0, (Matchweek 12)
DeAndre Yedlin,22.0,us USA,RB,27-156,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Jonjo Shelvey,8.0,eng ENG,DM,28-289,90.0,0.0,0.0,72.0,3.0,1.0,0.0,1.0,0.0,13.0,1.0,3.0,3.0,0.0,0.0,60.0,83.3,4.0,4.0,1.0,2.0, (Matchweek 12)
Sean Longstaff,36.0,eng ENG,DM,23-043,90.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,1.0,17.0,1.0,2.0,2.0,0.0,0.0,49.0,89.8,5.0,1.0,0.0,0.0, (Matchweek 12)
Jamal Lewis,15.0,nir NIR,LB,22-322,68.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,3.0,0.0,0.0,36.0,80.6,3.0,6.0,1.0,5.0, (Matchweek 12)
Dwight Gayle,12.0,eng ENG,FW,30-056,22.0,1.0,0.0,14.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.2,0.0,9.0,88.9,1.0,0.0,0.0,0.0, (Matchweek 12)
Ciaran Clark,2.0,ie IRL,CB,31-077,90.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,33.0,90.9,3.0,0.0,1.0,1.0, (Matchweek 12)
Isaac Hayden,14.0,eng ENG,CB,25-265,90.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,35.0,91.4,0.0,0.0,0.0,0.0, (Matchweek 12)
Emil Krafth,17.0,se SWE,RB,26-132,79.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,78.0,3.0,9.0,1.0,1.0, (Matchweek 12)
Jacob Murphy,23.0,eng ENG,"RM,RB",25-292,11.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.1,10.0,80.0,0.0,1.0,0.0,0.0, (Matchweek 12)
Karl Darlow,26.0,eng ENG,GK,30-065,90.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.9,0.0,0.0,0.0,0.0, (Matchweek 12)
Karlan Grant,29.0,eng ENG,FW,23-085,45.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,1.0,1.0,1.0,1.0, (Matchweek 12)
Charlie Austin,15.0,eng ENG,FW,31-160,45.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.1,0.0,13.0,84.6,1.0,2.0,0.0,0.0, (Matchweek 12)
Callum Robinson,7.0,ie IRL,FW,25-314,45.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.1,21.0,90.5,0.0,1.0,2.0,2.0, (Matchweek 12)
Kieran Gibbs,3.0,eng ENG,WB,31-077,45.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,25.0,84.0,3.0,0.0,0.0,0.0, (Matchweek 12)
Filip Krovinović,17.0,hr CRO,"AM,CM",25-105,90.0,0.0,0.0,68.0,4.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,3.0,0.0,0.1,59.0,84.7,8.0,9.0,2.0,2.0, (Matchweek 12)
Romaine Sawyers,19.0,kn SKN,"DM,CM",29-040,90.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,61.0,91.8,3.0,4.0,0.0,0.0, (Matchweek 12)
Conor Gallagher,18.0,eng ENG,DM,20-310,79.0,0.0,0.0,52.0,0.0,0.0,0.0,6.0,1.0,15.0,3.0,0.0,0.0,0.3,0.0,42.0,83.3,2.0,9.0,2.0,2.0, (Matchweek 12)
Kamil Grosicki,13.0,pl POL,LW,32-187,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,1.0,0.0,0.0, (Matchweek 12)
Matt Phillips,10.0,sct SCO,"WB,FW,RW",29-274,90.0,0.0,1.0,55.0,3.0,1.0,0.0,2.0,1.0,17.0,1.0,0.0,1.0,0.0,0.2,41.0,78.0,7.0,7.0,0.0,1.0, (Matchweek 12)
Darnell Furlong,2.0,eng ENG,WB,25-042,90.0,1.0,0.0,59.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.1,0.0,49.0,63.3,5.0,2.0,0.0,0.0, (Matchweek 12)
Dara O'Shea,27.0,ie IRL,CB,21-283,90.0,0.0,0.0,89.0,2.0,1.0,0.0,0.0,0.0,16.0,2.0,1.0,3.0,0.0,0.0,76.0,77.6,6.0,12.0,0.0,2.0, (Matchweek 12)
Branislav Ivanović,20.0,rs SRB,CB,36-294,90.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,30.0,90.0,2.0,2.0,0.0,0.0, (Matchweek 12)
Semi Ajayi,6.0,ng NGA,CB,27-033,90.0,0.0,0.0,80.0,1.0,0.0,0.0,1.0,0.0,15.0,2.0,1.0,3.0,0.1,0.0,72.0,70.8,6.0,1.0,2.0,2.0, (Matchweek 12)
Sam Johnstone,1.0,eng ENG,GK,27-262,90.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,72.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Marcus Rashford,10.0,eng ENG,"FW,RW",23-042,90.0,0.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,0.1,0.1,16.0,87.5,1.0,3.0,1.0,2.0, (Matchweek 12)
Paul Pogba,6.0,fr FRA,LW,27-272,90.0,0.0,0.0,46.0,5.0,0.0,0.0,1.0,0.0,16.0,1.0,1.0,0.0,0.1,0.2,38.0,84.2,9.0,6.0,2.0,3.0, (Matchweek 12)
Mason Greenwood,11.0,eng ENG,RW,19-072,73.0,0.0,0.0,32.0,1.0,0.0,0.0,2.0,0.0,14.0,3.0,1.0,0.0,0.1,0.0,26.0,80.8,0.0,2.0,0.0,0.0, (Matchweek 12)
Anthony Martial,9.0,fr FRA,FW,25-007,17.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,5.0,80.0,1.0,0.0,0.0,0.0, (Matchweek 12)
Bruno Fernandes,18.0,pt POR,AM,26-095,90.0,0.0,0.0,63.0,4.0,0.0,0.0,4.0,2.0,21.0,2.0,0.0,1.0,0.2,0.1,50.0,70.0,2.0,2.0,1.0,2.0, (Matchweek 12)
Fred,17.0,br BRA,DM,27-282,90.0,0.0,0.0,61.0,4.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,55.0,92.7,5.0,1.0,2.0,3.0, (Matchweek 12)
Scott McTominay,39.0,sct SCO,DM,24-004,90.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0,50.0,88.0,4.0,3.0,1.0,1.0, (Matchweek 12)
Luke Shaw,23.0,eng ENG,LB,25-153,90.0,0.0,0.0,63.0,2.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,2.0,0.0,0.3,54.0,79.6,1.0,1.0,3.0,3.0, (Matchweek 12)
Harry Maguire,5.0,eng ENG,CB,27-282,90.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,2.0,5.0,0.1,0.0,67.0,76.1,0.0,1.0,0.0,1.0, (Matchweek 12)
Victor Lindelöf,2.0,se SWE,CB,26-148,90.0,0.0,0.0,85.0,1.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.2,0.1,78.0,93.6,2.0,0.0,0.0,0.0, (Matchweek 12)
Aaron Wan-Bissaka,29.0,eng ENG,RB,23-016,90.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,2.0,0.0,0.0,55.0,87.3,5.0,4.0,0.0,0.0, (Matchweek 12)
David de Gea,1.0,es ESP,GK,30-035,90.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,80.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Gabriel Jesus,9.0,br BRA,FW,23-253,90.0,0.0,0.0,39.0,4.0,0.0,0.0,1.0,0.0,18.0,1.0,4.0,0.0,0.2,0.3,27.0,74.1,2.0,3.0,3.0,5.0, (Matchweek 12)
Raheem Sterling,7.0,eng ENG,LW,26-004,90.0,0.0,0.0,42.0,2.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.2,0.0,28.0,82.1,3.0,7.0,1.0,2.0, (Matchweek 12)
Riyad Mahrez,26.0,dz ALG,RW,29-295,65.0,0.0,0.0,24.0,2.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.3,0.2,17.0,82.4,2.0,2.0,0.0,2.0, (Matchweek 12)
Ferrán Torres,21.0,es ESP,RW,20-287,25.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,91.7,1.0,2.0,0.0,0.0, (Matchweek 12)
Kevin De Bruyne,17.0,be BEL,AM,29-167,90.0,0.0,0.0,50.0,3.0,0.0,0.0,3.0,0.0,22.0,0.0,2.0,0.0,0.6,0.5,42.0,69.0,6.0,6.0,2.0,3.0, (Matchweek 12)
Fernandinho,25.0,br BRA,CM,35-222,90.0,0.0,0.0,67.0,1.0,0.0,0.0,2.0,0.0,21.0,2.0,3.0,1.0,0.0,0.0,57.0,84.2,4.0,9.0,1.0,1.0, (Matchweek 12)
Rodri,16.0,es ESP,CM,24-173,90.0,0.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,3.0,0.0,0.0,85.0,94.1,10.0,6.0,0.0,0.0, (Matchweek 12)
João Cancelo,27.0,pt POR,LB,26-199,90.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,76.0,86.8,7.0,8.0,6.0,9.0, (Matchweek 12)
Rúben Dias,3.0,pt POR,CB,23-212,90.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,75.0,89.3,2.0,5.0,0.0,0.0, (Matchweek 12)
John Stones,5.0,eng ENG,CB,26-198,90.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,90.0,96.7,2.0,2.0,2.0,2.0, (Matchweek 12)
Kyle Walker,2.0,eng ENG,RB,30-198,90.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,2.0,0.0,0.0,71.0,84.5,6.0,3.0,1.0,1.0, (Matchweek 12)
Ederson,31.0,br BRA,GK,27-117,90.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,73.5,0.0,0.0,0.0,0.0, (Matchweek 12)
Dominic Calvert-Lewin,9.0,eng ENG,FW,23-271,90.0,0.0,0.0,28.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,18.0,61.1,2.0,0.0,1.0,1.0, (Matchweek 12)
Richarlison,7.0,br BRA,LW,23-216,89.0,0.0,0.0,36.0,2.0,0.0,0.0,3.0,3.0,26.0,4.0,1.0,2.0,0.3,0.0,16.0,75.0,0.0,5.0,5.0,9.0, (Matchweek 12)
Jonjoe Kenny,2.0,eng ENG,LW,23-272,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,80.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Alex Iwobi,17.0,ng NGA,RW,24-223,85.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,25.0,48.0,3.0,5.0,3.0,3.0, (Matchweek 12)
Tom Davies,26.0,eng ENG,RW,22-165,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 12)
Gylfi Sigurðsson,10.0,is ISL,CM,31-095,82.0,1.0,0.0,37.0,6.0,0.0,1.0,1.0,0.0,22.0,0.0,3.0,2.0,0.8,0.5,26.0,69.2,4.0,2.0,0.0,0.0, (Matchweek 12)
André Gomes,21.0,pt POR,CM,27-135,8.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,44.4,1.0,1.0,0.0,0.0, (Matchweek 12)
Abdoulaye Doucouré,16.0,ml MLI,CM,27-346,90.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,1.0,0.0,0.0,27.0,66.7,2.0,1.0,1.0,2.0, (Matchweek 12)
Allan,6.0,br BRA,DM,29-339,90.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,38.0,5.0,1.0,4.0,0.0,0.0,26.0,61.5,0.0,1.0,3.0,5.0, (Matchweek 12)
Ben Godfrey,22.0,eng ENG,LB,22-332,90.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,5.0,4.0,0.0,0.0,32.0,65.6,1.0,1.0,0.0,0.0, (Matchweek 12)
Michael Keane,5.0,eng ENG,CB,27-336,90.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,18.0,77.8,0.0,1.0,0.0,0.0, (Matchweek 12)
Yerry Mina,13.0,co COL,CB,26-080,90.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,2.0,0.1,0.0,24.0,83.3,1.0,0.0,0.0,0.0, (Matchweek 12)
Mason Holgate,4.0,eng ENG,RB,24-051,90.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,4.0,2.0,0.0,0.0,30.0,76.7,4.0,0.0,0.0,1.0, (Matchweek 12)
Jordan Pickford,1.0,eng ENG,GK,26-280,90.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.9,0.0,0.0,0.0,0.0, (Matchweek 12)
Olivier Giroud,18.0,fr FRA,FW,34-073,90.0,0.0,0.0,33.0,1.0,0.0,0.0,2.0,0.0,16.0,2.0,0.0,0.0,0.2,0.2,25.0,64.0,0.0,1.0,1.0,1.0, (Matchweek 12)
Timo Werner,11.0,de GER,"LW,RW",24-281,90.0,0.0,0.0,40.0,3.0,0.0,0.0,1.0,0.0,16.0,2.0,0.0,0.0,0.2,0.1,30.0,70.0,1.0,1.0,1.0,2.0, (Matchweek 12)
Kai Havertz,29.0,de GER,RW,21-184,67.0,0.0,0.0,40.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.1,33.0,81.8,2.0,5.0,2.0,3.0, (Matchweek 12)
Tammy Abraham,9.0,eng ENG,LW,23-071,23.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,45.5,1.0,1.0,0.0,0.0, (Matchweek 12)
Mason Mount,19.0,eng ENG,CM,21-337,90.0,0.0,0.0,70.0,1.0,0.0,0.0,2.0,0.0,13.0,1.0,2.0,1.0,0.1,0.0,61.0,75.4,4.0,6.0,1.0,1.0, (Matchweek 12)
Mateo Kovačić,17.0,hr CRO,CM,26-220,81.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,2.0,0.0,0.2,69.0,79.7,6.0,2.0,3.0,3.0, (Matchweek 12)
Billy Gilmour,23.0,sct SCO,CM,19-184,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,10.0,60.0,0.0,1.0,0.0,1.0, (Matchweek 12)
N'Golo Kanté,7.0,fr FRA,DM,29-258,90.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,4.0,0.0,0.1,70.0,82.9,6.0,7.0,2.0,2.0, (Matchweek 12)
Ben Chilwell,21.0,eng ENG,LB,23-357,90.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,3.0,0.0,0.0,64.0,71.9,4.0,4.0,1.0,1.0, (Matchweek 12)
Thiago Silva,6.0,br BRA,CB,36-081,90.0,0.0,0.0,104.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,98.0,92.9,7.0,7.0,0.0,0.0, (Matchweek 12)
Kurt Zouma,15.0,fr FRA,CB,26-046,90.0,0.0,0.0,117.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.2,0.0,107.0,89.7,13.0,8.0,2.0,2.0, (Matchweek 12)
Reece James,24.0,eng ENG,RB,21-004,90.0,0.0,0.0,104.0,4.0,0.0,0.0,3.0,2.0,18.0,4.0,0.0,2.0,0.1,0.0,86.0,84.9,9.0,5.0,2.0,3.0, (Matchweek 12)
Edouard Mendy,16.0,sn SEN,GK,28-286,90.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,86.8,0.0,0.0,0.0,0.0, (Matchweek 12)
Che Adams,10.0,sct SCO,FW,24-153,83.0,1.0,0.0,33.0,5.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.1,0.7,24.0,75.0,4.0,0.0,0.0,0.0, (Matchweek 12)
Dan Nlundulu,40.0,eng ENG,FW,21-312,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,100.0,1.0,0.0,0.0,0.0, (Matchweek 12)
Danny Ings,9.0,eng ENG,FW,28-143,90.0,0.0,1.0,36.0,4.0,1.0,0.0,5.0,2.0,7.0,1.0,0.0,0.0,0.8,0.1,26.0,61.5,1.0,8.0,1.0,2.0, (Matchweek 12)
Theo Walcott,32.0,eng ENG,LM,31-272,79.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,22.0,72.7,4.0,5.0,2.0,2.0, (Matchweek 12)
Nathan Redmond,11.0,eng ENG,LM,26-282,11.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,8.0,75.0,1.0,4.0,1.0,1.0, (Matchweek 12)
Stuart Armstrong,17.0,sct SCO,RM,28-258,90.0,1.0,0.0,59.0,2.0,1.0,0.0,2.0,1.0,14.0,4.0,0.0,1.0,0.2,0.0,42.0,76.2,6.0,6.0,1.0,3.0, (Matchweek 12)
Oriol Romeu,6.0,es ESP,DM,29-080,85.0,0.0,1.0,69.0,2.0,1.0,0.0,1.0,0.0,14.0,5.0,1.0,2.0,0.0,0.1,57.0,87.7,0.0,3.0,1.0,1.0, (Matchweek 12)
Ibrahima Diallo,27.0,fr FRA,DM,21-280,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,100.0,1.0,0.0,1.0,1.0, (Matchweek 12)
James Ward-Prowse,8.0,eng ENG,DM,26-042,90.0,0.0,0.0,97.0,4.0,0.0,0.0,2.0,1.0,9.0,3.0,0.0,1.0,0.1,0.3,91.0,85.7,2.0,2.0,0.0,0.0, (Matchweek 12)
Ryan Bertrand,3.0,eng ENG,LB,31-130,90.0,0.0,0.0,62.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,55.0,81.8,3.0,9.0,0.0,0.0, (Matchweek 12)
Jannik Vestergaard,4.0,dk DEN,CB,28-132,90.0,0.0,0.0,93.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,0.1,0.0,83.0,90.4,3.0,9.0,1.0,1.0, (Matchweek 12)
Jan Bednarek,35.0,pl POL,CB,24-245,90.0,0.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.1,83.0,92.8,3.0,3.0,0.0,0.0, (Matchweek 12)
Kyle Walker-Peters,2.0,eng ENG,RB,23-244,90.0,0.0,0.0,77.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,70.0,85.7,4.0,7.0,2.0,2.0, (Matchweek 12)
Alex McCarthy,1.0,eng ENG,GK,31-010,90.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,88.9,0.0,0.0,0.0,0.0, (Matchweek 12)
Billy Sharp,10.0,eng ENG,FW,34-312,59.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,8.0,87.5,1.0,0.0,1.0,2.0, (Matchweek 12)
Rhian Brewster,24.0,eng ENG,"LW,FW",20-256,31.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,4.0,50.0,0.0,0.0,1.0,2.0, (Matchweek 12)
Oliver McBurnie,9.0,sct SCO,FW,24-192,47.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,44.4,0.0,0.0,0.0,1.0, (Matchweek 12)
David McGoldrick,17.0,ie IRL,"RW,FW",33-014,43.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.1,17.0,76.5,2.0,2.0,0.0,1.0, (Matchweek 12)
John Fleck,4.0,sct SCO,CM,29-111,90.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,18.0,3.0,1.0,1.0,0.0,0.2,31.0,71.0,1.0,1.0,1.0,1.0, (Matchweek 12)
Sander Berge,8.0,no NOR,CM,22-303,90.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,0.0,0.2,0.0,23.0,73.9,0.0,3.0,3.0,5.0, (Matchweek 12)
Ethan Ampadu,22.0,wls WAL,DM,20-090,90.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,4.0,2.0,0.0,0.0,25.0,76.0,1.0,3.0,1.0,1.0, (Matchweek 12)
Enda Stevens,3.0,ie IRL,"WB,LB",30-157,90.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,3.0,0.0,0.2,43.0,74.4,3.0,3.0,1.0,1.0, (Matchweek 12)
George Baldock,2.0,eng ENG,"WB,RB",27-279,90.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,1.0,0.0,0.0,17.0,58.8,1.0,0.0,0.0,0.0, (Matchweek 12)
Phil Jagielka,15.0,eng ENG,CB,38-118,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,3.0,0.0,0.0,34.0,76.5,4.0,0.0,0.0,0.0, (Matchweek 12)
John Egan,12.0,ie IRL,CB,28-054,90.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,0.2,0.0,26.0,84.6,3.0,1.0,0.0,0.0, (Matchweek 12)
Chris Basham,6.0,eng ENG,CB,32-146,69.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,19.0,63.2,1.0,2.0,1.0,2.0, (Matchweek 12)
