player,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,matchweek
Łukasz Fabiański,4.0,1.0,3.0,75.0,0.7, (Matchweek 5)
Alex McCarthy,3.0,2.0,2.0,66.7,2.3, (Matchweek 5)
Mathew Ryan,3.0,2.0,2.0,66.7,1.3, (Matchweek 5)
Marcus Bettinelli,6.0,1.0,5.0,83.3,2.3, (Matchweek 6)
Ben Foster,3.0,1.0,2.0,66.7,0.6, (Matchweek 6)
Wayne Hennessey,3.0,0.0,3.0,100.0,0.3, (Matchweek 6)
Martin Dúbravka,4.0,0.0,4.0,100.0,0.8, (Matchweek 6)
Neil Etheridge,10.0,5.0,5.0,50.0,4.2, (Matchweek 6)
Ederson,2.0,0.0,2.0,100.0,0.2, (Matchweek 6)
Alisson,1.0,0.0,1.0,100.0,0.1, (Matchweek 6)
Alex McCarthy,3.0,3.0,1.0,0.0,1.2, (Matchweek 6)
Joe Hart,5.0,0.0,5.0,100.0,1.1, (Matchweek 6)
Asmir Begović,5.0,4.0,1.0,20.0,3.3, (Matchweek 6)
David de Gea,8.0,1.0,7.0,87.5,1.4, (Matchweek 6)
Rui Patrício,6.0,1.0,4.0,83.3,1.0, (Matchweek 6)
Kasper Schmeichel,2.0,1.0,1.0,50.0,0.9, (Matchweek 6)
Jonas Lössl,8.0,3.0,5.0,62.5,3.0, (Matchweek 6)
Mathew Ryan,6.0,2.0,5.0,83.3,2.0, (Matchweek 6)
Paulo Gazzaniga,4.0,1.0,3.0,75.0,1.4, (Matchweek 6)
Łukasz Fabiański,7.0,0.0,7.0,100.0,1.1, (Matchweek 6)
Kepa Arrizabalaga,1.0,0.0,1.0,100.0,0.2, (Matchweek 6)
Petr Čech,6.0,0.0,6.0,100.0,1.6, (Matchweek 6)
Jordan Pickford,5.0,2.0,3.0,60.0,1.5, (Matchweek 6)
Łukasz Fabiański,4.0,1.0,3.0,75.0,0.4, (Matchweek 7)
David de Gea,3.0,3.0,1.0,0.0,1.2, (Matchweek 7)
Martin Dúbravka,4.0,2.0,3.0,75.0,2.3, (Matchweek 7)
Kasper Schmeichel,1.0,0.0,1.0,100.0,0.1, (Matchweek 7)
Jordan Pickford,0.0,0.0,0.0,0.0,0.0, (Matchweek 7)
Marcus Bettinelli,6.0,3.0,3.0,50.0,1.7, (Matchweek 7)
Rui Patrício,6.0,0.0,6.0,100.0,0.8, (Matchweek 7)
Alex McCarthy,6.0,2.0,4.0,66.7,2.1, (Matchweek 7)
Petr Čech,1.0,0.0,1.0,100.0,0.6, (Matchweek 7)
Bernd Leno,3.0,0.0,3.0,100.0,1.2, (Matchweek 7)
Ben Foster,2.0,2.0,1.0,0.0,0.6, (Matchweek 7)
Ederson,1.0,0.0,1.0,100.0,0.2, (Matchweek 7)
Mathew Ryan,8.0,2.0,6.0,75.0,2.2, (Matchweek 7)
Jonas Lössl,5.0,2.0,4.0,80.0,1.8, (Matchweek 7)
Paulo Gazzaniga,5.0,0.0,5.0,100.0,1.4, (Matchweek 7)
Kepa Arrizabalaga,4.0,1.0,3.0,75.0,1.1, (Matchweek 7)
Alisson,4.0,1.0,3.0,75.0,1.6, (Matchweek 7)
Neil Etheridge,2.0,2.0,0.0,0.0,1.3, (Matchweek 7)
Joe Hart,4.0,1.0,3.0,75.0,0.9, (Matchweek 7)
Asmir Begović,2.0,1.0,1.0,50.0,0.4, (Matchweek 7)
Wayne Hennessey,4.0,2.0,3.0,75.0,2.7, (Matchweek 7)
Mathew Ryan,4.0,0.0,4.0,100.0,0.6, (Matchweek 8)
Łukasz Fabiański,4.0,1.0,3.0,75.0,0.9, (Matchweek 8)
Kasper Schmeichel,8.0,2.0,6.0,75.0,1.4, (Matchweek 8)
Jordan Pickford,2.0,1.0,1.0,50.0,0.1, (Matchweek 8)
Joe Hart,2.0,1.0,1.0,50.0,0.7, (Matchweek 8)
Jonas Lössl,3.0,1.0,2.0,66.7,0.8, (Matchweek 8)
Hugo Lloris,5.0,0.0,4.0,100.0,1.1, (Matchweek 8)
Neil Etheridge,6.0,1.0,5.0,83.3,1.2, (Matchweek 8)
Ben Foster,6.0,4.0,3.0,50.0,3.5, (Matchweek 8)
Asmir Begović,1.0,0.0,1.0,100.0,0.6, (Matchweek 8)
Wayne Hennessey,2.0,1.0,1.0,50.0,0.3, (Matchweek 8)
Rui Patrício,4.0,0.0,4.0,100.0,1.5, (Matchweek 8)
David de Gea,8.0,2.0,6.0,75.0,2.5, (Matchweek 8)
Martin Dúbravka,10.0,3.0,7.0,70.0,2.3, (Matchweek 8)
Marcus Bettinelli,7.0,5.0,2.0,28.6,3.8, (Matchweek 8)
Bernd Leno,4.0,1.0,3.0,75.0,1.2, (Matchweek 8)
Alex McCarthy,6.0,3.0,3.0,50.0,2.4, (Matchweek 8)
Kepa Arrizabalaga,6.0,0.0,5.0,100.0,0.5, (Matchweek 8)
Alisson,2.0,0.0,2.0,100.0,0.2, (Matchweek 8)
Ederson,2.0,0.0,2.0,100.0,0.4, (Matchweek 8)
Kepa Arrizabalaga,4.0,2.0,2.0,50.0,1.3, (Matchweek 9)
David de Gea,6.0,2.0,4.0,66.7,2.4, (Matchweek 9)
Asmir Begović,4.0,0.0,4.0,100.0,0.2, (Matchweek 9)
Alex McCarthy,2.0,0.0,2.0,100.0,0.1, (Matchweek 9)
Ederson,0.0,0.0,0.0,0.0,0.0, (Matchweek 9)
Joe Hart,10.0,5.0,4.0,50.0,5.8, (Matchweek 9)
Łukasz Fabiański,2.0,1.0,1.0,50.0,1.4, (Matchweek 9)
Hugo Lloris,4.0,0.0,4.0,100.0,1.0, (Matchweek 9)
Martin Dúbravka,2.0,1.0,1.0,50.0,0.9, (Matchweek 9)
Mathew Ryan,5.0,0.0,5.0,100.0,1.2, (Matchweek 9)
Rui Patrício,3.0,2.0,1.0,33.3,1.0, (Matchweek 9)
Ben Foster,1.0,0.0,1.0,100.0,0.2, (Matchweek 9)
Neil Etheridge,4.0,2.0,2.0,50.0,1.6, (Matchweek 9)
Marcus Bettinelli,5.0,4.0,1.0,20.0,2.4, (Matchweek 9)
Jonas Lössl,2.0,1.0,1.0,50.0,0.9, (Matchweek 9)
Alisson,1.0,0.0,1.0,100.0,0.3, (Matchweek 9)
Jordan Pickford,2.0,0.0,2.0,100.0,0.9, (Matchweek 9)
Wayne Hennessey,4.0,2.0,2.0,50.0,1.4, (Matchweek 9)
Bernd Leno,2.0,1.0,2.0,50.0,0.3, (Matchweek 9)
Kasper Schmeichel,6.0,3.0,3.0,50.0,3.7, (Matchweek 9)
Mathew Ryan,6.0,0.0,6.0,100.0,1.2, (Matchweek 10)
Rui Patrício,1.0,1.0,0.0,0.0,0.5, (Matchweek 10)
Alex McCarthy,0.0,0.0,0.0,0.0,0.0, (Matchweek 10)
Martin Dúbravka,4.0,0.0,4.0,100.0,0.9, (Matchweek 10)
Sergio Rico,4.0,3.0,2.0,50.0,2.0, (Matchweek 10)
Asmir Begović,1.0,0.0,1.0,100.0,0.1, (Matchweek 10)
Alisson,1.0,1.0,0.0,0.0,0.6, (Matchweek 10)
Neil Etheridge,6.0,4.0,2.0,33.3,2.8, (Matchweek 10)
Ben Foster,7.0,0.0,6.0,100.0,1.6, (Matchweek 10)
Jonas Lössl,6.0,3.0,3.0,50.0,1.8, (Matchweek 10)
Kasper Schmeichel,3.0,1.0,2.0,66.7,1.0, (Matchweek 10)
Łukasz Fabiański,6.0,1.0,5.0,83.3,1.5, (Matchweek 10)
Joe Hart,8.0,4.0,3.0,50.0,2.1, (Matchweek 10)
Kepa Arrizabalaga,1.0,0.0,1.0,100.0,0.0, (Matchweek 10)
Wayne Hennessey,2.0,2.0,0.0,0.0,1.3, (Matchweek 10)
Bernd Leno,1.0,2.0,1.0,100.0,1.7, (Matchweek 10)
David de Gea,6.0,1.0,6.0,100.0,2.2, (Matchweek 10)
Jordan Pickford,9.0,2.0,7.0,77.8,2.6, (Matchweek 10)
Hugo Lloris,5.0,1.0,4.0,80.0,1.2, (Matchweek 10)
Ederson,2.0,0.0,2.0,100.0,1.0, (Matchweek 10)
Asmir Begović,6.0,2.0,4.0,66.7,1.8, (Matchweek 11)
David de Gea,7.0,1.0,6.0,85.7,2.6, (Matchweek 11)
Neil Etheridge,4.0,1.0,3.0,75.0,1.1, (Matchweek 11)
Kasper Schmeichel,2.0,0.0,2.0,100.0,0.1, (Matchweek 11)
Jordan Pickford,3.0,1.0,2.0,66.7,0.9, (Matchweek 11)
Mathew Ryan,3.0,3.0,0.0,0.0,1.3, (Matchweek 11)
Martin Dúbravka,1.0,0.0,1.0,100.0,0.1, (Matchweek 11)
Ben Foster,2.0,1.0,1.0,50.0,0.2, (Matchweek 11)
Łukasz Fabiański,3.0,2.0,1.0,33.3,1.6, (Matchweek 11)
Joe Hart,9.0,4.0,5.0,55.6,3.4, (Matchweek 11)
Bernd Leno,4.0,1.0,3.0,75.0,1.5, (Matchweek 11)
Alisson,4.0,1.0,3.0,75.0,0.9, (Matchweek 11)
Rui Patrício,8.0,3.0,5.0,62.5,1.8, (Matchweek 11)
Hugo Lloris,5.0,2.0,5.0,100.0,2.2, (Matchweek 11)
Ederson,5.0,1.0,5.0,100.0,2.3, (Matchweek 11)
Alex McCarthy,8.0,6.0,3.0,25.0,2.2, (Matchweek 11)
Kepa Arrizabalaga,2.0,1.0,1.0,50.0,0.5, (Matchweek 11)
Wayne Hennessey,6.0,3.0,3.0,50.0,2.7, (Matchweek 11)
Jonas Lössl,1.0,0.0,1.0,100.0,0.1, (Matchweek 11)
Sergio Rico,2.0,1.0,2.0,50.0,0.9, (Matchweek 11)
Neil Etheridge,3.0,1.0,2.0,66.7,1.2, (Matchweek 12)
Mathew Ryan,5.0,2.0,3.0,60.0,2.1, (Matchweek 12)
Martin Dúbravka,4.0,1.0,3.0,75.0,1.4, (Matchweek 12)
Asmir Begović,7.0,2.0,5.0,71.4,2.5, (Matchweek 12)
Jonas Lössl,3.0,1.0,2.0,66.7,1.0, (Matchweek 12)
Łukasz Fabiański,7.0,1.0,5.0,85.7,1.6, (Matchweek 12)
Kasper Schmeichel,1.0,0.0,1.0,100.0,0.5, (Matchweek 12)
Joe Hart,5.0,0.0,5.0,100.0,0.6, (Matchweek 12)
Alex McCarthy,6.0,1.0,5.0,83.3,0.7, (Matchweek 12)
Ben Foster,4.0,1.0,3.0,75.0,1.0, (Matchweek 12)
Wayne Hennessey,2.0,1.0,1.0,50.0,0.6, (Matchweek 12)
Hugo Lloris,3.0,0.0,3.0,100.0,0.9, (Matchweek 12)
Alisson,3.0,0.0,3.0,100.0,0.6, (Matchweek 12)
Sergio Rico,7.0,2.0,5.0,71.4,2.0, (Matchweek 12)
Kepa Arrizabalaga,1.0,0.0,1.0,100.0,0.1, (Matchweek 12)
Jordan Pickford,3.0,0.0,3.0,100.0,0.8, (Matchweek 12)
Bernd Leno,5.0,1.0,4.0,80.0,1.5, (Matchweek 12)
Rui Patrício,4.0,1.0,3.0,75.0,1.2, (Matchweek 12)
Ederson,0.0,1.0,0.0,0.0,0.8, (Matchweek 12)
David de Gea,5.0,3.0,2.0,40.0,2.1, (Matchweek 12)
David de Gea,2.0,0.0,2.0,100.0,0.3, (Matchweek 13)
Wayne Hennessey,5.0,0.0,5.0,100.0,1.7, (Matchweek 13)
Sergio Rico,8.0,2.0,6.0,75.0,1.6, (Matchweek 13)
Alex McCarthy,5.0,3.0,2.0,40.0,2.4, (Matchweek 13)
Łukasz Fabiański,6.0,4.0,2.0,33.3,3.0, (Matchweek 13)
Ederson,1.0,0.0,1.0,100.0,0.0, (Matchweek 13)
Mathew Ryan,2.0,1.0,2.0,100.0,1.0, (Matchweek 13)
Kasper Schmeichel,3.0,1.0,2.0,66.7,1.5, (Matchweek 13)
Jordan Pickford,2.0,0.0,2.0,100.0,0.1, (Matchweek 13)
Neil Etheridge,7.0,1.0,6.0,85.7,1.4, (Matchweek 13)
Ben Foster,8.0,3.0,5.0,62.5,1.8, (Matchweek 13)
Alisson,1.0,0.0,1.0,100.0,0.1, (Matchweek 13)
Hugo Lloris,2.0,1.0,1.0,50.0,0.9, (Matchweek 13)
Kepa Arrizabalaga,9.0,3.0,6.0,66.7,2.8, (Matchweek 13)
Asmir Begović,4.0,2.0,3.0,50.0,1.0, (Matchweek 13)
Bernd Leno,5.0,1.0,4.0,80.0,1.0, (Matchweek 13)
Rui Patrício,6.0,2.0,4.0,66.7,1.0, (Matchweek 13)
Jonas Lössl,2.0,0.0,2.0,100.0,0.4, (Matchweek 13)
Joe Hart,2.0,2.0,1.0,0.0,1.1, (Matchweek 13)
Martin Dúbravka,4.0,1.0,3.0,75.0,0.3, (Matchweek 13)
Neil Etheridge,4.0,1.0,3.0,75.0,0.9, (Matchweek 14)
Rui Patrício,2.0,2.0,0.0,0.0,1.0, (Matchweek 14)
Martin Dúbravka,4.0,3.0,1.0,25.0,1.7, (Matchweek 14)
Łukasz Fabiański,5.0,0.0,5.0,100.0,0.2, (Matchweek 14)
Wayne Hennessey,0.0,0.0,0.0,0.0,0.0, (Matchweek 14)
Joe Hart,9.0,2.0,7.0,77.8,1.8, (Matchweek 14)
Jonas Lössl,6.0,2.0,4.0,66.7,2.2, (Matchweek 14)
Mathew Ryan,2.0,1.0,1.0,50.0,0.9, (Matchweek 14)
Kasper Schmeichel,0.0,0.0,0.0,0.0,0.0, (Matchweek 14)
Ben Foster,2.0,2.0,1.0,50.0,1.3, (Matchweek 14)
Ederson,1.0,1.0,0.0,0.0,0.7, (Matchweek 14)
Asmir Begović,7.0,3.0,4.0,57.1,2.2, (Matchweek 14)
Alex McCarthy,5.0,2.0,3.0,60.0,1.8, (Matchweek 14)
David de Gea,7.0,2.0,5.0,71.4,0.9, (Matchweek 14)
Kepa Arrizabalaga,4.0,0.0,4.0,100.0,0.3, (Matchweek 14)
Sergio Rico,9.0,2.0,7.0,77.8,2.3, (Matchweek 14)
Bernd Leno,5.0,2.0,4.0,80.0,1.6, (Matchweek 14)
Hugo Lloris,5.0,4.0,2.0,40.0,3.7, (Matchweek 14)
Alisson,3.0,0.0,3.0,100.0,1.2, (Matchweek 14)
Jordan Pickford,4.0,1.0,2.0,75.0,1.1, (Matchweek 14)
Łukasz Fabiański,3.0,1.0,2.0,66.7,2.0, (Matchweek 15)
Neil Etheridge,11.0,3.0,8.0,72.7,3.5, (Matchweek 15)
Mathew Ryan,3.0,1.0,3.0,100.0,1.7, (Matchweek 15)
Wayne Hennessey,2.0,3.0,0.0,0.0,1.4, (Matchweek 15)
Asmir Begović,6.0,1.0,5.0,83.3,1.8, (Matchweek 15)
Jonas Lössl,3.0,2.0,1.0,33.3,1.6, (Matchweek 15)
Ben Foster,7.0,2.0,5.0,71.4,1.7, (Matchweek 15)
Ederson,6.0,1.0,5.0,83.3,1.5, (Matchweek 15)
Rui Patrício,3.0,1.0,2.0,66.7,0.4, (Matchweek 15)
Kepa Arrizabalaga,2.0,2.0,0.0,0.0,0.7, (Matchweek 15)
Sergio Rico,5.0,1.0,4.0,80.0,1.5, (Matchweek 15)
Kasper Schmeichel,6.0,1.0,5.0,83.3,0.7, (Matchweek 15)
Joe Hart,11.0,3.0,7.0,72.7,2.7, (Matchweek 15)
Alisson,6.0,1.0,5.0,83.3,1.5, (Matchweek 15)
Jordan Pickford,5.0,1.0,4.0,80.0,1.8, (Matchweek 15)
Martin Dúbravka,3.0,1.0,2.0,66.7,1.8, (Matchweek 15)
David de Gea,4.0,2.0,3.0,50.0,1.1, (Matchweek 15)
Bernd Leno,7.0,2.0,5.0,71.4,1.4, (Matchweek 15)
Hugo Lloris,5.0,1.0,3.0,80.0,1.3, (Matchweek 15)
Alex McCarthy,9.0,3.0,6.0,66.7,2.8, (Matchweek 15)
Asmir Begović,4.0,4.0,1.0,0.0,1.7, (Matchweek 16)
Alisson,2.0,0.0,2.0,100.0,0.7, (Matchweek 16)
Łukasz Fabiański,4.0,2.0,2.0,50.0,1.4, (Matchweek 16)
Wayne Hennessey,6.0,3.0,3.0,50.0,1.9, (Matchweek 16)
David de Gea,3.0,1.0,3.0,100.0,0.9, (Matchweek 16)
Sergio Rico,11.0,4.0,7.0,63.6,3.0, (Matchweek 16)
Joe Hart,1.0,0.0,1.0,100.0,0.7, (Matchweek 16)
Mathew Ryan,4.0,1.0,3.0,75.0,1.6, (Matchweek 16)
Neil Etheridge,1.0,0.0,1.0,100.0,0.3, (Matchweek 16)
Alex McCarthy,4.0,1.0,3.0,75.0,1.6, (Matchweek 16)
Bernd Leno,0.0,0.0,0.0,0.0,0.0, (Matchweek 16)
Jonas Lössl,2.0,1.0,1.0,50.0,1.4, (Matchweek 16)
Kepa Arrizabalaga,5.0,0.0,5.0,100.0,1.4, (Matchweek 16)
Ederson,5.0,2.0,3.0,60.0,1.6, (Matchweek 16)
Kasper Schmeichel,2.0,2.0,0.0,0.0,1.3, (Matchweek 16)
Hugo Lloris,3.0,0.0,3.0,100.0,0.2, (Matchweek 16)
Martin Dúbravka,6.0,2.0,4.0,66.7,1.9, (Matchweek 16)
Rui Patrício,4.0,1.0,3.0,75.0,0.1, (Matchweek 16)
Jordan Pickford,3.0,2.0,2.0,33.3,1.0, (Matchweek 16)
Ben Foster,4.0,2.0,2.0,50.0,2.4, (Matchweek 16)
Ederson,2.0,1.0,1.0,50.0,1.6, (Matchweek 17)
Jordan Pickford,5.0,3.0,2.0,40.0,1.7, (Matchweek 17)
Ben Foster,3.0,2.0,1.0,33.3,1.4, (Matchweek 17)
Neil Etheridge,8.0,3.0,5.0,62.5,2.7, (Matchweek 17)
Hugo Lloris,0.0,0.0,0.0,0.0,0.0, (Matchweek 17)
Joe Hart,3.0,1.0,2.0,66.7,1.7, (Matchweek 17)
Jonas Lössl,5.0,1.0,4.0,80.0,1.3, (Matchweek 17)
Martin Dúbravka,4.0,0.0,4.0,100.0,0.3, (Matchweek 17)
Vicente Guaita,2.0,0.0,1.0,100.0,0.3, (Matchweek 17)
Kasper Schmeichel,1.0,1.0,0.0,0.0,0.3, (Matchweek 17)
Rui Patrício,3.0,0.0,3.0,100.0,0.2, (Matchweek 17)
Asmir Begović,4.0,2.0,2.0,50.0,1.7, (Matchweek 17)
Sergio Rico,3.0,2.0,1.0,33.3,1.4, (Matchweek 17)
Łukasz Fabiański,4.0,0.0,4.0,100.0,0.8, (Matchweek 17)
Alex McCarthy,4.0,2.0,2.0,50.0,0.4, (Matchweek 17)
Bernd Leno,7.0,3.0,4.0,57.1,2.1, (Matchweek 17)
Mathew Ryan,3.0,2.0,1.0,33.3,1.8, (Matchweek 17)
Kepa Arrizabalaga,2.0,1.0,1.0,50.0,0.7, (Matchweek 17)
Alisson,3.0,1.0,2.0,66.7,0.8, (Matchweek 17)
David de Gea,10.0,3.0,7.0,70.0,2.8, (Matchweek 17)
Rui Patrício,6.0,2.0,4.0,66.7,2.3, (Matchweek 18)
Alisson,5.0,0.0,5.0,100.0,0.6, (Matchweek 18)
Bernd Leno,2.0,1.0,1.0,50.0,1.4, (Matchweek 18)
Joe Hart,6.0,3.0,3.0,50.0,2.7, (Matchweek 18)
Asmir Begović,4.0,0.0,4.0,100.0,0.8, (Matchweek 18)
Mathew Ryan,3.0,2.0,1.0,33.3,1.2, (Matchweek 18)
Ederson,2.0,3.0,0.0,0.0,1.9, (Matchweek 18)
Vicente Guaita,5.0,2.0,3.0,60.0,1.3, (Matchweek 18)
Łukasz Fabiański,4.0,2.0,3.0,75.0,3.0, (Matchweek 18)
Ben Foster,6.0,0.0,6.0,100.0,0.7, (Matchweek 18)
Jonas Lössl,5.0,3.0,3.0,60.0,2.7, (Matchweek 18)
Alex McCarthy,5.0,1.0,4.0,80.0,0.8, (Matchweek 18)
Kepa Arrizabalaga,3.0,1.0,2.0,66.7,0.8, (Matchweek 18)
Kasper Schmeichel,5.0,0.0,5.0,100.0,0.1, (Matchweek 18)
Martin Dúbravka,2.0,0.0,2.0,100.0,0.3, (Matchweek 18)
Sergio Rico,0.0,0.0,0.0,0.0,0.0, (Matchweek 18)
Neil Etheridge,8.0,5.0,4.0,50.0,4.8, (Matchweek 18)
David de Gea,2.0,1.0,2.0,100.0,1.7, (Matchweek 18)
