player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
David de Gea,1.0,es ESP,GK,28-354,90.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,61.1,0.0,0.0,0.0,0.0, (Matchweek 10)
Joshua King,7.0,no NOR,FW,27-291,90.0,1.0,0.0,36.0,3.0,1.0,0.0,2.0,2.0,34.0,0.0,1.0,1.0,0.7,0.1,19.0,57.9,0.0,3.0,3.0,4.0, (Matchweek 11)
Callum Wilson,13.0,eng ENG,FW,27-248,90.0,0.0,0.0,41.0,5.0,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0.4,0.1,26.0,73.1,2.0,5.0,2.0,2.0, (Matchweek 11)
Ryan Fraser,24.0,sct SCO,LM,25-251,90.0,0.0,0.0,55.0,2.0,0.0,0.0,2.0,2.0,19.0,0.0,2.0,0.0,0.2,0.4,44.0,68.2,4.0,6.0,0.0,2.0, (Matchweek 11)
Harry Wilson,22.0,wls WAL,RM,22-225,85.0,0.0,0.0,47.0,2.0,0.0,0.0,5.0,2.0,24.0,1.0,0.0,0.0,0.4,0.0,33.0,72.7,7.0,3.0,0.0,1.0, (Matchweek 11)
Lewis Cook,16.0,eng ENG,RM,22-272,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Philip Billing,29.0,dk DEN,DM,23-144,90.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,33.0,2.0,2.0,5.0,0.0,0.0,42.0,69.0,6.0,2.0,1.0,1.0, (Matchweek 11)
Jefferson Lerma,8.0,co COL,DM,25-008,90.0,0.0,0.0,51.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,0.0,2.0,0.0,0.0,40.0,72.5,4.0,1.0,0.0,0.0, (Matchweek 11)
Diego Rico,21.0,es ESP,LB,26-252,90.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,17.0,5.0,2.0,4.0,0.0,0.0,48.0,72.9,6.0,2.0,0.0,0.0, (Matchweek 11)
Nathan Aké,5.0,nl NED,CB,24-257,90.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,30.0,90.0,1.0,0.0,0.0,0.0, (Matchweek 11)
Steve Cook,3.0,eng ENG,CB,28-197,90.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,33.0,81.8,1.0,0.0,0.0,0.0, (Matchweek 11)
Adam Smith,15.0,eng ENG,RB,28-187,90.0,0.0,1.0,53.0,3.0,1.0,0.0,0.0,0.0,17.0,1.0,1.0,3.0,0.0,0.5,44.0,88.6,6.0,2.0,1.0,1.0, (Matchweek 11)
Aaron Ramsdale,12.0,eng ENG,GK,21-172,90.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.2,0.0,0.0,0.0,0.0, (Matchweek 11)
Anthony Martial,9.0,fr FRA,FW,23-332,90.0,0.0,0.0,24.0,4.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,82.4,2.0,2.0,2.0,3.0, (Matchweek 11)
Marcus Rashford,10.0,eng ENG,LW,22-002,90.0,0.0,0.0,31.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.1,26.0,80.8,4.0,6.0,4.0,4.0, (Matchweek 11)
Daniel James,21.0,wls WAL,RW,21-357,79.0,0.0,0.0,56.0,2.0,0.0,0.0,1.0,0.0,14.0,1.0,1.0,2.0,0.0,0.2,43.0,79.1,4.0,6.0,0.0,1.0, (Matchweek 11)
Mason Greenwood,26.0,eng ENG,RW,18-032,11.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,4.0,50.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Andreas Pereira,15.0,br BRA,AM,23-305,67.0,0.0,0.0,42.0,1.0,0.0,0.0,3.0,1.0,9.0,1.0,1.0,0.0,0.1,0.0,31.0,48.4,1.0,5.0,2.0,2.0, (Matchweek 11)
Jesse Lingard,14.0,eng ENG,AM,26-322,23.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,17.0,88.2,1.0,1.0,0.0,1.0, (Matchweek 11)
Fred,17.0,br BRA,DM,26-242,90.0,0.0,0.0,80.0,5.0,0.0,0.0,4.0,1.0,21.0,4.0,1.0,7.0,0.3,0.2,60.0,85.0,7.0,8.0,3.0,3.0, (Matchweek 11)
Scott McTominay,39.0,sct SCO,DM,22-329,90.0,0.0,0.0,64.0,2.0,0.0,0.0,3.0,1.0,17.0,5.0,0.0,2.0,0.1,0.1,46.0,67.4,4.0,4.0,1.0,1.0, (Matchweek 11)
Ashley Young,18.0,eng ENG,"LB,RB",34-116,90.0,0.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,55.0,67.3,4.0,3.0,1.0,1.0, (Matchweek 11)
Harry Maguire,5.0,eng ENG,CB,26-242,90.0,0.0,0.0,59.0,2.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,50.0,90.0,2.0,1.0,0.0,0.0, (Matchweek 11)
Victor Lindelöf,2.0,se SWE,CB,25-108,90.0,0.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,77.0,84.4,1.0,4.0,0.0,0.0, (Matchweek 11)
Aaron Wan-Bissaka,29.0,eng ENG,RB,21-341,80.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,2.0,0.0,0.0,70.0,78.6,4.0,2.0,0.0,1.0, (Matchweek 11)
Brandon Williams,53.0,eng ENG,LB,19-060,10.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,10.0,100.0,1.0,3.0,0.0,1.0, (Matchweek 11)
David de Gea,1.0,es ESP,GK,28-360,90.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,42.3,0.0,0.0,0.0,0.0, (Matchweek 11)
Lys Mousset,22.0,fr FRA,FW,23-267,64.0,0.0,3.0,21.0,3.0,3.0,0.0,2.0,0.0,16.0,1.0,0.0,0.0,0.1,1.2,15.0,66.7,3.0,5.0,3.0,3.0, (Matchweek 11)
Billy Sharp,10.0,eng ENG,FW,33-270,26.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.1,9.0,66.7,1.0,1.0,1.0,1.0, (Matchweek 11)
David McGoldrick,17.0,ie IRL,FW,31-338,74.0,0.0,0.0,38.0,3.0,1.0,0.0,2.0,0.0,24.0,4.0,0.0,3.0,0.2,0.3,25.0,72.0,1.0,4.0,1.0,1.0, (Matchweek 11)
Oliver McBurnie,9.0,sct SCO,FW,23-151,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,83.3,2.0,1.0,0.0,0.0, (Matchweek 11)
John Fleck,4.0,sct SCO,CM,28-070,90.0,1.0,0.0,46.0,2.0,0.0,0.0,2.0,2.0,22.0,1.0,3.0,3.0,0.4,0.0,37.0,67.6,1.0,5.0,3.0,3.0, (Matchweek 11)
John Lundstram,7.0,eng ENG,CM,25-257,90.0,2.0,0.0,52.0,1.0,0.0,0.0,5.0,3.0,22.0,3.0,0.0,0.0,1.3,0.0,41.0,85.4,5.0,2.0,1.0,1.0, (Matchweek 11)
Oliver Norwood,16.0,nir NIR,DM,28-204,90.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,3.0,0.0,0.0,60.0,71.7,4.0,0.0,3.0,3.0, (Matchweek 11)
Enda Stevens,3.0,ie IRL,WB,29-116,90.0,0.0,0.0,45.0,3.0,1.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.1,0.0,37.0,73.0,7.0,3.0,2.0,2.0, (Matchweek 11)
George Baldock,2.0,eng ENG,WB,26-238,90.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,53.0,69.8,3.0,8.0,2.0,2.0, (Matchweek 11)
Jack O'Connell,5.0,eng ENG,CB,25-218,90.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.1,27.0,77.8,1.0,0.0,0.0,0.0, (Matchweek 11)
John Egan,12.0,ie IRL,CB,27-013,78.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,17.0,94.1,0.0,0.0,0.0,0.0, (Matchweek 11)
Phil Jagielka,15.0,eng ENG,CB,37-077,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Chris Basham,6.0,eng ENG,CB,31-105,90.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,32.0,68.8,2.0,0.0,0.0,0.0, (Matchweek 11)
Dean Henderson,1.0,eng ENG,GK,22-235,90.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,18.4,0.0,0.0,0.0,0.0, (Matchweek 11)
Jay Rodriguez,19.0,eng ENG,FW,30-096,77.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.1,0.0,16.0,68.8,0.0,2.0,1.0,1.0, (Matchweek 11)
Matěj Vydra,27.0,cz CZE,FW,27-185,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Ashley Barnes,10.0,eng ENG,FW,30-003,90.0,0.0,0.0,26.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.5,0.0,18.0,50.0,1.0,0.0,0.0,0.0, (Matchweek 11)
Dwight McNeil,11.0,eng ENG,LM,19-345,58.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,22.0,72.7,0.0,2.0,0.0,1.0, (Matchweek 11)
Robbie Brady,12.0,ie IRL,LM,27-292,32.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.2,0.0,11.0,72.7,1.0,0.0,0.0,1.0, (Matchweek 11)
Jack Cork,4.0,eng ENG,CM,30-130,90.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,45.0,77.8,0.0,1.0,0.0,0.0, (Matchweek 11)
Ashley Westwood,18.0,eng ENG,CM,29-215,90.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.1,79.0,82.3,8.0,8.0,0.0,0.0, (Matchweek 11)
Jeff Hendrick,13.0,ie IRL,RM,27-275,90.0,0.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,32.0,78.1,0.0,2.0,0.0,1.0, (Matchweek 11)
Erik Pieters,23.0,nl NED,LB,31-087,45.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.1,29.0,75.9,3.0,2.0,0.0,0.0, (Matchweek 11)
Charlie Taylor,3.0,eng ENG,LB,26-045,45.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.1,26.0,76.9,1.0,4.0,1.0,2.0, (Matchweek 11)
Ben Mee,6.0,eng ENG,CB,30-040,90.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,60.0,75.0,2.0,1.0,0.0,0.0, (Matchweek 11)
James Tarkowski,5.0,eng ENG,CB,26-348,90.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,50.0,80.0,3.0,2.0,0.0,1.0, (Matchweek 11)
Matthew Lowton,2.0,eng ENG,RB,30-146,90.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,75.0,73.3,7.0,7.0,0.0,1.0, (Matchweek 11)
Nick Pope,1.0,eng ENG,GK,27-197,90.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,51.2,0.0,0.0,0.0,0.0, (Matchweek 11)
Aaron Connolly,44.0,ie IRL,FW,19-278,85.0,0.0,0.0,34.0,1.0,0.0,0.0,4.0,0.0,15.0,0.0,1.0,0.0,0.2,0.0,20.0,75.0,0.0,7.0,0.0,2.0, (Matchweek 11)
Ezequiel Schelotto,21.0,it ITA,FW,30-163,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,1.0,0.0,0.0, (Matchweek 11)
Neal Maupay,7.0,fr FRA,FW,23-080,90.0,0.0,0.0,40.0,3.0,0.0,0.0,5.0,1.0,22.0,0.0,0.0,1.0,0.9,0.0,30.0,66.7,2.0,6.0,1.0,1.0, (Matchweek 11)
Steven Alzate,46.0,co COL,LM,21-055,90.0,0.0,0.0,49.0,3.0,1.0,0.0,3.0,1.0,10.0,1.0,1.0,1.0,0.4,0.0,34.0,91.2,6.0,9.0,4.0,5.0, (Matchweek 11)
Pascal Groß,13.0,de GER,RM,28-140,58.0,0.0,0.0,48.0,4.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,2.0,0.1,0.1,41.0,73.2,3.0,2.0,0.0,0.0, (Matchweek 11)
Leandro Trossard,11.0,be BEL,RM,24-333,32.0,1.0,1.0,21.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.2,0.8,15.0,86.7,3.0,5.0,0.0,1.0, (Matchweek 11)
Dale Stephens,6.0,eng ENG,DM,30-143,90.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,53.0,84.9,5.0,3.0,1.0,1.0, (Matchweek 11)
Davy Pröpper,24.0,nl NED,DM,28-061,90.0,0.0,0.0,85.0,4.0,1.0,0.0,3.0,1.0,7.0,2.0,1.0,1.0,0.2,0.0,73.0,82.2,8.0,11.0,4.0,4.0, (Matchweek 11)
Dan Burn,33.0,eng ENG,LB,27-177,90.0,0.0,0.0,74.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,66.0,72.7,3.0,5.0,0.0,1.0, (Matchweek 11)
Lewis Dunk,5.0,eng ENG,CB,27-346,90.0,0.0,0.0,85.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,2.0,0.0,0.0,72.0,95.8,5.0,7.0,1.0,1.0, (Matchweek 11)
Adam Webster,15.0,eng ENG,CB,24-302,35.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,90.9,0.0,1.0,0.0,0.0, (Matchweek 11)
Shane Duffy,4.0,ie IRL,CB,27-305,55.0,1.0,0.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,0.0,32.0,90.6,1.0,2.0,0.0,0.0, (Matchweek 11)
Martín Montoya,22.0,es ESP,RB,28-202,90.0,0.0,1.0,75.0,4.0,1.0,0.0,0.0,0.0,12.0,5.0,2.0,1.0,0.0,0.2,65.0,89.2,7.0,7.0,1.0,1.0, (Matchweek 11)
Mathew Ryan,1.0,au AUS,GK,27-208,90.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,86.1,0.0,0.0,0.0,0.0, (Matchweek 11)
Teemu Pukki,22.0,fi FIN,FW,29-218,90.0,0.0,0.0,24.0,2.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.1,0.0,20.0,95.0,0.0,1.0,3.0,3.0, (Matchweek 11)
Onel Hernández,11.0,cu CUB,"LW,WB,LM",26-274,90.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.1,16.0,56.3,1.0,4.0,2.0,3.0, (Matchweek 11)
Emi Buendía,17.0,ar ARG,"RW,WB,RM",22-312,90.0,0.0,0.0,57.0,6.0,0.0,0.0,2.0,0.0,36.0,1.0,2.0,2.0,0.2,0.1,43.0,76.7,4.0,5.0,6.0,9.0, (Matchweek 11)
Marco Stiepermann,18.0,de GER,AM,28-266,74.0,0.0,0.0,30.0,4.0,0.0,0.0,1.0,0.0,23.0,1.0,1.0,0.0,0.0,0.1,24.0,87.5,5.0,6.0,2.0,4.0, (Matchweek 11)
Josip Drmić,20.0,ch SUI,FW,27-086,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0, (Matchweek 11)
Kenny McLean,23.0,sct SCO,CM,27-298,90.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,7.0,0.0,0.0,57.0,78.9,1.0,1.0,0.0,0.0, (Matchweek 11)
Tom Trybull,19.0,de GER,CM,26-238,83.0,0.0,0.0,47.0,1.0,0.0,0.0,2.0,0.0,38.0,6.0,2.0,0.0,0.1,0.0,33.0,90.9,3.0,2.0,1.0,1.0, (Matchweek 11)
Todd Cantwell,14.0,eng ENG,CM,21-248,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,90.9,2.0,0.0,0.0,0.0, (Matchweek 11)
Jamal Lewis,12.0,nir NIR,"LB,CB",21-281,90.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,1.0,3.0,0.0,0.0,48.0,68.8,3.0,10.0,2.0,3.0, (Matchweek 11)
Ben Godfrey,4.0,eng ENG,CB,21-291,90.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,3.0,0.0,0.0,47.0,93.6,2.0,2.0,0.0,0.0, (Matchweek 11)
Alexander Tettey,27.0,no NOR,CB,33-212,83.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,32.0,78.1,0.0,0.0,0.0,0.0, (Matchweek 11)
Dennis Srbeny,32.0,de GER,AM,25-181,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,80.0,0.0,1.0,0.0,0.0, (Matchweek 11)
Max Aarons,2.0,eng ENG,"RB,CB",19-302,90.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,37.0,83.8,2.0,2.0,0.0,1.0, (Matchweek 11)
Tim Krul,1.0,nl NED,GK,31-213,90.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,54.1,0.0,0.0,0.0,0.0, (Matchweek 11)
Wesley Moraes,9.0,br BRA,FW,22-341,85.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,2.0,0.1,0.0,18.0,55.6,0.0,1.0,0.0,0.0, (Matchweek 11)
Jonathan Kodjia,26.0,ci CIV,FW,30-011,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0,0.0, (Matchweek 11)
Trézéguet,17.0,eg EGY,LW,25-032,90.0,1.0,0.0,40.0,0.0,0.0,0.0,2.0,1.0,31.0,5.0,1.0,4.0,0.3,0.0,16.0,56.3,1.0,3.0,0.0,5.0, (Matchweek 11)
Anwar El Ghazi,21.0,nl NED,RW,24-183,90.0,0.0,0.0,37.0,2.0,0.0,0.0,1.0,1.0,14.0,3.0,0.0,1.0,0.2,0.1,24.0,45.8,2.0,3.0,1.0,2.0, (Matchweek 11)
Douglas Luiz,6.0,br BRA,CM,21-177,72.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,0.0,18.0,72.2,2.0,1.0,0.0,1.0, (Matchweek 11)
Conor Hourihane,14.0,ie IRL,CM,28-273,18.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,57.1,1.0,3.0,0.0,0.0, (Matchweek 11)
John McGinn,7.0,sct SCO,CM,25-015,90.0,0.0,1.0,37.0,4.0,2.0,0.0,0.0,0.0,22.0,3.0,2.0,3.0,0.0,0.2,19.0,68.4,2.0,1.0,1.0,6.0, (Matchweek 11)
Marvelous Nakamba,11.0,zw ZIM,DM,25-287,90.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,2.0,2.0,0.0,0.0,25.0,56.0,1.0,0.0,0.0,0.0, (Matchweek 11)
Matt Targett,18.0,eng ENG,LB,24-045,90.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.1,35.0,68.6,4.0,0.0,0.0,1.0, (Matchweek 11)
Tyrone Mings,40.0,eng ENG,CB,26-234,90.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,13.0,69.2,0.0,0.0,0.0,0.0, (Matchweek 11)
Björn Engels,22.0,be BEL,CB,25-048,90.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,13.0,69.2,0.0,0.0,0.0,0.0, (Matchweek 11)
Frederic Guilbert,24.0,fr FRA,RB,24-313,68.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,2.0,0.0,0.0,22.0,45.5,0.0,1.0,1.0,2.0, (Matchweek 11)
Ahmed Elmohamady,27.0,eg EGY,RB,32-054,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,71.4,1.0,1.0,0.0,0.0, (Matchweek 11)
Tom Heaton,1.0,eng ENG,GK,33-201,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,40.5,0.0,0.0,0.0,0.0, (Matchweek 11)
Roberto Firmino,9.0,br BRA,"FW,AM",28-031,90.0,0.0,0.0,62.0,4.0,0.0,0.0,2.0,0.0,14.0,1.0,0.0,3.0,0.1,0.5,49.0,79.6,4.0,11.0,0.0,1.0, (Matchweek 11)
Sadio Mané,10.0,sn SEN,"LW,RW",27-206,90.0,1.0,1.0,60.0,5.0,1.0,0.0,6.0,3.0,11.0,2.0,0.0,0.0,0.6,0.5,44.0,75.0,4.0,12.0,0.0,0.0, (Matchweek 11)
Mohamed Salah,11.0,eg EGY,RW,27-140,64.0,0.0,0.0,20.0,1.0,0.0,0.0,4.0,1.0,8.0,1.0,0.0,0.0,0.7,0.0,10.0,90.0,0.0,1.0,0.0,0.0, (Matchweek 11)
Alex Oxlade-Chamberlain,15.0,eng ENG,LW,26-079,26.0,0.0,0.0,19.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.3,0.1,7.0,100.0,1.0,1.0,1.0,2.0, (Matchweek 11)
Georginio Wijnaldum,5.0,nl NED,CM,28-356,64.0,0.0,0.0,53.0,1.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.1,0.0,45.0,93.3,2.0,2.0,0.0,2.0, (Matchweek 11)
Divock Origi,27.0,be BEL,FW,24-198,26.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,57.1,0.0,1.0,0.0,0.0, (Matchweek 11)
Jordan Henderson,14.0,eng ENG,CM,29-138,90.0,0.0,0.0,109.0,3.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,2.0,0.0,0.2,101.0,80.2,8.0,8.0,1.0,1.0, (Matchweek 11)
Adam Lallana,20.0,eng ENG,"DM,CM",31-176,83.0,0.0,0.0,101.0,5.0,0.0,0.0,2.0,0.0,25.0,4.0,1.0,3.0,0.4,0.1,87.0,88.5,8.0,8.0,1.0,1.0, (Matchweek 11)
Naby Keïta,8.0,gn GUI,CM,24-265,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,0.0,1.0,0.0,0.0, (Matchweek 11)
Andrew Robertson,26.0,sct SCO,LB,25-236,90.0,1.0,0.0,92.0,4.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,2.0,0.2,0.5,78.0,79.5,7.0,8.0,0.0,1.0, (Matchweek 11)
Virgil van Dijk,4.0,nl NED,CB,28-117,90.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,73.0,89.0,5.0,4.0,0.0,1.0, (Matchweek 11)
Dejan Lovren,6.0,hr CRO,CB,30-120,90.0,0.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.1,0.0,66.0,89.4,6.0,4.0,0.0,0.0, (Matchweek 11)
Trent Alexander-Arnold,66.0,eng ENG,RB,21-026,90.0,0.0,1.0,115.0,12.0,3.0,0.0,3.0,0.0,8.0,3.0,3.0,3.0,0.2,0.3,95.0,73.7,12.0,8.0,3.0,5.0, (Matchweek 11)
Alisson,1.0,br BRA,GK,27-031,90.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,87.5,0.0,0.0,0.0,0.0, (Matchweek 11)
Pierre-Emerick Aubameyang,14.0,ga GAB,FW,30-137,90.0,1.0,0.0,36.0,2.0,0.0,0.0,3.0,2.0,26.0,1.0,0.0,2.0,0.5,0.0,25.0,60.0,2.0,7.0,0.0,1.0, (Matchweek 11)
Alexandre Lacazette,9.0,fr FRA,FW,28-158,59.0,0.0,1.0,38.0,3.0,1.0,0.0,2.0,1.0,8.0,1.0,0.0,0.0,0.3,0.5,27.0,77.8,2.0,5.0,2.0,4.0, (Matchweek 11)
Martinelli,35.0,br BRA,"RW,FW",18-137,31.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,2.0,1.0,1.0, (Matchweek 11)
Mesut Özil,10.0,de GER,AM,31-018,90.0,0.0,0.0,105.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,2.0,0.0,0.1,98.0,87.8,11.0,11.0,2.0,2.0, (Matchweek 11)
Dani Ceballos,8.0,es ESP,"CM,DM",23-087,90.0,0.0,0.0,70.0,1.0,0.0,0.0,1.0,0.0,40.0,3.0,0.0,4.0,0.1,0.2,59.0,88.1,5.0,5.0,4.0,5.0, (Matchweek 11)
