player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,matchweek
Kyle Walker,2.0,eng ENG,RB,29-074,90.0,0.0,1.0,69.0,3.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,60.0,91.7,2.0,4.0,1.0,2.0, (Matchweek 1)
Ederson,31.0,br BRA,GK,25-358,90.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,89.2,0.0,0.0,0.0,0.0, (Matchweek 1)
Ashley Barnes,10.0,eng ENG,FW,29-284,83.0,2.0,0.0,27.0,2.0,0.0,0.0,4.0,3.0,15.0,0.0,1.0,1.0,0.5,0.0,18.0,72.2,2.0,2.0,5.0,5.0, (Matchweek 1)
Jay Rodriguez,19.0,eng ENG,FW,30-012,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Chris Wood,9.0,nz NZL,FW,27-246,90.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,16.0,31.3,1.0,0.0,1.0,1.0, (Matchweek 1)
Dwight McNeil,11.0,eng ENG,LM,19-261,83.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,1.0,0.0,0.0,20.0,65.0,0.0,1.0,6.0,7.0, (Matchweek 1)
Aaron Lennon,25.0,eng ENG,LM,32-116,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Ashley Westwood,18.0,eng ENG,CM,29-131,90.0,0.0,0.0,41.0,3.0,1.0,0.0,0.0,0.0,21.0,2.0,0.0,1.0,0.0,0.0,34.0,58.8,1.0,0.0,0.0,2.0, (Matchweek 1)
Jack Cork,4.0,eng ENG,CM,30-046,90.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,36.0,69.4,2.0,1.0,0.0,0.0, (Matchweek 1)
Jóhann Berg Guðmundsson,7.0,is ISL,RM,28-287,90.0,1.0,0.0,25.0,1.0,1.0,0.0,2.0,1.0,22.0,2.0,1.0,2.0,0.1,0.0,15.0,40.0,0.0,3.0,2.0,3.0, (Matchweek 1)
Erik Pieters,23.0,nl NED,LB,31-003,90.0,0.0,2.0,92.0,2.0,2.0,0.0,1.0,0.0,7.0,4.0,0.0,2.0,0.0,0.4,68.0,61.8,3.0,3.0,0.0,1.0, (Matchweek 1)
Ben Mee,6.0,eng ENG,CB,29-321,90.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,30.0,80.0,1.0,0.0,0.0,0.0, (Matchweek 1)
James Tarkowski,5.0,eng ENG,CB,26-264,90.0,0.0,0.0,55.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,29.0,72.4,1.0,0.0,1.0,1.0, (Matchweek 1)
Matthew Lowton,2.0,eng ENG,RB,30-062,90.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,42.0,64.3,2.0,2.0,2.0,3.0, (Matchweek 1)
Nick Pope,1.0,eng ENG,GK,27-113,90.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,48.6,0.0,0.0,0.0,0.0, (Matchweek 1)
Che Adams,10.0,sct SCO,FW,23-028,72.0,0.0,0.0,25.0,1.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.4,0.0,12.0,58.3,0.0,3.0,1.0,3.0, (Matchweek 1)
Sofiane Boufal,19.0,ma MAR,LW,25-327,18.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,9.0,88.9,1.0,2.0,1.0,2.0, (Matchweek 1)
Nathan Redmond,22.0,eng ENG,"AM,FW",25-157,90.0,0.0,0.0,46.0,4.0,0.0,0.0,2.0,1.0,25.0,0.0,0.0,1.0,0.1,0.0,35.0,85.7,1.0,8.0,3.0,3.0, (Matchweek 1)
Danny Ings,9.0,eng ENG,AM,27-018,65.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,2.0,0.0,0.0,18.0,61.1,3.0,2.0,0.0,0.0, (Matchweek 1)
Michael Obafemi,20.0,ie IRL,"RW,AM",19-035,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,60.0,0.0,1.0,1.0,3.0, (Matchweek 1)
James Ward-Prowse,16.0,eng ENG,"DM,CM",24-282,90.0,0.0,0.0,61.0,2.0,0.0,0.0,2.0,1.0,30.0,1.0,1.0,0.0,0.1,0.0,54.0,66.7,3.0,1.0,0.0,0.0, (Matchweek 1)
Oriol Romeu,14.0,es ESP,DM,27-320,90.0,0.0,0.0,57.0,1.0,0.0,0.0,3.0,0.0,26.0,3.0,0.0,0.0,0.1,0.1,42.0,81.0,8.0,2.0,0.0,1.0, (Matchweek 1)
Ryan Bertrand,21.0,eng ENG,"WB,LB",30-005,90.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,0.1,0.0,39.0,71.8,3.0,6.0,1.0,3.0, (Matchweek 1)
Yan Valery,43.0,fr FRA,"WB,RB",20-169,90.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,3.0,0.0,0.3,36.0,66.7,1.0,4.0,2.0,5.0, (Matchweek 1)
Jannik Vestergaard,4.0,dk DEN,CB,27-007,90.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,2.0,0.1,0.0,45.0,64.4,3.0,1.0,0.0,0.0, (Matchweek 1)
Jack Stephens,5.0,eng ENG,CB,25-195,72.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,32.0,75.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Pierre Højbjerg,23.0,dk DEN,CM,24-005,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,81.8,1.0,1.0,0.0,0.0, (Matchweek 1)
Jan Bednarek,35.0,pl POL,CB,23-120,90.0,0.0,0.0,65.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,2.0,0.1,0.1,43.0,72.1,1.0,0.0,0.0,0.0, (Matchweek 1)
Angus Gunn,28.0,eng ENG,GK,23-200,90.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Troy Deeney,9.0,eng ENG,FW,31-042,90.0,0.0,0.0,30.0,1.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.2,19.0,47.4,0.0,2.0,1.0,2.0, (Matchweek 1)
Andre Gray,18.0,jm JAM,FW,28-045,74.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.2,0.0,8.0,87.5,1.0,0.0,0.0,1.0, (Matchweek 1)
Isaac Success,22.0,ng NGA,FW,23-215,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,1.0,0.0,1.0, (Matchweek 1)
Gerard Deulofeu,7.0,es ESP,AM,25-150,45.0,0.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,2.0,0.0,0.0,20.0,75.0,1.0,4.0,1.0,1.0, (Matchweek 1)
Roberto Pereyra,37.0,ar ARG,AM,28-215,45.0,0.0,0.0,34.0,3.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,2.0,0.2,0.0,26.0,84.6,2.0,3.0,1.0,3.0, (Matchweek 1)
Will Hughes,19.0,eng ENG,AM,24-115,90.0,0.0,0.0,50.0,2.0,0.0,0.0,1.0,0.0,44.0,1.0,2.0,7.0,0.1,0.0,30.0,63.3,3.0,2.0,2.0,3.0, (Matchweek 1)
Étienne Capoue,29.0,fr FRA,CM,31-030,90.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,38.0,1.0,1.0,4.0,0.0,0.0,64.0,82.8,8.0,1.0,4.0,4.0, (Matchweek 1)
Abdoulaye Doucouré,16.0,ml MLI,CM,26-221,90.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0,0.0,0.1,54.0,77.8,6.0,4.0,1.0,1.0, (Matchweek 1)
José Holebas,25.0,gr GRE,LB,35-044,90.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,1.0,2.0,0.0,0.0,70.0,75.7,5.0,8.0,1.0,1.0, (Matchweek 1)
Craig Cathcart,15.0,nir NIR,CB,30-185,90.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,47.0,87.2,1.0,2.0,0.0,0.0, (Matchweek 1)
Craig Dawson,4.0,eng ENG,CB,29-096,90.0,0.0,0.0,47.0,0.0,0.0,0.0,2.0,1.0,14.0,3.0,1.0,0.0,0.3,0.0,33.0,90.9,2.0,3.0,0.0,0.0, (Matchweek 1)
Kiko Femenía,21.0,es ESP,RB,28-189,90.0,0.0,0.0,64.0,5.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,2.0,0.0,0.3,57.0,84.2,5.0,10.0,1.0,1.0, (Matchweek 1)
Ben Foster,26.0,eng ENG,GK,36-129,90.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,54.2,0.0,0.0,0.0,0.0, (Matchweek 1)
Glenn Murray,17.0,eng ENG,FW,35-319,63.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,7.0,71.4,1.0,0.0,0.0,0.0, (Matchweek 1)
Neal Maupay,7.0,fr FRA,FW,22-361,27.0,1.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.4,0.0,6.0,100.0,0.0,1.0,1.0,1.0, (Matchweek 1)
Jürgen Locadia,9.0,nl NED,AM,25-276,63.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.1,0.0,15.0,53.3,0.0,3.0,1.0,1.0, (Matchweek 1)
Florin Andone,10.0,ro ROU,AM,26-121,27.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.1,0.0,4.0,75.0,0.0,1.0,1.0,2.0, (Matchweek 1)
Pascal Groß,13.0,de GER,AM,28-056,90.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0,44.0,72.7,6.0,2.0,0.0,0.0, (Matchweek 1)
Dale Stephens,6.0,eng ENG,DM,30-059,90.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,24.0,3.0,1.0,1.0,0.0,0.0,40.0,85.0,3.0,0.0,0.0,0.0, (Matchweek 1)
Davy Pröpper,24.0,nl NED,DM,27-342,90.0,0.0,1.0,56.0,1.0,1.0,0.0,1.0,0.0,18.0,0.0,2.0,3.0,0.0,0.1,47.0,87.2,4.0,3.0,0.0,1.0, (Matchweek 1)
Solly March,20.0,eng ENG,WB,25-021,89.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,46.0,87.0,1.0,4.0,1.0,1.0, (Matchweek 1)
Bernardo,30.0,br BRA,WB,24-088,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,2.0,1.0,1.0, (Matchweek 1)
Martín Montoya,22.0,es ESP,WB,28-118,90.0,0.0,0.0,62.0,2.0,1.0,0.0,0.0,0.0,13.0,2.0,2.0,1.0,0.0,0.1,48.0,66.7,3.0,2.0,3.0,3.0, (Matchweek 1)
Dan Burn,33.0,eng ENG,CB,27-093,90.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,60.0,81.7,1.0,4.0,0.0,1.0, (Matchweek 1)
Lewis Dunk,5.0,eng ENG,CB,27-262,90.0,0.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,2.0,3.0,0.0,0.4,57.0,93.0,2.0,4.0,0.0,0.0, (Matchweek 1)
Shane Duffy,4.0,ie IRL,CB,27-221,90.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,2.0,0.0,0.0,47.0,76.6,2.0,3.0,0.0,0.0, (Matchweek 1)
Mathew Ryan,1.0,au AUS,GK,27-124,90.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,66.7,0.0,0.0,0.0,0.0, (Matchweek 1)
Jordan Ayew,9.0,gh GHA,FW,27-333,64.0,0.0,0.0,34.0,2.0,0.0,0.0,1.0,1.0,11.0,2.0,0.0,2.0,0.3,0.0,17.0,70.6,2.0,4.0,1.0,3.0, (Matchweek 1)
Wilfried Zaha,11.0,ci CIV,FW,26-273,26.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.1,0.0,7.0,57.1,1.0,3.0,1.0,2.0, (Matchweek 1)
Christian Benteke,17.0,be BEL,FW,28-250,82.0,0.0,0.0,23.0,3.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,0.0,0.3,12.0,58.3,2.0,1.0,0.0,0.0, (Matchweek 1)
Connor Wickham,21.0,eng ENG,FW,26-132,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0, (Matchweek 1)
Max Meyer,7.0,de GER,LM,23-326,90.0,0.0,0.0,42.0,0.0,0.0,0.0,3.0,1.0,15.0,3.0,1.0,3.0,0.3,0.0,26.0,57.7,3.0,5.0,0.0,2.0, (Matchweek 1)
