player,team,matchweek,date,start11
Jordon Ibe,Bournemouth,5.0,2019-09-15,False
Ryan Fraser,Bournemouth,5.0,2019-09-15,False
Jack Simpson,Bournemouth,5.0,2019-09-15,False
Chris Mepham,Bournemouth,5.0,2019-09-15,False
Jordan Pickford,Everton,5.0,2019-09-15,True
Michael Keane,Everton,5.0,2019-09-15,True
Richarlison,Everton,5.0,2019-09-15,True
Fabian Delph,Everton,5.0,2019-09-15,True
Dominic Calvert-Lewin,Everton,5.0,2019-09-15,True
Gylfi Sigurðsson,Everton,5.0,2019-09-15,True
Lucas Digne,Everton,5.0,2019-09-15,True
Yerry Mina,Everton,5.0,2019-09-15,True
Alex Iwobi,Everton,5.0,2019-09-15,True
Morgan Schneiderlin,Everton,5.0,2019-09-15,True
Séamus Coleman,Everton,5.0,2019-09-15,True
Maarten Stekelenburg,Everton,5.0,2019-09-15,False
Mason Holgate,Everton,5.0,2019-09-15,False
Theo Walcott,Everton,5.0,2019-09-15,False
Djibril Sidibé,Everton,5.0,2019-09-15,False
Bernard,Everton,5.0,2019-09-15,False
Tom Davies,Everton,5.0,2019-09-15,False
Moise Kean,Everton,5.0,2019-09-15,False
Ben Foster,Watford,5.0,2019-09-15,True
Craig Dawson,Watford,5.0,2019-09-15,True
Gerard Deulofeu,Watford,5.0,2019-09-15,True
Tom Cleverley,Watford,5.0,2019-09-15,True
Abdoulaye Doucouré,Watford,5.0,2019-09-15,True
Andre Gray,Watford,5.0,2019-09-15,True
Will Hughes,Watford,5.0,2019-09-15,True
Kiko Femenía,Watford,5.0,2019-09-15,True
José Holebas,Watford,5.0,2019-09-15,True
Christian Kabasele,Watford,5.0,2019-09-15,True
Étienne Capoue,Watford,5.0,2019-09-15,True
Heurelho Gomes,Watford,5.0,2019-09-15,False
Daryl Janmaat,Watford,5.0,2019-09-15,False
Adrian Mariappa,Watford,5.0,2019-09-15,False
Nathaniel Chalobah,Watford,5.0,2019-09-15,False
Ismaila Sarr,Watford,5.0,2019-09-15,False
Dimitri Foulquier,Watford,5.0,2019-09-15,False
Roberto Pereyra,Watford,5.0,2019-09-15,False
Bernd Leno,Arsenal,5.0,2019-09-15,True
Sokratis Papastathopoulos,Arsenal,5.0,2019-09-15,True
Dani Ceballos,Arsenal,5.0,2019-09-15,True
Mesut Özil,Arsenal,5.0,2019-09-15,True
Pierre-Emerick Aubameyang,Arsenal,5.0,2019-09-15,True
Ainsley Maitland-Niles,Arsenal,5.0,2019-09-15,True
Nicolas Pépé,Arsenal,5.0,2019-09-15,True
David Luiz,Arsenal,5.0,2019-09-15,True
Mattéo Guendouzi,Arsenal,5.0,2019-09-15,True
Sead Kolašinac,Arsenal,5.0,2019-09-15,True
Granit Xhaka,Arsenal,5.0,2019-09-15,True
Emiliano Martínez,Arsenal,5.0,2019-09-15,False
Lucas Torreira,Arsenal,5.0,2019-09-15,False
Calum Chambers,Arsenal,5.0,2019-09-15,False
Reiss Nelson,Arsenal,5.0,2019-09-15,False
Joe Willock,Arsenal,5.0,2019-09-15,False
Martinelli,Arsenal,5.0,2019-09-15,False
Bukayo Saka,Arsenal,5.0,2019-09-15,False
Tom Heaton,Aston Villa,5.0,2019-09-16,True
Neil Taylor,Aston Villa,5.0,2019-09-16,True
John McGinn,Aston Villa,5.0,2019-09-16,True
Wesley Moraes,Aston Villa,5.0,2019-09-16,True
Jack Grealish,Aston Villa,5.0,2019-09-16,True
Marvelous Nakamba,Aston Villa,5.0,2019-09-16,True
Anwar El Ghazi,Aston Villa,5.0,2019-09-16,True
Björn Engels,Aston Villa,5.0,2019-09-16,True
Jota,Aston Villa,5.0,2019-09-16,True
Frederic Guilbert,Aston Villa,5.0,2019-09-16,True
Tyrone Mings,Aston Villa,5.0,2019-09-16,True
Jed Steer,Aston Villa,5.0,2019-09-16,False
Douglas Luiz,Aston Villa,5.0,2019-09-16,False
Henri Lansbury,Aston Villa,5.0,2019-09-16,False
Conor Hourihane,Aston Villa,5.0,2019-09-16,False
Ezri Konsa,Aston Villa,5.0,2019-09-16,False
Ahmed Elmohamady,Aston Villa,5.0,2019-09-16,False
Keinan Davis,Aston Villa,5.0,2019-09-16,False
Łukasz Fabiański,West Ham United,5.0,2019-09-16,True
Andriy Yarmolenko,West Ham United,5.0,2019-09-16,True
Felipe Anderson,West Ham United,5.0,2019-09-16,True
Manuel Lanzini,West Ham United,5.0,2019-09-16,True
Mark Noble,West Ham United,5.0,2019-09-16,True
Angelo Ogbonna,West Ham United,5.0,2019-09-16,True
Sébastien Haller,West Ham United,5.0,2019-09-16,True
Issa Diop,West Ham United,5.0,2019-09-16,True
Ryan Fredericks,West Ham United,5.0,2019-09-16,True
Arthur Masuaku,West Ham United,5.0,2019-09-16,True
Declan Rice,West Ham United,5.0,2019-09-16,True
Roberto,West Ham United,5.0,2019-09-16,False
Fabián Balbuena,West Ham United,5.0,2019-09-16,False
Pablo Zabaleta,West Ham United,5.0,2019-09-16,False
Robert Snodgrass,West Ham United,5.0,2019-09-16,False
Pablo Fornals,West Ham United,5.0,2019-09-16,False
Jack Wilshere,West Ham United,5.0,2019-09-16,False
Albian Ajeti,West Ham United,5.0,2019-09-16,False
Angus Gunn,Southampton,6.0,2019-09-20,True
Cédric Soares,Southampton,6.0,2019-09-20,True
Jannik Vestergaard,Southampton,6.0,2019-09-20,True
Che Adams,Southampton,6.0,2019-09-20,True
Oriol Romeu,Southampton,6.0,2019-09-20,True
James Ward-Prowse,Southampton,6.0,2019-09-20,True
Sofiane Boufal,Southampton,6.0,2019-09-20,True
Nathan Redmond,Southampton,6.0,2019-09-20,True
Pierre Højbjerg,Southampton,6.0,2019-09-20,True
Jan Bednarek,Southampton,6.0,2019-09-20,True
Kevin Danso,Southampton,6.0,2019-09-20,True
Alex McCarthy,Southampton,6.0,2019-09-20,False
Maya Yoshida,Southampton,6.0,2019-09-20,False
Jack Stephens,Southampton,6.0,2019-09-20,False
Shane Long,Southampton,6.0,2019-09-20,False
Danny Ings,Southampton,6.0,2019-09-20,False
Stuart Armstrong,Southampton,6.0,2019-09-20,False
Ryan Bertrand,Southampton,6.0,2019-09-20,False
Aaron Ramsdale,Bournemouth,6.0,2019-09-20,True
Steve Cook,Bournemouth,6.0,2019-09-20,True
Nathan Aké,Bournemouth,6.0,2019-09-20,True
Joshua King,Bournemouth,6.0,2019-09-20,True
Jefferson Lerma,Bournemouth,6.0,2019-09-20,True
Dominic Solanke,Bournemouth,6.0,2019-09-20,True
Callum Wilson,Bournemouth,6.0,2019-09-20,True
Jack Stacey,Bournemouth,6.0,2019-09-20,True
Diego Rico,Bournemouth,6.0,2019-09-20,True
Harry Wilson,Bournemouth,6.0,2019-09-20,True
Philip Billing,Bournemouth,6.0,2019-09-20,True
Artur Boruc,Bournemouth,6.0,2019-09-20,False
Andrew Surman,Bournemouth,6.0,2019-09-20,False
Jordon Ibe,Bournemouth,6.0,2019-09-20,False
Lewis Cook,Bournemouth,6.0,2019-09-20,False
Ryan Fraser,Bournemouth,6.0,2019-09-20,False
Jack Simpson,Bournemouth,6.0,2019-09-20,False
Chris Mepham,Bournemouth,6.0,2019-09-20,False
Kasper Schmeichel,Leicester City,6.0,2019-09-21,True
Ben Chilwell,Leicester City,6.0,2019-09-21,True
Çağlar Söyüncü,Leicester City,6.0,2019-09-21,True
Jonny Evans,Leicester City,6.0,2019-09-21,True
Youri Tielemans,Leicester City,6.0,2019-09-21,True
Jamie Vardy,Leicester City,6.0,2019-09-21,True
James Maddison,Leicester City,6.0,2019-09-21,True
Harvey Barnes,Leicester City,6.0,2019-09-21,True
Ayoze Pérez,Leicester City,6.0,2019-09-21,True
Ricardo Pereira,Leicester City,6.0,2019-09-21,True
Wilfred Ndidi,Leicester City,6.0,2019-09-21,True
Danny Ward,Leicester City,6.0,2019-09-21,False
James Justin,Leicester City,6.0,2019-09-21,False
Wes Morgan,Leicester City,6.0,2019-09-21,False
Demarai Gray,Leicester City,6.0,2019-09-21,False
Marc Albrighton,Leicester City,6.0,2019-09-21,False
Hamza Choudhury,Leicester City,6.0,2019-09-21,False
Dennis Praet,Leicester City,6.0,2019-09-21,False
Paulo Gazzaniga,Tottenham Hotspur,6.0,2019-09-21,True
Danny Rose,Tottenham Hotspur,6.0,2019-09-21,True
Toby Alderweireld,Tottenham Hotspur,6.0,2019-09-21,True
Jan Vertonghen,Tottenham Hotspur,6.0,2019-09-21,True
Son Heung-min,Tottenham Hotspur,6.0,2019-09-21,True
Harry Winks,Tottenham Hotspur,6.0,2019-09-21,True
Harry Kane,Tottenham Hotspur,6.0,2019-09-21,True
Érik Lamela,Tottenham Hotspur,6.0,2019-09-21,True
Moussa Sissoko,Tottenham Hotspur,6.0,2019-09-21,True
Serge Aurier,Tottenham Hotspur,6.0,2019-09-21,True
Tanguy Ndombele,Tottenham Hotspur,6.0,2019-09-21,True
Alfie Whiteman,Tottenham Hotspur,6.0,2019-09-21,False
Victor Wanyama,Tottenham Hotspur,6.0,2019-09-21,False
Eric Dier,Tottenham Hotspur,6.0,2019-09-21,False
Christian Eriksen,Tottenham Hotspur,6.0,2019-09-21,False
Lucas Moura,Tottenham Hotspur,6.0,2019-09-21,False
Oliver Skipp,Tottenham Hotspur,6.0,2019-09-21,False
Ben Davies,Tottenham Hotspur,6.0,2019-09-21,False
Nick Pope,Burnley,6.0,2019-09-21,True
Matthew Lowton,Burnley,6.0,2019-09-21,True
Jack Cork,Burnley,6.0,2019-09-21,True
James Tarkowski,Burnley,6.0,2019-09-21,True
Ben Mee,Burnley,6.0,2019-09-21,True
Chris Wood,Burnley,6.0,2019-09-21,True
Ashley Barnes,Burnley,6.0,2019-09-21,True
Dwight McNeil,Burnley,6.0,2019-09-21,True
Jeff Hendrick,Burnley,6.0,2019-09-21,True
Ashley Westwood,Burnley,6.0,2019-09-21,True
Erik Pieters,Burnley,6.0,2019-09-21,True
Joe Hart,Burnley,6.0,2019-09-21,False
Charlie Taylor,Burnley,6.0,2019-09-21,False
Robbie Brady,Burnley,6.0,2019-09-21,False
Jay Rodriguez,Burnley,6.0,2019-09-21,False
Aaron Lennon,Burnley,6.0,2019-09-21,False
Matěj Vydra,Burnley,6.0,2019-09-21,False
Kevin Long,Burnley,6.0,2019-09-21,False
Tim Krul,Norwich City,6.0,2019-09-21,True
Sam Byram,Norwich City,6.0,2019-09-21,True
Ben Godfrey,Norwich City,6.0,2019-09-21,True
Jamal Lewis,Norwich City,6.0,2019-09-21,True
Todd Cantwell,Norwich City,6.0,2019-09-21,True
Emi Buendía,Norwich City,6.0,2019-09-21,True
Marco Stiepermann,Norwich City,6.0,2019-09-21,True
Teemu Pukki,Norwich City,6.0,2019-09-21,True
Kenny McLean,Norwich City,6.0,2019-09-21,True
Ibrahim Amadou,Norwich City,6.0,2019-09-21,True
Alexander Tettey,Norwich City,6.0,2019-09-21,True
Michael McGovern,Norwich City,6.0,2019-09-21,False
Grant Hanley,Norwich City,6.0,2019-09-21,False
Patrick Roberts,Norwich City,6.0,2019-09-21,False
Moritz Leitner,Norwich City,6.0,2019-09-21,False
Philip Heise,Norwich City,6.0,2019-09-21,False
Josip Drmić,Norwich City,6.0,2019-09-21,False
Dennis Srbeny,Norwich City,6.0,2019-09-21,False
Ederson,Manchester City,6.0,2019-09-21,True
Kyle Walker,Manchester City,6.0,2019-09-21,True
Sergio Agüero,Manchester City,6.0,2019-09-21,True
Rodri,Manchester City,6.0,2019-09-21,True
Kevin De Bruyne,Manchester City,6.0,2019-09-21,True
Bernardo Silva,Manchester City,6.0,2019-09-21,True
David Silva,Manchester City,6.0,2019-09-21,True
Benjamin Mendy,Manchester City,6.0,2019-09-21,True
Fernandinho,Manchester City,6.0,2019-09-21,True
Riyad Mahrez,Manchester City,6.0,2019-09-21,True
Nicolás Otamendi,Manchester City,6.0,2019-09-21,True
Claudio Bravo,Manchester City,6.0,2019-09-21,False
Raheem Sterling,Manchester City,6.0,2019-09-21,False
İlkay Gündoğan,Manchester City,6.0,2019-09-21,False
Gabriel Jesus,Manchester City,6.0,2019-09-21,False
Angeliño,Manchester City,6.0,2019-09-21,False
João Cancelo,Manchester City,6.0,2019-09-21,False
Eric García,Manchester City,6.0,2019-09-21,False
Ben Foster,Watford,6.0,2019-09-21,True
Craig Dawson,Watford,6.0,2019-09-21,True
Adrian Mariappa,Watford,6.0,2019-09-21,True
Gerard Deulofeu,Watford,6.0,2019-09-21,True
Tom Cleverley,Watford,6.0,2019-09-21,True
Abdoulaye Doucouré,Watford,6.0,2019-09-21,True
Will Hughes,Watford,6.0,2019-09-21,True
Kiko Femenía,Watford,6.0,2019-09-21,True
José Holebas,Watford,6.0,2019-09-21,True
Étienne Capoue,Watford,6.0,2019-09-21,True
Dimitri Foulquier,Watford,6.0,2019-09-21,True
Heurelho Gomes,Watford,6.0,2019-09-21,False
Daryl Janmaat,Watford,6.0,2019-09-21,False
Nathaniel Chalobah,Watford,6.0,2019-09-21,False
Andre Gray,Watford,6.0,2019-09-21,False
Ismaila Sarr,Watford,6.0,2019-09-21,False
Christian Kabasele,Watford,6.0,2019-09-21,False
Roberto Pereyra,Watford,6.0,2019-09-21,False
Jordan Pickford,Everton,6.0,2019-09-21,True
Michael Keane,Everton,6.0,2019-09-21,True
Richarlison,Everton,6.0,2019-09-21,True
Fabian Delph,Everton,6.0,2019-09-21,True
Gylfi Sigurðsson,Everton,6.0,2019-09-21,True
Lucas Digne,Everton,6.0,2019-09-21,True
Yerry Mina,Everton,6.0,2019-09-21,True
Morgan Schneiderlin,Everton,6.0,2019-09-21,True
Bernard,Everton,6.0,2019-09-21,True
Séamus Coleman,Everton,6.0,2019-09-21,True
Moise Kean,Everton,6.0,2019-09-21,True
Maarten Stekelenburg,Everton,6.0,2019-09-21,False
Mason Holgate,Everton,6.0,2019-09-21,False
Dominic Calvert-Lewin,Everton,6.0,2019-09-21,False
Theo Walcott,Everton,6.0,2019-09-21,False
Cenk Tosun,Everton,6.0,2019-09-21,False
Alex Iwobi,Everton,6.0,2019-09-21,False
Tom Davies,Everton,6.0,2019-09-21,False
Dean Henderson,Sheffield United,6.0,2019-09-21,True
George Baldock,Sheffield United,6.0,2019-09-21,True
Enda Stevens,Sheffield United,6.0,2019-09-21,True
John Fleck,Sheffield United,6.0,2019-09-21,True
Jack O'Connell,Sheffield United,6.0,2019-09-21,True
Chris Basham,Sheffield United,6.0,2019-09-21,True
John Lundstram,Sheffield United,6.0,2019-09-21,True
Oliver McBurnie,Sheffield United,6.0,2019-09-21,True
Callum Robinson,Sheffield United,6.0,2019-09-21,True
John Egan,Sheffield United,6.0,2019-09-21,True
Oliver Norwood,Sheffield United,6.0,2019-09-21,True
Simon Moore,Sheffield United,6.0,2019-09-21,False
Luke Freeman,Sheffield United,6.0,2019-09-21,False
Ravel Morrison,Sheffield United,6.0,2019-09-21,False
Phil Jagielka,Sheffield United,6.0,2019-09-21,False
Kieron Freeman,Sheffield United,6.0,2019-09-21,False
Lys Mousset,Sheffield United,6.0,2019-09-21,False
Ben Osborn,Sheffield United,6.0,2019-09-21,False
Martin Dúbravka,Newcastle United,6.0,2019-09-21,True
Paul Dummett,Newcastle United,6.0,2019-09-21,True
Fabian Schär,Newcastle United,6.0,2019-09-21,True
Jamaal Lascelles,Newcastle United,6.0,2019-09-21,True
Jonjo Shelvey,Newcastle United,6.0,2019-09-21,True
Joelinton,Newcastle United,6.0,2019-09-21,True
Isaac Hayden,Newcastle United,6.0,2019-09-21,True
Jetro Willems,Newcastle United,6.0,2019-09-21,True
Javier Manquillo,Newcastle United,6.0,2019-09-21,True
Miguel Almirón,Newcastle United,6.0,2019-09-21,True
Christian Atsu,Newcastle United,6.0,2019-09-21,True
Karl Darlow,Newcastle United,6.0,2019-09-21,False
Ki Sung-yueng,Newcastle United,6.0,2019-09-21,False
Andy Carroll,Newcastle United,6.0,2019-09-21,False
Allan Saint-Maximin,Newcastle United,6.0,2019-09-21,False
Yoshinori Mutō,Newcastle United,6.0,2019-09-21,False
Emil Krafth,Newcastle United,6.0,2019-09-21,False
Federico Fernández,Newcastle United,6.0,2019-09-21,False
Mathew Ryan,Brighton & Hove Albion,6.0,2019-09-21,True
Lewis Dunk,Brighton & Hove Albion,6.0,2019-09-21,True
Dale Stephens,Brighton & Hove Albion,6.0,2019-09-21,True
Neal Maupay,Brighton & Hove Albion,6.0,2019-09-21,True
Pascal Groß,Brighton & Hove Albion,6.0,2019-09-21,True
Adam Webster,Brighton & Hove Albion,6.0,2019-09-21,True
Aaron Mooy,Brighton & Hove Albion,6.0,2019-09-21,True
Martín Montoya,Brighton & Hove Albion,6.0,2019-09-21,True
Davy Pröpper,Brighton & Hove Albion,6.0,2019-09-21,True
Dan Burn,Brighton & Hove Albion,6.0,2019-09-21,True
Steven Alzate,Brighton & Hove Albion,6.0,2019-09-21,True
David Button,Brighton & Hove Albion,6.0,2019-09-21,False
Gaëtan Bong,Brighton & Hove Albion,6.0,2019-09-21,False
Shane Duffy,Brighton & Hove Albion,6.0,2019-09-21,False
Yves Bissouma,Brighton & Hove Albion,6.0,2019-09-21,False
Glenn Murray,Brighton & Hove Albion,6.0,2019-09-21,False
Tudor Băluță,Brighton & Hove Albion,6.0,2019-09-21,False
Aaron Connolly,Brighton & Hove Albion,6.0,2019-09-21,False
Vicente Guaita,Crystal Palace,6.0,2019-09-22,True
Joel Ward,Crystal Palace,6.0,2019-09-22,True
Patrick van Aanholt,Crystal Palace,6.0,2019-09-22,True
Luka Milivojević,Crystal Palace,6.0,2019-09-22,True
Cheikhou Kouyaté,Crystal Palace,6.0,2019-09-22,True
Jordan Ayew,Crystal Palace,6.0,2019-09-22,True
Wilfried Zaha,Crystal Palace,6.0,2019-09-22,True
Mamadou Sakho,Crystal Palace,6.0,2019-09-22,True
Jeffrey Schlupp,Crystal Palace,6.0,2019-09-22,True
James McArthur,Crystal Palace,6.0,2019-09-22,True
Gary Cahill,Crystal Palace,6.0,2019-09-22,True
Wayne Hennessey,Crystal Palace,6.0,2019-09-22,False
Scott Dann,Crystal Palace,6.0,2019-09-22,False
Max Meyer,Crystal Palace,6.0,2019-09-22,False
Andros Townsend,Crystal Palace,6.0,2019-09-22,False
Christian Benteke,Crystal Palace,6.0,2019-09-22,False
James McCarthy,Crystal Palace,6.0,2019-09-22,False
Martin Kelly,Crystal Palace,6.0,2019-09-22,False
Rui Patrício,Wolverhampton Wanderers,6.0,2019-09-22,True
Matt Doherty,Wolverhampton Wanderers,6.0,2019-09-22,True
Raúl Jiménez,Wolverhampton Wanderers,6.0,2019-09-22,True
Willy Boly,Wolverhampton Wanderers,6.0,2019-09-22,True
Conor Coady,Wolverhampton Wanderers,6.0,2019-09-22,True
Diogo Jota,Wolverhampton Wanderers,6.0,2019-09-22,True
Jonny Castro,Wolverhampton Wanderers,6.0,2019-09-22,True
Romain Saïss,Wolverhampton Wanderers,6.0,2019-09-22,True
João Moutinho,Wolverhampton Wanderers,6.0,2019-09-22,True
Leander Dendoncker,Wolverhampton Wanderers,6.0,2019-09-22,True
