player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,Team,matchweek,category
Alassane Pléa,14.0,fr FRA,FW,28-156,63.0,1.0,0.0,34.0,3.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.3,0.1,26.0,80.8,2.0,1.0,0.0,0.0,Mönchengladbach,1.0,Forward
Marcus Thuram,10.0,fr FRA,FW,24-007,27.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.5,0.0,4.0,100.0,2.0,1.0,1.0,1.0,Mönchengladbach,1.0,Forward
Hannes Wolf,11.0,at AUT,LW,22-119,71.0,0.0,0.0,39.0,2.0,0.0,0.0,1.0,1.0,31.0,10.0,1.0,2.0,0.0,0.0,21.0,57.1,0.0,4.0,0.0,1.0,Mönchengladbach,1.0,Forward
Keanan Bennetts,37.0,eng ENG,LW,22-157,19.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,75.0,0.0,3.0,2.0,2.0,Mönchengladbach,1.0,Forward
Patrick Herrmann,7.0,de GER,RW,30-182,63.0,0.0,0.0,35.0,3.0,1.0,0.0,1.0,0.0,13.0,4.0,2.0,0.0,0.1,0.1,26.0,69.2,2.0,5.0,0.0,0.0,Mönchengladbach,1.0,Forward
Jonas Hofmann,23.0,de GER,RW,29-030,27.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.7,12.0,75.0,2.0,2.0,0.0,1.0,Mönchengladbach,1.0,Forward
Lars Stindl,13.0,de GER,AM,32-352,90.0,0.0,1.0,48.0,1.0,1.0,0.0,3.0,1.0,26.0,1.0,0.0,2.0,0.8,0.3,36.0,83.3,5.0,0.0,0.0,0.0,Mönchengladbach,1.0,Midfield
Florian Neuhaus,32.0,de GER,DM,24-150,89.0,0.0,0.0,47.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,5.0,4.0,0.0,0.0,33.0,81.8,3.0,5.0,0.0,1.0,Mönchengladbach,1.0,Midfield
László Bénes,22.0,sk SVK,DM,23-338,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,Mönchengladbach,1.0,Midfield
Christoph Kramer,6.0,de GER,DM,30-175,90.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,1.0,0.0,0.0,32.0,59.4,3.0,1.0,1.0,1.0,Mönchengladbach,1.0,Midfield
Joe Scally,29.0,us USA,LB,18-225,90.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,5.0,2.0,0.0,0.0,37.0,81.1,2.0,2.0,2.0,2.0,Mönchengladbach,1.0,Defender
Nico Elvedi,30.0,ch SUI,CB,24-317,90.0,0.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,3.0,0.1,0.0,23.0,95.7,0.0,0.0,0.0,0.0,Mönchengladbach,1.0,Defender
Matthias Ginter,28.0,de GER,CB,27-206,90.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,0.0,16.0,75.0,0.0,0.0,0.0,0.0,Mönchengladbach,1.0,Defender
Stefan Lainer,18.0,at AUT,RB,28-351,90.0,0.0,0.0,51.0,1.0,0.0,0.0,1.0,0.0,14.0,2.0,3.0,0.0,0.0,0.5,40.0,75.0,3.0,2.0,0.0,0.0,Mönchengladbach,1.0,Defender
Yann Sommer,1.0,ch SUI,GK,32-239,90.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,53.8,0.0,0.0,0.0,0.0,Mönchengladbach,1.0,Goalkeeper
Robert Lewandowski,9.0,pl POL,FW,32-357,90.0,1.0,0.0,44.0,2.0,0.0,0.0,6.0,5.0,8.0,0.0,0.0,0.0,1.0,0.2,29.0,58.6,2.0,4.0,0.0,1.0,Bayern Munich,1.0,Forward
Serge Gnabry,7.0,de GER,LW,26-030,74.0,0.0,0.0,56.0,2.0,0.0,0.0,1.0,0.0,14.0,1.0,1.0,1.0,0.2,0.4,43.0,76.7,5.0,6.0,3.0,7.0,Bayern Munich,1.0,Forward
Jamal Musiala,42.0,de GER,LW,18-168,16.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.1,8.0,87.5,4.0,2.0,0.0,1.0,Bayern Munich,1.0,Forward
Leroy Sané,10.0,de GER,RW,25-214,74.0,0.0,0.0,43.0,5.0,0.0,0.0,3.0,1.0,18.0,1.0,1.0,0.0,0.1,0.1,29.0,72.4,4.0,8.0,4.0,7.0,Bayern Munich,1.0,Forward
Kingsley Coman,11.0,fr FRA,RW,25-061,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.1,0.2,14.0,64.3,0.0,4.0,0.0,0.0,Bayern Munich,1.0,Forward
Thomas Müller,25.0,de GER,AM,31-334,81.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,39.0,76.9,4.0,6.0,1.0,2.0,Bayern Munich,1.0,Midfield
Eric Maxim Choupo-Moting,13.0,cm CMR,AM,32-143,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,60.0,0.0,1.0,0.0,1.0,Bayern Munich,1.0,Midfield
Leon Goretzka,8.0,de GER,DM,26-188,90.0,0.0,0.0,56.0,5.0,0.0,0.0,3.0,0.0,16.0,4.0,3.0,1.0,0.2,0.1,46.0,91.3,5.0,1.0,0.0,0.0,Bayern Munich,1.0,Midfield
Joshua Kimmich,6.0,de GER,DM,26-186,90.0,0.0,1.0,102.0,5.0,1.0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,0.2,0.4,95.0,85.3,8.0,4.0,0.0,0.0,Bayern Munich,1.0,Midfield
Alphonso Davies,19.0,ca CAN,LB,20-284,90.0,0.0,0.0,99.0,3.0,0.0,0.0,1.0,1.0,14.0,5.0,0.0,2.0,0.4,0.5,84.0,84.5,8.0,19.0,6.0,11.0,Bayern Munich,1.0,Defender
Niklas Süle,4.0,de GER,CB,25-344,90.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.2,86.0,93.0,5.0,5.0,2.0,2.0,Bayern Munich,1.0,Defender
Dayot Upamecano,2.0,fr FRA,CB,22-290,90.0,0.0,0.0,93.0,0.0,0.0,0.0,2.0,0.0,21.0,2.0,2.0,0.0,0.1,0.0,75.0,88.0,9.0,2.0,0.0,1.0,Bayern Munich,1.0,Defender
Josip Stanišić,44.0,hr CRO,RB,21-133,81.0,0.0,0.0,73.0,2.0,1.0,0.0,3.0,2.0,18.0,2.0,2.0,0.0,0.3,0.0,62.0,80.6,3.0,5.0,0.0,3.0,Bayern Munich,1.0,Defender
Bouna Sarr,20.0,sn SEN,RB,29-194,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,71.4,0.0,0.0,0.0,0.0,Bayern Munich,1.0,Defender
Manuel Neuer,1.0,de GER,GK,35-139,90.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,94.0,0.0,0.0,0.0,0.0,Bayern Munich,1.0,Goalkeeper
Hamadi Al Ghaddioui,18.0,ma MAR,FW,30-326,64.0,1.0,0.0,26.0,2.0,1.0,0.0,3.0,2.0,19.0,0.0,0.0,1.0,0.6,0.0,17.0,64.7,0.0,1.0,0.0,1.0,Stuttgart,1.0,Forward
Mohamed Sankoh,44.0,nl NED,FW,17-302,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Stuttgart,1.0,Forward
Erik Thommy,11.0,de GER,WB,26-359,22.0,0.0,0.0,23.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.1,20.0,95.0,1.0,2.0,0.0,1.0,Stuttgart,1.0,Defender
Mateo Klimowicz,31.0,de GER,LW,21-039,64.0,0.0,1.0,33.0,3.0,1.0,0.0,3.0,0.0,8.0,2.0,0.0,0.0,0.2,0.2,28.0,78.6,3.0,5.0,0.0,0.0,Stuttgart,1.0,Forward
Daniel Didavi,10.0,de GER,LW,31-174,26.0,0.0,0.0,25.0,4.0,0.0,0.0,2.0,2.0,7.0,3.0,0.0,0.0,0.3,0.4,20.0,80.0,4.0,4.0,2.0,3.0,Stuttgart,1.0,Forward
Philipp Förster,20.0,de GER,RW,26-191,90.0,0.0,1.0,73.0,7.0,1.0,0.0,7.0,1.0,15.0,0.0,0.0,1.0,0.5,0.6,59.0,91.5,9.0,10.0,1.0,2.0,Stuttgart,1.0,Forward
Wataru Endo,3.0,jp JPN,DM,28-186,90.0,1.0,0.0,86.0,2.0,0.0,0.0,1.0,1.0,18.0,3.0,0.0,1.0,0.3,0.1,77.0,92.2,10.0,1.0,1.0,1.0,Stuttgart,1.0,Midfield
Atakan Karazor,16.0,de GER,DM,24-305,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,0.0,0.0,0.0,0.0,Stuttgart,1.0,Midfield
Philipp Klement,21.0,de GER,DM,28-339,82.0,1.0,0.0,101.0,11.0,1.0,0.0,3.0,1.0,10.0,0.0,0.0,1.0,0.2,0.6,94.0,92.6,14.0,6.0,2.0,2.0,Stuttgart,1.0,Midfield
Borna Sosa,24.0,hr CRO,WB,23-205,90.0,0.0,3.0,72.0,10.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.8,69.0,81.2,6.0,7.0,1.0,2.0,Stuttgart,1.0,Defender
Roberto Massimo,30.0,de GER,WB,20-306,90.0,0.0,0.0,44.0,5.0,1.0,0.0,4.0,2.0,13.0,0.0,0.0,0.0,0.7,0.2,34.0,79.4,1.0,5.0,3.0,6.0,Stuttgart,1.0,Defender
Marc-Oliver Kempf,4.0,de GER,CB,26-198,90.0,2.0,0.0,90.0,4.0,0.0,0.0,4.0,3.0,16.0,2.0,0.0,2.0,0.6,0.2,75.0,93.3,3.0,3.0,1.0,1.0,Stuttgart,1.0,Defender
Waldemar Anton,2.0,de GER,CB,25-025,90.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,86.0,94.2,1.0,5.0,0.0,0.0,Stuttgart,1.0,Defender
Konstantinos Mavropanos,5.0,gr GRE,CB,23-246,90.0,0.0,0.0,86.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,3.0,0.3,0.0,77.0,96.1,2.0,6.0,0.0,0.0,Stuttgart,1.0,Defender
Florian Müller,1.0,de GER,GK,23-274,90.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,88.9,0.0,0.0,0.0,0.0,Stuttgart,1.0,Goalkeeper
Branimir Hrgota,10.0,se SWE,FW,28-214,84.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0,1.0,15.0,0.0,0.0,1.0,0.1,0.0,13.0,84.6,2.0,2.0,0.0,0.0,Greuther Fürth,1.0,Forward
Jamie Leweling,40.0,de GER,FW,20-169,6.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.5,0.0,4.0,25.0,0.0,2.0,1.0,1.0,Greuther Fürth,1.0,Forward
Håvard Nielsen,16.0,no NOR,FW,28-030,58.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.2,0.0,13.0,61.5,2.0,1.0,0.0,1.0,Greuther Fürth,1.0,Forward
Dickson Abiama,11.0,ng NGA,FW,22-284,32.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0.5,5.0,100.0,1.0,1.0,0.0,1.0,Greuther Fürth,1.0,Forward
Julian Green,37.0,us USA,CM,26-069,69.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,15.0,80.0,1.0,3.0,1.0,2.0,Greuther Fürth,1.0,Midfield
Adrian Fein,6.0,de GER,CM,22-149,21.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,4.0,50.0,0.0,1.0,0.0,0.0,Greuther Fürth,1.0,Midfield
Nils Seufert,8.0,de GER,CM,24-192,57.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,18.0,88.9,1.0,0.0,0.0,0.0,Greuther Fürth,1.0,Midfield
Hans Nunoo Sarpei,14.0,gh GHA,CM,22-357,33.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,6.0,66.7,0.0,0.0,0.0,0.0,Greuther Fürth,1.0,Midfield
Paul Seguin,33.0,de GER,DM,26-138,90.0,0.0,0.0,53.0,3.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,49.0,85.7,8.0,2.0,2.0,2.0,Greuther Fürth,1.0,Midfield
Gian-Luca Itter,27.0,de GER,WB,22-221,90.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,14.0,5.0,1.0,2.0,0.0,0.1,24.0,79.2,0.0,1.0,1.0,1.0,Greuther Fürth,1.0,Defender
Marco Meyerhöfer,18.0,de GER,WB,25-269,90.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,36.0,86.1,2.0,1.0,0.0,1.0,Greuther Fürth,1.0,Defender
Justin Hoogma,5.0,nl NED,CB,23-064,90.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,0.0,0.0,38.0,78.9,1.0,0.0,0.0,0.0,Greuther Fürth,1.0,Defender
Maximilian Bauer,4.0,de GER,CB,21-186,90.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,3.0,3.0,0.0,0.0,44.0,84.1,3.0,2.0,0.0,0.0,Greuther Fürth,1.0,Defender
Gideon Jung,23.0,de GER,CB,26-336,90.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0,0.0,0.0,35.0,82.9,2.0,4.0,0.0,0.0,Greuther Fürth,1.0,Defender
Sascha Burchert,30.0,de GER,GK,31-288,90.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,65.7,0.0,0.0,0.0,0.0,Greuther Fürth,1.0,Goalkeeper
Max Kruse,10.0,de GER,FW,33-148,72.0,0.0,1.0,34.0,2.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.1,26.0,65.4,1.0,1.0,0.0,1.0,Union Berlin,1.0,Forward
Cedric Teuchert,36.0,de GER,FW,24-212,18.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.1,0.0,1.0,100.0,0.0,0.0,0.0,0.0,Union Berlin,1.0,Forward
Taiwo Awoniyi,14.0,ng NGA,FW,24-002,62.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,1.0,0.1,0.1,8.0,50.0,0.0,4.0,0.0,0.0,Union Berlin,1.0,Forward
Andreas Voglsammer,9.0,de GER,FW,29-217,28.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,8.0,87.5,2.0,0.0,0.0,0.0,Union Berlin,1.0,Forward
Marcus Ingvartsen,32.0,dk DEN,CM,25-222,63.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,0.0,0.1,0.0,13.0,76.9,0.0,0.0,1.0,2.0,Union Berlin,1.0,Midfield
Levin Öztunalı,7.0,de GER,CM,25-152,27.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,2.0,0.1,0.0,8.0,62.5,2.0,2.0,2.0,3.0,Union Berlin,1.0,Midfield
Genki Haraguchi,24.0,jp JPN,CM,30-097,80.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,24.0,45.8,1.0,5.0,0.0,1.0,Union Berlin,1.0,Midfield
Kevin Behrens,17.0,de GER,CM,30-192,10.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,5.0,80.0,1.0,1.0,0.0,0.0,Union Berlin,1.0,Midfield
Rani Khedira,8.0,de GER,DM,27-199,90.0,0.0,0.0,33.0,2.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,0.0,0.0,24.0,62.5,2.0,0.0,0.0,1.0,Union Berlin,1.0,Midfield
Niko Gießelmann,23.0,de GER,WB,29-322,90.0,0.0,0.0,53.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,3.0,0.0,0.1,43.0,79.1,4.0,3.0,0.0,1.0,Union Berlin,1.0,Defender
Christopher Trimmel,28.0,at AUT,WB,34-171,81.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,3.0,0.0,0.0,28.0,78.6,2.0,0.0,0.0,1.0,Union Berlin,1.0,Defender
Julian Ryerson,6.0,no NOR,WB,23-270,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,Union Berlin,1.0,Defender
Timo Baumgartl,25.0,de GER,CB,25-163,90.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,2.0,0.0,0.0,43.0,81.4,2.0,1.0,0.0,0.0,Union Berlin,1.0,Defender
Robin Knoche,31.0,de GER,CB,29-084,90.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,6.0,0.0,0.0,34.0,82.4,2.0,0.0,0.0,0.0,Union Berlin,1.0,Defender
Marvin Friedrich,5.0,de GER,CB,25-244,90.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,1.0,0.0,0.1,0.0,43.0,79.1,2.0,2.0,0.0,1.0,Union Berlin,1.0,Defender
Andreas Luthe,1.0,de GER,GK,34-157,90.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,65.5,0.0,0.0,0.0,0.0,Union Berlin,1.0,Goalkeeper
Patrik Schick,14.0,cz CZE,FW,25-202,88.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.3,0.0,14.0,92.9,0.0,2.0,0.0,0.0,Bayer Leverkusen,1.0,Forward
Joel Pohjanpalo,17.0,fi FIN,FW,26-335,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bayer Leverkusen,1.0,Forward
Nadiem Amiri,11.0,de GER,LW,24-291,75.0,0.0,0.0,62.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,1.0,0.1,0.0,52.0,82.7,2.0,9.0,2.0,4.0,Bayer Leverkusen,1.0,Forward
Paulinho,7.0,br BRA,LW,21-030,15.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,85.7,0.0,0.0,0.0,0.0,Bayer Leverkusen,1.0,Forward
Moussa Diaby,19.0,fr FRA,RW,22-038,90.0,1.0,0.0,44.0,4.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.1,0.2,36.0,75.0,4.0,5.0,1.0,5.0,Bayer Leverkusen,1.0,Forward
Kerem Demirbay,10.0,de GER,AM,28-042,90.0,0.0,0.0,59.0,2.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,50.0,74.0,4.0,6.0,2.0,3.0,Bayer Leverkusen,1.0,Midfield
Charles Aránguiz,20.0,cl CHI,DM,32-119,90.0,0.0,0.0,84.0,3.0,0.0,0.0,1.0,0.0,13.0,3.0,4.0,2.0,0.0,0.0,73.0,86.3,3.0,3.0,0.0,0.0,Bayer Leverkusen,1.0,Midfield
Exequiel Palacios,25.0,ar ARG,DM,22-313,88.0,0.0,0.0,84.0,1.0,1.0,0.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,0.0,72.0,93.1,5.0,1.0,0.0,0.0,Bayer Leverkusen,1.0,Midfield
Julian Baumgartlinger,15.0,at AUT,DM,33-224,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,Bayer Leverkusen,1.0,Midfield
Mitchel Bakker,5.0,nl NED,LB,21-055,90.0,0.0,0.0,104.0,2.0,0.0,0.0,1.0,0.0,12.0,5.0,4.0,1.0,0.1,0.1,90.0,84.4,9.0,7.0,2.0,4.0,Bayer Leverkusen,1.0,Defender
Jonathan Tah,4.0,de GER,CB,25-184,90.0,0.0,0.0,95.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,85.0,88.2,3.0,5.0,0.0,0.0,Bayer Leverkusen,1.0,Defender
Odilon Kossonou,6.0,ci CIV,CB,20-222,90.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,93.0,88.2,1.0,2.0,2.0,2.0,Bayer Leverkusen,1.0,Defender
Jeremie Frimpong,30.0,nl NED,RB,20-247,90.0,0.0,1.0,82.0,4.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,0.2,73.0,91.8,5.0,8.0,1.0,1.0,Bayer Leverkusen,1.0,Defender
Lukáš Hrádecký,1.0,fi FIN,GK,31-263,90.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,72.5,0.0,0.0,0.0,0.0,Bayer Leverkusen,1.0,Goalkeeper
Wout Weghorst,9.0,nl NED,FW,29-007,90.0,1.0,0.0,34.0,4.0,0.0,0.0,6.0,5.0,19.0,0.0,0.0,0.0,1.7,0.5,21.0,57.1,0.0,2.0,1.0,1.0,Wolfsburg,1.0,Forward
Renato Steffen,11.0,ch SUI,LW,29-284,69.0,0.0,0.0,52.0,4.0,0.0,0.0,2.0,0.0,16.0,2.0,2.0,0.0,0.4,0.2,42.0,92.9,4.0,7.0,0.0,0.0,Wolfsburg,1.0,Forward
Omar Marmoush,29.0,eg EGY,LW,22-188,21.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.1,0.3,7.0,71.4,2.0,2.0,0.0,0.0,Wolfsburg,1.0,Forward
Ridle Baku,20.0,de GER,RW,23-128,90.0,0.0,0.0,37.0,4.0,0.0,0.0,3.0,1.0,21.0,0.0,0.0,2.0,0.9,0.0,26.0,73.1,3.0,5.0,2.0,3.0,Wolfsburg,1.0,Forward
Maximilian Philipp,17.0,de GER,AM,27-166,80.0,0.0,0.0,37.0,9.0,0.0,0.0,2.0,0.0,11.0,1.0,0.0,2.0,0.1,0.2,29.0,89.7,1.0,0.0,2.0,3.0,Wolfsburg,1.0,Midfield
Yannick Gerhardt,31.0,de GER,LB,27-154,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,Wolfsburg,1.0,Defender
Maximilian Arnold,27.0,de GER,DM,27-079,90.0,0.0,0.0,80.0,3.0,0.0,0.0,1.0,0.0,14.0,1.0,2.0,0.0,0.0,0.0,72.0,87.5,4.0,8.0,0.0,0.0,Wolfsburg,1.0,Midfield
Xaver Schlager,24.0,at AUT,DM,23-320,80.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,0.0,15.0,6.0,2.0,1.0,0.0,0.0,55.0,83.6,2.0,8.0,0.0,0.0,Wolfsburg,1.0,Midfield
Josuha Guilavogui,23.0,fr FRA,DM,30-329,10.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,66.7,1.0,1.0,0.0,0.0,Wolfsburg,1.0,Midfield
Jérôme Roussillon,15.0,fr FRA,LB,28-220,86.0,0.0,0.0,69.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,60.0,76.7,4.0,11.0,2.0,4.0,Wolfsburg,1.0,Defender
Admir Mehmedi,14.0,ch SUI,AM,30-151,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,66.7,1.0,1.0,0.0,0.0,Wolfsburg,1.0,Midfield
John Brooks,25.0,us USA,CB,28-198,90.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,84.0,95.2,7.0,11.0,1.0,1.0,Wolfsburg,1.0,Defender
Maxence Lacroix,4.0,fr FRA,CB,21-130,90.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,87.0,89.7,9.0,7.0,1.0,1.0,Wolfsburg,1.0,Defender
Kevin Mbabu,19.0,ch SUI,RB,26-117,90.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,22.0,5.0,7.0,4.0,0.0,0.6,68.0,76.5,6.0,4.0,1.0,3.0,Wolfsburg,1.0,Defender
Koen Casteels,1.0,be BEL,GK,29-050,90.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,73.9,0.0,0.0,0.0,0.0,Wolfsburg,1.0,Goalkeeper
Simon Zoller,9.0,de GER,FW,30-049,90.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,1.0,0.1,0.0,23.0,95.7,1.0,0.0,1.0,1.0,Bochum,1.0,Forward
Christopher Antwi-Adjei,22.0,gh GHA,LM,27-188,90.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,27.0,81.5,0.0,1.0,0.0,1.0,Bochum,1.0,Midfield
Takuma Asano,10.0,jp JPN,RW,26-277,45.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,8.0,87.5,0.0,2.0,0.0,1.0,Bochum,1.0,Forward
Miloš Pantović,27.0,rs SRB,RM,25-038,45.0,0.0,0.0,30.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,1.0,0.2,0.0,24.0,54.2,2.0,2.0,0.0,0.0,Bochum,1.0,Midfield
Elvis Rexhbeçaj,20.0,de GER,CM,23-286,90.0,0.0,0.0,48.0,3.0,0.0,0.0,2.0,0.0,11.0,2.0,3.0,2.0,0.0,0.3,35.0,68.6,2.0,5.0,3.0,5.0,Bochum,1.0,Midfield
