player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,Team,matchweek,category
Aster Vranckx,8.0,be BEL,DM,19-074,86.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,5.0,3.0,0.0,0.0,42.0,88.1,0.0,1.0,0.0,4.0,Wolfsburg,17.0,Midfield
Kevin Mbabu,19.0,ch SUI,WB,26-242,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,1.0,0.0,0.0,1.0,Wolfsburg,17.0,Defender
Yannick Gerhardt,31.0,de GER,WB,27-279,90.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,1.0,0.0,0.3,55.0,70.9,2.0,8.0,1.0,1.0,Wolfsburg,17.0,Defender
Ridle Baku,20.0,de GER,WB,23-253,90.0,0.0,0.0,66.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,1.0,1.0,0.0,0.4,56.0,75.0,5.0,6.0,3.0,4.0,Wolfsburg,17.0,Defender
John Brooks,25.0,us USA,CB,28-323,90.0,0.0,0.0,67.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,7.0,2.0,0.1,0.0,56.0,87.5,1.0,1.0,0.0,0.0,Wolfsburg,17.0,Defender
Sebastiaan Bornauw,3.0,be BEL,CB,22-270,90.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,4.0,0.1,0.0,16.0,87.5,0.0,0.0,0.0,0.0,Wolfsburg,17.0,Defender
Maxence Lacroix,4.0,fr FRA,CB,21-255,90.0,0.0,0.0,63.0,0.0,0.0,0.0,1.0,0.0,23.0,4.0,9.0,4.0,0.1,0.0,44.0,81.8,1.0,3.0,3.0,4.0,Wolfsburg,17.0,Defender
Koen Casteels,1.0,be BEL,GK,29-175,90.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,89.5,0.0,0.0,0.0,0.0,Wolfsburg,17.0,Goalkeeper
Sebastian Polter,40.0,de GER,FW,30-261,90.0,0.0,0.0,30.0,2.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.2,0.0,21.0,42.9,1.0,0.0,1.0,1.0,Bochum,17.0,Forward
Christopher Antwi-Adjei,22.0,gh GHA,LW,27-314,74.0,0.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.1,0.0,11.0,72.7,0.0,1.0,1.0,1.0,Bochum,17.0,Forward
Silvère Ganvoula M'Boussy,35.0,cg CGO,LW,25-179,16.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,Bochum,17.0,Forward
Miloš Pantović,27.0,rs SRB,RW,25-164,90.0,0.0,0.0,41.0,6.0,0.0,0.0,2.0,0.0,15.0,2.0,1.0,2.0,0.2,0.3,30.0,63.3,1.0,1.0,0.0,0.0,Bochum,17.0,Forward
Elvis Rexhbeçaj,20.0,de GER,CM,24-047,90.0,0.0,0.0,26.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,23.0,73.9,1.0,2.0,0.0,0.0,Bochum,17.0,Midfield
Patrick Osterhage,6.0,de GER,CM,21-320,74.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,80.0,2.0,3.0,0.0,0.0,Bochum,17.0,Midfield
Soma Novothny,15.0,hu HUN,RW,27-185,16.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.2,0.0,2.0,100.0,0.0,0.0,0.0,0.0,Bochum,17.0,Forward
Anthony Losilla,8.0,fr FRA,DM,35-283,90.0,0.0,0.0,73.0,1.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,0.0,0.1,63.0,74.6,5.0,1.0,0.0,0.0,Bochum,17.0,Midfield
Danilo Soares,3.0,br BRA,LB,30-050,90.0,0.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,2.0,0.0,0.0,68.0,79.4,6.0,7.0,0.0,0.0,Bochum,17.0,Defender
Maxim Leitsch,29.0,de GER,CB,23-214,90.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,77.0,92.2,4.0,4.0,0.0,0.0,Bochum,17.0,Defender
Erhan Mašović,4.0,rs SRB,CB,23-026,90.0,0.0,0.0,92.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,3.0,4.0,0.0,0.0,74.0,90.5,2.0,3.0,0.0,0.0,Bochum,17.0,Defender
Kostas Stafylidis,16.0,gr GRE,RB,28-016,59.0,0.0,0.0,63.0,3.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,55.0,74.5,7.0,1.0,0.0,0.0,Bochum,17.0,Defender
Herbert Bockhorn,11.0,de GER,RB,26-321,31.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.1,27.0,85.2,1.0,5.0,1.0,1.0,Bochum,17.0,Defender
Manuel Riemann,1.0,de GER,GK,33-100,90.0,0.0,0.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,68.5,3.0,0.0,0.0,0.0,Bochum,17.0,Goalkeeper
Taiwo Awoniyi,14.0,ng NGA,FW,24-128,63.0,0.0,0.0,31.0,2.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.2,0.1,22.0,63.6,1.0,4.0,1.0,3.0,Union Berlin,17.0,Forward
Kevin Behrens,17.0,de GER,FW,30-318,27.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,44.4,0.0,1.0,0.0,0.0,Union Berlin,17.0,Forward
Sheraldo Becker,27.0,sr SUR,FW,26-312,63.0,0.0,0.0,43.0,2.0,0.0,0.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,0.1,35.0,77.1,7.0,8.0,0.0,1.0,Union Berlin,17.0,Forward
Genki Haraguchi,24.0,jp JPN,CM,30-223,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,9.0,88.9,2.0,1.0,0.0,0.0,Union Berlin,17.0,Midfield
Max Kruse,10.0,de GER,AM,33-274,75.0,1.0,0.0,36.0,3.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.1,0.1,30.0,73.3,7.0,2.0,1.0,2.0,Union Berlin,17.0,Midfield
Andreas Voglsammer,9.0,de GER,FW,29-343,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,0.0,1.0,1.0,1.0,Union Berlin,17.0,Forward
Grischa Prömel,21.0,de GER,DM,26-343,90.0,0.0,1.0,53.0,2.0,1.0,0.0,2.0,0.0,16.0,1.0,4.0,1.0,0.6,0.1,40.0,82.5,1.0,2.0,2.0,2.0,Union Berlin,17.0,Midfield
Rani Khedira,8.0,de GER,DM,27-325,89.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,1.0,0.0,0.0,25.0,96.0,1.0,3.0,2.0,2.0,Union Berlin,17.0,Midfield
Kevin Möhwald,30.0,de GER,DM,28-168,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,Union Berlin,17.0,Midfield
Bastian Oczipka,20.0,de GER,WB,32-340,90.0,0.0,0.0,53.0,1.0,1.0,0.0,1.0,0.0,14.0,1.0,1.0,3.0,0.0,0.0,43.0,83.7,5.0,4.0,0.0,0.0,Union Berlin,17.0,Defender
Christopher Trimmel,28.0,at AUT,WB,34-297,75.0,0.0,0.0,50.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,2.0,0.1,0.0,42.0,66.7,3.0,4.0,1.0,3.0,Union Berlin,17.0,Defender
Julian Ryerson,6.0,no NOR,WB,24-031,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,Union Berlin,17.0,Defender
Marvin Friedrich,5.0,de GER,CB,26-005,90.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,51.0,76.5,3.0,2.0,1.0,1.0,Union Berlin,17.0,Defender
Robin Knoche,31.0,de GER,CB,29-210,90.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,43.0,74.4,2.0,1.0,0.0,0.0,Union Berlin,17.0,Defender
Paul Jaeckel,3.0,de GER,CB,23-149,90.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,50.0,80.0,5.0,1.0,0.0,0.0,Union Berlin,17.0,Defender
Andreas Luthe,1.0,de GER,GK,34-283,90.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,57.8,0.0,0.0,0.0,0.0,Union Berlin,17.0,Goalkeeper
Branimir Hrgota,10.0,se SWE,FW,28-340,82.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,24.0,66.7,2.0,2.0,0.0,2.0,Greuther Fürth,17.0,Forward
Dickson Abiama,11.0,ng NGA,FW,23-045,8.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,33.3,0.0,0.0,0.0,0.0,Greuther Fürth,17.0,Forward
Jamie Leweling,40.0,de GER,FW,20-295,90.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,21.0,57.1,2.0,6.0,3.0,5.0,Greuther Fürth,17.0,Forward
Håvard Nielsen,16.0,no NOR,AM,28-156,90.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,38.0,65.8,1.0,2.0,1.0,2.0,Greuther Fürth,17.0,Midfield
Timothy Tillman,21.0,de GER,CM,22-348,70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,0.0,0.0,19.0,52.6,4.0,2.0,2.0,4.0,Greuther Fürth,17.0,Midfield
Jeremy Dudziak,28.0,tn TUN,CM,26-112,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,Greuther Fürth,17.0,Midfield
Paul Seguin,33.0,de GER,CM,26-264,90.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0,5.0,1.0,0.0,0.0,45.0,75.6,4.0,5.0,3.0,4.0,Greuther Fürth,17.0,Midfield
Max Christiansen,13.0,de GER,DM,25-084,90.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,17.0,2.0,2.0,2.0,0.0,0.0,34.0,79.4,3.0,1.0,0.0,0.0,Greuther Fürth,17.0,Midfield
Jetro Willems,15.0,nl NED,LB,27-263,90.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,2.0,0.0,0.0,0.0,58.0,74.1,6.0,2.0,0.0,2.0,Greuther Fürth,17.0,Defender
Maximilian Bauer,4.0,de GER,CB,21-312,90.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,2.0,0.0,0.0,40.0,85.0,2.0,0.0,0.0,0.0,Greuther Fürth,17.0,Defender
Sebastian Griesbeck,22.0,de GER,CB,31-076,90.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,0.0,0.0,32.0,65.6,2.0,0.0,0.0,0.0,Greuther Fürth,17.0,Defender
Marco Meyerhöfer,18.0,de GER,RB,26-030,90.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,1.0,0.0,0.0,46.0,76.1,5.0,6.0,1.0,1.0,Greuther Fürth,17.0,Defender
Sascha Burchert,30.0,de GER,GK,32-049,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,48.8,0.0,0.0,0.0,0.0,Greuther Fürth,17.0,Goalkeeper
Andi Zeqiri,21.0,ch SUI,FW,22-179,58.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.1,0.0,8.0,50.0,0.0,0.0,1.0,2.0,Augsburg,17.0,Forward
Sergio Córdova,9.0,ve VEN,FW,24-131,32.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,50.0,1.0,2.0,0.0,0.0,Augsburg,17.0,Forward
André Hahn,28.0,de GER,FW,31-127,58.0,0.0,0.0,20.0,1.0,0.0,0.0,3.0,2.0,9.0,0.0,0.0,1.0,0.3,0.1,11.0,45.5,0.0,2.0,0.0,0.0,Augsburg,17.0,Forward
Michael Gregoritsch,11.0,at AUT,FW,27-244,32.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0,63.6,0.0,0.0,1.0,2.0,Augsburg,17.0,Forward
Mads Pedersen,3.0,dk DEN,LM,25-108,45.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,2.0,2.0,0.1,0.0,7.0,85.7,0.0,0.0,0.0,1.0,Augsburg,17.0,Midfield
Ruben Vargas,16.0,ch SUI,LM,23-135,45.0,0.0,0.0,21.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.4,0.1,13.0,69.2,1.0,4.0,0.0,0.0,Augsburg,17.0,Midfield
Daniel Caligiuri,20.0,it ITA,RM,33-337,72.0,0.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,2.0,5.0,0.0,0.0,35.0,71.4,2.0,3.0,0.0,1.0,Augsburg,17.0,Midfield
Noah Joel Sarenren Bazee,17.0,ng NGA,RM,25-119,18.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.2,0.0,4.0,75.0,0.0,0.0,0.0,1.0,Augsburg,17.0,Midfield
Niklas Dorsch,30.0,de GER,DM,23-337,90.0,0.0,0.0,55.0,4.0,0.0,0.0,2.0,0.0,20.0,3.0,4.0,2.0,0.0,0.0,41.0,92.7,7.0,2.0,2.0,2.0,Augsburg,17.0,Midfield
Arne Maier,10.0,de GER,DM,22-344,90.0,0.0,0.0,41.0,5.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,1.0,0.0,0.2,31.0,74.2,4.0,3.0,0.0,2.0,Augsburg,17.0,Midfield
Iago,22.0,br BRA,LB,24-270,90.0,0.0,0.0,75.0,2.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,1.0,0.0,0.3,65.0,67.7,6.0,10.0,0.0,1.0,Augsburg,17.0,Defender
Reece Oxford,4.0,eng ENG,CB,23-002,90.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,0.1,0.0,64.0,84.4,1.0,2.0,0.0,0.0,Augsburg,17.0,Defender
Jeffrey Gouweleeuw,6.0,nl NED,CB,30-161,90.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.3,50.0,80.0,5.0,3.0,0.0,1.0,Augsburg,17.0,Defender
Robert Gumny,2.0,pl POL,RB,23-197,90.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,16.0,6.0,5.0,1.0,0.0,0.0,57.0,82.5,9.0,5.0,1.0,4.0,Augsburg,17.0,Defender
Rafał Gikiewicz,1.0,pl POL,GK,34-053,90.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,20.0,75.0,0.0,0.0,0.0,0.0,Augsburg,17.0,Goalkeeper
Christopher Nkunku,18.0,fr FRA,FW,24-034,90.0,0.0,0.0,43.0,5.0,0.0,0.0,3.0,1.0,14.0,0.0,0.0,1.0,0.5,0.2,29.0,79.3,3.0,2.0,3.0,6.0,RB Leipzig,17.0,Forward
André Silva,33.0,pt POR,FW,26-042,90.0,0.0,0.0,45.0,2.0,0.0,0.0,4.0,2.0,11.0,1.0,0.0,0.0,0.7,0.1,35.0,80.0,3.0,3.0,0.0,1.0,RB Leipzig,17.0,Forward
Dominik Szoboszlai,17.0,hu HUN,CM,21-054,90.0,0.0,0.0,96.0,4.0,0.0,0.0,2.0,0.0,16.0,0.0,1.0,3.0,0.0,0.4,79.0,79.7,4.0,8.0,2.0,5.0,RB Leipzig,17.0,Midfield
Emil Forsberg,10.0,se SWE,CM,30-056,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB Leipzig,17.0,Midfield
Tyler Adams,14.0,us USA,CM,22-307,84.0,0.0,0.0,81.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,2.0,0.0,0.2,75.0,89.3,4.0,16.0,1.0,2.0,RB Leipzig,17.0,Midfield
Kevin Kampl,44.0,si SVN,DM,31-070,64.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,18.0,6.0,1.0,1.0,0.0,0.0,70.0,95.7,7.0,4.0,0.0,0.0,RB Leipzig,17.0,Midfield
Amadou Haidara,8.0,ml MLI,CM,23-321,26.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,71.0,3.0,5.0,0.0,1.0,RB Leipzig,17.0,Midfield
Angeliño,3.0,es ESP,WB,24-348,90.0,0.0,0.0,111.0,5.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.1,0.2,102.0,76.5,9.0,7.0,0.0,0.0,RB Leipzig,17.0,Defender
Benjamin Henrichs,39.0,de GER,WB,24-298,90.0,0.0,0.0,90.0,1.0,0.0,0.0,3.0,0.0,16.0,3.0,2.0,2.0,0.3,0.4,78.0,83.3,8.0,7.0,1.0,2.0,RB Leipzig,17.0,Defender
Joško Gvardiol,32.0,hr CRO,CB,19-329,90.0,0.0,0.0,127.0,3.0,0.0,0.0,1.0,1.0,15.0,5.0,3.0,2.0,0.1,0.0,118.0,88.1,11.0,12.0,2.0,2.0,RB Leipzig,17.0,Defender
Willi Orban,4.0,hu HUN,CB,29-045,86.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,95.0,89.5,3.0,10.0,0.0,0.0,RB Leipzig,17.0,Defender
Brian Brobbey,21.0,nl NED,FW,19-320,4.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.0,100.0,0.0,0.0,0.0,0.0,RB Leipzig,17.0,Forward
Nordi Mukiele,22.0,fr FRA,CB,24-047,64.0,0.0,0.0,94.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,2.0,0.0,0.1,0.0,84.0,83.3,7.0,8.0,1.0,2.0,RB Leipzig,17.0,Defender
Mohamed Simakan,2.0,fr FRA,CB,21-229,26.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.1,35.0,94.3,7.0,6.0,0.0,0.0,RB Leipzig,17.0,Defender
Péter Gulácsi,1.0,hu HUN,GK,31-226,90.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,89.3,0.0,0.0,0.0,0.0,RB Leipzig,17.0,Goalkeeper
Janni Serra,23.0,de GER,FW,23-280,57.0,1.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,19.0,0.0,1.0,2.0,0.3,0.0,16.0,50.0,2.0,0.0,0.0,1.0,Arminia,17.0,Forward
Fabian Klos,9.0,de GER,FW,34-016,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,Arminia,17.0,Forward
Florian Krüger,18.0,de GER,LW,22-308,89.0,0.0,1.0,26.0,2.0,1.0,0.0,1.0,1.0,17.0,0.0,1.0,1.0,0.0,0.4,21.0,76.2,3.0,3.0,0.0,1.0,Arminia,17.0,Forward
Nathan de Medina,15.0,be BEL,LB,24-071,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Arminia,17.0,Defender
Patrick Wimmer,20.0,at AUT,RW,20-202,70.0,0.0,0.0,29.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,1.0,2.0,0.2,0.0,16.0,43.8,0.0,1.0,2.0,3.0,Arminia,17.0,Forward
Bryan Lasme,10.0,fr FRA,AM,23-034,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,2.0,Arminia,17.0,Midfield
Masaya Okugawa,11.0,jp JPN,AM,25-248,90.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,1.0,1.0,0.2,0.0,15.0,53.3,1.0,1.0,0.0,3.0,Arminia,17.0,Midfield
Sebastian Vasiliadis,39.0,gr GRE,DM,24-075,57.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,3.0,0.0,0.0,17.0,52.9,1.0,0.0,0.0,0.0,Arminia,17.0,Midfield
Fabian Kunze,16.0,de GER,DM,23-187,33.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,10.0,70.0,0.0,0.0,1.0,1.0,Arminia,17.0,Midfield
Alessandro Schöpf,8.0,at AUT,DM,27-314,90.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,0.0,0.0,26.0,61.5,1.0,0.0,0.0,0.0,Arminia,17.0,Midfield
Andrés Andrade Cedeño,30.0,pa PAN,LB,23-063,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,1.0,0.0,0.0,33.0,48.5,2.0,1.0,1.0,1.0,Arminia,17.0,Defender
Joakim Nilsson,4.0,se SWE,CB,27-315,90.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,1.0,0.0,0.0,16.0,75.0,0.0,0.0,0.0,0.0,Arminia,17.0,Defender
Amos Pieper,2.0,de GER,CB,23-335,90.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,3.0,0.0,0.0,29.0,55.2,0.0,0.0,0.0,0.0,Arminia,17.0,Defender
Cédric Brunner,27.0,ch SUI,RB,27-304,90.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,3.0,5.0,0.0,0.0,35.0,60.0,1.0,1.0,0.0,1.0,Arminia,17.0,Defender
Stefanos Kapino,13.0,gr GRE,GK,27-275,90.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,64.5,0.0,0.0,0.0,0.0,Arminia,17.0,Goalkeeper
Moanes Dabbur,10.0,il ISR,FW,29-218,45.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,0.0,1.0,1.0,1.0,Hoffenheim,17.0,Forward
Ihlas Bebou,9.0,tg TOG,RW,27-239,45.0,0.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.3,16.0,68.8,1.0,1.0,1.0,1.0,Hoffenheim,17.0,Forward
Andrej Kramarić,27.0,hr CRO,LW,30-182,90.0,0.0,0.0,50.0,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.1,0.2,42.0,83.3,5.0,4.0,3.0,4.0,Hoffenheim,17.0,Forward
Georginio Rutter,33.0,fr FRA,FW,19-242,90.0,0.0,0.0,35.0,4.0,0.0,0.0,7.0,3.0,14.0,1.0,0.0,1.0,0.8,0.0,19.0,47.4,1.0,4.0,2.0,4.0,Hoffenheim,17.0,Forward
Dennis Geiger,8.0,de GER,DM,23-191,90.0,0.0,0.0,65.0,4.0,0.0,0.0,1.0,0.0,21.0,1.0,1.0,1.0,0.1,0.2,60.0,81.7,3.0,5.0,0.0,0.0,Hoffenheim,17.0,Midfield
Angelo Stiller,13.0,de GER,DM,20-258,61.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,37.0,73.0,1.0,3.0,0.0,0.0,Hoffenheim,17.0,Midfield
Christoph Baumgartner,14.0,at AUT,DM,22-139,29.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.2,0.0,17.0,76.5,0.0,1.0,1.0,1.0,Hoffenheim,17.0,Midfield
David Raum,17.0,de GER,WB,23-240,90.0,0.0,0.0,80.0,8.0,0.0,0.0,2.0,1.0,11.0,0.0,1.0,1.0,0.1,0.5,70.0,64.3,5.0,10.0,2.0,5.0,Hoffenheim,17.0,Defender
Pavel Kadeřábek,3.0,cz CZE,WB,29-237,86.0,0.0,0.0,75.0,4.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,2.0,0.3,0.3,65.0,75.4,3.0,1.0,0.0,0.0,Hoffenheim,17.0,Defender
Kevin Akpoguma,25.0,ng NGA,WB,26-243,4.0,1.0,0.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,40.0,0.0,1.0,0.0,0.0,Hoffenheim,17.0,Defender
Kevin Vogt,22.0,de GER,CB,30-086,90.0,0.0,0.0,109.0,5.0,1.0,0.0,0.0,0.0,15.0,4.0,2.0,0.0,0.0,0.0,102.0,88.2,9.0,5.0,1.0,2.0,Hoffenheim,17.0,Defender
Florian Grillitsch,11.0,at AUT,CB,26-133,90.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,78.0,89.7,5.0,4.0,0.0,1.0,Hoffenheim,17.0,Defender
Stefan Posch,38.0,at AUT,CB,24-218,90.0,0.0,0.0,66.0,2.0,0.0,0.0,2.0,1.0,12.0,2.0,0.0,4.0,0.4,0.3,59.0,86.4,6.0,1.0,0.0,0.0,Hoffenheim,17.0,Defender
Oliver Baumann,1.0,de GER,GK,31-199,90.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,87.8,0.0,0.0,0.0,0.0,Hoffenheim,17.0,Goalkeeper
