player,team,matchweek,date,start11
Michael Obafemi,Southampton,5.0,2020-10-17,False
Yan Valery,Southampton,5.0,2020-10-17,False
Nathan Tella,Southampton,5.0,2020-10-17,False
Ibrahima Diallo,Southampton,5.0,2020-10-17,False
Ederson,Manchester City,5.0,2020-10-17,True
Kyle Walker,Manchester City,5.0,2020-10-17,True
Rúben Dias,Manchester City,5.0,2020-10-17,True
Nathan Aké,Manchester City,5.0,2020-10-17,True
Raheem Sterling,Manchester City,5.0,2020-10-17,True
Sergio Agüero,Manchester City,5.0,2020-10-17,True
Rodri,Manchester City,5.0,2020-10-17,True
Bernardo Silva,Manchester City,5.0,2020-10-17,True
Riyad Mahrez,Manchester City,5.0,2020-10-17,True
João Cancelo,Manchester City,5.0,2020-10-17,True
Phil Foden,Manchester City,5.0,2020-10-17,True
Zack Steffen,Manchester City,5.0,2020-10-17,False
John Stones,Manchester City,5.0,2020-10-17,False
İlkay Gündoğan,Manchester City,5.0,2020-10-17,False
Ferrán Torres,Manchester City,5.0,2020-10-17,False
Fernandinho,Manchester City,5.0,2020-10-17,False
Liam Delap,Manchester City,5.0,2020-10-17,False
Eric García,Manchester City,5.0,2020-10-17,False
Bernd Leno,Arsenal,5.0,2020-10-17,True
Héctor Bellerín,Arsenal,5.0,2020-10-17,True
Kieran Tierney,Arsenal,5.0,2020-10-17,True
Gabriel Dos Santos,Arsenal,5.0,2020-10-17,True
Bukayo Saka,Arsenal,5.0,2020-10-17,True
Dani Ceballos,Arsenal,5.0,2020-10-17,True
Willian,Arsenal,5.0,2020-10-17,True
Pierre-Emerick Aubameyang,Arsenal,5.0,2020-10-17,True
Nicolas Pépé,Arsenal,5.0,2020-10-17,True
David Luiz,Arsenal,5.0,2020-10-17,True
Granit Xhaka,Arsenal,5.0,2020-10-17,True
Rúnar Alex Rúnarsson,Arsenal,5.0,2020-10-17,False
Alexandre Lacazette,Arsenal,5.0,2020-10-17,False
Ainsley Maitland-Niles,Arsenal,5.0,2020-10-17,False
Thomas Partey,Arsenal,5.0,2020-10-17,False
Mohamed Elneny,Arsenal,5.0,2020-10-17,False
Eddie Nketiah,Arsenal,5.0,2020-10-17,False
Karl Darlow,Newcastle United,5.0,2020-10-17,True
Jamaal Lascelles,Newcastle United,5.0,2020-10-17,True
Jonjo Shelvey,Newcastle United,5.0,2020-10-17,True
Joelinton,Newcastle United,5.0,2020-10-17,True
Allan Saint-Maximin,Newcastle United,5.0,2020-10-17,True
Callum Wilson,Newcastle United,5.0,2020-10-17,True
Isaac Hayden,Newcastle United,5.0,2020-10-17,True
Jamal Lewis,Newcastle United,5.0,2020-10-17,True
Jeff Hendrick,Newcastle United,5.0,2020-10-17,True
Emil Krafth,Newcastle United,5.0,2020-10-17,True
Federico Fernández,Newcastle United,5.0,2020-10-17,True
Mark Gillespie,Newcastle United,5.0,2020-10-17,False
Fabian Schär,Newcastle United,5.0,2020-10-17,False
Andy Carroll,Newcastle United,5.0,2020-10-17,False
Javier Manquillo,Newcastle United,5.0,2020-10-17,False
Ryan Fraser,Newcastle United,5.0,2020-10-17,False
Jacob Murphy,Newcastle United,5.0,2020-10-17,False
Miguel Almirón,Newcastle United,5.0,2020-10-17,False
David de Gea,Manchester United,5.0,2020-10-17,True
Victor Lindelöf,Manchester United,5.0,2020-10-17,True
Harry Maguire,Manchester United,5.0,2020-10-17,True
Juan Mata,Manchester United,5.0,2020-10-17,True
Marcus Rashford,Manchester United,5.0,2020-10-17,True
Fred,Manchester United,5.0,2020-10-17,True
Bruno Fernandes,Manchester United,5.0,2020-10-17,True
Daniel James,Manchester United,5.0,2020-10-17,True
Luke Shaw,Manchester United,5.0,2020-10-17,True
Aaron Wan-Bissaka,Manchester United,5.0,2020-10-17,True
Scott McTominay,Manchester United,5.0,2020-10-17,True
Dean Henderson,Manchester United,5.0,2020-10-17,False
Eric Bailly,Manchester United,5.0,2020-10-17,False
Paul Pogba,Manchester United,5.0,2020-10-17,False
Odion Ighalo,Manchester United,5.0,2020-10-17,False
Alex Telles,Manchester United,5.0,2020-10-17,False
Nemanja Matić,Manchester United,5.0,2020-10-17,False
Donny van de Beek,Manchester United,5.0,2020-10-17,False
Aaron Ramsdale,Sheffield United,5.0,2020-10-18,True
George Baldock,Sheffield United,5.0,2020-10-18,True
Enda Stevens,Sheffield United,5.0,2020-10-18,True
Chris Basham,Sheffield United,5.0,2020-10-18,True
John Lundstram,Sheffield United,5.0,2020-10-18,True
Sander Berge,Sheffield United,5.0,2020-10-18,True
Oliver McBurnie,Sheffield United,5.0,2020-10-18,True
John Egan,Sheffield United,5.0,2020-10-18,True
Max Lowe,Sheffield United,5.0,2020-10-18,True
Oliver Norwood,Sheffield United,5.0,2020-10-18,True
David McGoldrick,Sheffield United,5.0,2020-10-18,True
Michael Verrips,Sheffield United,5.0,2020-10-18,False
Billy Sharp,Sheffield United,5.0,2020-10-18,False
Oliver Burke,Sheffield United,5.0,2020-10-18,False
Jack Robinson,Sheffield United,5.0,2020-10-18,False
Ethan Ampadu,Sheffield United,5.0,2020-10-18,False
Ben Osborn,Sheffield United,5.0,2020-10-18,False
Rhian Brewster,Sheffield United,5.0,2020-10-18,False
Alphonse Areola,Fulham,5.0,2020-10-18,True
Aleksandar Mitrović,Fulham,5.0,2020-10-18,True
Tom Cairney,Fulham,5.0,2020-10-18,True
Tim Ream,Fulham,5.0,2020-10-18,True
Ruben Loftus-Cheek,Fulham,5.0,2020-10-18,True
Tosin Adarabioyo,Fulham,5.0,2020-10-18,True
Ivan Cavaleiro,Fulham,5.0,2020-10-18,True
Ademola Lookman,Fulham,5.0,2020-10-18,True
Andre-Frank Zambo Anguissa,Fulham,5.0,2020-10-18,True
Antonee Robinson,Fulham,5.0,2020-10-18,True
Ola Aina,Fulham,5.0,2020-10-18,True
Marek Rodák,Fulham,5.0,2020-10-18,False
Neeskens Kebano,Fulham,5.0,2020-10-18,False
Bobby Reid,Fulham,5.0,2020-10-18,False
Mario Lemina,Fulham,5.0,2020-10-18,False
Maxime Le Marchand,Fulham,5.0,2020-10-18,False
Joe Bryan,Fulham,5.0,2020-10-18,False
Aboubakar Kamara,Fulham,5.0,2020-10-18,False
Vicente Guaita,Crystal Palace,5.0,2020-10-18,True
Joel Ward,Crystal Palace,5.0,2020-10-18,True
Cheikhou Kouyaté,Crystal Palace,5.0,2020-10-18,True
Andros Townsend,Crystal Palace,5.0,2020-10-18,True
Wilfried Zaha,Crystal Palace,5.0,2020-10-18,True
Jeffrey Schlupp,Crystal Palace,5.0,2020-10-18,True
James McArthur,Crystal Palace,5.0,2020-10-18,True
Michy Batshuayi,Crystal Palace,5.0,2020-10-18,True
Gary Cahill,Crystal Palace,5.0,2020-10-18,True
Tyrick Mitchell,Crystal Palace,5.0,2020-10-18,True
Jaïro Riedewald,Crystal Palace,5.0,2020-10-18,True
Stephen Henderson,Crystal Palace,5.0,2020-10-18,False
Patrick van Aanholt,Crystal Palace,5.0,2020-10-18,False
Luka Milivojević,Crystal Palace,5.0,2020-10-18,False
Mamadou Sakho,Crystal Palace,5.0,2020-10-18,False
Nathaniel Clyne,Crystal Palace,5.0,2020-10-18,False
Christian Benteke,Crystal Palace,5.0,2020-10-18,False
Eberechi Eze,Crystal Palace,5.0,2020-10-18,False
Mathew Ryan,Brighton & Hove Albion,5.0,2020-10-18,True
Tariq Lamptey,Brighton & Hove Albion,5.0,2020-10-18,True
Ben White,Brighton & Hove Albion,5.0,2020-10-18,True
Adam Webster,Brighton & Hove Albion,5.0,2020-10-18,True
Lewis Dunk,Brighton & Hove Albion,5.0,2020-10-18,True
Yves Bissouma,Brighton & Hove Albion,5.0,2020-10-18,True
Neal Maupay,Brighton & Hove Albion,5.0,2020-10-18,True
Leandro Trossard,Brighton & Hove Albion,5.0,2020-10-18,True
Adam Lallana,Brighton & Hove Albion,5.0,2020-10-18,True
Solly March,Brighton & Hove Albion,5.0,2020-10-18,True
Dan Burn,Brighton & Hove Albion,5.0,2020-10-18,True
Jason Steele,Brighton & Hove Albion,5.0,2020-10-18,False
Aaron Connolly,Brighton & Hove Albion,5.0,2020-10-18,False
Alexis Mac Allister,Brighton & Hove Albion,5.0,2020-10-18,False
Pascal Groß,Brighton & Hove Albion,5.0,2020-10-18,False
Steven Alzate,Brighton & Hove Albion,5.0,2020-10-18,False
Bernardo,Brighton & Hove Albion,5.0,2020-10-18,False
Joël Veltman,Brighton & Hove Albion,5.0,2020-10-18,False
Hugo Lloris,Tottenham Hotspur,5.0,2020-10-18,True
Sergio Reguilón,Tottenham Hotspur,5.0,2020-10-18,True
Toby Alderweireld,Tottenham Hotspur,5.0,2020-10-18,True
Pierre Højbjerg,Tottenham Hotspur,5.0,2020-10-18,True
Davinson Sánchez,Tottenham Hotspur,5.0,2020-10-18,True
Son Heung-min,Tottenham Hotspur,5.0,2020-10-18,True
Harry Kane,Tottenham Hotspur,5.0,2020-10-18,True
Moussa Sissoko,Tottenham Hotspur,5.0,2020-10-18,True
Steven Bergwijn,Tottenham Hotspur,5.0,2020-10-18,True
Serge Aurier,Tottenham Hotspur,5.0,2020-10-18,True
Tanguy Ndombele,Tottenham Hotspur,5.0,2020-10-18,True
Joe Hart,Tottenham Hotspur,5.0,2020-10-18,False
Matt Doherty,Tottenham Hotspur,5.0,2020-10-18,False
Harry Winks,Tottenham Hotspur,5.0,2020-10-18,False
Gareth Bale,Tottenham Hotspur,5.0,2020-10-18,False
Lucas Moura,Tottenham Hotspur,5.0,2020-10-18,False
Ben Davies,Tottenham Hotspur,5.0,2020-10-18,False
Carlos Vinícius,Tottenham Hotspur,5.0,2020-10-18,False
Łukasz Fabiański,West Ham United,5.0,2020-10-18,True
Aaron Cresswell,West Ham United,5.0,2020-10-18,True
Fabián Balbuena,West Ham United,5.0,2020-10-18,True
Vladimír Coufal,West Ham United,5.0,2020-10-18,True
Pablo Fornals,West Ham United,5.0,2020-10-18,True
Jarrod Bowen,West Ham United,5.0,2020-10-18,True
Angelo Ogbonna,West Ham United,5.0,2020-10-18,True
Arthur Masuaku,West Ham United,5.0,2020-10-18,True
Tomáš Souček,West Ham United,5.0,2020-10-18,True
Michail Antonio,West Ham United,5.0,2020-10-18,True
Declan Rice,West Ham United,5.0,2020-10-18,True
Darren Randolph,West Ham United,5.0,2020-10-18,False
Andriy Yarmolenko,West Ham United,5.0,2020-10-18,False
Manuel Lanzini,West Ham United,5.0,2020-10-18,False
Robert Snodgrass,West Ham United,5.0,2020-10-18,False
Mark Noble,West Ham United,5.0,2020-10-18,False
Issa Diop,West Ham United,5.0,2020-10-18,False
Ryan Fredericks,West Ham United,5.0,2020-10-18,False
Kasper Schmeichel,Leicester City,5.0,2020-10-18,True
James Justin,Leicester City,5.0,2020-10-18,True
Wesley Fofana,Leicester City,5.0,2020-10-18,True
Jonny Evans,Leicester City,5.0,2020-10-18,True
Youri Tielemans,Leicester City,5.0,2020-10-18,True
Kelechi Iheanacho,Leicester City,5.0,2020-10-18,True
Harvey Barnes,Leicester City,5.0,2020-10-18,True
Ayoze Pérez,Leicester City,5.0,2020-10-18,True
Nampalys Mendy,Leicester City,5.0,2020-10-18,True
Dennis Praet,Leicester City,5.0,2020-10-18,True
Timothy Castagne,Leicester City,5.0,2020-10-18,True
Danny Ward,Leicester City,5.0,2020-10-18,False
Wes Morgan,Leicester City,5.0,2020-10-18,False
James Maddison,Leicester City,5.0,2020-10-18,False
Marc Albrighton,Leicester City,5.0,2020-10-18,False
Islam Slimani,Leicester City,5.0,2020-10-18,False
Cengiz Ünder,Leicester City,5.0,2020-10-18,False
Hamza Choudhury,Leicester City,5.0,2020-10-18,False
Emiliano Martínez,Aston Villa,5.0,2020-10-18,True
Matty Cash,Aston Villa,5.0,2020-10-18,True
Ezri Konsa,Aston Villa,5.0,2020-10-18,True
Tyrone Mings,Aston Villa,5.0,2020-10-18,True
Douglas Luiz,Aston Villa,5.0,2020-10-18,True
John McGinn,Aston Villa,5.0,2020-10-18,True
Jack Grealish,Aston Villa,5.0,2020-10-18,True
Ollie Watkins,Aston Villa,5.0,2020-10-18,True
Trézéguet,Aston Villa,5.0,2020-10-18,True
Matt Targett,Aston Villa,5.0,2020-10-18,True
Ross Barkley,Aston Villa,5.0,2020-10-18,True
Jed Steer,Aston Villa,5.0,2020-10-18,False
Conor Hourihane,Aston Villa,5.0,2020-10-18,False
Bertrand Traoré,Aston Villa,5.0,2020-10-18,False
Marvelous Nakamba,Aston Villa,5.0,2020-10-18,False
Anwar El Ghazi,Aston Villa,5.0,2020-10-18,False
Björn Engels,Aston Villa,5.0,2020-10-18,False
Ahmed Elmohamady,Aston Villa,5.0,2020-10-18,False
Sam Johnstone,West Bromwich Albion,5.0,2020-10-19,True
Darnell Furlong,West Bromwich Albion,5.0,2020-10-19,True
Jake Livermore,West Bromwich Albion,5.0,2020-10-19,True
Grady Diangana,West Bromwich Albion,5.0,2020-10-19,True
Matheus Pereira,West Bromwich Albion,5.0,2020-10-19,True
Conor Townsend,West Bromwich Albion,5.0,2020-10-19,True
Filip Krovinović,West Bromwich Albion,5.0,2020-10-19,True
Conor Gallagher,West Bromwich Albion,5.0,2020-10-19,True
Branislav Ivanović,West Bromwich Albion,5.0,2020-10-19,True
Ahmed Hegazi,West Bromwich Albion,5.0,2020-10-19,True
Karlan Grant,West Bromwich Albion,5.0,2020-10-19,True
David Button,West Bromwich Albion,5.0,2020-10-19,False
Kyle Bartley,West Bromwich Albion,5.0,2020-10-19,False
Semi Ajayi,West Bromwich Albion,5.0,2020-10-19,False
Callum Robinson,West Bromwich Albion,5.0,2020-10-19,False
Matt Phillips,West Bromwich Albion,5.0,2020-10-19,False
Romaine Sawyers,West Bromwich Albion,5.0,2020-10-19,False
Dara O'Shea,West Bromwich Albion,5.0,2020-10-19,False
Nick Pope,Burnley,5.0,2020-10-19,True
Charlie Taylor,Burnley,5.0,2020-10-19,True
James Tarkowski,Burnley,5.0,2020-10-19,True
Jóhann Berg Guðmundsson,Burnley,5.0,2020-10-19,True
Josh Brownhill,Burnley,5.0,2020-10-19,True
Chris Wood,Burnley,5.0,2020-10-19,True
Ashley Barnes,Burnley,5.0,2020-10-19,True
Dwight McNeil,Burnley,5.0,2020-10-19,True
Ashley Westwood,Burnley,5.0,2020-10-19,True
Erik Pieters,Burnley,5.0,2020-10-19,True
Kevin Long,Burnley,5.0,2020-10-19,True
Will Norris,Burnley,5.0,2020-10-19,False
Robbie Brady,Burnley,5.0,2020-10-19,False
Dale Stephens,Burnley,5.0,2020-10-19,False
Jay Rodriguez,Burnley,5.0,2020-10-19,False
Matěj Vydra,Burnley,5.0,2020-10-19,False
Jimmy Dunne,Burnley,5.0,2020-10-19,False
Anthony Driscoll-Glennon,Burnley,5.0,2020-10-19,False
Illan Meslier,Leeds United,5.0,2020-10-19,True
Luke Ayling,Leeds United,5.0,2020-10-19,True
Robin Koch,Leeds United,5.0,2020-10-19,True
Patrick Bamford,Leeds United,5.0,2020-10-19,True
Stuart Dallas,Leeds United,5.0,2020-10-19,True
Hélder Costa,Leeds United,5.0,2020-10-19,True
Rodrigo,Leeds United,5.0,2020-10-19,True
Pascal Struijk,Leeds United,5.0,2020-10-19,True
Jack Harrison,Leeds United,5.0,2020-10-19,True
Kalvin Phillips,Leeds United,5.0,2020-10-19,True
Mateusz Klich,Leeds United,5.0,2020-10-19,True
Kiko Casilla,Leeds United,5.0,2020-10-19,False
Ian Carlo Poveda,Leeds United,5.0,2020-10-19,False
Ezgjan Alioski,Leeds United,5.0,2020-10-19,False
Tyler Roberts,Leeds United,5.0,2020-10-19,False
Raphinha,Leeds United,5.0,2020-10-19,False
Pablo Hernández,Leeds United,5.0,2020-10-19,False
Jamie Shackleton,Leeds United,5.0,2020-10-19,False
Rui Patrício,Wolverhampton Wanderers,5.0,2020-10-19,True
Pedro Neto,Wolverhampton Wanderers,5.0,2020-10-19,True
Raúl Jiménez,Wolverhampton Wanderers,5.0,2020-10-19,True
Daniel Podence,Wolverhampton Wanderers,5.0,2020-10-19,True
Willy Boly,Wolverhampton Wanderers,5.0,2020-10-19,True
Conor Coady,Wolverhampton Wanderers,5.0,2020-10-19,True
Nélson Semedo,Wolverhampton Wanderers,5.0,2020-10-19,True
Romain Saïss,Wolverhampton Wanderers,5.0,2020-10-19,True
João Moutinho,Wolverhampton Wanderers,5.0,2020-10-19,True
Leander Dendoncker,Wolverhampton Wanderers,5.0,2020-10-19,True
Max Kilman,Wolverhampton Wanderers,5.0,2020-10-19,True
John Ruddy,Wolverhampton Wanderers,5.0,2020-10-19,False
Ki-Jana Hoever,Wolverhampton Wanderers,5.0,2020-10-19,False
Fernando Marçal,Wolverhampton Wanderers,5.0,2020-10-19,False
Rúben Neves,Wolverhampton Wanderers,5.0,2020-10-19,False
Fábio Silva,Wolverhampton Wanderers,5.0,2020-10-19,False
Adama Traoré,Wolverhampton Wanderers,5.0,2020-10-19,False
Owen Otasowie,Wolverhampton Wanderers,5.0,2020-10-19,False
Emiliano Martínez,Aston Villa,6.0,2020-10-23,True
Matty Cash,Aston Villa,6.0,2020-10-23,True
Ezri Konsa,Aston Villa,6.0,2020-10-23,True
Tyrone Mings,Aston Villa,6.0,2020-10-23,True
Douglas Luiz,Aston Villa,6.0,2020-10-23,True
John McGinn,Aston Villa,6.0,2020-10-23,True
Jack Grealish,Aston Villa,6.0,2020-10-23,True
Ollie Watkins,Aston Villa,6.0,2020-10-23,True
Trézéguet,Aston Villa,6.0,2020-10-23,True
Matt Targett,Aston Villa,6.0,2020-10-23,True
Ross Barkley,Aston Villa,6.0,2020-10-23,True
Jed Steer,Aston Villa,6.0,2020-10-23,False
Conor Hourihane,Aston Villa,6.0,2020-10-23,False
Bertrand Traoré,Aston Villa,6.0,2020-10-23,False
Marvelous Nakamba,Aston Villa,6.0,2020-10-23,False
Björn Engels,Aston Villa,6.0,2020-10-23,False
Ahmed Elmohamady,Aston Villa,6.0,2020-10-23,False
Keinan Davis,Aston Villa,6.0,2020-10-23,False
Illan Meslier,Leeds United,6.0,2020-10-23,True
Luke Ayling,Leeds United,6.0,2020-10-23,True
Robin Koch,Leeds United,6.0,2020-10-23,True
Patrick Bamford,Leeds United,6.0,2020-10-23,True
Ezgjan Alioski,Leeds United,6.0,2020-10-23,True
Stuart Dallas,Leeds United,6.0,2020-10-23,True
Hélder Costa,Leeds United,6.0,2020-10-23,True
Rodrigo,Leeds United,6.0,2020-10-23,True
Pascal Struijk,Leeds United,6.0,2020-10-23,True
Jack Harrison,Leeds United,6.0,2020-10-23,True
Mateusz Klich,Leeds United,6.0,2020-10-23,True
Kiko Casilla,Leeds United,6.0,2020-10-23,False
Ian Carlo Poveda,Leeds United,6.0,2020-10-23,False
Tyler Roberts,Leeds United,6.0,2020-10-23,False
Raphinha,Leeds United,6.0,2020-10-23,False
Pablo Hernández,Leeds United,6.0,2020-10-23,False
Leif Davis,Leeds United,6.0,2020-10-23,False
Jamie Shackleton,Leeds United,6.0,2020-10-23,False
Łukasz Fabiański,West Ham United,6.0,2020-10-24,True
Aaron Cresswell,West Ham United,6.0,2020-10-24,True
Fabián Balbuena,West Ham United,6.0,2020-10-24,True
Vladimír Coufal,West Ham United,6.0,2020-10-24,True
Pablo Fornals,West Ham United,6.0,2020-10-24,True
Jarrod Bowen,West Ham United,6.0,2020-10-24,True
Angelo Ogbonna,West Ham United,6.0,2020-10-24,True
Arthur Masuaku,West Ham United,6.0,2020-10-24,True
Tomáš Souček,West Ham United,6.0,2020-10-24,True
Michail Antonio,West Ham United,6.0,2020-10-24,True
Declan Rice,West Ham United,6.0,2020-10-24,True
Darren Randolph,West Ham United,6.0,2020-10-24,False
Andriy Yarmolenko,West Ham United,6.0,2020-10-24,False
Manuel Lanzini,West Ham United,6.0,2020-10-24,False
Mark Noble,West Ham United,6.0,2020-10-24,False
Sébastien Haller,West Ham United,6.0,2020-10-24,False
Issa Diop,West Ham United,6.0,2020-10-24,False
Ryan Fredericks,West Ham United,6.0,2020-10-24,False
Ederson,Manchester City,6.0,2020-10-24,True
Kyle Walker,Manchester City,6.0,2020-10-24,True
Rúben Dias,Manchester City,6.0,2020-10-24,True
Raheem Sterling,Manchester City,6.0,2020-10-24,True
İlkay Gündoğan,Manchester City,6.0,2020-10-24,True
Sergio Agüero,Manchester City,6.0,2020-10-24,True
Rodri,Manchester City,6.0,2020-10-24,True
Bernardo Silva,Manchester City,6.0,2020-10-24,True
Riyad Mahrez,Manchester City,6.0,2020-10-24,True
João Cancelo,Manchester City,6.0,2020-10-24,True
Eric García,Manchester City,6.0,2020-10-24,True
Zack Steffen,Manchester City,6.0,2020-10-24,False
John Stones,Manchester City,6.0,2020-10-24,False
Oleksandr Zinchenko,Manchester City,6.0,2020-10-24,False
Kevin De Bruyne,Manchester City,6.0,2020-10-24,False
Ferrán Torres,Manchester City,6.0,2020-10-24,False
Phil Foden,Manchester City,6.0,2020-10-24,False
Cole Palmer,Manchester City,6.0,2020-10-24,False
Alphonse Areola,Fulham,6.0,2020-10-24,True
Aleksandar Mitrović,Fulham,6.0,2020-10-24,True
Tom Cairney,Fulham,6.0,2020-10-24,True
Tim Ream,Fulham,6.0,2020-10-24,True
Ruben Loftus-Cheek,Fulham,6.0,2020-10-24,True
Tosin Adarabioyo,Fulham,6.0,2020-10-24,True
Mario Lemina,Fulham,6.0,2020-10-24,True
Ademola Lookman,Fulham,6.0,2020-10-24,True
Andre-Frank Zambo Anguissa,Fulham,6.0,2020-10-24,True
Antonee Robinson,Fulham,6.0,2020-10-24,True
Ola Aina,Fulham,6.0,2020-10-24,True
Marek Rodák,Fulham,6.0,2020-10-24,False
Denis Odoi,Fulham,6.0,2020-10-24,False
Bobby Reid,Fulham,6.0,2020-10-24,False
Maxime Le Marchand,Fulham,6.0,2020-10-24,False
Harrison Reed,Fulham,6.0,2020-10-24,False
Joe Bryan,Fulham,6.0,2020-10-24,False
Aboubakar Kamara,Fulham,6.0,2020-10-24,False
Vicente Guaita,Crystal Palace,6.0,2020-10-24,True
Luka Milivojević,Crystal Palace,6.0,2020-10-24,True
Scott Dann,Crystal Palace,6.0,2020-10-24,True
Cheikhou Kouyaté,Crystal Palace,6.0,2020-10-24,True
Andros Townsend,Crystal Palace,6.0,2020-10-24,True
Wilfried Zaha,Crystal Palace,6.0,2020-10-24,True
Jeffrey Schlupp,Crystal Palace,6.0,2020-10-24,True
Nathaniel Clyne,Crystal Palace,6.0,2020-10-24,True
Michy Batshuayi,Crystal Palace,6.0,2020-10-24,True
Tyrick Mitchell,Crystal Palace,6.0,2020-10-24,True
Jaïro Riedewald,Crystal Palace,6.0,2020-10-24,True
Stephen Henderson,Crystal Palace,6.0,2020-10-24,False
Patrick van Aanholt,Crystal Palace,6.0,2020-10-24,False
Max Meyer,Crystal Palace,6.0,2020-10-24,False
Mamadou Sakho,Crystal Palace,6.0,2020-10-24,False
Christian Benteke,Crystal Palace,6.0,2020-10-24,False
Eberechi Eze,Crystal Palace,6.0,2020-10-24,False
Martin Kelly,Crystal Palace,6.0,2020-10-24,False
David de Gea,Manchester United,6.0,2020-10-24,True
Victor Lindelöf,Manchester United,6.0,2020-10-24,True
Harry Maguire,Manchester United,6.0,2020-10-24,True
Juan Mata,Manchester United,6.0,2020-10-24,True
Marcus Rashford,Manchester United,6.0,2020-10-24,True
Fred,Manchester United,6.0,2020-10-24,True
Bruno Fernandes,Manchester United,6.0,2020-10-24,True
Daniel James,Manchester United,6.0,2020-10-24,True
Luke Shaw,Manchester United,6.0,2020-10-24,True
Aaron Wan-Bissaka,Manchester United,6.0,2020-10-24,True
Scott McTominay,Manchester United,6.0,2020-10-24,True
Dean Henderson,Manchester United,6.0,2020-10-24,False
Paul Pogba,Manchester United,6.0,2020-10-24,False
Edinson Cavani,Manchester United,6.0,2020-10-24,False
Mason Greenwood,Manchester United,6.0,2020-10-24,False
Nemanja Matić,Manchester United,6.0,2020-10-24,False
Donny van de Beek,Manchester United,6.0,2020-10-24,False
Axel Tuanzebe,Manchester United,6.0,2020-10-24,False
Edouard Mendy,Chelsea,6.0,2020-10-24,True
Jorginho,Chelsea,6.0,2020-10-24,True
Thiago Silva,Chelsea,6.0,2020-10-24,True
N'Golo Kanté,Chelsea,6.0,2020-10-24,True
Christian Pulisic,Chelsea,6.0,2020-10-24,True
Timo Werner,Chelsea,6.0,2020-10-24,True
Kurt Zouma,Chelsea,6.0,2020-10-24,True
Ben Chilwell,Chelsea,6.0,2020-10-24,True
Reece James,Chelsea,6.0,2020-10-24,True
César Azpilicueta,Chelsea,6.0,2020-10-24,True
Kai Havertz,Chelsea,6.0,2020-10-24,True
Willy Caballero,Chelsea,6.0,2020-10-24,False
Antonio Rüdiger,Chelsea,6.0,2020-10-24,False
Tammy Abraham,Chelsea,6.0,2020-10-24,False
Mateo Kovačić,Chelsea,6.0,2020-10-24,False
Olivier Giroud,Chelsea,6.0,2020-10-24,False
Mason Mount,Chelsea,6.0,2020-10-24,False
Hakim Ziyech,Chelsea,6.0,2020-10-24,False
Alisson,Liverpool,6.0,2020-10-24,True
Fabinho,Liverpool,6.0,2020-10-24,True
Georginio Wijnaldum,Liverpool,6.0,2020-10-24,True
Roberto Firmino,Liverpool,6.0,2020-10-24,True
Sadio Mané,Liverpool,6.0,2020-10-24,True
Mohamed Salah,Liverpool,6.0,2020-10-24,True
Joe Gomez,Liverpool,6.0,2020-10-24,True
Jordan Henderson,Liverpool,6.0,2020-10-24,True
Diogo Jota,Liverpool,6.0,2020-10-24,True
Andrew Robertson,Liverpool,6.0,2020-10-24,True
Trent Alexander-Arnold,Liverpool,6.0,2020-10-24,True
Adrián,Liverpool,6.0,2020-10-24,False
James Milner,Liverpool,6.0,2020-10-24,False
Curtis Jones,Liverpool,6.0,2020-10-24,False
Takumi Minamino,Liverpool,6.0,2020-10-24,False
Xherdan Shaqiri,Liverpool,6.0,2020-10-24,False
Nathaniel Phillips,Liverpool,6.0,2020-10-24,False
Neco Williams,Liverpool,6.0,2020-10-24,False
Aaron Ramsdale,Sheffield United,6.0,2020-10-24,True
George Baldock,Sheffield United,6.0,2020-10-24,True
Enda Stevens,Sheffield United,6.0,2020-10-24,True
Chris Basham,Sheffield United,6.0,2020-10-24,True
John Lundstram,Sheffield United,6.0,2020-10-24,True
Sander Berge,Sheffield United,6.0,2020-10-24,True
Oliver McBurnie,Sheffield United,6.0,2020-10-24,True
John Egan,Sheffield United,6.0,2020-10-24,True
Ethan Ampadu,Sheffield United,6.0,2020-10-24,True
Ben Osborn,Sheffield United,6.0,2020-10-24,True
Rhian Brewster,Sheffield United,6.0,2020-10-24,True
Michael Verrips,Sheffield United,6.0,2020-10-24,False
Billy Sharp,Sheffield United,6.0,2020-10-24,False
Oliver Burke,Sheffield United,6.0,2020-10-24,False
Phil Jagielka,Sheffield United,6.0,2020-10-24,False
Oliver Norwood,Sheffield United,6.0,2020-10-24,False
David McGoldrick,Sheffield United,6.0,2020-10-24,False
Jack Robinson,Sheffield United,6.0,2020-10-24,False
Alex McCarthy,Southampton,6.0,2020-10-25,True
Kyle Walker-Peters,Southampton,6.0,2020-10-25,True
Ryan Bertrand,Southampton,6.0,2020-10-25,True
Jannik Vestergaard,Southampton,6.0,2020-10-25,True
Oriol Romeu,Southampton,6.0,2020-10-25,True
James Ward-Prowse,Southampton,6.0,2020-10-25,True
Danny Ings,Southampton,6.0,2020-10-25,True
Che Adams,Southampton,6.0,2020-10-25,True
Nathan Redmond,Southampton,6.0,2020-10-25,True
Stuart Armstrong,Southampton,6.0,2020-10-25,True
Jan Bednarek,Southampton,6.0,2020-10-25,True
Fraser Forster,Southampton,6.0,2020-10-25,False
Jack Stephens,Southampton,6.0,2020-10-25,False
Shane Long,Southampton,6.0,2020-10-25,False
Nathan Tella,Southampton,6.0,2020-10-25,False
