player,team,matchweek,date,start11
Marek Rodák,Fulham,1.0,2020-09-12,True
Michael Hector,Fulham,1.0,2020-09-12,True
Denis Odoi,Fulham,1.0,2020-09-12,True
Neeskens Kebano,Fulham,1.0,2020-09-12,True
Tom Cairney,Fulham,1.0,2020-09-12,True
Tim Ream,Fulham,1.0,2020-09-12,True
Ivan Cavaleiro,Fulham,1.0,2020-09-12,True
Harrison Reed,Fulham,1.0,2020-09-12,True
Joe Bryan,Fulham,1.0,2020-09-12,True
Josh Onomah,Fulham,1.0,2020-09-12,True
Aboubakar Kamara,Fulham,1.0,2020-09-12,True
Alphonse Areola,Fulham,1.0,2020-09-12,False
Aleksandar Mitrović,Fulham,1.0,2020-09-12,False
Anthony Knockaert,Fulham,1.0,2020-09-12,False
Bobby Reid,Fulham,1.0,2020-09-12,False
Maxime Le Marchand,Fulham,1.0,2020-09-12,False
Cyrus Christie,Fulham,1.0,2020-09-12,False
Andre-Frank Zambo Anguissa,Fulham,1.0,2020-09-12,False
Bernd Leno,Arsenal,1.0,2020-09-12,True
Héctor Bellerín,Arsenal,1.0,2020-09-12,True
Kieran Tierney,Arsenal,1.0,2020-09-12,True
Gabriel Dos Santos,Arsenal,1.0,2020-09-12,True
Alexandre Lacazette,Arsenal,1.0,2020-09-12,True
Willian,Arsenal,1.0,2020-09-12,True
Pierre-Emerick Aubameyang,Arsenal,1.0,2020-09-12,True
Ainsley Maitland-Niles,Arsenal,1.0,2020-09-12,True
Rob Holding,Arsenal,1.0,2020-09-12,True
Mohamed Elneny,Arsenal,1.0,2020-09-12,True
Granit Xhaka,Arsenal,1.0,2020-09-12,True
Matt Macey,Arsenal,1.0,2020-09-12,False
Bukayo Saka,Arsenal,1.0,2020-09-12,False
Dani Ceballos,Arsenal,1.0,2020-09-12,False
Nicolas Pépé,Arsenal,1.0,2020-09-12,False
Joe Willock,Arsenal,1.0,2020-09-12,False
Eddie Nketiah,Arsenal,1.0,2020-09-12,False
Sead Kolašinac,Arsenal,1.0,2020-09-12,False
Vicente Guaita,Crystal Palace,1.0,2020-09-12,True
Joel Ward,Crystal Palace,1.0,2020-09-12,True
Scott Dann,Crystal Palace,1.0,2020-09-12,True
Cheikhou Kouyaté,Crystal Palace,1.0,2020-09-12,True
Jordan Ayew,Crystal Palace,1.0,2020-09-12,True
Andros Townsend,Crystal Palace,1.0,2020-09-12,True
Wilfried Zaha,Crystal Palace,1.0,2020-09-12,True
Jeffrey Schlupp,Crystal Palace,1.0,2020-09-12,True
James McArthur,Crystal Palace,1.0,2020-09-12,True
James McCarthy,Crystal Palace,1.0,2020-09-12,True
Tyrick Mitchell,Crystal Palace,1.0,2020-09-12,True
Wayne Hennessey,Crystal Palace,1.0,2020-09-12,False
Luka Milivojević,Crystal Palace,1.0,2020-09-12,False
Max Meyer,Crystal Palace,1.0,2020-09-12,False
Michy Batshuayi,Crystal Palace,1.0,2020-09-12,False
Eberechi Eze,Crystal Palace,1.0,2020-09-12,False
Martin Kelly,Crystal Palace,1.0,2020-09-12,False
Sam Woods,Crystal Palace,1.0,2020-09-12,False
Alex McCarthy,Southampton,1.0,2020-09-12,True
Kyle Walker-Peters,Southampton,1.0,2020-09-12,True
Ryan Bertrand,Southampton,1.0,2020-09-12,True
Jack Stephens,Southampton,1.0,2020-09-12,True
Oriol Romeu,Southampton,1.0,2020-09-12,True
James Ward-Prowse,Southampton,1.0,2020-09-12,True
Danny Ings,Southampton,1.0,2020-09-12,True
Che Adams,Southampton,1.0,2020-09-12,True
Nathan Redmond,Southampton,1.0,2020-09-12,True
William Smallbone,Southampton,1.0,2020-09-12,True
Jan Bednarek,Southampton,1.0,2020-09-12,True
Fraser Forster,Southampton,1.0,2020-09-12,False
Jannik Vestergaard,Southampton,1.0,2020-09-12,False
Shane Long,Southampton,1.0,2020-09-12,False
Moussa Djenepo,Southampton,1.0,2020-09-12,False
Michael Obafemi,Southampton,1.0,2020-09-12,False
Nathan Tella,Southampton,1.0,2020-09-12,False
Jake Vokins,Southampton,1.0,2020-09-12,False
Alisson,Liverpool,1.0,2020-09-12,True
Virgil van Dijk,Liverpool,1.0,2020-09-12,True
Georginio Wijnaldum,Liverpool,1.0,2020-09-12,True
Naby Keïta,Liverpool,1.0,2020-09-12,True
Roberto Firmino,Liverpool,1.0,2020-09-12,True
Sadio Mané,Liverpool,1.0,2020-09-12,True
Mohamed Salah,Liverpool,1.0,2020-09-12,True
Joe Gomez,Liverpool,1.0,2020-09-12,True
Jordan Henderson,Liverpool,1.0,2020-09-12,True
Andrew Robertson,Liverpool,1.0,2020-09-12,True
Trent Alexander-Arnold,Liverpool,1.0,2020-09-12,True
Adrián,Liverpool,1.0,2020-09-12,False
Fabinho,Liverpool,1.0,2020-09-12,False
James Milner,Liverpool,1.0,2020-09-12,False
Curtis Jones,Liverpool,1.0,2020-09-12,False
Takumi Minamino,Liverpool,1.0,2020-09-12,False
Divock Origi,Liverpool,1.0,2020-09-12,False
Joël Matip,Liverpool,1.0,2020-09-12,False
Illan Meslier,Leeds United,1.0,2020-09-12,True
Luke Ayling,Leeds United,1.0,2020-09-12,True
Robin Koch,Leeds United,1.0,2020-09-12,True
Patrick Bamford,Leeds United,1.0,2020-09-12,True
Stuart Dallas,Leeds United,1.0,2020-09-12,True
Hélder Costa,Leeds United,1.0,2020-09-12,True
Pablo Hernández,Leeds United,1.0,2020-09-12,True
Pascal Struijk,Leeds United,1.0,2020-09-12,True
Jack Harrison,Leeds United,1.0,2020-09-12,True
Kalvin Phillips,Leeds United,1.0,2020-09-12,True
Mateusz Klich,Leeds United,1.0,2020-09-12,True
Kiko Casilla,Leeds United,1.0,2020-09-12,False
Ian Carlo Poveda,Leeds United,1.0,2020-09-12,False
Ezgjan Alioski,Leeds United,1.0,2020-09-12,False
Tyler Roberts,Leeds United,1.0,2020-09-12,False
Rodrigo,Leeds United,1.0,2020-09-12,False
Jamie Shackleton,Leeds United,1.0,2020-09-12,False
Oliver Casey,Leeds United,1.0,2020-09-12,False
Łukasz Fabiański,West Ham United,1.0,2020-09-12,True
Aaron Cresswell,West Ham United,1.0,2020-09-12,True
Mark Noble,West Ham United,1.0,2020-09-12,True
Pablo Fornals,West Ham United,1.0,2020-09-12,True
Jarrod Bowen,West Ham United,1.0,2020-09-12,True
Angelo Ogbonna,West Ham United,1.0,2020-09-12,True
Issa Diop,West Ham United,1.0,2020-09-12,True
Ryan Fredericks,West Ham United,1.0,2020-09-12,True
Tomáš Souček,West Ham United,1.0,2020-09-12,True
Michail Antonio,West Ham United,1.0,2020-09-12,True
Declan Rice,West Ham United,1.0,2020-09-12,True
Darren Randolph,West Ham United,1.0,2020-09-12,False
Fabián Balbuena,West Ham United,1.0,2020-09-12,False
Andriy Yarmolenko,West Ham United,1.0,2020-09-12,False
Felipe Anderson,West Ham United,1.0,2020-09-12,False
Manuel Lanzini,West Ham United,1.0,2020-09-12,False
Sébastien Haller,West Ham United,1.0,2020-09-12,False
Ben Johnson,West Ham United,1.0,2020-09-12,False
Karl Darlow,Newcastle United,1.0,2020-09-12,True
Jamaal Lascelles,Newcastle United,1.0,2020-09-12,True
Andy Carroll,Newcastle United,1.0,2020-09-12,True
Jonjo Shelvey,Newcastle United,1.0,2020-09-12,True
Allan Saint-Maximin,Newcastle United,1.0,2020-09-12,True
Callum Wilson,Newcastle United,1.0,2020-09-12,True
Isaac Hayden,Newcastle United,1.0,2020-09-12,True
Jamal Lewis,Newcastle United,1.0,2020-09-12,True
Jeff Hendrick,Newcastle United,1.0,2020-09-12,True
Federico Fernández,Newcastle United,1.0,2020-09-12,True
Javier Manquillo,Newcastle United,1.0,2020-09-12,True
Mark Gillespie,Newcastle United,1.0,2020-09-12,False
Joelinton,Newcastle United,1.0,2020-09-12,False
Matt Ritchie,Newcastle United,1.0,2020-09-12,False
Emil Krafth,Newcastle United,1.0,2020-09-12,False
Ryan Fraser,Newcastle United,1.0,2020-09-12,False
Miguel Almirón,Newcastle United,1.0,2020-09-12,False
Sean Longstaff,Newcastle United,1.0,2020-09-12,False
Sam Johnstone,West Bromwich Albion,1.0,2020-09-13,True
Darnell Furlong,West Bromwich Albion,1.0,2020-09-13,True
Kieran Gibbs,West Bromwich Albion,1.0,2020-09-13,True
Kyle Bartley,West Bromwich Albion,1.0,2020-09-13,True
Semi Ajayi,West Bromwich Albion,1.0,2020-09-13,True
Callum Robinson,West Bromwich Albion,1.0,2020-09-13,True
Jake Livermore,West Bromwich Albion,1.0,2020-09-13,True
Grady Diangana,West Bromwich Albion,1.0,2020-09-13,True
Matheus Pereira,West Bromwich Albion,1.0,2020-09-13,True
Romaine Sawyers,West Bromwich Albion,1.0,2020-09-13,True
Dara O'Shea,West Bromwich Albion,1.0,2020-09-13,True
David Button,West Bromwich Albion,1.0,2020-09-13,False
Hal Robson-Kanu,West Bromwich Albion,1.0,2020-09-13,False
Kamil Grosicki,West Bromwich Albion,1.0,2020-09-13,False
Charlie Austin,West Bromwich Albion,1.0,2020-09-13,False
Rekeem Harper,West Bromwich Albion,1.0,2020-09-13,False
Kyle Edwards,West Bromwich Albion,1.0,2020-09-13,False
Ahmed Hegazi,West Bromwich Albion,1.0,2020-09-13,False
Kasper Schmeichel,Leicester City,1.0,2020-09-13,True
James Justin,Leicester City,1.0,2020-09-13,True
Çağlar Söyüncü,Leicester City,1.0,2020-09-13,True
Youri Tielemans,Leicester City,1.0,2020-09-13,True
Jamie Vardy,Leicester City,1.0,2020-09-13,True
Harvey Barnes,Leicester City,1.0,2020-09-13,True
Ayoze Pérez,Leicester City,1.0,2020-09-13,True
Nampalys Mendy,Leicester City,1.0,2020-09-13,True
Wilfred Ndidi,Leicester City,1.0,2020-09-13,True
Dennis Praet,Leicester City,1.0,2020-09-13,True
Timothy Castagne,Leicester City,1.0,2020-09-13,True
Danny Ward,Leicester City,1.0,2020-09-13,False
James Maddison,Leicester City,1.0,2020-09-13,False
Marc Albrighton,Leicester City,1.0,2020-09-13,False
Kelechi Iheanacho,Leicester City,1.0,2020-09-13,False
Hamza Choudhury,Leicester City,1.0,2020-09-13,False
Christian Fuchs,Leicester City,1.0,2020-09-13,False
Luke Thomas,Leicester City,1.0,2020-09-13,False
Hugo Lloris,Tottenham Hotspur,1.0,2020-09-13,True
Matt Doherty,Tottenham Hotspur,1.0,2020-09-13,True
Toby Alderweireld,Tottenham Hotspur,1.0,2020-09-13,True
Pierre Højbjerg,Tottenham Hotspur,1.0,2020-09-13,True
Son Heung-min,Tottenham Hotspur,1.0,2020-09-13,True
Harry Winks,Tottenham Hotspur,1.0,2020-09-13,True
Harry Kane,Tottenham Hotspur,1.0,2020-09-13,True
Eric Dier,Tottenham Hotspur,1.0,2020-09-13,True
Dele Alli,Tottenham Hotspur,1.0,2020-09-13,True
Lucas Moura,Tottenham Hotspur,1.0,2020-09-13,True
Ben Davies,Tottenham Hotspur,1.0,2020-09-13,True
Joe Hart,Tottenham Hotspur,1.0,2020-09-13,False
Davinson Sánchez,Tottenham Hotspur,1.0,2020-09-13,False
Érik Lamela,Tottenham Hotspur,1.0,2020-09-13,False
Moussa Sissoko,Tottenham Hotspur,1.0,2020-09-13,False
Steven Bergwijn,Tottenham Hotspur,1.0,2020-09-13,False
Serge Aurier,Tottenham Hotspur,1.0,2020-09-13,False
Tanguy Ndombele,Tottenham Hotspur,1.0,2020-09-13,False
Jordan Pickford,Everton,1.0,2020-09-13,True
Michael Keane,Everton,1.0,2020-09-13,True
Allan,Everton,1.0,2020-09-13,True
Richarlison,Everton,1.0,2020-09-13,True
Dominic Calvert-Lewin,Everton,1.0,2020-09-13,True
Lucas Digne,Everton,1.0,2020-09-13,True
Yerry Mina,Everton,1.0,2020-09-13,True
Abdoulaye Doucouré,Everton,1.0,2020-09-13,True
James Rodríguez,Everton,1.0,2020-09-13,True
André Gomes,Everton,1.0,2020-09-13,True
Séamus Coleman,Everton,1.0,2020-09-13,True
João Virgínia,Everton,1.0,2020-09-13,False
Jonjoe Kenny,Everton,1.0,2020-09-13,False
Gylfi Sigurðsson,Everton,1.0,2020-09-13,False
Theo Walcott,Everton,1.0,2020-09-13,False
Bernard,Everton,1.0,2020-09-13,False
Tom Davies,Everton,1.0,2020-09-13,False
Moise Kean,Everton,1.0,2020-09-13,False
Aaron Ramsdale,Sheffield United,1.0,2020-09-14,True
George Baldock,Sheffield United,1.0,2020-09-14,True
Enda Stevens,Sheffield United,1.0,2020-09-14,True
John Fleck,Sheffield United,1.0,2020-09-14,True
Jack O'Connell,Sheffield United,1.0,2020-09-14,True
Chris Basham,Sheffield United,1.0,2020-09-14,True
John Lundstram,Sheffield United,1.0,2020-09-14,True
Oliver McBurnie,Sheffield United,1.0,2020-09-14,True
Billy Sharp,Sheffield United,1.0,2020-09-14,True
John Egan,Sheffield United,1.0,2020-09-14,True
Oliver Norwood,Sheffield United,1.0,2020-09-14,True
Wes Foderingham,Sheffield United,1.0,2020-09-14,False
Sander Berge,Sheffield United,1.0,2020-09-14,False
Oliver Burke,Sheffield United,1.0,2020-09-14,False
Phil Jagielka,Sheffield United,1.0,2020-09-14,False
David McGoldrick,Sheffield United,1.0,2020-09-14,False
Ethan Ampadu,Sheffield United,1.0,2020-09-14,False
Ben Osborn,Sheffield United,1.0,2020-09-14,False
Rui Patrício,Wolverhampton Wanderers,1.0,2020-09-14,True
Fernando Marçal,Wolverhampton Wanderers,1.0,2020-09-14,True
Pedro Neto,Wolverhampton Wanderers,1.0,2020-09-14,True
Raúl Jiménez,Wolverhampton Wanderers,1.0,2020-09-14,True
Daniel Podence,Wolverhampton Wanderers,1.0,2020-09-14,True
Willy Boly,Wolverhampton Wanderers,1.0,2020-09-14,True
Conor Coady,Wolverhampton Wanderers,1.0,2020-09-14,True
Romain Saïss,Wolverhampton Wanderers,1.0,2020-09-14,True
João Moutinho,Wolverhampton Wanderers,1.0,2020-09-14,True
Leander Dendoncker,Wolverhampton Wanderers,1.0,2020-09-14,True
Adama Traoré,Wolverhampton Wanderers,1.0,2020-09-14,True
John Ruddy,Wolverhampton Wanderers,1.0,2020-09-14,False
Rúben Neves,Wolverhampton Wanderers,1.0,2020-09-14,False
Fábio Silva,Wolverhampton Wanderers,1.0,2020-09-14,False
Diogo Jota,Wolverhampton Wanderers,1.0,2020-09-14,False
Vitinha,Wolverhampton Wanderers,1.0,2020-09-14,False
Rúben Vinagre,Wolverhampton Wanderers,1.0,2020-09-14,False
Oskar Buur,Wolverhampton Wanderers,1.0,2020-09-14,False
Mathew Ryan,Brighton & Hove Albion,1.0,2020-09-14,True
Tariq Lamptey,Brighton & Hove Albion,1.0,2020-09-14,True
Ben White,Brighton & Hove Albion,1.0,2020-09-14,True
Adam Webster,Brighton & Hove Albion,1.0,2020-09-14,True
Lewis Dunk,Brighton & Hove Albion,1.0,2020-09-14,True
Yves Bissouma,Brighton & Hove Albion,1.0,2020-09-14,True
Neal Maupay,Brighton & Hove Albion,1.0,2020-09-14,True
Leandro Trossard,Brighton & Hove Albion,1.0,2020-09-14,True
Adam Lallana,Brighton & Hove Albion,1.0,2020-09-14,True
Steven Alzate,Brighton & Hove Albion,1.0,2020-09-14,True
Solly March,Brighton & Hove Albion,1.0,2020-09-14,True
Jason Steele,Brighton & Hove Albion,1.0,2020-09-14,False
Dale Stephens,Brighton & Hove Albion,1.0,2020-09-14,False
Aaron Connolly,Brighton & Hove Albion,1.0,2020-09-14,False
Pascal Groß,Brighton & Hove Albion,1.0,2020-09-14,False
Alireza Jahanbakhsh,Brighton & Hove Albion,1.0,2020-09-14,False
Dan Burn,Brighton & Hove Albion,1.0,2020-09-14,False
Joël Veltman,Brighton & Hove Albion,1.0,2020-09-14,False
Kepa Arrizabalaga,Chelsea,1.0,2020-09-14,True
Marcos Alonso,Chelsea,1.0,2020-09-14,True
Andreas Christensen,Chelsea,1.0,2020-09-14,True
Jorginho,Chelsea,1.0,2020-09-14,True
N'Golo Kanté,Chelsea,1.0,2020-09-14,True
Timo Werner,Chelsea,1.0,2020-09-14,True
Ruben Loftus-Cheek,Chelsea,1.0,2020-09-14,True
Kurt Zouma,Chelsea,1.0,2020-09-14,True
Mason Mount,Chelsea,1.0,2020-09-14,True
Reece James,Chelsea,1.0,2020-09-14,True
Kai Havertz,Chelsea,1.0,2020-09-14,True
Willy Caballero,Chelsea,1.0,2020-09-14,False
Antonio Rüdiger,Chelsea,1.0,2020-09-14,False
Ross Barkley,Chelsea,1.0,2020-09-14,False
Tammy Abraham,Chelsea,1.0,2020-09-14,False
Olivier Giroud,Chelsea,1.0,2020-09-14,False
Callum Hudson-Odoi,Chelsea,1.0,2020-09-14,False
César Azpilicueta,Chelsea,1.0,2020-09-14,False
Jordan Pickford,Everton,2.0,2020-09-19,True
Michael Keane,Everton,2.0,2020-09-19,True
Allan,Everton,2.0,2020-09-19,True
Richarlison,Everton,2.0,2020-09-19,True
Dominic Calvert-Lewin,Everton,2.0,2020-09-19,True
Lucas Digne,Everton,2.0,2020-09-19,True
Yerry Mina,Everton,2.0,2020-09-19,True
Abdoulaye Doucouré,Everton,2.0,2020-09-19,True
James Rodríguez,Everton,2.0,2020-09-19,True
André Gomes,Everton,2.0,2020-09-19,True
Séamus Coleman,Everton,2.0,2020-09-19,True
João Virgínia,Everton,2.0,2020-09-19,False
Jonjoe Kenny,Everton,2.0,2020-09-19,False
Gylfi Sigurðsson,Everton,2.0,2020-09-19,False
Alex Iwobi,Everton,2.0,2020-09-19,False
Bernard,Everton,2.0,2020-09-19,False
Tom Davies,Everton,2.0,2020-09-19,False
Moise Kean,Everton,2.0,2020-09-19,False
Sam Johnstone,West Bromwich Albion,2.0,2020-09-19,True
Darnell Furlong,West Bromwich Albion,2.0,2020-09-19,True
Kieran Gibbs,West Bromwich Albion,2.0,2020-09-19,True
Kyle Bartley,West Bromwich Albion,2.0,2020-09-19,True
Semi Ajayi,West Bromwich Albion,2.0,2020-09-19,True
Callum Robinson,West Bromwich Albion,2.0,2020-09-19,True
Jake Livermore,West Bromwich Albion,2.0,2020-09-19,True
Grady Diangana,West Bromwich Albion,2.0,2020-09-19,True
Matheus Pereira,West Bromwich Albion,2.0,2020-09-19,True
Romaine Sawyers,West Bromwich Albion,2.0,2020-09-19,True
Dara O'Shea,West Bromwich Albion,2.0,2020-09-19,True
David Button,West Bromwich Albion,2.0,2020-09-19,False
Hal Robson-Kanu,West Bromwich Albion,2.0,2020-09-19,False
Matt Phillips,West Bromwich Albion,2.0,2020-09-19,False
Rekeem Harper,West Bromwich Albion,2.0,2020-09-19,False
Kyle Edwards,West Bromwich Albion,2.0,2020-09-19,False
Cédric Kipré,West Bromwich Albion,2.0,2020-09-19,False
Sam Field,West Bromwich Albion,2.0,2020-09-19,False
Illan Meslier,Leeds United,2.0,2020-09-19,True
Luke Ayling,Leeds United,2.0,2020-09-19,True
Robin Koch,Leeds United,2.0,2020-09-19,True
Liam Cooper,Leeds United,2.0,2020-09-19,True
Patrick Bamford,Leeds United,2.0,2020-09-19,True
Stuart Dallas,Leeds United,2.0,2020-09-19,True
Hélder Costa,Leeds United,2.0,2020-09-19,True
Rodrigo,Leeds United,2.0,2020-09-19,True
Jack Harrison,Leeds United,2.0,2020-09-19,True
Kalvin Phillips,Leeds United,2.0,2020-09-19,True
Mateusz Klich,Leeds United,2.0,2020-09-19,True
Elia Caprile,Leeds United,2.0,2020-09-19,False
Ian Carlo Poveda,Leeds United,2.0,2020-09-19,False
Ezgjan Alioski,Leeds United,2.0,2020-09-19,False
Tyler Roberts,Leeds United,2.0,2020-09-19,False
Pascal Struijk,Leeds United,2.0,2020-09-19,False
Mateusz Bogusz,Leeds United,2.0,2020-09-19,False
Jamie Shackleton,Leeds United,2.0,2020-09-19,False
Alphonse Areola,Fulham,2.0,2020-09-19,True
Kenny Tete,Fulham,2.0,2020-09-19,True
Michael Hector,Fulham,2.0,2020-09-19,True
Denis Odoi,Fulham,2.0,2020-09-19,True
Aleksandar Mitrović,Fulham,2.0,2020-09-19,True
Ivan Cavaleiro,Fulham,2.0,2020-09-19,True
Harrison Reed,Fulham,2.0,2020-09-19,True
Joe Bryan,Fulham,2.0,2020-09-19,True
Josh Onomah,Fulham,2.0,2020-09-19,True
Andre-Frank Zambo Anguissa,Fulham,2.0,2020-09-19,True
Aboubakar Kamara,Fulham,2.0,2020-09-19,True
Marek Rodák,Fulham,2.0,2020-09-19,False
Neeskens Kebano,Fulham,2.0,2020-09-19,False
Tom Cairney,Fulham,2.0,2020-09-19,False
Anthony Knockaert,Fulham,2.0,2020-09-19,False
Tim Ream,Fulham,2.0,2020-09-19,False
Bobby Reid,Fulham,2.0,2020-09-19,False
Mario Lemina,Fulham,2.0,2020-09-19,False
David de Gea,Manchester United,2.0,2020-09-19,True
Victor Lindelöf,Manchester United,2.0,2020-09-19,True
Harry Maguire,Manchester United,2.0,2020-09-19,True
Paul Pogba,Manchester United,2.0,2020-09-19,True
Anthony Martial,Manchester United,2.0,2020-09-19,True
Marcus Rashford,Manchester United,2.0,2020-09-19,True
Bruno Fernandes,Manchester United,2.0,2020-09-19,True
Daniel James,Manchester United,2.0,2020-09-19,True
Luke Shaw,Manchester United,2.0,2020-09-19,True
Timothy Fosu-Mensah,Manchester United,2.0,2020-09-19,True
Scott McTominay,Manchester United,2.0,2020-09-19,True
Dean Henderson,Manchester United,2.0,2020-09-19,False
Eric Bailly,Manchester United,2.0,2020-09-19,False
Mason Greenwood,Manchester United,2.0,2020-09-19,False
Fred,Manchester United,2.0,2020-09-19,False
Odion Ighalo,Manchester United,2.0,2020-09-19,False
Aaron Wan-Bissaka,Manchester United,2.0,2020-09-19,False
Donny van de Beek,Manchester United,2.0,2020-09-19,False
Vicente Guaita,Crystal Palace,2.0,2020-09-19,True
Joel Ward,Crystal Palace,2.0,2020-09-19,True
Cheikhou Kouyaté,Crystal Palace,2.0,2020-09-19,True
Jordan Ayew,Crystal Palace,2.0,2020-09-19,True
Andros Townsend,Crystal Palace,2.0,2020-09-19,True
Wilfried Zaha,Crystal Palace,2.0,2020-09-19,True
Mamadou Sakho,Crystal Palace,2.0,2020-09-19,True
Jeffrey Schlupp,Crystal Palace,2.0,2020-09-19,True
James McArthur,Crystal Palace,2.0,2020-09-19,True
James McCarthy,Crystal Palace,2.0,2020-09-19,True
Tyrick Mitchell,Crystal Palace,2.0,2020-09-19,True
Wayne Hennessey,Crystal Palace,2.0,2020-09-19,False
Luka Milivojević,Crystal Palace,2.0,2020-09-19,False
Max Meyer,Crystal Palace,2.0,2020-09-19,False
Michy Batshuayi,Crystal Palace,2.0,2020-09-19,False
Eberechi Eze,Crystal Palace,2.0,2020-09-19,False
Martin Kelly,Crystal Palace,2.0,2020-09-19,False
Ryan Inniss,Crystal Palace,2.0,2020-09-19,False
Bernd Leno,Arsenal,2.0,2020-09-19,True
Héctor Bellerín,Arsenal,2.0,2020-09-19,True
Gabriel Dos Santos,Arsenal,2.0,2020-09-19,True
Bukayo Saka,Arsenal,2.0,2020-09-19,True
Dani Ceballos,Arsenal,2.0,2020-09-19,True
Alexandre Lacazette,Arsenal,2.0,2020-09-19,True
Willian,Arsenal,2.0,2020-09-19,True
Pierre-Emerick Aubameyang,Arsenal,2.0,2020-09-19,True
Rob Holding,Arsenal,2.0,2020-09-19,True
Sead Kolašinac,Arsenal,2.0,2020-09-19,True
Granit Xhaka,Arsenal,2.0,2020-09-19,True
Matt Macey,Arsenal,2.0,2020-09-19,False
Ainsley Maitland-Niles,Arsenal,2.0,2020-09-19,False
Nicolas Pépé,Arsenal,2.0,2020-09-19,False
David Luiz,Arsenal,2.0,2020-09-19,False
Mohamed Elneny,Arsenal,2.0,2020-09-19,False
Joe Willock,Arsenal,2.0,2020-09-19,False
Eddie Nketiah,Arsenal,2.0,2020-09-19,False
Łukasz Fabiański,West Ham United,2.0,2020-09-19,True
Aaron Cresswell,West Ham United,2.0,2020-09-19,True
Pablo Fornals,West Ham United,2.0,2020-09-19,True
Jarrod Bowen,West Ham United,2.0,2020-09-19,True
Angelo Ogbonna,West Ham United,2.0,2020-09-19,True
Issa Diop,West Ham United,2.0,2020-09-19,True
Ryan Fredericks,West Ham United,2.0,2020-09-19,True
Arthur Masuaku,West Ham United,2.0,2020-09-19,True
Tomáš Souček,West Ham United,2.0,2020-09-19,True
Michail Antonio,West Ham United,2.0,2020-09-19,True
Declan Rice,West Ham United,2.0,2020-09-19,True
Darren Randolph,West Ham United,2.0,2020-09-19,False
Fabián Balbuena,West Ham United,2.0,2020-09-19,False
Andriy Yarmolenko,West Ham United,2.0,2020-09-19,False
Felipe Anderson,West Ham United,2.0,2020-09-19,False
Manuel Lanzini,West Ham United,2.0,2020-09-19,False
Sébastien Haller,West Ham United,2.0,2020-09-19,False
Ben Johnson,West Ham United,2.0,2020-09-19,False
Alex McCarthy,Southampton,2.0,2020-09-20,True
Kyle Walker-Peters,Southampton,2.0,2020-09-20,True
Ryan Bertrand,Southampton,2.0,2020-09-20,True
Jack Stephens,Southampton,2.0,2020-09-20,True
Oriol Romeu,Southampton,2.0,2020-09-20,True
James Ward-Prowse,Southampton,2.0,2020-09-20,True
Danny Ings,Southampton,2.0,2020-09-20,True
Che Adams,Southampton,2.0,2020-09-20,True
Moussa Djenepo,Southampton,2.0,2020-09-20,True
Stuart Armstrong,Southampton,2.0,2020-09-20,True
Jan Bednarek,Southampton,2.0,2020-09-20,True
Fraser Forster,Southampton,2.0,2020-09-20,False
Jannik Vestergaard,Southampton,2.0,2020-09-20,False
Shane Long,Southampton,2.0,2020-09-20,False
Michael Obafemi,Southampton,2.0,2020-09-20,False
William Smallbone,Southampton,2.0,2020-09-20,False
Nathan Tella,Southampton,2.0,2020-09-20,False
Jake Vokins,Southampton,2.0,2020-09-20,False
Hugo Lloris,Tottenham Hotspur,2.0,2020-09-20,True
Matt Doherty,Tottenham Hotspur,2.0,2020-09-20,True
Pierre Højbjerg,Tottenham Hotspur,2.0,2020-09-20,True
Davinson Sánchez,Tottenham Hotspur,2.0,2020-09-20,True
Son Heung-min,Tottenham Hotspur,2.0,2020-09-20,True
Harry Winks,Tottenham Hotspur,2.0,2020-09-20,True
Harry Kane,Tottenham Hotspur,2.0,2020-09-20,True
Eric Dier,Tottenham Hotspur,2.0,2020-09-20,True
Lucas Moura,Tottenham Hotspur,2.0,2020-09-20,True
Tanguy Ndombele,Tottenham Hotspur,2.0,2020-09-20,True
Ben Davies,Tottenham Hotspur,2.0,2020-09-20,True
Joe Hart,Tottenham Hotspur,2.0,2020-09-20,False
Toby Alderweireld,Tottenham Hotspur,2.0,2020-09-20,False
Érik Lamela,Tottenham Hotspur,2.0,2020-09-20,False
Moussa Sissoko,Tottenham Hotspur,2.0,2020-09-20,False
Giovani Lo Celso,Tottenham Hotspur,2.0,2020-09-20,False
Steven Bergwijn,Tottenham Hotspur,2.0,2020-09-20,False
Serge Aurier,Tottenham Hotspur,2.0,2020-09-20,False
Karl Darlow,Newcastle United,2.0,2020-09-20,True
Jamaal Lascelles,Newcastle United,2.0,2020-09-20,True
Andy Carroll,Newcastle United,2.0,2020-09-20,True
Jonjo Shelvey,Newcastle United,2.0,2020-09-20,True
Allan Saint-Maximin,Newcastle United,2.0,2020-09-20,True
Callum Wilson,Newcastle United,2.0,2020-09-20,True
Isaac Hayden,Newcastle United,2.0,2020-09-20,True
Jamal Lewis,Newcastle United,2.0,2020-09-20,True
Jeff Hendrick,Newcastle United,2.0,2020-09-20,True
Federico Fernández,Newcastle United,2.0,2020-09-20,True
Javier Manquillo,Newcastle United,2.0,2020-09-20,True
Mark Gillespie,Newcastle United,2.0,2020-09-20,False
Ciaran Clark,Newcastle United,2.0,2020-09-20,False
Joelinton,Newcastle United,2.0,2020-09-20,False
Matt Ritchie,Newcastle United,2.0,2020-09-20,False
